longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.18,0.63,33.0,2974.0,702.0,1525.0,603.0,2.5521,137500.0,4.0
-121.43,0.75,20.0,1983.0,419.0,1493.0,407.0,2.0057,57500.0,1.0
-115.98,0.32,8.0,240.0,46.0,63.0,24.0,1.4688,53800.0,1.0
-117.96,0.79,36.0,2398.0,403.0,1261.0,402.0,4.2833,221800.0,0.0
-120.6,0.76,22.0,1236.0,273.0,615.0,248.0,3.1029,106900.0,1.0
-122.37,0.39,52.0,845.0,190.0,367.0,204.0,2.67,350000.0,1.0
-117.19,0.09,21.0,2215.0,484.0,1005.0,467.0,2.5607,157700.0,1.0
-118.06,0.13,37.0,1340.0,258.0,648.0,245.0,3.7214,204500.0,1.0
-122.23,3894.0,30.0,1266.0,198.0,647.0,210.0,3.5795,97900.0,1.0
-121.91,0.68,20.0,1804.0,254.0,831.0,260.0,6.0,334100.0,0.0
-119.31,0.62,25.0,1031.0,230.0,566.0,231.0,2.4464,90600.0,1.0
-122.69,0.91,43.0,1804.0,335.0,622.0,295.0,4.5,161200.0,0.0
-119.02,0.6,31.0,1509.0,363.0,1322.0,390.0,1.5446,67900.0,1.0
-121.04,0.78,32.0,2919.0,528.0,1466.0,473.0,2.5295,200000.0,1.0
-122.09,0.7,25.0,909.0,215.0,254.0,136.0,2.3187,80000.0,1.0
-118.18,0.63,13.0,1931.0,398.0,1171.0,369.0,3.3542,151600.0,1.0
-118.18,0.63,33.0,1077.0,266.0,757.0,255.0,2.5,105800.0,1.0
-121.83,0.99,15.0,2919.0,462.0,1456.0,453.0,4.8125,141200.0,1.0
-117.21,0.83,36.0,1475.0,251.0,706.0,261.0,3.8214,56000.0,1.0
-122.18,0.75,36.0,1047.0,260.0,651.0,267.0,1.7708,74200.0,1.0
-121.61,0.77,29.0,2559.0,497.0,1088.0,466.0,2.5667,99300.0,1.0
-119.06,0.36,52.0,1239.0,262.0,921.0,243.0,1.8661,56500.0,1.0
-121.98,0.32,45.0,19.0,5.0,7460.0,6.0,10.2264,137500.0,0.0
-118.18,0.02,36.0,1138.0,296.0,1412.0,320.0,2.2813,8300.0,0.0
