P1,P5p1,P6p2,P11p4,P14p9,P15p1,P15p3,P16p2,P18p2,P27p4,H2p2,H8p2,H10p1,H13p1,H18pA,H40p4,price
62.0,0.0,0.003038,0.0719108,0.0519777,0.8438349,0.0208832,0.757563,0.006431,0.0722624,0.0591855,0.0014413,0.9772627,0.2557878,0.0620297,0.4693878,9.0
4997.00000368,0.0,0.094644,0.0005729,0.0043363,0.8334062,0.0755751,0.9444055,0.0017264,0.0586246,0.0529151,0.0829688,0.908271,0.1445953,0.1334254,0.3446809,197.0
311.00000248,0.4730789,0.2901057,0.0895745,0.0787928,0.8555057,0.0083088,0.7135529,0.0043256,0.0580464,0.050413,0.262768,0.7575102,0.5099846,0.1754386,0.3503279,7.0
2067.0,0.4777449,0.0145259,0.1409644,0.1029495,0.8195233,0.0274929,0.6770032,0.0029984,0.0533113,0.0976277,0.0170734,0.8797711,0.4709778,0.1232843,0.4802866,324.0
8958.0,0.4730697,0.1934192,0.1414753,0.1029703,0.8439432,0.6195328,0.207561,0.0038767,0.0578267,0.1086429,0.1508218,0.9877343,0.5139108,0.0727998,0.5139116,19.0
6007.0,0.4608881,0.1921989,0.1443504,0.09859,0.7518369,0.0773369,0.6104104,0.00404073,0.0503573,0.0569258,0.1777123,0.96664,0.2238484,0.0635261,0.2834796,220.0
8220.0,0.4819236,0.308833,0.1263708,0.0838817,0.8244435,0.0205005,0.6884808,0.0029313,0.0591768,0.0841918,0.2733272,0.933162,0.3602369,0.1551207,0.4816425,84.0
1186.0,0.4727686,0.028008,0.145584,0.0923769,0.844089,0.0224513,0.6880042,0.0029759,0.0582388,0.0739341,0.0326818,0.9843652,0.3262813,0.0779587,0.3529471,88.0
10227.0,0.4714797,0.0148079,0.1334707,0.0987921,0.8354542,0.0156775,0.6557088,0.0039124,0.0529401,0.0317689,0.012861,0.8201201,0.3984683,0.0764897,0.4666667,113.0
8101.0000038,0.0,0.5648964,0.0690428,0.0569229,0.8244729,0.0559608,0.6892116,0.0036547,0.055299729,0.0569132,0.4855234,0.7658104,0.460574,0.1708059,0.7637931,12.0
1623.00000248,0.4728066,0.1407156,0.1418608,0.1072505,0.8137603,0.016129,0.6555064,0.0044222,0.062759,0.0355545,0.1309235,0.8292203,0.5010204,0.0927729,0.1861472,49.0
2737.0,0.0,0.5564204,0.1418556,0.0930505,0.7795563,0.071905,0.6556637,0.0040489,0.0584489,0.1364983,0.4873297,0.9861392,0.4398248,0.1227279,0.4893365,514.0
94.0,0.0,0.1264484,0.0008774,0.005075,0.8597258,0.2122741,0.9884594,0.0007605,0.0034965,0.0564553,0.1191212,0.8856517,0.1327461,0.1889745,0.0,17.0
644.0,0.0,0.2740804,0.093239,0.0838398,0.758418,0.0548592,0.6030189,0.0047106,0.082405,0.0723967,0.2529274,0.9355428,0.4806729,0.1072418,0.4927083,59.0
2666.0,0.4823298,0.1212115,0.0944729,0.0790317,0.8104113,0.2612828,0.6260859,0.0064833,0.0797895,0.0355548,0.109134,0.9710644,0.4527257,0.0889702,0.2801674,324.0
54.00000248,0.4805775,0.1238136,0.0791259,0.0770869,0.8095712,0.008426,0.6324484,0.0025189,0.0728082,0.0648648,0.092475,0.7629342,0.5008109,0.1001864,0.1801242,105.0
624.00000248,0.0,0.2964484,0.0795969,0.0506798,0.8439431,0.0907929,0.7401935,0.0020218,0.0409567,0.1319242,0.383461,0.9396954,0.405321,0.1484609,0.4680851,80.0
1505.00000368,0.0,0.5559298,0.0585938,0.0655105,0.8375828,0.0791445,0.7609704,0.0030712,0.0579745,0.1012929,0.4855686,0.7909154,0.6604219,0.1108028,0.4558739,9.0
321.0,0.0,0.8857774,0.0529679,0.0569353,0.9212655,0.0005394,0.8156498,0.0040819,0.0502074,0.0734959,0.9777563,0.9485537,0.3652488,0.1718341,0.4693878,119.0
2254.00000248,0.0,0.09494,0.056529,0.0509566,0.63107,0.120703,0.5124207,0.0022166,0.1879597,0.0775578,0.0888273,0.8288231,0.5187861,0.0712188,0.3228707,158.0
403.0,0.4944563,0.1966267,0.1248229,0.0955219,0.8166762,0.0204944,0.6867052,0.0046358,0.0580818,0.0700879,0.1629234,0.8357613,0.4377358,0.1276605,0.5535714,37.0
7788.0,0.4643041,0.1693616,0.1214018,0.0979986,0.7070703,0.0719113,0.11918642,0.0026707,0.1381682,0.042463,0.1494856,0.9247889,0.3993993,0.0626606,0.4636735,645.0
136.0,0.4727196,0.1995583,0.1414018,0.1095529,0.7517353,0.0572144,0.6030946,0.0029204,0.0483727,0.0796774,0.1798355,0.9572995,0.3793609,0.0889209,0.5874016,30.0
66473.00000248,0.4716635,0.140873,0.1003329,0.098594,0.7970523,0.0453719,0.6677245,0.00358,0.1076187,0.095318,0.1278128,0.9670207,0.4025714,0.0720797,0.5721311,309.0
25.00000207,0.473028,0.0029768,0.1612056,0.1288145,0.8180269,0.0278813,0.718852,0.0039221,0.034516,0.0615655,0.0014233,0.912977,0.353575,0.0987931,0.2954545,72.0
17767.0,0.4790686,0.0197911,0.1492608,0.0946788,0.903225,0.0156771,0.8263429,0.00209026,0.0375744,0.0452946,0.0286607,0.6547158,0.4554274,0.2717755,0.4295283,15.0
605.0,0.4731858,0.0140337,0.1527353,0.1269035,0.8654008,0.0001995,0.7013298,0.0039185,0.0425135,0.0256066,0.0164964,0.8885654,0.377575,0.0727489,0.3563218,47.0
246.0,0.4823298,0.0080654,0.1074937,0.0796518,0.9369847,0.00018229,0.8502929,0.0008881,0.0265529,0.0263055,0.0092293,0.9637753,0.1800948,0.0510728,0.3516484,57.0
351.00000248,0.5015873,0.0226344,0.0719605,0.0587302,0.8417508,0.01684506,0.7008726,0.0046262,0.0704787,0.0605227,0.0154219,0.9005736,0.5649578,0.07649042,0.4331447,16.0
4639.00000368,0.4769166,0.0,0.1055625,0.0987907,0.8145219,0.0302873,0.7075619,0.0049394,0.0638451,0.0912495,0.2060911,0.7057207,0.6248935,0.6847425,0.4058442,101.0
1093.0,0.4695438,0.8833183,0.0802055,0.0789371,0.8422459,0.0187525,0.6888181,0.0063909,0.0444718,0.0479653,0.8352574,0.992057,0.3672064,0.1072025,0.1604938,48.0
99.0,0.473098,0.122902,0.1435612,0.1090698,0.8716113,0.0127197,0.7284233,0.001692,0.0417788,0.0735079,0.0977519,0.9880665,0.3041014,0.0702929,0.3815789,5.0
4441.0,0.473907,0.1401007,0.147775,0.1047228,0.8134204,0.0229529,0.6712063,0.0046366,0.041157,0.0555284,0.0985798,0.585762,0.4170338,0.1152563,0.6266667,48.0
2000.0,0.0,0.0574498,0.0502205,0.0463145,0.5544177,0.2805528,0.4823283,0.0015805,0.0722859,0.0418455,0.0559106,0.9876726,0.4610772,0.0454181,0.2296667,224.0
1922.0,0.0,0.0050676,0.433569,0.2002059,0.8340893,0.0199723,0.6898686,0.0004868,0.0198552,0.1001287,0.0023263,0.9984871,0.1964945,0.0461844,0.4889831,45.0
286.00000214,0.0,0.5530797,0.0008152,0.001562,0.8690563,0.1340702,0.9335643,0.00029461,0.0123209,0.03358,0.4920204,0.959222,0.4612955,0.1903377,0.0,5.0
18537.0,0.4855689,0.3058753,0.1192912,0.0809679,0.834263,0.0156773,0.6695271,0.00404038,0.0576029,0.0480119,0.2784382,0.9598498,0.3692608,0.0877489,0.3659574,535.0
1630553.00000248,0.487636,0.2811307,0.1070082,0.0770878,0.8525091,0.0144373,0.7476719,0.0019394,0.0467759,0.0623173,0.1783134,0.8688729,0.3779519,0.1160245,0.3765709,12.0
10080.00000309,0.0,0.3935387,0.0572892,0.0593348,0.5482028,0.09834,0.5194443,0.0033369,0.1750857,0.0196929,0.3113232,0.9351294,0.4382892,0.1196838,0.4452529,14.0
1009.000006,0.0,0.28354297,0.0519504,0.0634505,0.808808,0.1333204,0.8228206,0.0034395,0.0555204,0.0821138,0.2290773,0.8325937,0.4820438,0.1770683,0.3780259,11.0
802.00000248,0.0,0.553028,0.0772442,0.0711912,0.7981845,0.150501,0.6756955,0.0045358,0.0471918,0.1777709,0.4579876,0.7727461,0.4754855,0.1720779,0.5483829,55.0
283.0,0.491203,0.0057263,0.0779876,0.0552861,0.9299898,0.004424,0.8276812,0.0051073,0.0473107,0.0495127,0.002998,0.9078771,0.1001855,0.0784314,0.1889764,13.0
940.0,0.4735294,0.0069159,0.1306536,0.1029108,0.8239113,0.0364495,0.7012072,0.0047654,0.0529983,0.0358064,0.0063017,0.9933451,0.355585,0.0853795,0.3248955,48.0
100.0,0.0,0.0029342,0.0794507,0.0559629,0.9354028,0.0194657,0.8941323,0.0019374,0.0198413,0.0261505,0.0013423,0.6323243,0.5263346,0.4206186,0.037037,5.0
19949.00000248,0.4705686,0.0730798,0.2636259,0.1224786,0.7240586,0.0221107,0.5551755,0.0020473,0.0727184,0.1096907,0.0756336,0.9761119,0.5162604,0.0727285,0.3576338,88.0
19.00000214,0.487563,0.1091789,0.095443,0.0791824,0.7571861,0.0545267,0.5740794,0.0033369,0.0988596,0.0540274,0.2034263,0.8410634,0.4692921,0.0885609,0.3461538,95.0
9502.000008,0.4797514,0.8865705,0.0916335,0.0639433,0.7283068,0.1099842,0.0342912,0.0046341,0.0530973,0.0342033,0.7290761,0.8145527,0.5139585,0.1788207,0.3615385,433.0
1504.00000248,0.0,0.3564313,0.0531624,0.0502574,0.7637784,0.0943001,0.5552049,0.0033983,0.0553637,0.0449693,0.3758938,0.925187,0.5717983,0.0787619,0.4507042,119.0
2070.0,0.4739605,0.2912196,0.0983529,0.0764203,0.7571414,0.0563481,0.6292529,0.0040591,0.0775559,0.0432609,0.2806611,0.9665241,0.4362918,0.0877235,0.4088785,46.0
5384.0,0.0,0.5501298,0.1287018,0.0794605,0.7584189,0.0949026,0.6979766,0.0047398,0.069863,0.1047,0.4855124,0.9832528,0.4453598,0.0786323,0.3843638,7.0
11194.00000248,0.494353,0.5577259,0.0910733,0.0796774,0.8576515,0.012574,0.732927,0.0044683,0.0629615,0.1198559,0.4710095,0.8321787,0.4774406,0.129018,0.4927114,27.0
99.00000248,0.0,0.5566258,0.0941538,0.0797785,0.9220481,0.0010188,0.8115331,0.0044227,0.0346925,0.0927242,0.4715055,0.7764876,0.3515698,0.2377345,0.6777778,38.0
889.0,0.495495,0.0200603,0.1077015,0.0782817,0.9296414,0.018692,0.8126498,0.0064821,0.0356733,0.033033,0.0148,0.1756573,0.6163965,0.2352941,0.3348485,107.0
323.0,0.0,0.5568492,0.0564058,0.0572304,0.7635444,0.1294018,0.6543544,0.0046358,0.0548108,0.0414938,0.4778329,0.8598708,0.5998484,0.2880323,0.3151483,82.0
8263.00000248,0.471409,0.4468767,0.1245231,0.098104,0.6376812,0.0489039,0.4862134,0.0026399,0.1055185,0.0728967,0.37,0.991604,0.4174707,0.0889181,0.4925904,47.0
2169.0,0.473977,0.0134094,0.1314797,0.0984745,0.8228649,0.0339039,0.6409352,0.0011148,0.0568627,0.0776959,0.0143228,0.924079,0.2725092,0.0527704,0.4705274,147.0
2959.0,0.4739115,0.2977818,0.1289613,0.1129199,0.8090204,0.0216324,0.6747296,0.0029118,0.0565834,0.0889124,0.2521703,0.9883798,0.3655108,0.1221875,0.5136112,115.0
11005.00000478,0.0,0.5484492,0.1105396,0.1191919,0.8953214,0.0105313,0.6822052,0.0040388,0.0316983,0.0776673,0.5697839,0.9936087,0.3748451,0.1001288,0.6303353,47.0
64.0,0.0,0.5530446,0.1257218,0.0797765,0.8439437,0.0545113,0.6922055,0.0053106,0.0553637,0.0770471,0.4719812,0.8576786,0.460591,0.1530349,0.2929936,48.0
468.0,0.473869,0.0057444,0.1419163,0.0981474,0.7738223,0.0283705,0.5907998,0.0032922,0.0738274,0.0413437,0.0050386,0.9793577,0.4226716,0.0542924,0.4152381,52.0
400.00000248,0.0,0.0594756,0.145567,0.0719589,0.809175,8.0508151,0.6623358,0.0046358,0.0591932,0.1347563,0.0464021,0.843388,0.3992935,0.1161276,0.472973,53.0
177.0,305011402.0,0.0574473,0.0960867,0.079248,0.9118573,0.0175188,0.8075089,0.0029495,0.0353535,0.0298857,0.0481361,0.9002063,0.4856585,0.0728074,0.2201258,18.0
218.00000248,0.4728066,0.010041,0.143143,0.1254627,0.8520837,0.0160793,0.6908601,0.0038144,0.0244798,0.042931,0.0155849,0.9176311,0.8001829,0.1269648,0.3464567,9.0
2550.00000368,0.4864697,0.0226958,0.0949574,0.0723058,0.8589663,0.0027769,0.7093329,0.0045124,0.0773018,0.0503576,0.0223162,0.8587793,0.4496914,0.1467388,0.3086172,84.0
327.00000478,0.4775532,0.2908392,0.1438881,0.0987219,0.7791889,0.0475169,0.6228956,0.0040587,0.0796729,0.0773829,0.2098559,0.9823573,0.3068537,0.0790426,0.4496673,83.0
17187.0,0.0,0.5501057,0.0946311,0.0728184,0.8339298,0.0127729,0.6763008,0.0039693,0.0792952,0.0569173,0.4855401,0.8574495,0.7085969,0.1953229,0.3575485,100.0
502.00000478,0.4803045,0.0475805,0.096945,0.0719587,0.8860858,0.0164368,0.7651729,0.0046404,0.0413673,0.0532963,0.0406778,0.8585573,0.4728876,0.1340206,0.1206897,9.0
617.00000248,0.0,0.1823444,0.0565537,0.0587689,0.714532,0.0735294,0.6719545,0.0027673,0.0482943,0.0510032,0.1574048,0.9888066,0.3436389,0.0449018,0.4452055,48.0
5128.0,0.446498,0.4794232,0.141486,0.104885,0.8188957,0.0345594,0.6889597,0.0040399,0.041529,0.0917609,0.4376375,0.9943841,0.3407245,0.111233,0.5227273,79.0
503.00000229,0.0,0.467777,0.100072,0.0927406,0.7638121,0.3633033,0.6134373,0.0023067,0.0550957,0.0723902,0.4234687,0.9763545,0.4404404,0.1259019,0.3790323,47.0
385.0,0.4878574,0.0267863,0.1605649,0.1072952,0.8678959,0.0150204,0.7489677,0.0050546,0.0256945,0.0319489,0.0255949,0.9032289,0.2490533,0.0914718,0.4134629,107.0
4860.0,0.4729161,0.1290713,0.158828,0.079019,0.8053547,0.0358822,0.6806245,0.0049145,0.0533124,0.0699621,0.1551142,0.8576772,0.3708563,0.0959102,0.3756459,544.0
5281.0,0.4748059,0.5558824,0.1159778,0.0914928,0.8202128,0.0791826,0.7006629,0.0045124,0.0389243,0.1255555,0.4855327,0.9384384,0.4404792,0.1570968,0.4168708,36.0
226.0,0.0,0.0088714,0.1218233,0.0983572,0.5965529,0.2454828,0.5115108,0.0015291,0.1527446,0.0791853,0.0071161,0.9970654,0.3602628,0.0628571,0.3363636,40.0
348.000008,0.0,0.2948808,0.0573593,0.0727127,0.914982,0.0039891,0.0527983,0.0030983,0.0529285,0.1334445,0.2112979,0.9577358,0.3580237,0.2018655,0.4137931,47.0
169.00000248,0.0,0.0057608,0.230569,0.1401507,0.7761926,0.0465576,0.6137628,0.001512,0.0584454,0.1341818,0.0012958,0.9659079,0.4770656,0.0440367,0.5679012,33.0
3231.0,0.4721145,0.0894147,0.1464151,0.1083756,0.8295317,0.014317,0.6705856,0.0034905,0.0519538,0.0420907,0.073698,0.9941843,0.3756461,0.0682579,0.4851752,5.0
179.0000037,0.473069,0.0112112,0.140344,0.0920904,0.8906824,0.0184995,0.7577605,0.0013193,0.0235507,0.0154515,0.0105719,0.9951392,0.1584683,0.057801,0.3333333,45.0
455.0000066,0.0,0.0584003,0.0572605,0.0557304,0.2802802,0.0919957,0.6080171,0.0036131,0.30291,0.0504298,0.0569151,0.9573,0.4957092,0.0821355,0.0357143,627.0
1912.000009,0.4649898,0.0901507,0.1789589,0.145528,0.7527197,0.040178,0.5923504,0.0029608,0.057495,0.0792323,0.0889011,0.9959326,0.3429846,0.0553284,0.4390244,53.0
