ID,Age,Experience,Income,ZIPCode,Family,CCAvg,Education,Mortgage,PersonalLoan,SecuritiesAccount,CDAccount,Online,CreditCard
938.7775,42.0,19.0,65.0,94025.0,2,3.1541858,1,257.6316833496094,0,0,0,1,0
3961.8237,34.0,11.0,162.33986,95827.140625,3,4.4021225,3,175.3756866455078,1,0,0,0,0
1420.7559,62.0,36.93123,44.0,91711.0,3,1.4,3,0.0,0,0,0,1,0
2862.8242,32.0,6.0936346,61.96309,90019.0625,1,2.670822,3,0.0,0,0,0,1,1
575.1892,43.0,18.0,68.01006,95717.984375,3,0.2,3,0.0,0,0,0,0,0
4627.5283,45.246983,20.0,18.0,94163.1875,4,0.2,3,0.0,0,0,0,1,0
1066.297,54.0,29.0,9.492368,94109.890625,1,0.6,1,0.0,0,0,0,1,0
3366.6692,48.0,21.0,82.0,94720.0,1,1.4455796,1,0.0,0,0,0,0,1
4172.3447,51.188965,25.0,68.85712,93943.0,1,0.9,1,0.0,0,1,0,1,0
4774.332,47.0,21.0,52.362022,94720.0,3,0.8,2,0.0,0,0,0,0,1
2965.8953,31.0,6.0,39.803947,94304.0,2,0.80005676,2,0.0,0,0,0,1,0
450.78665,40.0,17.0,81.0,94305.0,1,2.6072013,1,0.0,0,0,0,0,0
2246.7449,46.0,20.510576,68.634125,92179.1640625,4,1.8,1,0.0,0,0,0,0,0
4301.854,31.0,4.1072702,54.434555,90032.328125,1,6.7073927,3,221.33261108398438,0,0,0,0,0
252.03311,27.166964,2.0,49.656235,95817.6328125,1,1.956183,3,0.0,0,0,0,0,0
1755.3491,62.0,37.0,128.44176,91365.7578125,1,0.3,1,0.0,0,0,0,1,1
3168.6912,62.0,38.0,130.74152,90089.0,1,0.4104235,3,140.64385986328125,1,0,0,0,0
864.4624,47.0,21.646696,59.737564,95158.453125,1,1.7,2,0.0,0,0,0,0,1
4712.927,33.0,7.0,14.345056,94306.453125,2,0.7348373,3,0.0,0,0,0,1,0
2622.828,42.0,19.0,121.937065,93106.125,1,2.095757,1,0.0,0,0,0,1,0
2090.4788,40.0,12.216801,113.69655,91711.0,4,2.0,3,0.0,0,0,0,1,0
1413.2623,47.410194,22.0,59.0,93154.078125,1,1.547896,3,115.92316436767578,0,1,0,1,0
3425.2534,27.0,1.5921613,130.79381,95550.0390625,2,1.9510124,2,0.0,0,0,0,1,1
202.80746,42.0,17.0,34.960285,94588.0703125,1,0.2,3,89.22810363769531,0,0,0,0,0
1739.0626,30.0,4.0,182.63023,94072.828125,3,6.3938327,3,0.0,1,0,0,1,0
897.5308,31.0,5.244598,64.0,90056.5625,3,3.4082932,1,0.0,0,0,0,0,0
4223.7676,48.0,20.011604,144.02977,94025.0,4,1.3900096,2,196.87588500976562,0,0,0,1,0
4779.2227,32.0,7.0,40.057846,94591.1328125,1,0.3,3,0.0,0,0,0,1,0
4886.926,54.0,31.0,84.0,92067.3828125,1,0.0,1,0.0,0,0,0,0,0
1980.3342,43.0,17.0,40.0,93111.625,2,0.8,2,237.44851684570312,0,0,0,1,0
421.01947,37.0,11.313634,159.18951,92640.7578125,2,2.0,1,0.0,0,0,0,1,0
871.86646,41.0,17.0,68.01359,95455.078125,2,2.6406305,1,0.0,0,0,0,0,0
4490.65,58.051147,33.0,53.037872,95823.8984375,3,2.999291,1,0.0,0,0,0,1,0
1461.3883,25.010983,0.0,38.003777,94107.2578125,4,1.3,3,0.0,0,0,0,1,0
245.618,29.0,4.0,112.86997,92007.640625,4,5.247417,3,0.0,0,0,0,0,0
297.38498,43.46988,18.0,55.0,93943.0,4,0.3,1,0.0,0,0,0,1,0
4728.7266,40.0,15.0,50.0,95811.9609375,1,0.1,3,0.0,0,0,0,0,0
484.54712,33.645126,7.9537187,31.660728,94720.0,4,1.5,1,0.0,0,0,0,1,1
1540.39,54.0,28.0,149.6614,94922.390625,2,4.3382382,1,0.0,0,0,0,1,0
3028.0437,29.85397,4.0,83.0,93137.1875,1,1.5,2,0.0,0,0,0,1,0
240.7066,29.0,3.0,39.0,92860.4140625,4,1.8,1,0.0,0,0,0,0,1
517.1127,43.0,19.649277,152.78694,90032.1171875,1,6.691011,1,0.0,0,0,0,0,1
2743.6023,50.0,25.0,83.401535,92534.8125,1,5.113779,1,0.0,0,0,0,1,0
1793.834,50.73018,23.0,40.0,94074.4296875,3,0.5,2,0.0,0,0,0,1,1
436.88895,31.0,6.8035183,114.91024,92015.234375,3,0.82428724,1,328.400390625,0,0,0,0,0
1346.3862,34.512806,10.0,114.200775,94720.0,1,3.2932544,1,0.0,0,0,0,0,0
3979.058,40.0,16.0,64.4713,91711.0,4,1.4,2,0.0,0,0,0,1,0
81.82026,29.0,3.0,38.393402,92115.1484375,4,1.0,3,0.0,0,0,0,1,1
2171.9692,28.0,3.0,81.0,92703.328125,1,0.2,1,0.0,0,0,0,1,0
3435.777,31.41467,6.0,42.93447,95838.7421875,1,0.19796695,3,0.0,0,0,0,1,0
565.39014,29.0,4.0,79.0,95616.421875,1,0.0,2,0.0,0,0,0,1,0
68.78099,49.0,23.0,83.0,94575.8203125,2,1.5,3,0.0,0,0,0,0,1
3121.3599,57.0,32.0,93.057014,94081.1875,4,0.0,1,0.0,0,0,0,1,0
4360.3296,25.0,0.0,47.165546,95616.0,4,0.1,3,0.0,0,1,0,1,0
286.40598,47.258404,22.0,15.48726,91320.0,2,0.0,2,0.0,0,0,0,1,1
3156.988,60.0,34.989117,78.0,93107.234375,1,0.0,3,0.0,0,0,0,0,1
4563.283,46.0,21.0,69.23451,90095.0,1,0.013248898,1,193.86802673339844,0,0,0,1,1
633.4824,50.0,25.929682,51.68042,94933.171875,1,0.5,1,0.0,0,0,0,1,1
1803.8583,51.0,26.781,69.14299,95052.78125,2,0.3,1,0.0,0,0,0,1,1
920.37177,27.108438,2.0,40.71138,94704.0078125,2,2.606033,3,85.2804946899414,0,1,0,1,0
