longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-122.1,37.38999938964844,37.0,5650.6104,797.4194,1471.9996,723.3705,7.1979713,500001.0,4
-121.17873,35.474552154541016,25.0,2155.2268,356.63232,1133.9943,361.77353,4.9894586,266162.5,4
-122.76522,38.354835510253906,45.0,2249.5264,421.10287,1324.0261,439.51196,4.031365,238007.890625,3
-117.04,33.35658645629883,17.0,6534.1177,1680.5831,6654.643,1574.7429,1.957446,91982.671875,1
-121.1925,39.64066696166992,16.812824,3370.9011,757.3789,1384.0696,596.20966,1.9558902,74834.59375,1
-118.31,34.060001373291016,36.0,1709.3977,335.0,798.23596,300.0,4.18617,162500.0,0
-116.86284,33.97999954223633,16.0,3091.9087,524.82324,1331.3582,412.0,4.137376,156780.8125,1
-122.23,37.709999084472656,24.0,2753.4292,596.63086,1198.5316,530.1176,3.4671156,135248.796875,3
-118.31,37.127349853515625,16.0,2383.708,532.2126,1687.7476,479.97662,2.0066838,61215.31640625,1
-122.7079,38.04587173461914,36.0,542.73627,113.26284,828.2177,163.84084,2.8043177,189327.140625,4
-121.57046,39.5169677734375,11.0,732.0604,185.91534,293.07672,114.23409,1.7161461,73416.9375,1
-121.913475,36.67547607421875,44.0,1157.4647,146.6736,337.48862,134.7826,7.0919924,220971.453125,4
-118.18,33.849998474121094,15.0,4519.3438,840.4862,1791.18,795.32104,4.733536,500001.0,0
-122.17201,36.97813034057617,42.0,3038.036,495.7513,1540.8597,502.7715,6.938765,368355.40625,4
-118.650925,34.18000030517578,34.0,2722.2651,532.1391,965.22034,490.19016,4.3776846,348726.25,0
-122.1625,37.650001525878906,29.0,1449.0743,299.34543,911.1377,309.52496,2.562128,237445.34375,3
-122.08,38.61000061035156,35.0,3915.1575,699.6999,1666.217,671.2679,3.2311068,203320.015625,1
-124.25876,41.60251998901367,29.0,1677.5,318.4609,985.247,308.0,2.0728984,77981.921875,0
-119.78164,34.08741760253906,45.0,1466.6154,189.21188,597.2458,209.62126,7.812273,304220.375,0
-121.72717,37.7599983215332,33.0,5.24003,1.2401748,6.96803,1.1555026,4.295956,73156.6015625,1
-116.97101,33.14187240600586,1.8350881,7730.2153,1036.2539,3436.0679,925.15,6.589956,226073.9375,1
-121.265854,38.486236572265625,16.0,1613.0724,274.3559,906.57196,274.0,3.5210044,176879.4375,1
-117.15664,36.594993591308594,29.0,1872.5492,587.12225,1279.4958,439.59097,0.6129374,76351.46875,1
