date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
83.0,3,2.0,1830.0,7799.25927734375,1.0,0,0,5,8,1113.4288,1000.0,1971.8295,0.0,98033.0,47.56526,-122.313,2480.0,8140.8310546875,819721.06
19.0,3,2.0,1550.0,8065.6611328125,2.0,0,0,3,7,1630.0,0.0,1979.0,0.0,98056.0,47.459606,-122.169716,1630.0,7647.18896484375,275371.44
124.17215,4,1.0,2440.0,43564.08984375,1.0,0,0,3,7,1450.0,1290.4212646484375,1968.0,0.0,98074.83,47.5086,-122.128,1752.8336,42242.8125,444920.1
126.0,4,2.0,3163.7024,1205.0948486328125,2.0,0,0,3,9,2487.6755,0.0,2010.0,0.0,98136.0,47.622185,-122.105255,2390.0,1482.8314208984375,922984.9
196.0,3,1.0,1420.0,8809.3486328125,1.0,0,0,3,7,1400.0,0.0,1956.2712,0.0,98119.0,47.71835,-122.275,1310.0,8310.708984375,320509.53
28.0,4,2.0,1850.0,8940.666015625,2.0,0,0,3,9,1810.0,0.0,1983.0,0.0,98144.0,47.738953,-122.39083,1405.3607,8765.5419921875,949978.2
175.0,4,2.0,2402.0535,9105.8310546875,2.0,0,0,3,8,2479.89,0.0,2001.0,0.0,98029.0,47.68532,-122.0424,2520.0,9786.1640625,683462.25
180.0,3,2.0,2090.0,7198.447265625,1.0,0,0,3,8,2120.0,0.0,1989.0,0.0,98075.0,47.506367,-122.26848,2844.9238,7730.552734375,490000.0
131.0,3,1.0,1540.0,8430.380859375,1.0,0,2,3,7,1330.0,0.0,1900.912,2014.9998779296875,98133.0,47.3269,-122.2872,2173.5476,10197.341796875,253630.62
3.0,2,1.0,1060.0,5598.5048828125,1.0,0,0,3,7,770.0,0.0,1930.4688,0.0,98199.0,47.604687,-122.456764,1370.0,6015.8193359375,528797.5
