index,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
0.0049999026,3,1559.0,0,0,0,3,3,1.0,2.0,1.0,5955.0
20914.297,5,1559.0,1,0,1,0,0,1.0,1.8300089836120605,49.0,7425.0
49998.996,1,6.000043869018555,1,4,0,0,1,1.0,39.669349670410156,49.0,7425.0
0.0049999026,1,6.000043869018555,1,4,2,0,0,1.0,2.0,49.0,2410.0
0.0049999026,3,1559.0,0,0,1,3,0,1.0,2.0,16.0,4496.0
0.0049999026,3,6.000043869018555,1,4,2,0,2,1.0,2.0,49.0,2339.0
49998.996,1,1559.0,0,4,2,2,1,1.0,2.0,49.0,4020.0
0.0049999026,5,6.000043869018555,1,4,0,5,1,1.0,2.0,49.0,2410.0
49998.996,0,6.000043869018555,1,0,0,0,2,1.0,39.669349670410156,49.0,2410.0
0.0049999026,3,1559.0,1,0,0,2,2,1.0,2.0,1.0,35144.203125
1128.022,3,1559.0,0,5,0,4,1,1.0,2.0,1.0,4020.0
0.0049999026,3,1559.0,0,0,0,3,0,1.0,2.0,1.0,2410.0
0.0049999026,1,6.000043869018555,1,4,2,0,0,1.0,2.0,49.0,35144.203125
49998.996,5,6.000043869018555,1,4,0,5,1,1.0,2.0,1.0,4020.0
0.0049999026,3,1559.0,0,0,0,3,2,1.0,2.0,1.0,2410.0
0.0049999026,1,1559.0,0,0,0,2,0,1.0,1.8300089836120605,1.0,4020.0
49998.996,1,6.000043869018555,1,1,0,0,1,1.0,2.0,1.0,7425.0
0.0049999026,3,1559.0,1,5,0,2,4,1.0,2.0,49.0,4896.0
0.0049999026,0,1559.0,1,0,0,4,2,1.0,2.0,49.0,2339.0
0.0049999026,3,1559.0,0,0,0,5,0,1.0,1.8300089836120605,49.0,35144.203125
0.0049999026,3,1559.0,0,5,0,4,3,1.0,2.0,49.0,2410.0
49998.996,4,1559.0,1,5,2,5,3,1.0,2.0,49.0,4020.0
0.0049999026,3,1559.0,0,0,0,3,0,1.0,2.0,49.0,2410.0
31124.361,3,1559.0,0,4,0,3,0,1.0,2.0,1.0,2410.0
0.0049999026,1,6.000043869018555,1,4,0,2,4,1.0,39.669349670410156,49.0,2339.0
0.0049999026,3,1559.0,1,4,0,0,2,1.0,2.0,1.0,2410.0
0.0049999026,0,1559.9998779296875,0,0,0,4,2,1.0,2.0,1.0,4020.0
0.0049999026,3,1559.0,0,0,0,4,0,1.0,2.0,1.0,4496.0
0.0049999026,0,1559.9998779296875,1,0,0,0,4,1.0,39.669349670410156,1.0,35144.203125
0.0049999026,5,6.000043869018555,1,0,0,1,0,1.0,39.669349670410156,49.0,2339.0
0.0049999026,1,6.000043869018555,1,1,0,0,0,1.0,2.0,49.0,7425.0
0.0049999026,0,6.000043869018555,1,0,2,4,0,1.0,2.0,49.0,5955.0
0.0049999026,0,6.000043869018555,1,5,0,2,5,1.0,2.0,49.0,4020.0
49998.996,0,6.001682758331299,0,4,1,1,0,1.0,2.0,1.0,4496.0
0.0049999026,5,1559.0,0,1,0,0,1,1.0,1.8300089836120605,49.0,4020.0
49998.996,0,1559.0,1,4,2,0,2,1.0,2.0,49.0,5955.0
0.0049999026,3,1559.0,0,0,0,3,2,1.0,2.0,1.0,4020.0
0.0049999026,0,1559.0,0,1,0,2,1,1.0,2.0,49.0,4020.0
49998.996,3,1559.0,0,4,0,1,2,1.0,2.0,1.0,2410.0
49998.996,3,6.000043869018555,1,0,0,0,0,1.0,2.0,49.0,4020.0
