RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5480,15646632,1447,717,2,0,51,0,177799.83,1,0,0,80608.12,0
9997,15779985,339,704,0,1,38,4,90194.34,2,0,1,188156.34,0
730,15705860,2399,760,2,0,28,4,101583.11,1,0,0,87908.01,0
3015,15646615,1465,721,0,0,84,4,130788.71,1,0,0,52471.36,1
9983,15674583,2028,717,0,0,39,4,54428.37,1,1,1,102083.78,0
6197,15733904,601,612,0,1,27,2,187257.94,2,1,1,110454.46,0
528,15585367,1397,780,0,1,40,1,108071.36,1,1,0,174118.93,0
6838,15720706,1916,722,1,1,39,1,159863.9,1,1,0,55893.37,0
8889,15763431,1995,850,0,1,47,5,149131.03,2,0,1,17938.0,0
7370,15604536,785,637,0,0,27,4,135120.72,1,0,0,63981.37,1
4216,15687765,870,774,0,0,30,2,71026.77,1,1,0,47997.39,0
6452,15719858,1539,769,0,0,45,2,97259.25,1,1,0,21038.58,0
6653,15673084,1273,749,2,1,37,7,141642.92,2,1,1,91881.29,0
7945,15585867,1701,593,0,1,37,5,143350.41,2,0,1,113291.75,0
6812,15636478,1843,497,0,1,31,5,40915.55,2,1,1,67926.18,0
2155,15626985,1206,757,0,0,30,2,157866.77,2,1,0,192717.57,0
3901,15787035,165,749,1,1,45,8,114715.71,2,1,1,129590.18,0
5467,15567630,2906,486,2,0,47,5,114005.78,2,1,0,184754.26,0
6407,15688973,1319,382,2,0,36,4,96147.55,1,0,1,75084.96,0
1307,15706557,2282,705,0,0,31,5,137648.41,2,1,1,152996.89,0
5282,15798532,2030,566,0,0,36,7,108345.22,1,1,1,72927.68,0
3768,15571689,1916,670,1,0,41,6,178820.91,1,1,0,153064.87,0
3414,15635893,1817,811,2,0,26,3,111681.98,2,1,0,118740.37,0
6111,15648638,452,772,0,1,47,10,107594.11,4,1,0,104240.77,1
