feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,label
5.1577,0.402523,38.7132,0.245087,0.0302115,0.363016,0.719186,0.970743,3.29869,0.199168,4.43711,99.4294,0.935035,0.169019,2.61543,660.798,0.215447,31.6496,0.224891,1.7732,0.738764,0.334146,55.5612,5.50449,0.48989,0.0709794,1.87351,1.16907,0.158462,0.429903,10.8457,1.21903,1.08763,496.763,0.0898919,0.292088,-0.140389,-2.83944,1.73323,0.109285,157.297,-16.9582,-0.549381,5.30315,0.0131926,0.0452015,-0.530167,5.33071,-0.0345245,0.238489,1
5.83768,1.30293,10.4774,0.253227,0.0364238,0.538582,0.935348,0.903073,3.28151,0.279872,4.38742,-0.464966,0.922465,0.011658,1.68182,655.403,0.103178,16.1127,0.392371,0.608036,0.457902,0.352396,40.4713,4.6465,0.486971,-3.35898,7.76287,1.31844,0.155211,-0.169782,6.03512,1.00917,0.475906,274.766,0.0381384,0.196725,-0.116987,-2.20335,0.998194,0.076346,231.948,-0.176886,5.25003,1.81421,0.0811966,0.167172,0.219661,2.79624,-0.250965,0.263303,1
3.92883,0.447079,18.8086,0.303467,0.0575296,0.100447,0.740477,0.887312,3.08676,0.124904,3.89747,289.382,-0.570724,0.0986383,1.86146,2455.42,0.770461,8.17803,0.250467,0.905993,-3.6825,0.496042,124.38,7.13176,0.262707,-13.0671,58.0327,1.27707,0.210079,-0.0255279,6.19908,0.775417,4.64699,164.824,0.115445,0.320047,-0.215717,-2.73397,1.5172,0.136564,129.729,-13.247,0.679528,2.69669,0.00643501,0.11906,-1.04426,1.0868,0.914274,0.252497,0
4.74482,1.94769,731.22,0.297698,0.0122526,0.327788,1.33358,0.867268,3.4648,0.183599,4.2799,226.062,0.407115,0.154219,2.07418,554.076,0.183909,15.3589,0.267339,0.828863,0.436072,0.299115,352.065,4.6552,0.455032,0.49987,14.8413,1.44016,0.155915,0.664614,5.03991,0.188299,0.322867,442.409,0.0104147,0.362278,-0.559416,-1.51239,1.98426,0.0967589,120.766,15.0823,5.43738,12.6592,0.0,0.129956,-1.10366,2.10739,0.162706,0.214886,0
4.6979,1.45048,84.6798,0.215276,0.029987,0.1828,1.29687,0.856714,3.82931,0.144225,4.50206,184.161,0.0296045,0.0154815,1.64792,572.085,0.534025,20.8166,0.308012,1.0249,0.637298,0.335805,85.863,3.16122,0.489199,0.134886,24.0635,1.80919,0.128444,0.261857,7.02038,1.50696,1.45275,415.263,0.0377767,0.322516,-0.416381,-3.03649,0.761512,0.0864579,124.659,-51.1835,-0.638946,2.50464,0.0831169,0.18329,0.208995,2.68676,0.163879,0.218317,0
2.86948,1.29928,616.565,0.198316,0.0268908,0.49666,1.00318,0.7788,3.31723,0.240847,3.92754,84.492,-0.272303,0.209151,3.58738,683.698,0.510267,9.06118,0.217865,0.774585,0.985985,0.314376,110.915,3.56379,0.490438,-0.984784,7.97725,1.62638,0.226592,-0.662279,5.49096,1.30187,3.35649,426.894,0.0855914,0.234915,0.486291,-5.27902,0.918183,0.10075,101.082,-9.06611,0.463365,20.3031,0.00423131,0.135371,0.340117,1.73131,0.176558,0.189214,1
4.62322,0.282832,24.0712,0.200292,0.0315893,0.302685,1.3117,0.818958,3.82762,0.297993,4.43652,407.942,0.914192,0.282182,1.39622,726.78,0.438197,10.958,0.322745,0.985393,1.36553,0.298734,11.7474,2.86671,0.4953,0.439893,114.901,1.94651,0.149484,-0.693822,7.86031,0.892648,0.492632,240.479,0.0916616,0.230949,1.98209,-2.72507,1.39746,0.0566818,72.3466,17.6064,-0.0238246,4.02706,0.0,0.137737,-0.563597,3.03744,1.96891,0.194095,1
3.29445,0.462316,594.275,0.293046,0.0128023,0.14371,1.22345,0.787798,3.1865,0.202483,3.83717,216.141,0.590552,0.16854,2.58409,2135.31,0.186768,18.6122,0.229008,1.11286,0.778478,0.345771,59.9744,4.98899,0.491137,0.370629,0.0,1.14631,0.172089,-0.0327865,6.13455,1.08472,0.765231,445.592,0.0510632,0.284652,0.758021,-3.58206,1.30362,0.0598058,134.857,-50.6306,0.555992,15.7459,0.00962567,0.200508,0.0919521,2.5899,1.04473,0.322693,1
3.3032,1.06695,83.0863,0.253373,0.0118227,0.38097,1.00842,0.811794,3.80686,0.215397,3.61019,54.2384,-0.734126,0.0237914,5.11882,1086.1,0.550025,11.3056,0.277311,1.59008,1.69975,0.217617,53.0038,4.55408,0.482268,0.788158,35.6402,1.7782,0.170806,-1.24048,5.59682,1.43719,0.58877,419.774,0.0803284,0.265204,0.492016,-3.58366,1.16354,0.157952,191.854,-16.3425,0.0456626,1.679,0.00167926,0.208205,0.14715,2.12568,0.603544,0.227087,1
4.13073,0.583092,24.0569,0.257948,0.00795229,0.117871,1.3174,0.778654,3.1414,0.30101,4.26946,155.763,0.759461,0.287777,2.31535,1585.75,0.52353,7.81582,0.253906,1.01712,1.29976,0.308807,31.8362,3.68632,0.462201,-0.650683,12.2237,1.08188,0.171019,-0.110788,6.23075,0.605932,0.617458,428.992,0.0159256,0.176318,0.572602,-5.34081,1.43565,0.0978052,182.303,-9.66491,0.335955,4.02269,0.000824402,0.238516,0.0231735,1.09195,-0.120124,0.243212,1
