ID,Age,Experience,Income,ZIPCode,Family,CCAvg,Education,Mortgage,PersonalLoan,SecuritiesAccount,CDAccount,Online,CreditCard
3328,40,43,30,94304,3,3.0,1,122,0,0,0,1,0
2484,41,21,35,90011,3,1.8,2,76,0,0,0,0,0
2234,41,5,118,92507,1,5.0,3,84,0,0,0,1,1
4811,58,23,118,90405,2,5.5,3,0,1,0,1,1,1
3056,49,32,143,95120,1,0.1,1,0,0,0,0,1,0
3626,59,26,165,92834,3,6.0,1,0,0,0,0,1,0
3810,54,11,109,95818,3,1.5,3,304,0,0,0,0,0
2627,43,22,74,93401,1,3.9,3,0,0,0,0,1,1
4810,49,25,65,95605,1,7.9,2,0,0,0,0,0,0
199,57,27,99,93063,3,1.8,3,0,0,0,0,0,0
837,30,21,35,95060,2,1.6,1,0,0,0,0,1,1
2254,34,43,155,93022,2,3.8,2,105,0,0,0,1,0
1300,48,20,82,94234,1,2.8,1,0,0,0,0,0,0
3276,45,13,203,95616,1,1.0,1,0,0,0,0,1,1
1396,58,8,75,95126,3,0.8,2,246,0,0,1,1,1
2007,30,7,180,95825,4,1.6,1,0,0,0,0,1,1
4985,61,19,128,90005,1,6.3,3,206,0,0,0,1,0
4805,48,25,24,94960,4,1.1,3,193,0,0,0,1,1
2955,30,5,39,95741,2,2.1,1,0,0,0,0,0,0
1652,56,23,93,90059,4,2.5,2,383,1,0,0,0,0
4649,41,9,20,95370,2,1.9,3,452,0,0,0,0,1
3599,40,9,185,92780,1,0.2,1,322,0,1,1,1,1
788,61,27,40,92056,1,1.8,1,481,0,0,0,0,0
2135,58,40,23,94575,2,2.5,3,0,0,1,0,1,0
2232,47,24,65,94607,2,0.5,1,373,0,0,0,1,0
1189,35,19,28,90638,1,8.8,2,89,0,0,0,1,0
3402,60,20,74,94104,1,2.5,2,330,0,1,1,1,1
1980,45,11,35,96091,1,2.8,1,117,1,1,0,1,0
1976,38,7,52,91367,4,0.8,3,197,0,0,0,1,1
2153,45,25,40,90717,4,8.8,3,103,0,0,0,1,0
457,46,8,142,94970,2,1.3,1,0,0,0,0,0,0
2201,35,39,112,94705,1,1.8,1,150,0,0,0,1,0
703,31,2,95,95818,1,0.0,1,276,0,0,0,0,0
3680,46,33,31,95831,4,1.3,3,0,0,1,0,1,0
1983,43,7,40,90007,4,1.6,2,0,0,0,0,1,0
2966,60,7,58,90011,2,4.33,3,244,0,0,0,1,0
1056,41,26,129,95370,2,0.0,1,286,0,0,0,1,0
1637,41,7,85,94960,2,1.8,3,0,0,0,0,1,1
2921,35,12,45,91030,2,0.3,3,266,0,0,0,1,0
4564,38,33,101,94611,1,2.0,3,0,0,0,0,1,0
235,56,0,34,94507,2,6.0,2,150,0,0,0,0,1
3775,39,37,185,93033,3,0.4,2,0,0,0,0,1,0
207,64,19,118,92120,1,0.4,3,148,0,0,0,1,1
2801,40,13,29,92024,4,1.4,3,0,0,0,0,1,0
1837,35,21,144,94928,1,6.0,2,0,0,0,0,1,0
2855,41,23,78,94112,1,3.8,1,295,0,0,0,1,0
4853,41,14,125,92399,4,0.5,2,206,0,0,0,1,0
1323,52,32,159,90740,2,0.7,1,250,1,0,0,1,0
475,41,23,93,92630,1,0.0,3,415,1,0,0,0,0
3768,38,6,28,95818,3,7.9,2,0,1,0,1,1,1
1627,46,39,43,94705,3,1.0,1,287,0,0,0,0,0
4847,40,21,89,95120,2,8.2,1,571,0,0,0,0,0
1782,55,24,205,90065,2,2.8,1,635,0,0,0,0,0
1115,57,28,31,90250,2,0.2,2,0,0,0,0,0,0
497,54,33,88,90034,4,7.6,2,524,1,0,1,1,1
1314,54,15,205,90755,2,7.2,3,229,0,0,0,0,0
3278,48,33,74,93033,1,2.5,1,125,0,0,0,0,0
2650,46,25,30,93065,1,1.33,1,160,0,0,0,0,0
2040,49,7,35,94575,3,0.7,2,189,0,0,0,1,0
4693,40,22,88,90095,3,0.9,2,82,0,0,0,1,1
4660,48,18,130,95812,1,3.0,1,304,0,0,0,1,0
2884,29,33,164,91207,4,0.1,2,405,0,0,0,1,0
4268,31,29,63,93033,2,0.7,2,0,0,0,0,0,0
1073,41,18,88,92612,2,0.6,3,0,0,0,0,0,0
3402,41,25,28,93943,3,2.6,2,405,0,0,0,0,0
4567,29,12,65,94131,1,0.2,3,221,0,0,0,1,1
3403,53,3,144,90274,1,1.6,1,136,0,1,0,1,0
3713,53,10,48,92325,3,2.8,2,216,0,0,0,0,0
3625,43,5,21,94534,2,6.2,3,101,0,0,0,1,0
2064,64,7,39,94108,4,1.33,1,306,0,0,0,0,1
1004,56,33,63,92735,4,5.7,2,0,0,0,0,0,0
1924,57,27,180,94104,1,1.67,1,250,0,0,0,1,0
4446,60,34,88,92325,2,6.1,1,0,0,0,0,0,0
4223,51,11,180,95060,4,2.8,3,0,0,0,0,1,0
3454,31,2,118,92614,2,1.33,2,0,0,0,0,0,0
3737,61,25,65,92101,1,1.1,3,0,0,0,0,0,1
4698,37,12,30,94609,1,3.4,3,118,0,0,0,0,0
2380,52,29,40,91302,4,1.4,3,0,1,1,0,0,1
2834,60,5,54,92038,3,1.33,2,136,0,0,0,1,0
33,23,35,143,90007,2,1.5,2,295,0,0,0,1,0
788,32,4,45,90405,1,3.0,3,193,0,0,0,1,1
4013,58,39,35,92093,4,3.1,2,0,0,0,0,0,0
475,34,-3,38,94545,4,2.6,3,295,0,0,0,0,0
4210,59,25,50,90095,1,0.6,1,0,0,0,0,1,0
2274,55,7,62,92626,1,0.7,1,135,0,1,0,1,0
569,55,20,28,94501,1,3.1,1,121,0,1,0,1,0
3764,30,2,32,94107,3,0.3,2,0,1,0,0,1,0
434,52,26,81,93065,2,1.5,2,150,1,1,1,0,1
2444,41,25,95,96651,2,0.7,3,144,0,0,0,0,0
1386,58,8,18,92325,1,2.1,3,0,0,0,0,0,0
114,42,27,93,95818,1,0.6,1,0,0,0,0,1,1
2456,56,13,40,95006,4,6.8,1,130,0,0,0,1,1
4349,27,28,20,91763,1,0.3,1,0,0,1,0,1,0
2244,33,19,65,94710,1,7.4,1,496,0,0,0,0,1
2958,41,40,91,94107,2,2.4,1,0,0,0,0,0,1
33,54,27,182,94501,1,2.1,3,0,0,0,0,1,0
3652,29,18,29,90044,1,2.75,1,0,0,0,0,0,0
637,57,8,70,93101,1,0.8,2,125,0,0,1,1,1
2007,51,35,42,93118,1,5.9,2,244,0,1,0,1,0
4806,36,35,65,94131,1,2.4,1,82,0,0,0,0,0
1715,31,2,131,90034,3,3.1,2,524,0,0,0,1,0
152,57,18,8,95827,2,0.1,1,0,0,0,0,0,1
724,57,25,40,92106,3,3.7,3,272,1,0,0,0,1
695,29,15,10,93907,1,2.5,1,198,0,1,0,1,0
2155,58,26,160,90024,4,2.8,1,0,0,0,0,0,1
4311,30,28,101,94086,4,0.6,3,0,0,0,0,0,0
1806,35,37,139,92333,2,3.9,3,150,0,0,0,1,0
3410,59,27,191,94606,2,0.4,1,323,1,0,0,0,0
1115,37,15,205,90034,1,4.75,1,0,0,0,0,1,1
370,41,39,125,95827,2,6.1,3,141,0,0,0,1,0
3895,45,6,205,92120,3,3.8,3,84,0,1,1,0,0
1890,59,20,95,92843,1,0.0,2,287,0,1,0,0,1
3351,59,19,39,93407,4,2.8,3,0,0,0,0,1,0
4161,57,30,65,93106,1,1.0,1,323,0,1,1,0,0
1715,59,37,100,95051,2,2.7,2,0,0,0,0,0,1
833,49,19,179,94720,3,1.8,3,323,0,1,0,1,0
2383,55,27,180,93943,2,5.9,1,82,0,0,0,0,1
4992,60,1,35,94575,4,0.4,2,0,0,0,0,0,0
807,52,4,144,95820,1,5.3,3,94,0,0,0,0,0
1806,41,24,93,94720,2,1.5,1,601,1,0,0,0,0
2756,23,20,45,95193,2,0.1,1,126,0,1,1,1,1
2276,65,11,143,91335,3,3.4,3,281,0,0,0,0,0
4527,61,19,11,94303,1,5.3,1,0,0,0,0,1,0
4593,35,12,180,95670,1,1.7,2,99,0,0,0,1,1
621,54,29,18,90405,1,0.3,3,216,0,0,0,0,0
3612,64,33,35,90405,1,1.67,2,250,0,0,0,1,0
2540,58,12,139,95192,2,4.33,2,341,0,0,0,1,1
2368,61,25,44,94801,1,6.4,1,0,0,0,0,0,0
4730,55,24,81,93955,1,6.0,1,394,0,0,0,1,1
757,32,32,145,94606,1,2.6,3,229,0,0,0,0,0
4233,32,39,30,94305,1,2.1,2,452,0,0,0,0,0
384,41,33,29,94607,1,0.7,1,234,0,0,0,1,0
3657,60,34,58,90405,4,4.1,2,0,0,0,0,1,0
4121,28,7,95,90034,2,0.8,2,96,0,0,0,1,0
3376,34,37,39,92038,4,2.0,3,136,0,0,0,1,1
1185,40,20,203,91763,3,2.1,3,0,0,0,0,1,0
868,61,14,174,91030,2,1.0,1,0,0,0,0,0,0
4101,60,39,41,90405,4,8.6,1,310,0,0,0,1,0
3872,55,2,53,94509,1,1.6,3,330,0,0,0,1,0
4088,30,5,160,92834,1,6.3,3,0,1,0,0,1,0
4609,55,29,21,94705,2,1.33,1,144,0,0,0,1,1
4200,65,14,41,92346,1,0.3,2,133,0,0,0,0,1
4069,39,32,198,90720,1,0.3,3,189,0,0,0,1,0
171,55,32,118,94066,1,2.7,3,78,0,0,0,0,0
2567,52,34,34,94501,4,2.1,3,128,0,0,0,0,0
3557,50,26,42,96150,1,2.7,3,126,0,0,0,1,0
1763,30,29,41,90059,2,5.9,3,0,0,0,0,1,0
2808,61,9,205,94611,3,4.33,1,323,0,0,0,1,0
801,59,5,34,92626,3,1.7,2,368,0,0,0,1,0
3472,46,25,168,92507,1,0.0,3,601,1,0,0,1,0
3170,57,10,50,93907,4,2.2,1,406,0,0,0,1,0
667,32,20,95,95814,1,4.3,1,0,0,0,0,0,0
940,59,25,62,94701,2,2.0,3,0,1,0,0,0,1
4155,57,18,35,91207,2,3.1,3,164,0,0,0,1,0
2064,38,33,52,95136,3,2.1,1,0,0,0,0,0,1
2182,61,18,140,92612,4,0.9,1,295,0,0,0,0,0
3251,39,11,39,91335,1,7.9,3,0,0,0,0,0,1
2680,59,26,64,92507,4,0.3,2,193,0,0,0,1,0
1781,61,26,21,95120,1,0.1,3,368,0,0,0,1,0
4494,40,34,82,95192,4,1.1,1,238,1,0,0,1,0
3148,56,25,40,95039,2,5.7,2,306,0,0,0,1,0
1405,43,13,170,92177,2,1.9,1,0,0,0,0,1,0
1430,30,13,152,90405,3,0.2,1,91,0,0,0,1,0
4384,49,43,115,94234,4,5.9,2,164,1,0,0,1,0
4104,59,13,99,95126,1,5.9,2,410,0,0,0,0,0
4577,27,18,38,92325,2,0.9,1,247,0,0,0,0,1
1335,53,30,174,90011,3,0.4,3,78,0,0,0,0,0
