0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,y
0.80542296,0.6739322,1.4463851,1.468232,-0.12976941,0.6791759,-0.4723651,1.0346253,2.1730762,1.8781024,-1.5434524,-0.9694936,2.2148721,1.4731117,2.2748845,1.533194,0.0,0.38969484,0.67412615,1.4403903,0.0,0.81651384,1.0068938,0.9946337,0.9631755,0.4247343,1.0610429,0.9815138,0
1.4917072,-0.878574,0.47593272,0.9336508,1.3992256,0.38035318,1.3615408,0.8101032,0.0,0.5120495,1.6300253,0.6623663,0.0,1.390921,2.6854067,-0.12889567,1.2741122,2.2529764,2.0116403,-1.2821137,1.5509807,1.0444747,1.2039572,1.0039227,0.70136493,1.0325431,1.9881946,0.8675707,1
1.4964653,1.3771378,-1.6920158,0.90765804,-0.7317352,0.46362412,0.8089924,1.1222165,2.1730762,0.78211254,-1.1082771,1.618338,0.0,2.3222408,0.9541135,0.48197052,0.0,0.40697673,-1.1472584,1.0036745,3.1019614,1.8352656,1.1387999,1.0001348,0.8936578,1.0108473,1.2607657,1.2563967,1
1.1094011,-1.3626364,-0.48629943,0.5958524,0.5639477,1.4202782,0.8495918,1.3977411,0.0,0.5212405,-2.0155401,1.0551858,2.2148721,1.0653191,-0.11906968,1.7229134,2.5482244,1.1880703,-0.3544106,1.5474883,0.0,1.0097878,1.1960547,1.2703174,0.68296343,0.96567005,0.8486582,0.67995715,1
0.6833559,-0.34289116,-0.16669933,1.5121553,-0.45905262,1.2365142,-0.7595318,1.2242216,0.0,1.3656752,0.14090945,1.3492455,0.0,0.5825359,0.13671021,-1.592845,2.5482244,1.3771977,-2.3448582,1.555812,3.1019614,0.6680118,1.0532851,1.0007919,0.8289608,0.75208855,1.3505558,0.68264174,1
2.197024,0.38466352,-1.2780893,1.8708133,-1.5632225,1.5198554,-0.14162832,-1.6647336,0.0,0.48989052,-1.1325613,-0.75421965,2.2148721,1.0126326,-0.09449297,0.6522742,2.5482244,0.7655155,-0.56511486,-0.039108172,0.0,0.7629047,0.715784,1.0132854,0.6166835,0.6995784,1.011594,0.96990734,0
1.4318631,-1.0285652,-1.5011436,0.1233977,-0.4488788,0.48826647,-1.4754679,0.7080981,2.1730762,0.78211254,-2.1253054,1.0540762,2.2148721,2.0001514,-1.4179946,0.2445438,0.0,1.9182917,-1.1339332,-1.0812356,0.0,0.71464235,0.9581148,1.0964404,0.7034345,1.1167982,0.76611656,1.3147516,0
1.4477849,-1.6704106,-1.21539,2.033831,-0.37868556,3.3199372,-1.6428169,-0.5764948,0.0,1.124696,-2.2088435,1.602248,0.0,1.7383001,-0.0781085,-1.2272744,0.0,2.1225102,-0.3652373,-1.5212808,1.5509807,0.96740717,1.1750851,0.9845451,1.9730666,0.75987726,1.1519246,0.8489624,0
0.6822579,-1.7337185,-0.61503005,0.28909412,-0.91927713,1.4877928,0.98921424,0.32225293,2.1730762,2.459399,-0.88680387,-1.4383248,0.0,2.2658665,2.6071253,0.16577141,0.0,0.599025,-1.7352316,-0.9142071,0.0,0.41724256,0.49962026,1.001395,1.1066061,0.68110937,0.7689303,0.76696455,1
0.49741873,-0.25912985,-1.3285817,0.5990255,0.96352404,0.65673214,1.8556654,-0.14685115,1.0865381,1.5267059,-0.666302,-0.39968118,2.2148721,0.6160797,1.9608487,-1.4286432,0.0,2.247135,-1.4145947,1.6978695,0.0,0.8247412,0.87862164,0.98406243,0.762358,1.072174,1.0067993,0.8151892,0
