feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,label
5.15522,1.67803,10.4625,0.165321,0.0171233,0.184678,0.657781,0.807841,2.92708,0.15511,3.68902,217.638,0.880724,0.29484,3.4322,525.22,0.398422,25.6078,0.238153,0.707479,0.870218,0.254,415.003,5.06751,0.437327,-0.666562,150.535,1.50956,0.189636,-0.517082,8.73415,1.0761,0.540345,369.555,0.104212,0.295706,1.06958,-2.6005,0.942144,0.0606142,153.309,-31.8756,-0.453452,4.34878,0.00771208,0.157316,-0.10504,4.4019,0.454133,0.314696,0
3.4365,0.276844,2.05501,0.292336,-0.00284091,0.0913638,1.0711,0.926591,3.44923,0.143701,4.04213,163.089,-0.922154,0.335387,1.71207,706.364,0.53767,11.3215,0.32636,1.55543,-0.918847,0.33713,120.909,3.45675,0.49465,-0.657035,48.1875,1.55208,0.121854,0.199496,7.50141,1.37361,0.283405,318.22,0.0597362,0.286154,-0.21729,-4.20483,1.06922,0.0919903,89.1118,-2.33302,-1.06703,5.09583,0.0232108,0.220324,0.254046,0.781734,0.00227908,0.271272,0
5.13313,1.49635,4.10789,0.205711,0.042735,0.524252,1.32005,0.757829,3.03083,0.139577,4.04551,291.839,0.402883,0.80323,2.5112,1009.55,0.292642,3.10521,0.320388,1.16096,-0.357461,0.310854,33.2332,3.50472,0.469802,-0.0450564,44.7261,1.33711,0.183899,0.344008,5.14952,0.766048,0.594227,468.396,0.0305483,0.29218,-0.103051,-1.98855,1.74811,0.0422242,159.115,-20.8919,2.54881,3.50116,0.00506757,0.185019,1.10345,0.361907,0.0715398,0.236537,1
3.8473,1.7031,94.3888,0.246572,0.0151025,0.257073,0.959927,0.861232,3.77377,0.20139,4.31298,25.0822,-0.27394,0.183153,2.69032,1109.48,0.743602,10.343,0.260997,1.48751,0.848119,0.342258,242.047,4.54434,0.468947,0.303642,110.264,1.4375,0.157655,-0.271213,8.83762,1.41853,0.993643,406.693,0.123541,0.21108,0.57704,-4.55056,0.931897,0.0935976,90.9402,10.8812,2.26603,6.94669,0.00198413,0.179741,0.333983,1.67678,0.338645,0.253984,1
3.57491,0.847411,70.0719,0.181118,0.0239464,0.245461,0.963564,0.826908,2.97337,0.179398,4.3646,-0.671875,0.785996,0.365225,1.71618,436.502,0.910725,37.2834,0.201015,1.28779,-0.387721,0.202985,71.3712,2.79735,0.469068,0.180976,104.147,1.24501,0.124288,-0.505763,6.74531,1.68572,0.501232,420.251,0.139788,0.236891,0.36104,-3.9159,1.09853,0.0635938,156.204,54.5828,2.93563,3.26278,0.0417423,0.203375,0.659474,0.426756,0.317288,0.237913,1
4.87863,1.69569,9.34358,0.239025,0.0146879,0.191752,0.672522,0.900497,3.5569,0.220792,4.35595,-0.0494385,0.793518,0.0815689,2.06124,1645.75,0.931365,28.9571,0.255906,0.91847,0.602284,0.382274,25.3394,3.60955,0.494096,0.262907,29.0111,1.28517,0.12399,-0.0199852,5.90278,0.515768,0.477231,263.961,0.091444,0.324109,0.349861,-4.54152,0.850821,0.0492841,204.633,-16.9434,0.0291413,7.68256,0.0,0.0881448,0.152404,3.68744,0.191301,0.212985,1
3.15861,2.78016,26.8127,0.252776,0.00715137,0.126542,1.49727,0.89342,3.43755,0.138899,4.13219,310.04,0.933452,0.595231,3.45534,643.07,0.423429,6.1771,0.196172,0.946006,0.750109,0.358801,110.472,4.67798,0.499779,0.194285,141.577,1.24704,0.229043,0.199966,6.73717,1.22776,0.410231,281.449,0.0542697,0.312879,-0.395165,-2.53839,1.31193,0.103535,147.201,-42.2807,0.146387,4.58032,0.0136139,0.178458,-0.168426,4.19162,1.83599,0.216586,1
4.77182,1.07868,24.8737,0.520279,0.0536636,0.0671216,1.31991,0.773691,3.43119,0.100341,4.1312,431.55,-0.281713,0.245708,2.98126,3265.05,0.806133,2.68875,0.265517,0.400691,1.26963,0.447269,25.2566,3.33283,0.48786,-1.85191,10.0106,1.50607,0.163773,-0.108154,7.36984,0.994525,1.22727,480.149,0.106108,0.271837,0.219674,-3.48971,1.46869,0.144638,154.917,-54.8309,0.850639,3.48269,0.00766284,0.165152,0.70593,3.84177,0.115827,0.265421,1
7.4804,2.74794,2412.39,0.332603,0.00951087,0.133477,1.08511,0.764194,3.32707,0.164274,4.56899,97.828,0.879171,0.496247,2.61646,1569.08,0.441267,5.7552,0.246409,1.15348,-2.02647,0.324159,281.28,3.1194,0.415824,-0.124445,94.1285,1.59627,0.209893,-0.464643,8.70056,1.27206,0.61002,449.471,0.139639,0.403351,1.10767,-1.19823,1.08223,0.0451551,79.1994,-31.5076,2.13553,1.47992,0.0846995,0.0890291,0.173309,2.32024,1.04997,0.213322,1
3.76554,0.473423,699.535,0.219436,0.0020284,0.312728,1.11972,0.943402,2.92824,0.146808,4.19105,260.734,0.0811444,0.441527,2.02547,427.993,1.00667,7.1436,0.291789,1.41549,-1.03456,0.31811,34.0576,4.38219,0.409546,0.766664,11.3219,1.39605,0.226409,-0.0556107,5.31769,1.58588,0.818323,413.445,0.0794774,0.298917,0.107555,-3.1875,0.950242,0.0590961,164.382,-31.3711,1.97014,5.03299,0.00392542,0.0678458,0.183246,1.93758,1.35269,0.23583,0
4.59748,2.03544,8.50056,0.20326,0.0269587,0.15813,1.19638,0.892119,3.51201,0.219206,4.26033,136.933,0.989564,0.0923503,1.9007,1108.45,0.143754,28.9686,0.287719,1.36046,-0.480644,0.305471,95.5478,6.76187,0.452019,0.218669,60.8497,1.53224,0.0905226,0.206054,9.86378,0.790177,0.340059,489.968,0.112689,0.221112,0.839651,-2.70582,1.1084,0.0937488,164.988,2.85238,1.81728,2.02631,0.00329308,0.121864,-0.55409,5.66788,0.344235,0.186247,1
4.19649,1.32112,104.132,0.232006,0.0369198,0.291193,0.680514,0.748272,3.37566,0.131537,4.53072,314.787,-0.366144,0.227211,5.99042,1239.43,1.11811,6.97037,0.211538,0.829042,0.00213403,0.317579,35.6741,3.28454,0.458104,-0.499908,44.4039,1.58846,0.21516,-0.33664,5.56096,1.20514,0.686854,303.661,0.0874742,0.299703,-0.280111,-4.28154,1.43557,0.151825,104.11,-29.3648,0.676604,8.94001,0.0430528,0.125744,0.312459,2.94738,2.04639,0.246852,1
3.76554,2.78806,1579.24,0.232723,-0.00226757,0.267008,1.53647,0.841494,3.29744,0.211495,4.39843,229.501,0.735651,0.491576,2.32722,770.74,0.33383,27.8587,0.2702,-0.903096,0.708839,0.331737,43.0048,4.97657,0.397834,-1.9359,431.554,1.54978,0.154254,-0.349925,6.81844,1.27421,0.583129,358.175,0.0504087,0.247215,0.712719,-3.70667,1.4374,0.0481893,119.945,-52.6752,3.18261,7.28774,0.0048216,0.170822,-0.929456,3.09407,0.0194313,0.215142,1
2.975,1.85621,136.688,0.230304,0.0295434,0.469156,1.08545,0.864732,3.10698,0.196311,3.93384,98.9037,0.93238,0.489358,2.03578,696.878,0.261591,4.78955,0.277311,0.766051,0.944462,0.299569,19.7456,2.55133,0.485381,-0.467636,12.0129,1.51508,0.150327,-0.124303,5.92722,1.53197,0.726205,412.155,0.106883,0.295154,1.24958,-3.55825,1.20427,0.143743,74.6424,-17.4592,0.351555,2.00768,0.00728155,0.185751,0.221736,2.21284,0.213918,0.231079,1
3.31629,0.361938,194.546,0.453583,0.0400445,0.184361,0.872923,0.766633,3.26554,0.260672,4.20538,158.861,-0.484766,0.0905732,1.83004,469.131,0.146117,4.48668,0.197516,1.20228,-0.435983,0.303955,262.833,3.57097,0.495092,-5.46943,7.00316,1.59747,0.209921,0.150646,5.42173,0.83445,0.656058,411.291,0.0739894,0.260943,1.30632,-1.92646,1.20746,0.070014,175.273,-35.6631,2.93235,4.46505,0.00712378,0.213322,0.297404,2.62791,0.00860313,0.223659,0
3.56886,1.43546,871.757,0.251464,0.0685393,0.396384,1.40995,0.863026,3.12778,0.121108,4.40249,111.182,0.994068,0.135354,2.84096,1708.41,1.09435,39.1003,0.38968,1.024,0.122037,0.353086,124.722,2.37488,0.452717,-2.77386,18.1241,1.35594,0.16092,-0.311997,4.13306,0.978973,1.4997,302.176,0.0800849,0.350422,0.928937,-3.95851,1.09124,0.0354356,158.121,20.4609,0.0436226,3.77852,0.0351852,0.262847,0.0803905,2.82545,1.11907,0.260418,1
5.40488,1.0138,135.067,0.280605,0.0428016,0.0336352,1.63088,0.678341,3.59299,0.195796,4.16848,265.833,0.634537,0.138049,2.07367,1856.04,0.266703,13.4234,0.244019,1.71123,0.0752062,0.286441,211.8,6.62948,0.367442,0.895634,22.8344,1.45337,0.187702,-0.0957703,4.10668,0.841331,0.418146,499.659,0.0918912,0.217285,0.699768,-1.15314,0.967786,0.0764205,114.974,-21.6542,1.65964,2.51835,0.0,0.238339,0.512676,1.62833,0.171828,0.149629,0
4.20073,1.61565,87.3774,0.250721,0.0,0.194767,1.35385,0.835104,3.56257,0.0877492,5.19371,373.231,0.796405,0.142096,1.59863,2463.63,0.822523,6.0546,0.265185,1.11972,0.641867,0.273448,139.38,3.32379,0.486693,0.00600187,12.9128,1.32237,0.140953,-0.120608,7.10277,0.494511,1.10372,417.586,0.0603306,0.304775,0.15842,-3.38425,0.950012,0.131226,151.211,-6.30066,0.0584876,3.84277,0.0146461,0.18381,0.0974478,0.29097,2.48851,0.383863,1
2.72745,2.57884,117.701,0.340984,0.00818331,0.155302,0.644466,0.846113,3.54618,0.0512678,4.21739,198.188,0.671762,0.0464676,2.32342,3663.18,0.441023,19.7351,0.348728,0.596403,0.294944,0.361171,360.916,3.90865,0.470667,0.117204,150.5,1.56841,0.14608,-0.258937,6.59054,1.13573,0.774381,373.923,0.059787,0.24747,1.28922,-2.64264,1.31241,0.046582,171.568,-20.6748,1.4526,6.5374,0.0277136,0.187071,-0.110529,3.35889,-0.0231198,0.244693,0
3.87189,3.47789,37.1014,0.277933,0.00367647,0.154498,1.24782,0.874246,3.15058,0.202726,4.50886,26.3853,-0.917617,0.449371,3.38469,1517.15,0.492708,9.1436,0.192509,1.14258,-0.7676,0.298188,114.118,4.27873,0.477438,0.833999,225.574,1.29923,0.207374,0.442064,7.83317,0.652274,0.394248,350.937,0.0565828,0.256179,1.27197,-2.00848,1.00146,0.077106,113.964,-166.033,0.0328606,7.43439,0.00172117,0.167831,-0.0405786,3.23166,-0.243236,0.196808,1
4.25911,1.49311,1213.08,0.239802,0.00857449,0.430934,0.766624,0.854127,3.47451,0.237348,4.19467,233.741,0.882453,0.339142,3.2375,564.587,0.129766,4.43051,0.224242,1.58543,1.95371,0.378467,86.8792,6.51014,0.463001,0.538216,137.805,1.54274,0.141856,-0.629126,4.52274,0.684216,0.510377,190.345,0.121751,0.265815,-0.0914525,-3.51072,1.01837,0.0486982,136.133,-2.08969,0.433751,3.42513,0.0,0.156237,-0.0322114,1.28612,0.955321,0.251068,0
