GLCM_pan,Mean_Green,Mean_Red,Mean_NIR,SD_pan,class
141.33234281879254,187.4572130767195,81.18270546019431,444.5580728088083,16.62244478065272,0
135.36391632992365,209.89111652687882,94.14259289032869,568.3704260736058,27.364174331516246,0
139.89718265797586,243.15355111832434,108.23735642190329,816.873132015427,18.496591079483732,0
118.50104653082182,264.09243384166217,152.03970226842782,762.4658078505515,16.15930156814207,0
119.22001369547553,257.01124503156063,166.29310560439106,710.8244393003029,7.825142526608033,0
165.59766787871825,209.63685593010436,102.21872771561769,398.51337448754333,16.834516310746555,0
121.3752101606905,188.96725588488425,90.13141245156328,501.2762151319953,13.07652946819982,0
118.90787362379756,246.55004725858956,111.32590976972855,737.9214118621085,27.24316788346034,0
138.7653524242892,200.47010201177238,89.05793494668087,552.0286645669677,16.18046604473291,0
137.90391823082896,171.47743473025642,71.5061562319246,333.85432640692346,7.4275063042436305,0
122.34846403945429,198.50676971525272,87.38782117495057,536.1603141740694,20.36722915543237,0
115.15427709497834,210.98979686429084,115.4672421734409,582.8551795797631,27.396804720607264,0
103.57807764770415,232.9991310948808,102.13131924295504,776.3762077995475,24.93374749741798,0
134.80759517983938,251.23337987541987,158.19865465037617,515.5278478405661,38.48279831051079,0
137.0570615276212,213.6582309730831,147.7248635612193,549.0084044336833,14.239587282773286,0
118.94094706048521,257.68309577440107,125.24347854670913,673.0573654954924,17.46533454416861,0
116.45587884951696,222.75717664605006,94.91662305406032,362.0627635297841,33.21470813024998,0
145.80858421887862,194.65762521281243,87.29967635618611,462.0354253550077,45.1612814750603,0
114.29147880737922,280.2585347537508,155.59193381238595,359.47826003786315,20.27138316215027,0
135.07244131159194,213.04859984846743,108.77343208819444,505.4074232418249,39.391664526718415,0
144.5365129999181,237.75799391338163,113.9411656750101,769.4841825978006,34.74419644959573,0
134.04463865821728,220.4594322502303,85.86804473238409,710.8950607319382,25.863081579805936,0
133.31548446695268,234.37072177083434,113.94730004945205,268.3499671155504,41.0479733316156,0
109.79787872017027,276.7042461920474,286.11203810524813,359.66024332658486,14.315504289336847,0
118.59935899542346,236.3994405941546,151.94082292573032,430.56635354440897,46.21436301872354,0
125.03256194954315,203.42942853064292,96.21537756575502,467.2176538130766,21.911335613754698,0
126.4627491560348,207.11238689091206,86.10799790590254,506.9097786161684,32.2551841808066,0
111.96700387982116,240.20969525280648,124.63017187285558,581.3159603103223,12.767253068719107,0
97.60132990433488,214.36613360857802,102.43939318451444,742.7501662713536,13.749321009973388,0
130.09913439941113,193.16217063552264,92.60659968465772,574.1339486266293,30.898337424591602,0
119.49441201138443,199.27031683511248,96.39425295182765,588.4234391020696,33.474584197136714,0
118.00907283661228,203.46937508538696,93.95271331291372,410.5185373923709,13.781338516221679,0
125.26123653462723,213.56147297652691,102.93470327540767,705.753988693335,22.918445466961572,0
114.36334359465343,205.20193217908735,86.265102114754,544.3846466565674,34.0403705053767,0
122.3158352060841,212.12582130447237,93.95246970708254,496.56313658575993,29.99173514761439,0
120.1668104211134,331.57546369328077,166.99979985088473,414.70821590201587,43.05899696537007,0
102.37523616979581,239.67571282453008,110.908643094532,729.1695689400323,30.564712917046965,0
137.96745978022253,232.62782406845201,139.51052322248282,627.0950325150553,21.36745303252185,0
116.84440134336721,214.9291289044733,116.12501576022481,547.6214177510751,30.573554647441043,0
131.131365224222,489.3573383751646,498.48148079123376,880.7203304090707,22.32870447100562,0
123.60734263899045,251.73278255986276,186.3372250803434,345.5551468697485,17.642939178536786,0
128.06965016761615,215.09592277908064,105.3902095473443,457.46789456135014,32.6944522988645,0
124.7549875453417,233.53954589789575,108.82951003554417,668.7056203273131,20.13251035741218,0
116.39567169652766,189.13870738374914,96.32265269166302,328.1804112312726,15.353963303244694,0
112.75043745791001,194.6687697370657,92.61029255394514,438.4234457472012,22.081977917060687,0
126.22783166789489,199.83615010399166,110.01728823489182,540.7876992168397,35.171647618981744,0
144.6726413333395,213.7167907761793,102.99130471685928,465.84295518791885,20.673074899445567,0
106.71747797484942,191.43807781020294,121.97132054720478,551.345696792686,10.710401117787145,0
136.67513229033423,224.79650456487883,114.6026872725094,626.6662437626675,30.64927873014924,0
129.31927543392567,239.0694808278139,87.15189256330285,346.7012039239597,32.07007653247592,0
133.4592044980994,230.2833631313873,103.47124951234473,388.0464465112448,18.484997221940112,0
