longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-121.9058609008789,37.3343620300293,16,10328,1683,4264,1434,5.851568222045898,0,268542.7880511865
-121.74580383300781,39.366310119628906,30,1123,313,549,211,3.214494228363037,1,100101.7207292371
-117.00093841552734,33.29528045654297,18,1109,264,660,155,2.4775500297546387,4,188567.98297346354
-118.072509765625,33.85372543334961,39,1026,186,732,121,3.721853733062744,0,348971.20171317883
-122.21473693847656,39.01026916503906,38,1605,318,280,160,1.3711333274841309,3,104129.64606567546
-118.18702697753906,34.261474609375,43,3104,762,1480,584,4.317296981811523,0,280447.1422055198
-122.4043197631836,38.069644927978516,29,1381,380,624,248,2.989405632019043,4,273984.0560387638
-116.69740295410156,33.202335357666016,14,1710,331,1201,238,3.5851316452026367,0,159999.61929065545
-117.45812225341797,33.109405517578125,19,6683,1421,6411,1630,4.276854991912842,4,236375.32766877938
-118.10191345214844,34.16292953491211,37,3647,765,1709,455,2.9806909561157227,0,152555.36404224663
-117.66592407226562,33.418209075927734,34,740,237,353,126,3.0814998149871826,0,160655.35800327532
-122.48347473144531,38.11274719238281,19,1232,319,638,279,1.5224041938781738,3,166215.493032708
-115.93601989746094,33.06954574584961,5,6281,1097,3795,1069,2.169260263442993,0,141942.43523817614
-122.11595153808594,37.489768981933594,49,4526,709,2811,698,6.465071201324463,3,468209.31927296147
-116.95836639404297,33.79166793823242,14,3963,1137,2579,805,3.2130231857299805,0,105401.27303919476
-118.345458984375,33.66030502319336,40,835,338,658,167,3.6316609382629395,0,228390.96877002178
-117.68637084960938,33.752349853515625,25,2822,600,1493,460,5.699349403381348,0,366770.05173657025
-122.46928405761719,38.47358703613281,10,603,186,497,148,2.4855144023895264,3,176683.41051294593
-122.21395111083984,37.60712432861328,28,2327,571,827,343,2.709517002105713,4,175453.15163488188
-117.96566772460938,33.66022491455078,25,4851,1093,2632,1177,2.911330461502075,0,190546.6683886542
-117.17767333984375,33.3072395324707,36,592,233,346,76,2.3811771869659424,4,194539.35401502028
-116.68315124511719,32.89763641357422,26,5122,1086,2753,1001,2.4609405994415283,4,66699.29524485466
-117.85538482666016,34.29723358154297,24,2077,464,961,304,3.924905300140381,0,408698.00899696385
-122.41796875,37.59717559814453,33,1670,330,828,349,4.169215202331543,0,215550.93871420014
