longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-116.41790008544922,33.38267135620117,14,1300,323,591,205,2.8031787872314453,1,122018.1924425067
-121.7636489868164,38.18421173095703,22,3213,289,1234,257,5.606372356414795,0,410002.1485763753
-121.19285583496094,37.543663024902344,17,3127,569,1068,449,5.158679008483887,1,335305.4086094527
-122.33831787109375,37.74420928955078,42,2184,417,1736,420,5.226953506469727,4,279794.1796413685
-120.6922378540039,37.53061294555664,28,1940,381,791,311,4.187710762023926,1,364853.2261196198
-117.47320556640625,34.83660125732422,46,1015,359,1297,322,1.7941011190414429,1,62779.81523648637
-121.95111846923828,37.479698181152344,51,4563,972,2482,868,5.15079927444458,3,276145.03972178703
-122.08199310302734,40.33352279663086,15,1505,220,606,167,1.9110636711120605,1,144533.40409142178
-117.9911117553711,34.20848846435547,50,1019,365,755,214,3.061593770980835,0,124050.02782366904
-118.41490936279297,34.27875518798828,29,1966,426,1401,311,4.875345230102539,0,261794.3489876165
-117.40111541748047,34.422176361083984,49,483,178,513,109,2.505964994430542,1,171709.92575132134
-116.97772216796875,34.18413162231445,25,2694,652,1725,477,2.708958625793457,1,123923.24292319674
-117.53589630126953,33.76604461669922,37,1110,237,691,128,3.1380443572998047,0,185499.44937651075
-120.16866302490234,36.754669189453125,31,1992,456,1532,408,3.099997043609619,1,200768.09866908233
-117.73566436767578,34.511837005615234,41,4024,1027,1343,691,1.6231143474578857,0,71728.4876610165
-117.71036529541016,34.540802001953125,16,4037,783,2351,607,4.470751762390137,1,211571.8381012464
-117.76204681396484,33.26093673706055,15,2568,385,877,334,5.677260398864746,4,336254.8396297542
-117.17884826660156,33.218345642089844,12,2995,631,1942,408,5.051662921905518,0,161680.18305928117
-121.42890167236328,39.829307556152344,9,4459,779,1392,701,3.8304548263549805,1,40526.270884345235
-121.54671478271484,38.176795959472656,50,445,178,75,42,1.6463327407836914,1,213611.80024353182
-120.74417114257812,35.906517028808594,13,5946,877,2080,712,7.008534908294678,0,252684.85935064204
-116.42530822753906,32.8381462097168,14,3258,526,1699,522,3.353238582611084,4,133658.67879931213
-117.51798248291016,33.728614807128906,12,3557,600,1123,466,12.133874893188477,0,499768.9449161988
-122.2513427734375,38.0015754699707,50,4916,928,1823,1021,2.3700029850006104,3,180010.48221594348
-117.70014190673828,33.551395416259766,35,1436,451,1107,383,1.8878024816513062,0,141126.18486303347
-117.08351135253906,34.22364807128906,28,4257,1053,2011,843,2.528224468231201,0,91504.01492131263
-118.5495834350586,35.7124137878418,32,2078,482,978,356,2.1134049892425537,1,96840.90822048218
-117.19947814941406,34.623348236083984,27,653,181,427,60,2.945887327194214,1,114091.32930018438
-117.86201477050781,33.69322204589844,19,1143,334,589,185,3.9281845092773438,0,376384.17829826975
-117.83756256103516,34.14235305786133,4,2853,676,1652,529,2.5484230518341064,1,95305.71562694479
-118.89311981201172,35.4908561706543,33,3383,875,2528,628,2.4297988414764404,1,71666.2139268605
-122.51258850097656,38.04096221923828,44,2713,525,876,400,3.5472495555877686,0,261131.5706619661
-117.71976470947266,33.661128997802734,35,4632,1037,2814,1096,3.0504112243652344,0,171040.83352482002
-117.8125991821289,33.419857025146484,32,1507,335,653,319,2.7031493186950684,4,180459.36061745166
-122.80268096923828,38.164398193359375,17,3542,709,1683,762,6.276288986206055,0,494686.91091931117
-120.25228118896484,37.595703125,28,2688,535,1104,483,2.8847248554229736,1,94553.72293986441
-118.39570617675781,35.4299201965332,14,3487,702,1661,628,5.663971900939941,1,161428.93146522198
-117.37771606445312,34.144657135009766,36,2744,653,1082,438,3.048304557800293,0,56878.05371533289
-120.01325988769531,34.594512939453125,16,840,200,291,119,2.871600389480591,0,276951.7048767091
-117.83969116210938,34.03675842285156,28,2406,444,1587,257,5.245118141174316,0,250559.73112173972
-118.05762481689453,34.215362548828125,31,1987,402,1154,300,4.584615230560303,0,180349.3341523153
-122.73249816894531,37.93061447143555,52,1489,272,800,253,2.5014266967773438,3,263289.2085046285
-117.19672393798828,33.332130432128906,19,1162,339,585,133,2.0727245807647705,0,126711.12781943116
-119.1148452758789,35.04783248901367,39,1302,367,1017,257,2.0401217937469482,1,63624.45159245281
-118.24308776855469,33.8829460144043,41,940,290,586,202,2.9566235542297363,0,171961.06251184928
-116.59868621826172,32.92247772216797,7,3122,471,980,400,5.371182918548584,0,307175.73528026394
-121.21742248535156,39.61963653564453,11,2819,394,2154,468,2.811439275741577,1,154888.07125743802
-117.58798217773438,33.4170036315918,34,2045,609,1861,285,2.245600700378418,4,173125.4901879877
-120.97185516357422,38.1845703125,24,1825,515,459,420,1.1471747159957886,1,68506.10124492364
-118.56198120117188,34.12922286987305,37,7257,1488,4284,1161,4.214288234710693,0,209013.64070642236
-118.2470932006836,34.29384231567383,50,1945,343,1016,305,4.613476753234863,0,249266.79359931633
-116.71305847167969,33.41399383544922,24,7642,1482,2323,1469,3.7430527210235596,4,110830.4508495928
-121.60467529296875,38.319725036621094,26,7282,1111,3202,1533,2.86150860786438,1,146610.2699281577
-119.95182037353516,36.216644287109375,32,2714,605,825,327,3.8393032550811768,0,191132.80924923063
-117.17330932617188,33.57155227661133,13,2098,505,1525,315,3.560181140899658,0,127501.08886980798
-118.07752227783203,34.128028869628906,34,1568,393,978,271,2.0287129878997803,0,131624.911396967
-122.48120880126953,37.66067886352539,39,1224,233,633,213,3.5603373050689697,4,287629.1149430475
-122.16067504882812,38.029563903808594,51,4382,525,1891,449,9.150665283203125,3,498894.1648020245
-118.06695556640625,33.92229461669922,45,372,146,356,87,1.4391123056411743,0,133433.07436984303
-118.5188980102539,34.46730422973633,26,1777,530,864,219,2.7548341751098633,0,360110.9188408102
-121.01671600341797,36.906166076660156,19,5263,677,2419,599,7.776825428009033,0,391769.28495912557
-121.75822448730469,37.76924133300781,41,1875,402,1665,598,1.565557599067688,3,128046.11017745326
-117.14947509765625,32.858192443847656,28,2010,691,913,326,1.8728357553482056,4,148431.28439939386
-121.1960220336914,36.90146255493164,21,4038,846,2978,686,3.6834945678710938,0,222051.3422077794
-116.67079162597656,34.16387176513672,17,5551,1219,2804,1093,2.6913726329803467,1,91593.4720281348
-117.14283752441406,34.01567840576172,11,2208,467,868,365,3.0764920711517334,1,98288.16320564752
-119.63902282714844,36.56547164916992,39,1887,463,1166,531,2.578976631164551,1,80771.87208794036
-118.19469451904297,33.83781814575195,29,2521,483,2039,406,5.731618404388428,0,229556.93340493098
-118.17241668701172,33.68355178833008,39,1478,404,906,260,4.533778667449951,0,169046.0232379365
-121.29490661621094,38.142452239990234,21,3171,591,1659,504,4.015332221984863,1,102505.60170020536
-119.32038116455078,35.021976470947266,38,1600,414,396,263,3.647965669631958,1,489068.4412829466
-116.98477172851562,33.43972396850586,50,2273,376,844,337,5.534966468811035,1,397141.2604737864
-121.7567367553711,37.507755279541016,44,2178,373,572,227,3.0858566761016846,3,170662.00203515036
-116.98744201660156,33.7096061706543,29,2575,535,1440,437,4.151336193084717,1,112410.65513324668
-116.80726623535156,32.88851547241211,19,2965,530,1582,414,2.327089309692383,4,146106.16983344156
-121.7166519165039,39.50189208984375,42,4988,1872,1041,1143,2.9598031044006348,1,85450.20218914335
-119.87366485595703,36.73529815673828,15,4726,1149,1477,694,2.5336616039276123,1,109212.44560766188
-122.20293426513672,39.48432159423828,24,2598,593,796,440,2.0717275142669678,1,169171.94281266248
-121.81172943115234,37.9059944152832,27,7978,775,2859,681,10.440018653869629,0,259151.31558072878
-117.90057373046875,33.81877136230469,31,2095,604,1597,453,2.780799150466919,0,215569.86294530449
-118.21446990966797,33.809226989746094,27,2730,553,2225,557,4.102198600769043,0,203924.8971559834
-121.59247589111328,37.52149200439453,24,3163,735,1129,872,2.9845387935638428,0,94879.58012367507
-122.18097686767578,37.623050689697266,49,3700,646,2617,813,2.7724688053131104,3,151214.72949344787
-118.29904174804688,34.071292877197266,39,627,192,609,113,3.0656981468200684,0,168016.48300779416
-121.31464385986328,37.762725830078125,47,4291,432,1329,412,9.700980186462402,3,489572.84111722274
-117.95072174072266,33.6306037902832,38,1492,447,1093,369,3.0133979320526123,0,148828.0163597889
-117.92074584960938,33.51112747192383,44,3374,697,1294,630,4.8116559982299805,0,384890.8194443327
-118.13292694091797,33.97608184814453,49,672,210,520,100,2.560805082321167,0,144108.87366531446
-117.88004302978516,34.093658447265625,37,812,173,1023,132,2.4850070476531982,0,58365.64315373699
-122.18092346191406,37.92594528198242,52,5046,880,2397,742,5.702446460723877,3,330698.56443290965
-118.06709289550781,34.1263313293457,24,3735,787,2408,743,6.483889579772949,0,243280.37427376368
-121.406005859375,37.682498931884766,29,9125,2162,2693,2030,1.9417473077774048,3,146275.447558546
-117.73694610595703,33.52764892578125,21,1729,420,1154,385,4.950394153594971,4,327174.21929643507
-117.7933578491211,34.07365798950195,48,2058,475,954,499,2.33097767829895,0,266472.2567971676
-117.62767028808594,33.77582931518555,30,1616,505,849,282,1.7414202690124512,1,146967.30288291335
-121.43565368652344,38.50920486450195,18,1792,359,642,165,2.905665636062622,1,174814.87685293617
-118.01942443847656,34.16965866088867,44,2863,751,2330,535,1.4520436525344849,0,208210.80262095967
-118.92591857910156,35.05891799926758,26,5288,648,1104,432,10.634003639221191,0,489383.4380054772
-122.06322479248047,37.721458435058594,50,2302,399,666,311,2.2831661701202393,3,261833.98083685868
-117.35161590576172,33.292694091796875,39,8249,1363,2733,2002,1.55198073387146,4,173788.49950297418
-117.46212005615234,33.18748092651367,17,3517,865,1323,834,2.27957820892334,0,198849.52659226823
-117.81246185302734,33.819984436035156,26,1490,328,865,249,4.998734951019287,0,230912.51009779514
-116.15769958496094,32.825443267822266,7,3552,857,1174,753,5.189881801605225,4,228672.893323407
-117.66879272460938,33.80971145629883,32,6924,1156,3703,927,3.348374843597412,0,175362.68985049563
-121.92428588867188,37.708824157714844,42,2123,252,692,141,5.685308933258057,3,331731.7922238426
-117.47683715820312,33.766422271728516,40,1325,205,272,151,5.6206865310668945,0,321312.73215637193
-119.16175842285156,34.70106887817383,51,1643,442,1082,373,2.9419057369232178,1,129734.85026342342
-121.94805145263672,40.15406799316406,23,5230,1001,1766,875,2.1784470081329346,4,124814.53025974418
-121.8415756225586,39.642669677734375,14,798,162,494,154,2.848407506942749,1,84118.0209398166
-116.68643951416016,33.68339538574219,13,3629,751,1495,685,3.575899362564087,1,133990.9472246565
-119.25995635986328,36.26662826538086,34,4470,915,2224,1011,2.0530307292938232,1,92205.21084861105
-118.05347442626953,33.98891067504883,50,3221,469,961,416,6.587914943695068,0,396465.18120013864
-117.50591278076172,33.593868255615234,51,1451,329,534,241,4.728446006774902,0,262003.73950380596
-117.84612274169922,33.484100341796875,26,1615,453,904,410,2.714448928833008,4,219450.7168827117
-117.72354125976562,34.29819869995117,25,801,158,441,143,2.0154993534088135,1,94393.79261765385
-121.81971740722656,38.51698684692383,26,3760,617,1413,570,3.7777562141418457,3,144836.07213991103
-121.50981140136719,39.0676155090332,34,3671,520,1024,402,2.3155620098114014,1,84165.50968128166
-118.26603698730469,35.2223014831543,29,3177,676,1226,647,2.222548246383667,0,64470.19224195
-122.2022933959961,37.861419677734375,32,7516,2068,3726,2084,4.236363410949707,3,497354.41012701555
-117.67115020751953,33.743247985839844,39,726,223,677,123,2.16935133934021,0,138246.34102477058
-122.70442199707031,38.274070739746094,52,3026,618,584,595,1.7259026765823364,4,365904.72133382026
-121.83797454833984,37.8834114074707,27,2960,340,1092,248,5.622075080871582,3,306525.84686199366
-117.73921203613281,34.40327453613281,31,4275,965,2491,688,1.8856983184814453,0,137821.03132875566
-119.08843994140625,36.469337463378906,12,2076,439,1282,332,2.8612148761749268,1,152205.90056667477
-122.47295379638672,37.903175354003906,49,2683,497,1253,841,3.701481819152832,3,303431.8461480213
-121.66508483886719,37.50437927246094,28,3693,632,1381,480,2.553332567214966,0,209360.83827962837
-121.73784637451172,37.523624420166016,49,5058,440,2217,412,8.766852378845215,3,143307.6139256426
-117.7296142578125,33.918243408203125,43,1137,207,360,144,4.944216728210449,0,353217.05870807724
-118.13702392578125,33.886287689208984,38,2648,603,1119,449,5.771642208099365,0,342512.7554803678
-117.78661346435547,33.60902404785156,44,1398,387,939,240,4.211484909057617,0,188308.7716537504
