longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-117.72163391113281,33.75328063964844,28,5266,847,1675,625,11.26313304901123,0,499213.37807987904
-120.77540588378906,37.050270080566406,9,3662,567,1776,755,4.766108512878418,0,146679.34913628682
-121.6058120727539,38.50257873535156,16,1153,205,523,128,4.151703357696533,1,154159.51024860734
-117.8663558959961,33.85124206542969,35,8235,1387,4099,1439,4.85250186920166,0,194733.02074598052
-121.52641296386719,38.31793212890625,27,1458,271,516,157,4.463243007659912,1,88633.93009333903
-118.01362609863281,33.97743225097656,49,2346,872,986,645,3.792637348175049,0,263354.4007046237
-118.2029037475586,33.682350158691406,29,6381,1492,2315,1051,2.159449338912964,0,116322.16612786935
-118.21517181396484,33.93330764770508,33,1538,446,1137,297,2.5884482860565186,0,159629.50886159646
-121.35034942626953,39.17844772338867,33,5057,948,1694,967,4.47637414932251,1,93815.1622765231
-118.00016784667969,33.75404357910156,37,3278,423,573,180,12.999855041503906,0,490023.6879716805
-121.64603424072266,38.16603469848633,46,1760,435,379,224,2.02714204788208,3,134536.07343255816
-117.99552154541016,33.82920837402344,41,2029,457,1052,279,5.789539337158203,0,296886.38032440416
-121.75415802001953,37.7867317199707,52,2463,725,445,545,3.8078339099884033,3,483996.79560655076
-118.28719329833984,33.83845901489258,36,4037,749,2460,592,5.564066410064697,0,135968.7649640098
-117.32665252685547,33.881446838378906,29,1964,504,920,353,1.3992340564727783,1,71997.9998287493
-120.73738098144531,38.0858039855957,16,1584,443,765,269,3.4445269107818604,1,117320.34225043579
-122.24285888671875,38.05873107910156,50,2919,439,1698,605,2.8904480934143066,3,421328.80815774575
-121.5142593383789,36.87934112548828,43,3498,487,998,322,8.280069351196289,0,497612.3579553879
-117.52631378173828,33.70115661621094,39,2300,466,2125,374,5.09733247756958,0,163219.6468291359
-117.8673095703125,33.757347106933594,20,10739,1943,4924,1451,3.9046552181243896,0,190891.94162695773
-116.93741607666016,34.33251190185547,15,1271,329,458,165,1.5661475658416748,1,100703.40445552487
-118.58499145507812,34.07626724243164,41,2232,733,879,401,2.76391863822937,0,83899.81399939036
-120.0560073852539,36.539894104003906,34,4598,796,2546,727,3.203373432159424,1,92268.47679374217
-117.2306900024414,33.36414337158203,26,1046,258,946,153,2.134549856185913,0,159113.58567066162
-120.59823608398438,37.82706832885742,23,467,133,501,107,1.3392094373703003,1,72662.9680026014
-117.47008514404297,34.28255081176758,30,3124,637,1778,390,3.3174026012420654,1,146932.20131547033
-120.26655578613281,38.277381896972656,37,2366,410,934,366,1.8150802850723267,1,100971.47330596541
-118.25117492675781,33.91133499145508,39,881,201,563,149,4.258941650390625,0,181212.69929791836
-121.28913879394531,38.36396026611328,38,2750,704,2202,575,2.9964261054992676,1,121249.48446826347
-117.8349838256836,34.48623275756836,33,1296,287,1648,159,4.462827205657959,0,180505.13636780833
-120.15339660644531,36.40114212036133,14,2238,618,1137,432,4.139556884765625,1,88762.5987018325
-116.95849609375,34.65629196166992,5,13408,1703,6668,1285,3.3164920806884766,1,171473.95697521893
-117.95122528076172,33.97834777832031,27,1809,348,1369,182,4.016639232635498,0,438194.5812708619
-118.70225524902344,34.67377471923828,27,3792,856,1934,594,3.479752779006958,4,294560.79457099596
-122.79904174804688,38.43727111816406,18,7073,1163,2370,1207,3.408914566040039,0,167183.5053437198
-118.47514343261719,34.23777770996094,29,1827,378,482,295,2.479797840118408,1,156788.8033997897
-122.37678527832031,37.65306854248047,38,2859,448,979,361,4.118041038513184,0,491569.29559425666
-121.04625701904297,37.971370697021484,29,1409,208,377,112,2.845282793045044,1,73900.96977179473
-116.87615966796875,33.377132415771484,26,6883,1563,2618,1210,2.5487329959869385,4,87309.83951092874
-116.8880615234375,33.9077033996582,39,876,263,449,148,2.7457714080810547,1,161421.03636636378
-118.23712921142578,34.09600067138672,38,4256,564,2023,562,6.514617919921875,0,325934.6702947507
-118.85376739501953,34.24386978149414,28,1173,379,581,224,3.7838587760925293,4,233469.66000092612
-119.76741790771484,37.28690719604492,23,3829,658,1191,689,2.327699899673462,1,50348.31375966799
-122.26529693603516,38.096702575683594,52,5470,838,2047,673,4.663844585418701,3,387233.38511690416
-120.46426391601562,36.17252731323242,40,3914,813,1642,671,3.144415855407715,0,230660.58996180323
-116.91494750976562,33.74759292602539,20,4016,1212,908,619,2.607229471206665,1,64404.501461127926
-121.5512466430664,38.14863204956055,26,2997,368,1439,159,5.792891025543213,1,170477.3072345149
-117.32585906982422,32.93723678588867,36,1208,342,391,169,1.8002833127975464,4,73572.27057022927
-121.52959442138672,37.33613967895508,32,3672,891,1602,873,1.3597978353500366,4,137427.56249694305
-117.65301513671875,33.293949127197266,24,2971,713,1879,573,3.7177016735076904,0,174638.33790432347
-117.99248504638672,34.91316604614258,32,4067,1149,3017,766,2.7478623390197754,1,138339.95785164746
-116.90850830078125,32.8670539855957,19,2775,524,1144,407,4.034872055053711,4,209924.1167812432
-121.7161865234375,37.53191375732422,31,1493,448,200,262,1.5328342914581299,4,81717.7096218567
-117.56787872314453,33.7142448425293,25,2486,448,1436,255,5.07872200012207,0,213892.2730660975
-117.8340072631836,33.745811462402344,30,1128,276,771,145,4.0575408935546875,0,243372.09089159704
-121.51570129394531,37.868141174316406,21,3170,485,2358,408,4.512149810791016,3,232260.44809936863
-117.56475830078125,33.748207092285156,32,972,242,602,159,4.51456880569458,0,225124.93177446205
-121.21377563476562,39.847938537597656,22,2711,424,1144,377,3.6633594036102295,1,83426.33760944563
-117.0313949584961,33.5867919921875,12,6291,1445,4057,1110,5.680724620819092,0,216719.89181653922
-122.37674713134766,37.88374710083008,48,4656,944,2318,877,4.290308952331543,0,240908.32674434772
-117.1207504272461,33.40339279174805,28,6884,1246,2484,960,5.386738300323486,0,245455.74393736612
-118.3125991821289,34.366519927978516,26,3383,883,2395,728,3.692185640335083,0,243578.46366671915
-117.03783416748047,34.297428131103516,24,1487,437,870,269,1.0333384275436401,1,59502.1137598293
-117.34886169433594,33.748722076416016,45,2777,516,795,399,5.962252140045166,0,344500.9425666647
-122.6705551147461,38.06391525268555,52,2047,453,1458,469,2.4555022716522217,3,497846.6625709134
-121.74798583984375,38.29623031616211,10,6913,1404,2251,1090,3.690147638320923,0,144242.6975008715
-118.39046478271484,36.521827697753906,22,4897,1211,1868,998,1.5561667680740356,1,77024.40970925293
-122.32012939453125,38.37494659423828,31,2402,433,1209,389,4.714883804321289,3,158229.93475264855
-116.89874267578125,33.72805404663086,26,5397,1159,3073,1550,3.049365758895874,0,165562.86776556363
-121.71521759033203,39.88013458251953,42,1513,316,314,158,2.005612850189209,1,73145.05354886125
-118.40531921386719,35.479576110839844,23,2316,513,1038,273,2.6361618041992188,1,145603.78639322604
-118.54320526123047,34.40419387817383,22,3092,642,1948,434,4.68331241607666,0,280075.9057454879
-121.11434173583984,38.16943359375,5,15295,1817,3895,1473,5.478119373321533,1,175306.86805610172
-121.68457794189453,38.23093795776367,37,1887,546,657,350,3.2454681396484375,1,118512.2334398572
-122.54846954345703,37.89375305175781,20,250,47,47,16,3.7710506916046143,4,490347.8361857775
-118.07796478271484,33.79072570800781,28,590,185,470,99,2.3126585483551025,0,112726.33327035907
-122.37828063964844,38.609214782714844,21,1770,363,484,272,3.0071094036102295,1,127985.99190813274
-122.14541625976562,37.4649658203125,37,2416,504,1195,327,2.6658613681793213,0,229010.5930496528
-118.47772216796875,34.08439636230469,45,3499,586,1560,375,7.544651031494141,0,169637.28292874485
-121.73896026611328,38.172489166259766,21,1514,254,496,198,3.20029354095459,0,305044.7012454618
-116.60143280029297,33.74986267089844,21,4797,820,1396,730,4.140690326690674,1,192350.09430933563
-120.87886810302734,36.39094543457031,4,13466,2372,4512,1746,7.388278007507324,1,374966.5054460983
-119.34034729003906,35.08409118652344,17,5618,1375,3143,1339,2.3738090991973877,0,207365.91618738693
-122.11011505126953,37.7921257019043,47,2162,521,759,372,3.815574884414673,1,206730.4030991623
-116.88063049316406,34.5656623840332,7,6071,1225,2490,970,2.3916518688201904,1,102178.9149325229
-122.19320678710938,40.13677215576172,19,10959,1493,2952,1282,2.2467546463012695,0,144419.6904375535
-120.4598617553711,37.483642578125,9,4020,611,2558,830,3.4268064498901367,1,81182.39272762528
-118.3332748413086,33.692264556884766,45,1607,575,1749,412,2.3324332237243652,0,193912.53279932652
