longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-119.52695588680027,35.6826882746733,28.904715801084137,2682.1734485866473,547.8567557976301,1451.7997880507594,507.9573842904014,3.913691633117137,1.0,209725.37294687654
-119.42809311308889,35.78464625782837,29.515681150745642,2790.545356213637,568.9147064020602,1508.5213242591774,527.9366595250921,4.008437782589487,1.0,215445.55670862133
-119.49519912108535,35.70642867285393,29.065649807540517,2710.5109294521835,553.2057234100974,1464.5962646669595,513.6312671139696,3.9384351422945887,1.0,211218.8910338485
-119.6555820735631,35.547654948912644,28.114290501290778,2541.032663966104,519.4101597638333,1378.2819889706175,483.4849062550379,3.7913307053595933,1.0,202255.07503450653
-119.55838741453434,35.651800055411464,28.719781853978315,2649.221459364107,541.3591333817517,1434.5936166692222,502.1810833029297,3.8853096759483177,1.0,207992.10549021573
-119.5260924878986,35.67679522095895,28.877648801687933,2677.30288675954,545.9893583842202,1448.983615546008,507.2591836280052,3.909212045199338,1.0,209449.62178086082
-119.59805771542283,35.60407147863687,28.466454985882287,2603.6023220322522,532.0773928198805,1411.9194265226618,494.4879914999422,3.845235019711519,1.0,205587.84428213825
-119.49899272015139,35.7061746847987,29.062645013472494,2709.655652696283,552.7197582361521,1468.166847907095,512.9581433354904,3.937317107032728,1.0,211163.64361355556
-119.52269870432892,35.68669933451804,28.941668688827217,2688.3172583909277,549.0309854847168,1456.5287022949462,509.47259604022236,3.9192355857646457,1.0,210056.47646083962
-119.71800726252538,35.47814220485716,27.727577018154953,2471.7578924863424,506.34817409274706,1342.2484982507567,471.0154086371539,3.731131641706891,1.0,198607.53045655083
-119.53602053965038,35.668911925630006,28.826298190591086,2667.8143302934523,545.0304321080436,1443.6609852392244,505.47653092738364,3.901480424916572,1.0,208977.46066676205
-119.47852983814302,35.72972701132653,29.195031951768428,2734.2648226157453,557.6670932727756,1479.603523082459,517.4250316436521,3.9579026835638995,1.0,212443.2557111103
-119.55814273079439,35.643031603075045,28.671285755028773,2640.817437800905,539.3036342255194,1427.8634314952262,500.6344334108645,3.877733201746065,1.0,207490.21087831174
-119.50220096213226,35.704856213496626,29.048796326323505,2707.3745781956577,552.0710757689158,1466.134641073409,512.8856001030912,3.9350591734881983,1.0,211039.28112132612
-119.52953374939518,35.67571368261397,28.87120639223859,2675.49917849081,545.6478084185682,1449.8499601650649,506.9292142476055,3.908598041009762,1.0,209402.902312681
-119.55721068725207,35.65225373654136,28.72802883090655,2650.1694746804014,541.0690251628499,1435.8906756116198,503.0077000987142,3.886150028735246,1.0,208048.80340632217
