class,GLCM_pan,Mean_Green,Mean_Red,Mean_NIR,SD_pan
0.0,127.17631976101671,235.80898402667955,119.2086639058421,538.5396290970078,25.236461030353485
0.0,127.07948039829765,235.37106055892679,118.66357300735385,537.4683333873575,25.153633774826442
0.0,126.96546781525358,234.98238166353266,118.33495597306613,536.3959347980565,25.064038424733116
0.0,126.81077779241073,234.1217737349168,117.44487163537931,534.2919119002776,24.937318829522688
0.0,127.51430846815646,237.42535983620974,120.93128534333216,542.5053989959968,25.518419467574585
0.0,126.68349984666821,233.61673808806424,117.08424207725264,533.1842696154852,24.833183722703087
0.0,127.03030209642725,235.20458068216607,118.50418237180146,536.9438020989763,25.107423996729533
0.0,126.96543520718501,234.8996160206695,118.31474469989446,536.3226480495993,25.054332436522294
0.0,126.6400178251415,233.54114074688414,116.57175220246623,532.655635801855,24.809455382194493
0.0,126.53759314417633,233.03738096459227,116.26881605658198,531.6677803838184,24.72610559866151
0.0,127.49742227303132,237.16640104768962,120.75175490328215,542.0497003474677,25.487454831330815
0.0,126.4894756087452,232.73650966240285,116.08988054801011,531.0649237769082,24.69595776164534
0.0,127.06904141573784,235.31177441146926,118.57945777049596,537.249240913129,25.13327625103235
0.0,127.31146811632274,236.43914565794535,119.84371893795924,540.127559390411,25.34559533136869
0.0,127.15574129377914,235.8857329858942,119.40583105054775,538.5955503470941,25.220412499256305
0.0,127.04676060008262,235.27220825164338,118.67815352152705,537.1420666226603,25.11074017903857
0.0,126.88604672588481,234.41168385664207,118.0714502367977,535.4201221351541,24.98648194888854
0.0,126.53366559250443,232.99682858470328,116.19436944572311,531.4975222406542,24.737785161217904
0.0,126.8404198347714,234.2694354334268,117.64783052736048,534.7333435091588,24.932915679877038
0.0,126.76392581206763,234.0322686481282,117.4596691564916,534.1102174059304,24.894674259077338
0.0,127.01227161266601,235.1600723879486,118.51303679771635,536.9162748559955,25.108872213439614
0.0,126.87367052790583,234.43599181311512,117.71652063054123,535.1753227089374,24.98264947196042
0.0,127.06377257101403,235.40349915827363,118.74863859664326,537.4222305719206,25.15405842430563
0.0,126.79243632310738,234.09509424427284,117.43716296991614,534.3373942829612,24.931226908771617
0.0,127.24669280854889,236.10779540832402,119.39116640236585,539.3046618183846,25.291977460063823
0.0,126.91539159539931,234.68305801783222,117.89710483774178,535.5813241471767,25.022013309921384
0.0,126.77594012636685,233.9058240916213,117.29115891458027,533.9931891052097,24.91515063500204
0.0,127.31060257614256,236.52762966830736,119.96067312587687,540.1291363716202,25.356376835118247
0.0,127.07085830815156,235.23809394393982,118.69499773810081,537.4250144617415,25.15309905685839
0.0,126.72189246379195,233.81093625007537,117.0362178140197,533.420495285515,24.85540093337922
0.0,126.67585645910896,233.55857634125357,116.86340234780934,532.8514139902018,24.841983645075604
0.0,126.67005717359928,233.611623850378,116.91592800667406,532.9791339285568,24.825202670518927
0.0,126.91864658167108,234.64643292025892,118.1730109543748,535.895723984389,25.04955240277465
0.0,127.05115569184477,235.35169434075033,118.913571786185,537.3043949676123,25.146617380266523
0.0,127.59089805399252,237.62893503194053,121.05305665558086,543.1146461178181,25.56437002699858
0.0,127.04886071832533,235.31545764265564,118.88284206567651,537.2758570753601,25.129907146448772
0.0,126.99341478492785,235.03537782176448,118.32199877031066,536.5413705951152,25.07295151178336
0.0,126.84667661186685,234.44143664869674,117.64162688813616,534.8949374643213,24.98510571344339
0.0,126.87592189820765,234.54547638637118,117.93493082085848,535.4178182461831,25.0235123471884
0.0,126.53386863497768,232.88629141717252,116.31205822304999,531.501684837952,24.72423062050235
0.0,127.27134072180772,236.30974321929295,119.61062476220809,539.8199197090523,25.323281733872697
0.0,126.84898062328368,234.31876663742906,117.53468351641955,534.8056643566254,24.966902488641345
0.0,127.25243904358372,236.2030775412623,119.70808767861179,539.5316130115626,25.311424765845803
0.0,127.12965975124284,235.5902068165065,118.87991648645757,537.9722289557502,25.175452002608875
0.0,126.96892054790585,234.94416924338145,118.11249474153863,536.2632511099062,25.069038031583027
0.0,127.06499269355771,235.3671369546365,118.90209948083296,537.4859092458131,25.153866932201037
0.0,127.37059016491206,236.6751533418424,120.08350787390212,540.7038453027963,25.378203244220924
0.0,126.611265043444,233.16399031078183,116.34804467939328,532.1254535682174,24.766864259453083
0.0,127.12332751761838,235.5792171030533,118.97095581653089,537.8782374224343,25.18526601910464
0.0,126.80378320179676,234.15181427587135,117.58720722459657,534.5733455640161,24.950604729719092
0.0,127.05996603634043,235.32453840435895,118.844621025894,537.3637173747994,25.150895472588488
0.0,127.02482698552156,235.11800290747368,118.57195672605425,537.0169487033006,25.110579484786108
0.0,127.28062039734286,236.27925929238052,119.77371378855928,539.6988501421839,25.307575854511235
0.0,126.72566384469057,233.76566713509158,117.2527811130107,533.5643492092694,24.880641941562427
0.0,127.03389921796533,235.0997193867949,118.66782087012609,537.0242744716664,25.112962771037452
0.0,126.76732330033225,233.94555209870953,117.54570117018295,534.2536549260698,24.917755001440955
0.0,126.9290508709857,234.71414242482436,118.23563096976169,535.8921199492311,25.045180553342902
0.0,127.28295717673444,236.4568821147897,119.86597622809231,539.9152292303133,25.35213493334823
0.0,126.66321464736784,233.33598349098096,116.79860038928034,532.7231058493666,24.802942538668372
0.0,126.92443326657364,234.75131085162172,117.99416099335345,535.8449700815809,25.04198318471843
