longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-119.56611136547924,35.63659211223313,28.64303697273371,2635.967952028946,537.8306897950642,1426.509841113198,500.06237287123,3.8735047438324672,1.0,207234.9055806948
-119.58304470753701,35.617875660597576,28.534484802767057,2615.7827684891067,533.7693208182503,1417.043105591042,496.76986385509923,3.8563794027081064,1.0,206231.8938804821
-119.57054110816843,35.63415224484955,28.640334399683393,2634.452168573889,538.4041987518289,1429.0453400114848,499.9558656321537,3.8730920092239076,1.0,207172.7885436391
-119.50892346637443,35.69183330902847,28.97989628154246,2694.890896438544,549.5066944898373,1460.6735424524104,510.0647767986295,3.9243785925442953,1.0,210411.59314156047
-119.50933213033525,35.700090065643366,29.00824664046076,2700.2957732087334,551.0241985477882,1459.4947581326362,512.045628456687,3.9301307285551594,1.0,210696.53579809435
-119.6481666199835,35.55106509310599,28.143685996794193,2546.4808536685873,520.5678973242384,1380.9235399731556,483.9600454145085,3.795804558656562,1.0,202561.21565742962
-119.43915076033481,35.771283687909204,29.42319764500875,2774.4551859661055,564.3894935170956,1500.894217392348,524.837300229839,3.9931079842804125,1.0,214582.02189385632
-119.65429239960666,35.55023584765249,28.12647845301375,2543.2644054398143,520.565286777249,1377.9437514964466,483.75220550036664,3.793882013756815,1.0,202413.97334612
-119.53643504785217,35.6698901186754,28.844486958629844,2670.4194316043604,544.4892106177842,1448.179065691771,506.5069547280623,3.903487835836737,1.0,209125.55422517005
-119.55781505024923,35.64506812544536,28.700968756323004,2645.526002504398,539.5239910580992,1434.412351533238,501.85330394855475,3.882003837733959,1.0,207806.57770098493
-119.57030110301673,35.63228326899688,28.616601995887343,2630.3370386917336,536.6300352856153,1425.2748823369743,499.3505944969859,3.869755639614961,1.0,206972.75946497842
-119.5730750281637,35.63198262141034,28.624808522615993,2632.0687174848613,536.998001145496,1428.4793604602664,499.53462493222844,3.8697726548735205,1.0,207067.04296951168
-119.57612111718198,35.63145879790641,28.611516105051976,2629.1755160794664,537.0700525563623,1425.5312126851588,498.7996023877862,3.8685068172552732,1.0,206953.82553984452
-119.54752535343313,35.655785188403186,28.755640404371682,2654.8071628439257,541.853867748794,1439.5099552625281,502.89445606400784,3.8905049868213175,1.0,208255.50271501287
-119.66474600760247,35.53427427337132,28.04829268595204,2529.0483447839106,517.6561484684778,1371.4711445946555,481.1047741506995,3.781664101604077,1.0,201630.70904707984
-119.5425018234065,35.65865819449662,28.787374610227566,2660.895057813987,543.1889623867495,1439.3117417365959,505.0096160259435,3.894767626710056,1.0,208613.34192434186
-119.54085114441595,35.66633416851405,28.811123926603212,2665.5406862747272,544.5020530019821,1442.7663014852967,504.9040091328776,3.8987245946813243,1.0,208837.0132811415
-119.60681304334668,35.59502538852237,28.3948973258286,2590.8876766381964,529.0995902967353,1404.6405948743707,491.8222160564942,3.8349947345352255,1.0,204879.9639448494
-119.66323237158423,35.5383874807591,28.073854520734574,2534.3108273890352,518.6021036383561,1373.4735094285795,482.52664115934715,3.7851634019042275,1.0,201915.2423137488
-119.57385642762505,35.625928246478175,28.588845379553234,2625.7227842247917,537.0173990362406,1419.131700464241,498.2458684067706,3.8656216719394014,1.0,206763.53491129013
-119.59331790351568,35.60654542090083,28.480079956433418,2605.6289976729595,531.976172902551,1414.3733019950103,494.34593247641976,3.847231847585284,1.0,205715.85483799354
-119.56971285250047,35.6357394247243,28.63937710590065,2634.2430090816315,538.2729924717632,1428.551132021106,499.3663554922772,3.8721558147953896,1.0,207206.87473834807
-119.5134726817602,35.690873997560466,28.970957210340718,2693.6319802755434,549.3420997376172,1458.4797966398187,510.1507300684528,3.923514224927107,1.0,210294.60955762153
-119.54950350397935,35.65305151402562,28.74466088816055,2653.086336706162,541.0864830977308,1438.432879223948,502.6408242758424,3.888118719467263,1.0,208200.11026664014
-119.61100844704093,35.59545765129815,28.397927872459864,2591.313731637642,529.5208569173604,1406.3545932857842,492.1520302017538,3.8353965294524364,1.0,204951.97162280118
-119.56919746280062,35.63489709124379,28.630191579385148,2632.5679050333656,537.6824751999395,1426.9703548252262,499.2618231842049,3.871357926305255,1.0,207129.30441647704
-119.50983072693897,35.69558868565422,28.988246210088487,2696.5439395264757,549.6439719006796,1459.753808135944,511.0291017614867,3.9268211271064346,1.0,210508.97847580936
-119.5873705840974,35.61592961659734,28.52515213717553,2614.6889164823756,534.3866727971583,1414.8576287014992,496.4897963414749,3.8548355886536996,1.0,206160.65762505546
-119.51404962701962,35.69449036677986,28.983956531984145,2695.873938407468,549.9805684201348,1460.3932834794034,510.74648052299455,3.9261951831603485,1.0,210441.88949667607
-119.53569936763411,35.667945515166416,28.821344387185604,2666.9445446617733,544.2549736771826,1442.1840447674942,505.55985516905434,3.900452422494206,1.0,208929.35112217633
-119.49750666327793,35.7072816187658,29.061512463587572,2710.1444322786306,553.063735084333,1465.845567544524,512.998414748855,3.937671578061693,1.0,211189.34744864737
-119.50160481969817,35.70480153053845,29.043942366872216,2706.664141904259,551.6830571249819,1466.2186706398622,512.5230975674348,3.934905821024441,1.0,211030.73897817775
-119.52152868803408,35.68225898042372,28.90548847179754,2681.851131336703,547.1006578770866,1450.6471540022435,508.4174343094187,3.9133469933721248,1.0,209703.34028959673
-119.59008687235381,35.612795798021864,28.51706300610394,2612.3453697625173,534.0699571706588,1416.503314304857,495.8801519858499,3.8532546163081816,1.0,206027.79658410788
-119.5912102690713,35.60737510208304,28.48157831936827,2606.3516756374975,532.737389881262,1410.1273825644105,494.95842553928327,3.847733582686613,1.0,205719.6662060324
-119.57628834233742,35.62673963501312,28.592713341844,2626.0503573551814,536.64214870243,1420.9744281187916,498.66471942905457,3.865428392045449,1.0,206782.4370476988
