RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5037.5853778959345,15691929.129926112,1518.4628919588563,651.8120218120341,1.0,1.0,39.04955358048613,5.05283284655409,77274.85035322714,2.0,1.0,1.0,100854.64276797973,-2.7755575615628914e-17
4953.029131076297,15689797.298903432,1493.029812779389,648.9679502638803,1.0,1.0,38.74157371974841,4.966832196740673,75482.0553179196,2.0,1.0,1.0,99167.31496255026,-2.7755575615628914e-17
5042.313695992201,15691925.759166725,1520.831059745295,651.9953286305142,1.0,1.0,39.0674707484801,5.056991486936376,77382.7113146324,2.0,1.0,1.0,100946.18758291067,-2.7755575615628914e-17
4997.320556583656,15690824.525784107,1506.7250925342898,650.4697086711875,1.0,1.0,38.90455398835723,5.011030697674184,76419.26549488382,2.0,1.0,1.0,100065.47780326985,-2.7755575615628914e-17
4990.4819480552405,15690672.874774612,1504.004093282549,650.2594792370287,1.0,1.0,38.87665025257601,5.005114778961172,76250.89674959637,2.0,1.0,1.0,99904.63969481109,-2.7755575615628914e-17
5082.880485531152,15693007.25779927,1531.1519985583589,653.341606949688,1.0,1.0,39.217086465947965,5.096478418794059,78287.77212784032,2.0,1.0,1.0,101751.67777850758,-2.7755575615628914e-17
4953.121851209007,15689693.941008143,1493.273376468292,648.9879462846195,1.0,1.0,38.73853039153863,4.966899691648592,75465.60424389163,2.0,1.0,1.0,99162.22968403353,-2.7755575615628914e-17
5064.899356177176,15692595.936585624,1526.9591150968176,652.707153213055,1.0,1.0,39.155023066655374,5.080525260083411,77891.01028804352,2.0,1.0,1.0,101401.29756817281,-2.7755575615628914e-17
5008.956790741279,15691130.419133414,1509.9116365536163,650.8587681879868,1.0,1.0,38.939877140615145,5.022495129863158,76649.58105428443,2.0,1.0,1.0,100261.69358334756,-2.7755575615628914e-17
4979.548901168656,15690427.858225519,1501.502360930363,649.8759726801799,1.0,1.0,38.83955772186189,4.994115740566006,76064.76545613595,2.0,1.0,1.0,99687.77348692965,-2.7755575615628914e-17
5011.022100374837,15691188.259818232,1510.371651299442,650.9229105958924,1.0,1.0,38.95351975382595,5.025799682763601,76722.45474694083,2.0,1.0,1.0,100332.57964176721,-2.7755575615628914e-17
5025.785957272649,15691576.410737487,1514.67787774652,651.4114414043446,1.0,1.0,39.002958883145006,5.0395888954144406,76995.27577147626,2.0,1.0,1.0,100607.38898941853,-2.7755575615628914e-17
4955.717095413038,15689814.959262732,1493.4212708595576,649.101163152742,1.0,1.0,38.75754496116502,4.970041272817205,75533.08135526135,2.0,1.0,1.0,99220.37306092988,-2.7755575615628914e-17
4974.649715187625,15690318.749545258,1499.9727476121177,649.6957568104715,1.0,1.0,38.82434090499744,4.9875660194021565,75935.44427286717,2.0,1.0,1.0,99591.74054306684,-2.7755575615628914e-17
5158.774799055263,15694995.949159121,1554.738889784988,655.8186917470526,1.0,1.0,39.491054279868905,5.174672021118401,79895.28761891392,2.0,1.0,1.0,103278.96360351032,-2.7755575615628914e-17
4908.630668475529,15688662.34017306,1480.3388833296185,647.4973308835574,1.0,1.0,38.58113063566531,4.9205260300711435,74503.99360464198,2.0,1.0,0.0,98268.82063391419,-2.7755575615628914e-17
5081.2518848727095,15692911.227635952,1531.4741867521643,653.2954769381809,1.0,1.0,39.20904577590041,5.095717233104922,78238.45144853916,2.0,1.0,1.0,101716.51027954726,-2.7755575615628914e-17
4999.300542508707,15690903.380302696,1506.654745330021,650.5333351558337,1.0,1.0,38.903697414966835,5.010808609313271,76451.98371810508,2.0,1.0,1.0,100064.40996119675,-2.7755575615628914e-17
4946.0812189384405,15689546.193307603,1490.0766771318217,648.7012441782044,1.0,1.0,38.71282023808091,4.958709153058067,75303.45762055484,2.0,1.0,1.0,99006.18623308088,-2.7755575615628914e-17
5032.651462866762,15691729.039215615,1516.858492130004,651.6530367943087,1.0,1.0,39.03590768538495,5.048867174592998,77202.03000748962,2.0,1.0,1.0,100754.82719830923,-2.7755575615628914e-17
5042.77344653599,15692014.7223457,1519.7265370009657,651.9190905383879,1.0,1.0,39.06426457599504,5.056048527208571,77407.76757210246,2.0,1.0,1.0,100936.89504840341,-2.7755575615628914e-17
5118.884514812144,15693903.257405268,1542.6735029676597,654.6183245190348,1.0,1.0,39.349245046592515,5.13251791988223,79060.81186905304,2.0,1.0,1.0,102468.2383197825,-2.7755575615628914e-17
5053.921723720773,15692266.616214043,1523.0976578104228,652.4406496620269,1.0,1.0,39.10943530407541,5.069265995391294,77629.99845824872,2.0,1.0,1.0,101149.74349847631,-2.7755575615628914e-17
4987.1377291922445,15690552.721234737,1504.0067964284285,650.0476970372367,1.0,1.0,38.862068481501005,5.000795037515647,76171.55936293952,2.0,1.0,1.0,99825.42275963114,-2.7755575615628914e-17
4949.652818023655,15689668.830716543,1492.0205873546054,648.8893790626266,1.0,1.0,38.73160671632556,4.963218431345542,75412.66933989286,2.0,1.0,1.0,99097.89253388483,-2.7755575615628914e-17
4914.801732915627,15688744.886762865,1482.3798987485213,647.7636014747328,1.0,1.0,38.601189002714506,4.928455477736038,74625.41514362121,2.0,1.0,1.0,98400.6725905547,-2.7755575615628914e-17
4915.108204599422,15688815.49684603,1482.1529006941337,647.7562144510273,1.0,1.0,38.60549808571942,4.92812959083687,74660.28427044625,2.0,1.0,1.0,98408.03806031062,-2.7755575615628914e-17
