P1,P5p1,P6p2,P11p4,P14p9,P15p1,P15p3,P16p2,P18p2,P27p4,H2p2,H8p2,H10p1,H13p1,H18pA,H40p4,price
7771.425757735193,0.4822974430988954,0.06404274186244649,0.1638461227443854,0.12154782333626965,0.8510625056012241,0.02049751554892207,0.7161102212742896,0.003585457698848769,0.03324794357114834,0.11050240609178527,0.05745205774112648,0.9670509533478278,0.3049740631251854,0.1073419135084819,0.4915429531607813,50079.10626583179
7156.172092222879,0.48200694251038245,0.06257024645170249,0.16309716605918329,0.12101438755989118,0.8503742003804566,0.019947827091868826,0.7152701241528013,0.003534162681167194,0.0329703640460203,0.1094846806580899,0.05608876093995779,0.9659529490122094,0.30361032860856363,0.10649016995704852,0.4883157642961123,49593.641499936246
7533.49263700947,0.48219300818107663,0.06348615669851668,0.16357474844990186,0.12134863015813566,0.850766112643935,0.020301845011973813,0.7158593184938569,0.0035665804570746357,0.03313796110375295,0.1100979338217399,0.0569451803445002,0.9665932683673141,0.30436578724392094,0.10701759391459852,0.4903349567377338,49894.40961030004
8595.178734235004,0.4826986472321767,0.06593300662596442,0.16485009354319258,0.12224084156108234,0.8519667833838175,0.021225481561849557,0.7171968133900636,0.0036508212853134736,0.03361639839784588,0.11183457762668238,0.05926098319706963,0.9682476061595761,0.3065414950951184,0.10849802463664135,0.4956863876263375,50731.74586924097
8081.450284447496,0.4824532758207045,0.06475061046949776,0.16421798943450625,0.12177064889414477,0.851433229691187,0.020737737060496194,0.7165874615735085,0.0036091946252515125,0.03338704313957703,0.11100064942123822,0.05814182176099801,0.9674336018915211,0.3054807270552198,0.1077728508655722,0.4931113279570766,50311.97098349691
9219.192233482012,0.48299665993685187,0.06743008112324426,0.1656064111361167,0.12279438314892688,0.852750810295526,0.021780354216924706,0.71796079895525,0.0036985572790053114,0.03390452205476905,0.11288317140050004,0.060611311386104046,0.9692999679359628,0.30795424536952093,0.10937788119234702,0.4989403927094655,51252.8786840311
9440.373731304113,0.4831044221837663,0.06795144815680258,0.16586623755360433,0.12297578305259407,0.8530550304669132,0.021959369393767945,0.7182941678044406,0.0037156507949991646,0.03399539459579277,0.11324342353324114,0.0610697906913601,0.9695452178927999,0.30841395381634484,0.10966875410217083,0.4999880397904385,51406.251967898854
6196.264648941453,0.4815466566788721,0.06030965889798698,0.16190356550024776,0.12015900997401234,0.8491489002672288,0.019147591557495285,0.714079373565988,0.0034604159435631826,0.032525176266083006,0.10791218435148457,0.05402461473466071,0.9645892202829106,0.30165781266612357,0.10517453189262989,0.4834836205356627,48776.94306994377
6821.331501506357,0.48184460027153825,0.061781095861429616,0.16268454113459194,0.12070435604481841,0.8499277157160737,0.01965791200271341,0.7148813357014795,0.0035123989603149403,0.03281269213481144,0.10891637607088812,0.05536519296788649,0.9655844644433289,0.3029149595937069,0.10603853230096441,0.4865983272507722,49309.57254714078
7465.332763388389,0.48214900880577494,0.06330143966645348,0.16347568188461395,0.12123896421813533,0.8507117428497766,0.02023857059148307,0.715731849438848,0.0035604116521731435,0.03309990386161296,0.10996891091966278,0.05677009077897518,0.966548222967909,0.3042220687645974,0.10691707680774143,0.48987527176806306,49834.9534929659
8015.831234609307,0.48241530433070334,0.0645970555554399,0.16414579680199592,0.1217510673988227,0.8514020969964765,0.020723167347915707,0.7163889382539511,0.0036031170187375257,0.03336041951356946,0.11090331332905393,0.058005917957847986,0.9674269030428833,0.3054972267855028,0.10770025780785245,0.49278186111769023,50287.049982916404
9162.695195769978,0.4829781989555059,0.0672995418135594,0.16557932893956312,0.12272260151265693,0.8527458374764743,0.021751222955030493,0.7179521375395201,0.003693111924072639,0.03386961619937532,0.11277895931631804,0.06046577728965941,0.9690966176541326,0.30775708323618484,0.1093138511579598,0.49865198786494946,51235.381220950454
7826.374118375454,0.48232965195210226,0.06414742323788293,0.16394319483791053,0.12158022405329523,0.8511414647750775,0.02057383618548174,0.7161684646529537,0.0035877593369608722,0.0332657337939976,0.11058977227549278,0.05756787670725143,0.9669835244502596,0.30502426412504147,0.10742221046044931,0.4917983052913014,50117.311257644
