longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-119.6425372948221,35.56395561961098,28.209415309998185,2558.2725216821423,523.2866462276738,1387.5243674236476,486.1184433475779,3.8066176762042807,1.0,203177.75507390886
-119.5538661272311,35.652756372488106,28.739169458952862,2652.1871191615814,541.1973842513327,1437.141252336041,503.08105902768676,3.8878656939161624,1.0,208156.5707729391
-119.64834076045088,35.55297508105295,28.14670969483851,2547.2101928128736,521.2915415776376,1379.7407177593693,484.3196853572144,3.796573853972582,1.0,202589.50011077724
-119.53446690827425,35.670540806881064,28.84968808514948,2671.582946159701,545.2141727029319,1449.2154936676538,506.09184599419314,3.90533625165266,1.0,209170.10440010016
-119.59580864549554,35.606568526460194,28.473254448288326,2604.808363936208,532.0396980440405,1413.5447759577705,494.3507088053292,3.8474383505384644,1.0,205667.27903189408
-119.49852863666418,35.705335602620366,29.05736456530543,2710.3999220008604,552.5958004231484,1466.543863584501,512.7543794119081,3.9364141642733235,1.0,211121.0137437115
-119.61462670021824,35.58189646867276,28.33341376126543,2580.051371997606,527.5192156962694,1396.7538237715323,490.1717838183251,3.8250925301977015,1.0,204346.81470667405
-119.5888399535357,35.61451295114467,28.522683620300985,2613.459789408276,533.8921589844468,1416.9464694788553,496.28811385052796,3.8546089366980896,1.0,206083.1550600023
-119.59313557887178,35.61040337880872,28.497331664218027,2609.3281361929694,532.9422699415946,1414.6989930802588,495.5239535634749,3.8506124967762263,1.0,205878.77630809596
-119.50198577016384,35.70244764048718,29.036910697496833,2705.0340679805918,551.8357325246517,1464.923344635773,512.2497555450467,3.934153174151127,1.0,210937.29316131622
-119.54743536854286,35.65242903079795,28.73629220808965,2651.807491954071,541.1160173633333,1435.2149700372288,502.6128481264531,3.887460640772064,1.0,208094.68076557023
-119.57508109139816,35.62871122037578,28.59243169370589,2626.083378327199,536.1862008944094,1422.3349751874684,498.33978673466567,3.8657584524633366,1.0,206796.34388595104
-119.49766197976611,35.705531151298224,29.051012923087175,2707.440225312662,551.7293782437828,1468.29723410099,512.1041606495601,3.9358791216734645,1.0,211057.74580832288
-119.60707725080732,35.59590127087515,28.390383168869295,2590.645431938209,528.9473049878214,1401.4981761530976,492.1484597935314,3.8342747477603107,1.0,204874.18152802277
-119.55929817660532,35.6403192435909,28.671197535495487,2640.1262493272475,538.1502823899434,1431.5633181066594,500.5386332129396,3.87762418602036,1.0,207529.24977119447
-119.52824701248704,35.67612719114858,28.878432026730533,2676.8054535455735,545.9004035638634,1449.1319812386982,507.7458294142141,3.909277881901159,1.0,209444.13114031922
-119.59863892070847,35.602863137268635,28.44453172090896,2599.483875170562,530.7441061780135,1410.4707956350883,493.38614386888383,3.8418404160407094,1.0,205387.5882409832
