sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,rings
2.0,0.345,0.26,0.09,0.2055,0.092,0.0505,0.063,6.0
1.0,0.58,0.47,0.145,0.728,0.302,0.2015,0.1845,9.0
2.0,0.52,0.38,0.125,0.5095,0.2385,0.1015,0.165,6.0
0.0,0.525,0.4,0.14,0.78,0.3195,0.1495,0.255,10.0
2.0,0.53,0.42,0.13,0.699,0.3165,0.159,0.1895,9.0
0.0,0.64,0.465,0.19,1.539,0.611,0.339,0.475,11.0
1.0,0.56,0.425,0.145,0.872,0.362,0.173,0.275,10.0
0.0,0.415,0.34,0.125,0.4085,0.0945,0.067,0.215,16.0
1.0,0.605,0.49,0.16,0.9265,0.3345,0.1825,0.295,18.0
1.0,0.63,0.5,0.16,1.0515,0.45,0.2915,0.31,9.0
2.0,0.46,0.355,0.12,0.5685,0.2385,0.1235,0.14,9.0
0.0,0.63,0.49,0.19,1.1735,0.542,0.2795,0.355,14.0
1.0,0.55,0.415,0.14,0.7145,0.352,0.153,0.195,7.0
0.0,0.7,0.575,0.185,1.764,0.858,0.407,0.3855,10.0
1.0,0.5,0.375,0.115,0.6885,0.2475,0.159,0.22,14.0
2.0,0.31,0.235,0.08,0.1565,0.0805,0.0455,0.045,6.0
1.0,0.57,0.44,0.16,0.922,0.3685,0.174,0.25,10.0
0.0,0.58,0.45,0.135,1.014,0.498,0.2075,0.24,12.0
1.0,0.34,0.23,0.085,0.1835,0.0765,0.0535,0.048,6.0
2.0,0.525,0.38,0.13,0.547,0.2065,0.1325,0.16,8.0
1.0,0.575,0.465,0.16,0.9185,0.4305,0.2085,0.2645,9.0
1.0,0.6,0.475,0.155,0.9685,0.4625,0.1585,0.29,9.0
1.0,0.51,0.4,0.125,0.6335,0.2525,0.1325,0.195,9.0
0.0,0.51,0.4,0.125,0.6515,0.29,0.1725,0.183,8.0
2.0,0.455,0.36,0.105,0.3755,0.1475,0.0985,0.125,8.0
1.0,0.66,0.525,0.19,1.5785,0.7035,0.3585,0.395,12.0
0.0,0.5,0.38,0.135,0.6025,0.2475,0.1425,0.235,12.0
2.0,0.58,0.46,0.15,0.897,0.4455,0.1815,0.27,12.0
1.0,0.525,0.425,0.14,0.7155,0.3315,0.153,0.24,13.0
2.0,0.36,0.285,0.085,0.2705,0.114,0.0595,0.0735,7.0
2.0,0.515,0.42,0.13,0.636,0.3525,0.1455,0.18,8.0
2.0,0.18,0.11,0.05,0.0235,0.0075,0.0045,0.005,4.0
1.0,0.59,0.465,0.17,1.0265,0.404,0.2135,0.34,14.0
1.0,0.585,0.465,0.15,1.049,0.5235,0.2385,0.265,11.0
0.0,0.655,0.52,0.185,1.39,0.586,0.2875,0.345,11.0
1.0,0.605,0.475,0.185,1.1165,0.547,0.288,0.295,12.0
0.0,0.645,0.505,0.19,1.3655,0.5985,0.3385,0.384,9.0
0.0,0.595,0.47,0.16,0.906,0.419,0.189,0.2705,10.0
2.0,0.56,0.43,0.14,0.871,0.4055,0.2195,0.1965,9.0
0.0,0.565,0.44,0.16,0.8435,0.3475,0.2,0.24,9.0
2.0,0.27,0.21,0.07,0.1045,0.0525,0.0245,0.035,5.0
2.0,0.45,0.355,0.13,0.431,0.1685,0.0915,0.145,9.0
0.0,0.62,0.485,0.2,1.1,0.4305,0.2675,0.57,23.0
0.0,0.65,0.515,0.205,1.4355,0.653,0.2945,0.335,12.0
2.0,0.32,0.25,0.09,0.1765,0.0725,0.0395,0.06,10.0
2.0,0.365,0.275,0.1,0.253,0.1065,0.0595,0.085,7.0
1.0,0.45,0.335,0.115,0.4305,0.2075,0.0745,0.11,8.0
0.0,0.655,0.5,0.18,1.3315,0.633,0.29,0.41,13.0
1.0,0.585,0.465,0.14,0.903,0.419,0.2025,0.295,14.0
1.0,0.525,0.44,0.15,0.873,0.407,0.1775,0.24,8.0
0.0,0.34,0.25,0.09,0.1775,0.076,0.037,0.055,9.0
2.0,0.485,0.4,0.125,0.636,0.2535,0.1265,0.18,9.0
0.0,0.32,0.245,0.075,0.1675,0.0605,0.0235,0.045,8.0
1.0,0.6,0.455,0.145,0.9235,0.3835,0.2385,0.285,10.0
0.0,0.655,0.51,0.17,1.1325,0.4695,0.284,0.35,15.0
1.0,0.515,0.405,0.135,0.8275,0.4085,0.2135,0.195,9.0
0.0,0.575,0.45,0.125,0.834,0.4635,0.1835,0.2185,9.0
1.0,0.505,0.4,0.13,0.709,0.3125,0.1555,0.195,9.0
0.0,0.675,0.525,0.175,1.79,0.8985,0.4365,0.5075,12.0
2.0,0.495,0.395,0.125,0.5205,0.2,0.11,0.1425,10.0
2.0,0.46,0.345,0.115,0.393,0.1525,0.0865,0.125,8.0
0.0,0.62,0.48,0.145,1.1,0.5305,0.2475,0.2865,14.0
0.0,0.575,0.45,0.14,0.874,0.312,0.1625,0.27,13.0
0.0,0.63,0.515,0.16,1.275,0.6355,0.3255,0.339,10.0
2.0,0.535,0.42,0.12,0.599,0.3035,0.1285,0.1775,9.0
1.0,0.575,0.435,0.13,0.805,0.3395,0.2145,0.24,9.0
0.0,0.205,0.155,0.05,0.048,0.0155,0.0155,0.0145,5.0
0.0,0.61,0.465,0.185,1.33,0.5105,0.2775,0.35,18.0
1.0,0.63,0.505,0.185,1.4225,0.6565,0.3065,0.355,12.0
1.0,0.605,0.47,0.155,0.955,0.4565,0.1965,0.265,8.0
1.0,0.635,0.5,0.23,1.6165,0.6925,0.3355,0.371,13.0
0.0,0.635,0.5,0.175,1.4065,0.621,0.261,0.37,10.0
2.0,0.515,0.39,0.13,0.612,0.214,0.1335,0.1535,15.0
1.0,0.45,0.35,0.13,0.447,0.171,0.08,0.1725,10.0
2.0,0.345,0.25,0.09,0.203,0.0765,0.0465,0.07,8.0
1.0,0.515,0.415,0.135,0.8105,0.3265,0.1685,0.2425,10.0
2.0,0.495,0.38,0.135,0.6125,0.3145,0.126,0.1405,7.0
0.0,0.56,0.44,0.15,0.85,0.3755,0.1865,0.2365,10.0
2.0,0.375,0.3,0.1,0.2895,0.1295,0.0575,0.08,7.0
0.0,0.63,0.495,0.165,1.1345,0.4235,0.2455,0.39,15.0
1.0,0.605,0.485,0.175,1.079,0.4975,0.2285,0.355,11.0
2.0,0.5,0.38,0.12,0.5105,0.2125,0.0885,0.175,9.0
2.0,0.43,0.32,0.11,0.3615,0.1455,0.061,0.0935,8.0
1.0,0.58,0.46,0.145,1.0565,0.44,0.263,0.28,13.0
0.0,0.565,0.45,0.145,0.852,0.3185,0.1905,0.255,19.0
1.0,0.515,0.4,0.125,0.6645,0.2855,0.1275,0.195,9.0
2.0,0.405,0.29,0.085,0.3265,0.1385,0.0705,0.08,7.0
2.0,0.27,0.205,0.07,0.1155,0.045,0.0185,0.035,6.0
1.0,0.47,0.425,0.165,0.769,0.2725,0.1715,0.275,10.0
