sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,rings
0.0,0.655,0.52,0.195,1.4435,0.532,0.276,0.395,15.0
0.0,0.545,0.45,0.125,0.805,0.3245,0.1745,0.1685,7.0
0.0,0.6,0.48,0.175,1.3135,0.6115,0.2455,0.3555,12.0
2.0,0.475,0.335,0.125,0.4555,0.222,0.0925,0.135,7.0
1.0,0.605,0.46,0.145,1.1345,0.5465,0.2235,0.25,9.0
2.0,0.525,0.41,0.14,0.7665,0.3085,0.1755,0.19,9.0
2.0,0.205,0.18,0.065,0.042,0.038,0.0185,0.013,7.0
2.0,0.32,0.25,0.085,0.1885,0.0885,0.0385,0.055,5.0
2.0,0.28,0.2,0.08,0.0705,0.036,0.0165,0.0245,6.0
1.0,0.595,0.49,0.175,1.221,0.5115,0.227,0.395,12.0
0.0,0.52,0.39,0.16,0.631,0.2985,0.112,0.215,11.0
1.0,0.475,0.36,0.115,0.5565,0.2965,0.096,0.143,7.0
2.0,0.43,0.335,0.12,0.3785,0.1835,0.0735,0.1035,7.0
2.0,0.49,0.38,0.09,0.5105,0.261,0.0885,0.14,8.0
0.0,0.625,0.495,0.165,1.2705,0.5305,0.302,0.34,17.0
0.0,0.57,0.45,0.16,0.796,0.3535,0.1625,0.27,9.0
0.0,0.625,0.49,0.155,1.0835,0.456,0.2495,0.3185,11.0
0.0,0.595,0.45,0.14,0.9685,0.445,0.2245,0.265,9.0
1.0,0.46,0.35,0.135,0.4625,0.17,0.0925,0.17,9.0
2.0,0.335,0.24,0.075,0.1735,0.0775,0.042,0.055,7.0
2.0,0.275,0.22,0.065,0.0985,0.066,0.021,0.03,7.0
2.0,0.26,0.19,0.095,0.097,0.037,0.0225,0.03,5.0
0.0,0.64,0.525,0.19,1.4635,0.622,0.315,0.48,11.0
0.0,0.58,0.45,0.155,0.869,0.373,0.189,0.27,10.0
0.0,0.645,0.505,0.16,1.1835,0.546,0.2935,0.32,10.0
1.0,0.61,0.48,0.16,1.054,0.4865,0.2475,0.27,11.0
1.0,0.61,0.47,0.15,1.1485,0.5115,0.239,0.3,9.0
0.0,0.53,0.42,0.12,0.7365,0.349,0.1365,0.21,8.0
2.0,0.45,0.335,0.1,0.3625,0.15,0.087,0.11,7.0
1.0,0.485,0.38,0.135,0.5965,0.2035,0.141,0.17,9.0
0.0,0.66,0.5,0.19,1.7405,0.6645,0.3325,0.475,13.0
2.0,0.33,0.205,0.085,0.1055,0.0425,0.02,0.0335,6.0
1.0,0.585,0.455,0.17,1.1045,0.5195,0.2565,0.3345,9.0
0.0,0.58,0.465,0.17,1.0185,0.342,0.214,0.345,13.0
2.0,0.42,0.315,0.12,0.3675,0.1755,0.0655,0.1245,8.0
2.0,0.575,0.445,0.165,1.073,0.4955,0.2185,0.28,11.0
2.0,0.335,0.25,0.08,0.196,0.0775,0.04,0.05,7.0
0.0,0.535,0.405,0.155,0.874,0.2745,0.207,0.2845,12.0
0.0,0.575,0.45,0.155,0.9325,0.4695,0.263,0.24,8.0
2.0,0.31,0.225,0.075,0.1105,0.041,0.0285,0.038,5.0
1.0,0.555,0.45,0.14,1.0155,0.5475,0.2005,0.2475,9.0
2.0,0.275,0.215,0.075,0.1185,0.048,0.0175,0.054,5.0
2.0,0.535,0.4,0.135,0.6675,0.27,0.13,0.198,9.0
2.0,0.43,0.32,0.11,0.3435,0.1565,0.0945,0.093,7.0
0.0,0.5,0.355,0.125,0.5435,0.2655,0.1315,0.155,7.0
0.0,0.67,0.525,0.17,1.3905,0.611,0.3095,0.495,14.0
0.0,0.5,0.375,0.12,0.5835,0.2355,0.1375,0.25,11.0
2.0,0.355,0.275,0.085,0.2035,0.0905,0.0395,0.0735,7.0
0.0,0.44,0.355,0.11,0.4355,0.197,0.0955,0.1185,7.0
2.0,0.415,0.315,0.1,0.3285,0.134,0.0685,0.0975,7.0
1.0,0.6,0.47,0.145,1.15,0.505,0.2445,0.237,10.0
0.0,0.6,0.45,0.145,0.887,0.3745,0.2055,0.27,11.0
0.0,0.575,0.405,0.145,0.9525,0.3605,0.2185,0.285,13.0
1.0,0.63,0.49,0.16,1.084,0.463,0.2355,0.3,10.0
2.0,0.475,0.39,0.14,0.522,0.2065,0.0955,0.19,9.0
0.0,0.46,0.355,0.11,0.4265,0.1735,0.1065,0.1335,8.0
1.0,0.6,0.475,0.18,0.974,0.4355,0.1775,0.29,15.0
0.0,0.575,0.47,0.15,0.98,0.4545,0.2195,0.26,9.0
0.0,0.515,0.39,0.14,0.7145,0.2875,0.1715,0.215,10.0
1.0,0.54,0.42,0.15,0.8115,0.4335,0.2195,0.23,8.0
1.0,0.55,0.455,0.17,0.913,0.37,0.2195,0.36,13.0
0.0,0.6,0.475,0.155,1.2135,0.5115,0.2075,0.3,9.0
1.0,0.555,0.42,0.155,0.8605,0.2855,0.2105,0.245,11.0
0.0,0.7,0.57,0.175,1.742,0.7755,0.3515,0.48,10.0
0.0,0.575,0.47,0.155,0.9245,0.4585,0.2035,0.2645,10.0
2.0,0.425,0.325,0.11,0.3955,0.163,0.102,0.115,7.0
1.0,0.53,0.42,0.14,0.7365,0.2435,0.1285,0.21,20.0
1.0,0.65,0.52,0.185,1.6195,0.7305,0.3685,0.675,20.0
2.0,0.41,0.325,0.1,0.3325,0.1325,0.0775,0.105,8.0
0.0,0.625,0.455,0.155,1.15,0.49,0.214,0.305,12.0
0.0,0.61,0.465,0.17,1.247,0.5105,0.2825,0.33,10.0
