ID,Age,Experience,Income,ZIPCode,Family,CCAvg,Education,Mortgage,PersonalLoan,SecuritiesAccount,CDAccount,Online,CreditCard
1954,37,4,149,90463,2,2.4678795562838185,3,1,0,1,0,0,0
958,38,3,136,95405,2,2.541933230350137,3,-1,0,1,0,1,0
1212,38,5,133,94046,1,3.258942945856793,1,0,1,0,0,1,0
1109,35,15,29,91449,3,2.5260823700821162,1,0,0,1,1,1,1
4351,57,21,124,93197,2,0.41000205411441976,1,-2,0,0,0,0,1
790,41,13,24,92754,1,0.30958173569136394,2,-1,0,0,0,1,1
3718,40,13,155,93977,2,5.674980450481773,1,1,0,0,0,1,1
4229,64,38,97,92980,2,7.382829107961321,1,162,0,0,0,1,0
819,63,38,19,90436,4,1.7426726809806856,1,0,0,0,0,1,0
4532,30,2,153,93270,2,5.327812593991331,1,0,1,1,0,1,1
4594,41,15,40,92660,4,0.5562534442171622,3,0,0,0,0,1,0
4251,55,31,40,93432,3,0.668194925982545,2,-1,0,1,1,1,1
4387,60,36,55,92999,2,0.42279868888264305,1,267,0,0,0,1,1
4611,30,11,89,94082,3,2.396558845358061,1,0,0,0,1,1,1
1374,50,30,55,92489,2,2.2189309668447645,3,0,0,1,0,0,0
4750,37,13,139,92992,2,2.1631272232667462,2,0,0,0,1,1,1
3160,29,10,12,90162,3,1.5865254033397087,2,-1,0,1,1,0,1
670,27,6,169,92305,1,2.6651901121598582,3,0,1,0,0,1,0
1677,60,35,38,92781,3,2.4246258926580957,2,145,0,0,0,0,1
778,45,23,123,92186,2,5.607134820489167,1,372,0,0,0,1,0
2554,43,12,35,89949,3,2.111118675891635,1,159,0,0,0,1,0
2433,59,14,36,95788,2,0.1225498098097246,1,0,0,0,0,1,1
1719,26,1,142,94508,3,4.5842912258741375,1,330,1,0,1,1,0
3993,52,22,24,92635,3,1.1719670581815929,1,1,0,0,1,1,1
2864,30,-1,139,94887,1,-0.15454776944198378,1,0,0,1,0,1,1
470,36,28,48,91275,4,1.4514745309575878,1,156,0,1,0,0,0
2666,44,16,25,94831,1,0.8883086824386577,1,152,0,0,0,0,1
4320,57,32,35,95761,4,0.6353232109738294,3,167,0,0,0,1,0
2608,59,35,109,90039,4,8.287701569626973,1,0,0,0,0,1,1
2842,47,19,46,92935,3,1.5180407768313615,2,0,0,0,0,1,0
3254,37,17,103,91094,3,0.14439054585847474,1,138,0,1,0,1,0
2542,56,22,39,92111,1,1.0565941931880172,2,0,0,0,0,0,0
89,33,4,146,94922,2,6.690741233417561,2,0,1,1,1,0,0
1202,44,4,26,90280,1,0.5536273183826246,3,0,0,0,0,1,1
1416,61,24,34,92233,2,1.661695858034599,2,156,0,0,0,1,1
2035,49,32,79,94006,4,1.9614983020294132,1,1,0,0,1,1,1
2218,61,34,149,92564,4,2.8340812477210204,1,186,0,0,0,1,0
4413,50,10,115,90194,1,4.828973959558201,1,291,0,1,0,0,1
4316,38,18,48,90162,4,0.2679678913855695,2,0,0,0,0,1,1
2117,43,29,45,91419,4,1.9757589094443038,3,1,1,0,0,1,1
895,43,18,201,92938,2,0.2132402889344484,1,235,0,0,0,1,1
4622,62,34,148,89941,2,5.889921736919918,1,1,0,0,0,0,0
4510,28,13,16,90605,3,0.1752384744365299,3,94,0,0,0,1,1
3114,35,15,27,91260,4,1.215589357395154,2,-1,0,0,0,0,0
961,52,15,36,95851,3,0.8473865254774764,3,1,0,0,0,0,1
609,41,13,119,91700,2,6.8510421220663495,3,-1,0,1,0,0,0
3144,36,21,114,90299,2,3.451084821856995,1,97,0,1,0,1,0
1368,62,38,64,90194,2,1.8530346872313639,2,0,0,1,0,1,0
1326,39,25,35,90272,1,0.6526092455497123,3,-2,0,1,0,1,0
498,32,18,80,94925,1,0.0758353150320644,1,1,0,0,0,0,1
1442,52,30,54,95150,4,1.8461206728733712,3,1,0,1,1,1,1
730,49,15,34,93199,2,0.22420783627537272,1,0,0,0,0,1,0
2108,59,28,67,94138,2,2.3965667330490734,3,-1,0,0,0,1,1
4041,53,28,16,93896,3,0.12730938330272631,2,132,0,0,0,1,1
3202,62,37,135,92311,2,2.1964919706563824,2,1,0,0,0,1,0
4468,59,34,181,94283,2,2.616439182299196,1,-1,0,0,0,0,1
1925,40,12,109,94597,1,6.942396343738339,1,0,0,0,0,1,0
1995,58,15,93,89999,1,2.9502548728059415,3,0,0,0,0,0,0
4272,39,7,134,93311,2,3.424685295474129,1,-1,0,1,0,0,1
4445,35,14,120,91443,1,0.9311212466685271,1,-1,0,0,0,1,1
1271,40,9,154,95755,1,2.1490439133577808,1,-1,0,1,0,1,0
2024,43,24,67,92098,2,1.0857109663388416,1,140,0,0,0,1,0
1332,32,26,110,92855,3,5.397612764411889,3,326,1,0,0,0,1
4807,49,6,122,91002,3,0.9926246132899051,1,0,0,0,0,0,0
4748,30,9,78,91829,2,0.21959029619061843,2,0,0,0,0,1,1
2582,63,31,68,92890,4,1.5878779408085248,1,165,0,0,0,1,0
563,44,16,144,91608,2,4.353199369954824,1,190,0,0,0,0,1
2105,40,19,20,95476,4,1.0870663941674124,3,140,0,0,0,1,0
651,53,12,13,94568,4,0.2938234869422907,3,-1,0,0,0,1,1
4665,40,18,23,90219,4,0.8298427803175276,3,-2,0,0,0,0,0
4130,31,12,33,92033,3,2.694322916129077,2,0,0,0,1,1,1
2412,47,36,186,94273,4,5.636025765879141,2,-1,1,1,0,0,0
841,51,37,47,94793,4,2.668812163071834,1,143,0,0,0,0,0
-69,50,11,15,92841,4,1.425904284943466,2,-1,0,0,0,1,0
1324,43,10,129,94749,4,6.564996865119423,1,402,1,0,1,1,0
1791,39,14,139,94151,1,2.577191249362177,1,156,0,0,0,0,1
1773,62,28,32,94466,2,1.013754737887314,3,102,0,1,0,0,1
2058,43,26,115,90219,3,2.343311943219888,2,0,0,0,0,0,0
3753,36,5,27,91841,4,0.678569609733706,3,1,0,1,0,1,0
3490,27,0,38,90396,2,0.10150416240621513,3,96,0,0,0,0,1
1232,59,33,151,94418,4,5.938934820247801,3,466,1,0,0,0,1
1564,35,26,83,90440,1,1.8581896702375937,2,1,0,1,0,1,0
2426,40,36,124,94762,4,1.6533533923853276,2,0,0,0,0,0,0
2244,34,6,110,91150,4,2.6653505686742323,1,2,1,0,1,1,0
2994,25,0,144,93181,4,4.175781673420648,1,-1,1,1,1,1,1
1090,36,13,68,93211,4,0.628940614638206,3,1,0,1,0,1,0
4135,63,38,26,90133,3,1.958350063725995,3,1,0,0,1,1,1
1690,56,25,75,93069,1,1.523341192739488,1,1,0,1,0,1,1
3447,35,18,50,90831,3,2.3758919813492483,1,-1,0,0,0,0,1
2120,32,2,96,92601,3,0.4458970620675464,2,1,0,1,1,1,1
1320,27,17,163,92315,2,4.2389021804887665,3,0,1,1,0,0,0
613,54,33,39,94410,3,2.8648844442552948,2,1,0,0,0,1,0
2059,38,14,155,95348,3,2.1087221296988607,3,179,0,0,0,0,0
338,53,31,150,90656,3,2.8313006046482445,2,1,0,1,0,0,1
4246,60,29,45,94140,3,2.5607135036631083,3,148,0,0,0,1,1
2078,55,41,34,90407,2,0.41537816463114796,3,103,0,0,0,1,1
1365,40,15,141,90095,1,2.4370648414007565,1,145,0,1,0,0,0
4477,42,14,77,91598,4,0.810836493171222,3,1,0,0,1,1,1
582,30,4,59,92500,3,0.10407820389738101,2,-1,0,1,1,0,1
3646,29,2,69,91036,4,0.36835121034476276,3,125,0,0,0,0,1
1265,33,10,73,91351,2,2.814607608325724,1,0,1,1,0,0,0
4389,33,8,38,90280,4,1.1778590888497922,3,2,0,1,0,0,1
3197,63,18,95,92990,4,7.227513934633526,1,166,0,0,0,0,0
1416,38,4,31,92119,1,0.06730105813749332,2,0,0,0,1,1,1
1092,63,31,72,89814,2,2.1832081966425188,3,93,0,0,0,0,0
3446,49,25,92,90202,2,2.1847474598537264,2,164,0,0,0,0,1
3732,29,2,19,92102,2,0.3067173496317977,3,102,0,0,1,1,1
1634,36,8,142,94085,2,3.7036160058918592,1,1,0,0,0,1,1
323,61,32,163,95569,2,3.0479812301329336,1,0,0,0,0,1,0
4431,35,18,76,90944,3,0.48490639454259576,1,100,0,1,0,1,0
737,34,16,57,90290,2,0.8592556969857346,2,143,0,0,0,0,1
4444,49,15,173,92194,2,1.074371867735914,3,265,0,1,1,1,1
939,25,5,114,90978,3,5.250676932771986,3,-1,1,1,0,0,0
4429,29,18,64,95694,1,2.317176543032192,1,0,0,0,0,1,1
2201,30,9,108,94773,3,2.3607967618802137,2,0,1,0,0,0,0
1456,34,17,19,90456,1,0.0780768280267515,1,0,0,1,0,0,1
4768,35,3,189,91995,4,2.2456573174829257,3,0,1,1,1,1,1
4119,38,27,76,90101,2,2.57021863531485,1,306,0,0,0,0,1
2091,36,14,28,90383,2,0.2630464657760211,2,97,0,1,0,0,1
4203,35,15,162,92818,2,3.5303166437639906,1,178,0,0,0,0,0
4351,62,20,79,91997,3,1.4770173620332965,1,0,0,0,1,0,1
504,58,34,42,89931,2,0.47304893943828086,3,0,0,0,0,1,1
3131,58,19,54,94718,1,2.7200083235445165,1,-1,0,1,0,1,0
727,28,14,69,94857,3,0.191408307810218,3,-1,0,1,0,1,0
1629,43,33,117,95551,3,1.821500071710605,2,207,0,0,0,1,0
4959,36,18,73,94874,3,0.784752810266064,1,0,0,1,0,0,1
2799,33,1,125,91562,2,4.0658919063508,1,1,1,1,0,0,0
4293,36,1,125,92677,3,5.2402992352704025,1,0,1,1,0,1,1
2287,28,0,82,91681,3,0.1953093157883439,2,-2,0,1,1,1,1
3036,31,22,166,94000,2,0.807723274939968,1,0,0,0,0,0,0
2943,38,3,71,94889,3,-0.08092609555263724,1,0,0,1,0,1,0
2974,63,32,48,90010,4,2.7545517239623143,2,148,0,1,0,0,0
4317,40,13,40,89755,3,0.4160127363479068,3,0,0,0,1,1,1
3227,35,17,78,91493,3,1.0997524272987012,3,-1,0,1,0,1,1
3910,60,26,112,94038,4,2.048874877318802,3,115,1,0,0,1,0
3271,53,18,23,92699,1,0.5560409010714253,1,238,0,0,0,1,1
3794,46,15,35,91442,2,0.17262846847994412,2,134,0,0,0,1,0
35,32,23,31,94003,4,0.4580622377648025,3,109,0,0,1,1,1
1758,49,12,74,94212,3,2.398046962663457,2,0,0,0,0,0,0
3281,30,7,145,90801,3,1.8875405557315958,2,407,1,1,0,1,0
835,24,2,135,94469,3,0.18569661456085118,2,0,1,0,0,0,1
4469,57,17,68,90124,4,2.31892272702824,1,3,0,0,0,0,1
4087,62,37,158,91509,2,2.3915928193768266,1,0,0,0,0,1,0
2829,50,27,83,92522,4,2.18078252044885,1,0,0,0,0,0,0
2842,40,18,142,94873,3,1.728173013673776,2,0,0,0,0,0,1
4323,62,41,55,90166,3,2.6214189832234966,1,2,0,0,0,1,0
1617,28,12,69,91113,1,0.8290634801370051,1,-1,0,0,0,0,1
795,51,8,25,94255,4,0.4383889523934582,2,83,0,1,0,0,0
2477,56,28,160,94919,2,3.036482253140553,1,214,0,0,0,1,0
3047,46,18,22,90275,3,0.22219451985389843,3,205,0,0,0,0,0
4466,50,20,40,89968,2,1.4744176581344275,1,121,0,0,0,0,1
1313,46,12,121,89795,2,3.4883433289735697,1,248,0,1,0,0,0
333,60,25,74,95897,3,3.1427239987372193,3,155,0,0,0,0,1
4349,41,17,175,90466,2,4.125331453236816,1,402,0,0,0,0,0
3282,49,23,11,94071,2,0.22848176124886238,1,107,0,0,0,1,1
2816,38,27,86,95665,2,1.8842309031494893,2,255,0,0,0,0,0
1891,63,39,161,89965,4,2.5638874409292165,1,0,0,1,0,0,0
2253,60,35,45,91185,4,3.2309989535077186,2,0,0,0,0,0,0
600,62,20,17,90276,1,0.37048257414933,1,-1,0,0,0,0,1
3319,38,16,65,92636,4,1.0545470542047561,1,97,0,0,0,0,1
2268,54,13,128,91008,3,0.5845635341014799,3,2,0,1,1,1,1
4515,40,35,186,92235,2,2.277597561049827,1,204,0,1,1,1,1
2353,61,40,89,94114,4,1.745100669055698,2,1,0,0,0,1,0
