RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9486,15773481,1280,716,1,1,51,5,137144.25602430553,3,0,0,89858.14562915188,1
2953,15801079,1777,684,0,1,49,5,-1550.9634105169696,4,0,0,94532.67408803794,0
2766,15692889,1664,655,2,1,59,5,-542.5338605170775,3,1,1,107218.62856928364,1
7729,15618632,187,585,0,0,53,7,74747.59468971397,1,1,0,86088.53231877617,0
5943,15725505,185,694,0,0,31,8,112972.79184620376,1,0,1,200641.35011729182,1
785,15684537,882,766,0,1,24,8,-404.310626620242,2,1,0,90785.51229622966,0
7687,15792132,1772,694,2,1,50,7,-262.65686075610455,2,1,1,74460.16787102909,0
9795,15595034,176,619,1,1,56,1,127576.09476610053,1,0,1,91139.34188546377,1
6098,15770212,407,778,0,0,34,8,-941.8407057773496,2,0,1,18619.63549250915,1
9266,15647632,453,793,0,1,39,8,-296.27391119037844,2,1,1,18433.431141094872,0
4770,15607187,2112,618,2,1,32,9,243.68506279475469,1,1,0,144348.2265760018,0
8054,15579108,737,690,2,1,38,7,-1307.04045956027,2,1,0,186739.60394602918,1
5528,15598384,2372,634,1,1,39,0,119775.31499516591,1,1,1,175751.85083667157,0
3786,15642267,617,760,0,0,30,8,121098.14530975152,2,1,0,172594.10130381622,1
4605,15797082,705,715,2,1,40,5,1006.0720734589003,2,1,1,192732.0954324988,0
6904,15715277,982,570,0,0,32,10,165796.63923794276,1,0,1,195868.2675171036,0
3849,15733214,1550,759,0,0,26,9,-418.4318043377995,2,1,1,14258.689622195927,1
4221,15587718,1840,759,0,1,37,2,108913.07635150413,1,0,1,74343.5933832936,0
6820,15586696,501,614,0,1,29,8,128814.77626189438,2,1,1,91010.93082186741,0
3739,15778133,1093,610,2,1,28,4,117846.75120893307,1,1,1,66315.44870031168,0
2226,15582495,1127,736,0,1,53,0,-615.7089352774916,1,1,0,78288.28775376113,1
4698,15589791,1788,807,2,1,33,8,48.91412882875708,1,1,1,11051.011227769075,0
7752,15712078,1756,707,0,0,36,4,515.5899958888293,1,1,1,190355.45351368145,0
5070,15659853,2595,796,0,1,51,9,120307.55629430612,2,1,0,184614.41910625077,0
4014,15583295,835,762,1,1,38,8,-1230.2132590571705,1,1,0,22908.14155881787,0
7519,15690859,22,580,0,0,40,0,117455.77384197635,1,1,1,144443.56325396337,0
2071,15698657,865,702,1,1,41,4,131913.6805000539,1,1,0,11386.259407705335,0
7360,15743314,1680,598,0,0,50,5,130998.03810286659,1,1,1,178677.74626134342,0
7733,15647269,2534,737,0,1,32,1,120555.24608408287,1,1,1,44486.44349138212,0
1151,15588991,1902,771,0,1,32,1,120711.88102082703,1,0,1,90930.7875199689,0
8618,15632431,1756,510,1,0,31,2,138635.81996727013,1,1,0,46377.39422710924,0
5760,15580534,636,630,0,0,23,4,-92.88799011664769,2,1,0,84631.29798227023,0
5084,15722463,936,636,0,1,30,7,92834.3103393773,2,1,1,71092.21280831496,0
3022,15673705,2772,607,0,1,45,7,-2561.261521830055,1,1,1,29660.44609684308,0
7935,15796621,1080,767,1,0,31,8,147998.46956955036,1,1,1,19218.601392309705,0
6244,15627333,221,561,0,0,29,8,482.3089449375346,4,1,1,49586.27798823023,0
4724,15705172,1459,604,0,0,40,8,701.7843552708159,2,1,1,8155.491414302462,0
6524,15682381,274,786,2,0,35,8,1013.3854265104014,2,1,1,72979.47069787349,0
4309,15632671,1129,709,0,1,51,1,124378.71672486574,1,0,1,87601.0579106975,0
5833,15724918,787,602,1,0,45,8,85621.3018975117,1,0,0,47497.35699398008,1
