P1,P5p1,P6p2,P11p4,P14p9,P15p1,P15p3,P16p2,P18p2,P27p4,H2p2,H8p2,H10p1,H13p1,H18pA,H40p4,price
1426.7263375365721,0.4383381754464407,0.3472565090298623,0.13884462817427534,0.14362158856204352,0.6850064865127222,0.5474149888777498,0.6442031675164873,0.004870054581271035,0.14702517636077006,0.15887163820703676,0.08332442814787291,0.9925232628883407,0.5984795197431989,0.07065668954745676,0.49758821290290284,42055.561275693195
144.38545585682107,0.42325276002704826,-0.0003828924303955967,0.24548975716500251,0.21878029954361458,0.8687968671853906,0.000984527759114,0.6834647243554733,0.0006186041969196831,0.015437973168439777,0.04983666139026633,0.0005970438396542032,1.0035315218771566,0.2927416235030339,0.06259997012755036,1.0004946406922668,25002.907779758378
3689.5157283085064,0.4844523117556031,-0.0005633078207815325,0.12571608432996362,0.06370318117938202,0.9248070824119579,-0.0006207285586364167,0.8040429540755298,0.005404793545998925,0.02132473195605982,0.03397021693760503,0.0010800530847322651,0.9947728433267969,0.27589870963613505,0.1663336081982818,-0.005319829410371119,30667.03603448811
1864.9775665487452,0.46679499567678084,0.0022767299005848948,0.4561577896165053,0.16933608447835913,0.6051748082945729,0.07719310338908271,0.4990582300456438,0.004027354369182348,0.054611245091995136,0.0861156845125339,-0.0014698693657770236,1.0003938002167052,0.31863600780469425,0.02826492502630801,0.8446613499970598,45479.791485302856
2058.457600480707,0.47408240476168856,0.03153122648074297,0.11541118279677245,0.19549097228256404,0.7656417883669888,0.20676857071047533,0.42701172036475377,0.00507509454123947,0.11490804789512489,0.050564251619645166,0.015768023232296247,0.9943804212496229,0.30734972153959156,0.03951008495973461,0.39912171538416774,22001.833534725865
2505.796777245069,0.44136563758850705,-0.0010015612292851148,0.25967119764171415,0.17490719987860504,0.7988436691337042,0.021786788968604993,0.5835013616604721,0.0011068376991314323,0.02113529218647066,0.028059824399350407,0.004396192988788869,0.9958080338021696,0.3389940969039884,0.05580893026341778,0.8455399907135621,29848.77141258784
7503.931209809809,0.4990397925821204,0.005063221212583671,0.14012706581402165,0.11952737959621179,0.8678727568006065,0.0013132241958772972,0.7478968417911581,0.003859713770632524,0.026484341951536816,0.12173048296043405,0.0017238230410531869,0.9716103250350576,0.4002044966768255,0.147751168974717,0.4048165720843727,32878.60400522879
-122.13584872538752,0.5007782791009435,-0.0024707600234125365,0.1843195088574365,0.060347394341267714,0.8577895407351487,-0.0005449411265034156,0.6391955344679366,0.004855682319787358,0.02902726717101531,0.2112935692956412,0.00018151478263382734,1.0017001935962326,0.23806109991576582,0.00027077512732385785,0.9975855453198426,37476.817393746715
7225.137714153545,0.6678387534885672,0.17847945947991523,0.101526365898781,0.03414418899865254,0.43631602134756625,0.1850747520041159,0.7287941217369553,0.010551719127536191,0.18494390614367037,0.04003313601344017,0.17470973725473776,0.9111002182337188,0.34987666428463493,0.15326781932114728,0.5775915989249906,48777.92690383977
828.2697323099809,0.5978289993034865,0.060716015283446535,0.038482401943874645,0.04811168630787351,0.8760032815647326,0.0002872015944202474,0.7182442505495918,0.003028582995436146,0.03539174894604632,0.05255732870464664,0.010609202921897275,0.9521828068080999,0.40122890248872134,0.10929381766935946,-0.006521462384383786,45541.3500999154
-202.84730520892583,0.486806596388141,0.0005565465712339638,0.2769233481541953,0.11350076691492539,0.8218306042825639,-7.360365645425171e-05,0.6729902689048599,-0.004018166175387966,0.0013814459906031406,0.31201306950965585,-0.0007330164814449916,1.0041127183759229,0.3017839706977529,-0.0023154095716417635,0.0117403750366481,17995.811425773118
16603.544337267613,0.5019860989364305,0.03861781455999941,0.1428234404793566,0.09610029886107258,0.8092519858942572,0.01624937783742372,0.6503258895061657,0.0026492744254945104,0.03591256864415527,0.047332877760114744,0.03377825903818708,0.9920999554702687,0.6915497379717243,0.07602377023878694,0.5607156955069607,137157.8448707576
-520.3004814368109,0.5006670389924562,0.00034342222499936627,0.17821009931331258,0.12081297152183966,0.8670447951519059,-0.0004847315406311796,0.8636020716391393,-0.0033924556565002504,0.020491405556885986,0.07145891112453416,0.000735548333905158,1.0023950287213401,0.258066413455453,0.19014835691976234,0.013694125582457197,15066.272769844096
1813.3475547899325,0.46432319843451747,-0.00048154693284740394,0.31679060484549515,0.16102689751990568,0.8386810215316585,0.03955938386092102,0.6093030338049581,0.00204569246885131,0.05474886017364333,0.08082296325644267,-0.003252084211821126,0.9951766832003861,0.4187980464521811,0.08204881943919348,0.7031164388310275,29657.624661741174
403.4951295691134,0.4944200518750278,0.0038944734299453205,0.2879667632944929,0.21710978235162642,0.8751225356711887,-0.0003765219742427552,0.7014441876987386,-0.0011099468813466603,0.03394598283163622,0.130457241836842,0.0031131051476826076,0.9933316842571327,0.2752090194333674,0.1453756760379137,1.008440063486621,27381.43551670743
