index,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
284036,5,1522,3,1,2,2,2,0,2.757128979623226,8,29710
240502,5,1469,5,5,0,1,3,0,11.407208048266057,23,59739
131877,1,845,4,4,0,4,3,1,19.95057762400725,24,5632
17877,3,1013,2,2,0,5,4,1,6.1448069662929665,49,6063
61808,3,1110,5,4,0,0,4,1,5.138920363778814,3,13206
1261,0,289,2,0,2,3,0,1,2.3203051175764458,29,4109
16985,5,1474,2,4,1,5,4,1,12.304381353611703,15,16173
256936,5,1445,4,1,0,0,2,0,10.305852417643662,27,51114
181310,5,1325,3,2,2,5,5,1,1.7476164231463944,46,6723
35173,5,1460,2,2,0,5,5,1,15.381423569459384,26,21360
147429,3,379,4,4,2,0,2,1,1.9036356653087143,17,6389
152315,5,1485,4,4,1,0,1,1,22.994608629391383,4,18659
298666,1,872,3,5,2,4,2,0,2.665055706746148,11,48995
179246,5,1539,2,4,1,2,5,0,11.552074040194059,39,56507
54581,3,1165,5,0,0,4,1,1,12.600722289150614,9,6602
296690,1,1485,3,2,0,2,0,0,19.56748021680633,16,55408
296559,5,1481,1,0,0,5,0,0,10.759950353294506,28,55210
52745,3,1187,5,0,2,5,0,1,1.3906454153048646,21,3202
38697,0,1218,2,0,1,3,0,1,7.442051232594163,11,7272
99004,2,924,0,2,0,1,1,1,5.538603603918275,46,4864
294393,5,1485,3,5,2,1,1,0,2.122920223724118,5,23362
244442,0,298,2,2,2,2,4,0,1.4805615109260162,36,3619
227243,1,722,2,1,0,2,5,0,14.586133903358858,8,58542
297736,1,1458,4,2,0,5,0,0,16.32222872021786,33,51805
204495,1,715,2,4,0,0,0,0,15.658575874478963,11,47960
166519,5,1520,3,5,0,4,2,1,14.233825501037,17,8941
12784,2,195,2,1,0,5,1,1,8.127796286058311,40,5505
145014,0,344,0,0,0,0,2,1,8.30196797332732,48,4762
150664,1,845,4,0,0,0,3,1,25.073704757645096,37,5849
113148,1,1323,0,5,0,4,2,1,13.906890931470121,28,8025
158330,5,1110,3,4,0,2,0,1,6.140207178013392,10,6536
220267,5,1550,2,4,0,2,4,0,12.105876882288852,15,70941
218255,5,1544,2,5,0,1,1,0,23.53392168101145,15,41774
29128,1,1420,2,0,0,5,4,1,7.161253491846164,3,8368
19464,4,0,2,1,2,4,2,1,3.1495357263462957,18,6157
267379,1,850,0,5,0,0,2,0,22.42202733771797,47,26654
62149,3,1204,5,0,2,5,4,1,1.973464984288424,11,3849
167374,5,1459,4,0,0,3,0,1,5.77579236597835,29,56202
68424,5,1081,5,5,2,5,4,1,2.4063929825884305,13,3941
173004,5,1234,1,2,0,2,5,1,25.468273059190206,49,5567
256249,1,845,3,0,2,5,2,0,2.57825061064177,15,28636
143132,3,1508,3,1,0,5,2,1,8.785891346811457,25,4134
298895,5,1492,1,5,0,4,2,0,12.306633805696611,8,61004
128078,5,1458,4,2,0,4,2,1,16.071567436960933,32,3905
209698,5,385,1,0,0,5,3,1,9.242575456526918,21,3619
262562,5,1485,3,4,0,5,5,0,7.918004327238206,48,54882
-2484,3,1066,2,0,0,5,4,1,5.185630762346098,48,4216
65765,3,1204,5,3,0,5,4,1,5.761904603264477,34,1951
141118,4,1449,4,1,0,4,0,1,14.737359174536131,6,14544
6880,5,1541,2,2,2,5,5,1,2.5832510319571185,17,6205
21991,1,766,2,2,0,2,0,1,21.90223545553571,47,5619
26961,2,1085,2,1,0,4,0,1,16.79040409426626,32,6119
272242,5,1556,5,1,0,2,0,0,12.12059727110035,4,76495
80982,5,1535,5,1,1,2,1,1,11.690247040537182,19,6366
227228,5,763,2,2,0,5,1,0,21.36898001055433,18,54207
60633,5,1357,5,1,0,2,4,1,10.403805313558172,30,3362
185927,3,641,1,0,2,5,4,1,2.3612780914255205,19,5837
230596,5,1511,0,1,0,0,2,0,26.737237641253795,28,50242
282035,1,722,1,1,0,2,3,0,15.55337251223101,26,52874
20597,4,262,2,1,0,5,2,1,29.29588586761054,10,7486
256529,5,1511,3,2,0,4,2,0,17.27477811171697,31,53039
126203,1,845,3,4,0,5,5,1,27.110493441361918,34,6905
35896,5,1345,2,4,0,1,1,1,22.47222785130665,10,13174
20592,3,1049,2,1,2,2,4,1,2.1832578929603836,48,3855
199110,5,1299,2,0,2,5,0,0,1.6548113706415557,36,30266
145587,3,1093,3,0,2,5,0,1,8.253420189825569,36,4061
31590,5,1541,2,4,0,4,0,1,16.265008127331487,21,6953
3364,2,746,2,2,0,3,0,1,8.255987220810454,44,4948
240365,1,715,2,0,2,4,1,0,2.281152949484608,21,49360
15035,1,818,5,2,0,5,0,1,11.337811541932886,36,7100
112146,5,1501,5,4,1,2,4,1,12.360325205894679,15,73772
212985,1,879,5,2,0,0,2,0,20.64137515569016,26,47835
258299,1,745,0,2,0,5,3,0,25.202259892034228,18,58972
255627,5,1503,3,2,2,5,2,0,2.6697887782469536,3,33592
127629,1,958,3,4,0,0,5,1,6.063787829298932,4,5810
30044,3,1010,2,1,0,0,4,1,4.90713591047143,3,9060
