index,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
231075,2,796,5,4,0,5,5,0,12.383214869650256,35,73130
26178,3,1097,2,1,0,4,1,1,24.00784347648061,19,7370
34869,5,1539,2,4,0,0,3,1,5.3020856106855545,31,7233
155503,3,641,3,2,0,4,5,1,6.661051508398563,33,5620
9247,0,1230,2,0,0,3,5,1,9.083080581889934,43,3681
152052,5,1454,4,4,0,5,3,1,11.319293142709759,32,6473
129072,5,1459,4,0,1,2,1,1,7.651537713598519,34,6692
209458,1,1258,1,5,0,5,4,1,11.511134357253678,47,4820
98241,2,810,5,2,0,4,1,1,12.319543023933011,29,6036
126634,1,795,5,4,0,0,2,1,18.108106872229268,24,4580
92066,4,1390,2,1,0,5,5,1,5.6817836525310454,30,3771
60758,1,863,5,4,0,4,3,1,14.310678801892312,8,11125
139037,3,1442,4,4,0,5,3,1,11.757406751095113,46,6555
127968,5,764,0,4,0,5,4,1,9.629268886836112,21,6055
145265,4,851,4,1,0,5,2,1,24.264388608306724,22,7267
246229,1,747,0,0,0,2,4,0,27.573621991925428,38,53154
143198,3,295,3,2,2,5,0,1,2.0110063993907707,47,4557
75861,5,1537,5,1,0,0,3,1,13.66912935905493,44,4571
85707,3,1266,0,1,0,5,2,1,8.013744347122756,12,5686
12172,2,780,2,3,2,1,3,1,1.9583954007323257,37,4996
293324,5,1485,3,4,1,2,0,0,15.958696708806325,34,63318
161761,5,1454,3,4,0,2,0,1,6.433162544145896,9,11754
168777,5,1445,4,1,0,2,0,1,13.084820703770554,23,5525
215379,1,483,1,5,0,5,4,1,20.674838159253333,43,6573
44562,3,798,2,0,0,5,1,1,7.229778265428536,45,6289
231299,5,1545,5,1,0,5,0,0,15.59796632558965,10,56127
167667,5,1520,3,5,0,4,0,1,24.77278994734173,13,13360
28290,1,857,2,1,2,4,0,1,2.687028909670035,11,2956
60717,3,380,5,5,0,2,0,1,6.900597131557463,29,5665
156601,3,907,4,2,1,2,1,1,32.731094839164506,12,9602
176579,1,761,4,2,0,0,3,1,16.694336902645862,10,14318
304513,5,1515,3,5,0,4,5,0,20.414223541035664,31,49273
66031,5,1531,5,0,0,5,3,1,22.11318499749073,49,6517
245966,5,1471,0,4,0,5,5,0,11.093921972158402,38,52856
57984,2,23,5,5,0,5,2,1,10.477984932597609,38,4803
285213,1,722,1,1,0,5,0,0,15.988230141776059,23,52882
261389,5,1550,5,1,0,4,2,0,12.908038388991951,37,55708
41204,5,1323,5,2,0,5,2,1,9.248128391869766,44,4776
10120,0,657,2,4,0,2,5,1,8.27606592932262,17,3997
31996,5,143,2,2,0,4,0,1,14.443849770333753,6,10961
78414,2,1103,0,0,2,5,3,1,2.6514132213976844,30,2908
100786,3,1467,0,4,0,5,3,1,5.532933795889601,17,5983
281492,5,745,4,1,0,0,5,0,26.180423575154865,29,51925
2636,2,42,2,4,0,0,4,1,8.311656408161742,32,5540
83952,5,780,0,4,0,1,4,1,20.698139274139827,36,13357
295339,5,1459,4,0,0,5,5,0,8.37042668595051,30,47947
188278,5,1492,1,5,0,1,3,1,12.67953437987869,8,11204
33239,4,1543,2,0,0,4,1,1,4.586341524109416,5,6945
96819,3,1435,0,4,0,2,3,1,7.3708305240358625,7,6159
70255,1,1441,5,1,0,1,1,1,11.05314571270443,46,2961
34680,2,1089,5,0,0,3,2,1,7.582548663240005,48,3697
68973,1,229,5,5,0,0,1,1,18.005131516943315,11,5254
136564,3,718,4,1,0,1,5,1,6.915428844926606,13,7266
91229,5,1511,0,2,0,2,3,1,25.843058837435134,10,5308
177943,1,384,2,1,0,4,5,0,16.975007892342465,29,50750
6250,2,1431,2,2,0,3,5,1,6.236275018225222,36,2251
150345,5,494,3,0,0,5,2,1,7.930332027245854,6,13442
127013,3,772,0,4,2,1,5,1,1.272142235569318,46,3891
62063,5,1471,2,4,0,5,3,1,12.338831352990976,34,3364
212219,5,1486,1,1,1,2,4,1,34.03750031786414,6,11838
165605,5,33,1,0,0,5,5,1,21.76864058950165,18,10999
