longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-122.88716119795527,38.191613228460874,37,-205,15,228,55,3.4663973420003042,251214,3
-119.09062375548135,35.27041132143918,26,3573,667,2157,688,4.158103344803331,211661,0
-117.11746037552226,32.810844122204216,41,2487,505,846,472,2.2106796074534065,177684,4
-122.24376882539654,37.74464114354654,40,2420,286,1277,434,3.7086810290031975,176623,3
-118.01595084188538,33.87230046497952,25,3941,764,1912,1158,2.8704766449571464,199870,0
-118.46437171739557,33.92844561271207,52,4297,632,1574,534,14.01030814614166,509122,0
-122.8048796177711,38.069362751571965,51,1729,392,660,322,5.474104660455207,252455,3
-118.09225684906382,33.846360035443745,28,2802,813,2434,655,3.0128053134773216,237298,4
-118.45531963019624,34.73241529426634,39,772,527,356,325,1.765005156102907,169174,2
-118.28618023731663,34.119212792665046,33,1405,386,822,358,5.823235998780467,457816,0
-118.62376933952883,32.81342688738709,52,-279,203,-150,105,2.931899347496529,383759,2
-123.94522071381546,40.18208469768973,14,1711,255,590,270,3.5465488251109263,54388,1
-118.20460438969329,33.79098633552399,26,2462,878,2759,1282,3.1360662243640958,257848,0
-122.42839801665419,37.83204484658992,52,2369,1727,3005,806,3.311313949240844,134124,3
-119.92840228581086,34.86864946131263,28,5182,501,2326,681,5.978173332315708,322862,0
-121.91579505935864,37.1807966565468,23,2875,583,1705,312,12.8442507893317,494939,0
-122.32401827159264,36.59245520052221,52,269,187,600,54,5.442698729033507,288515,4
-117.13926577072985,33.01370256598253,18,1185,131,459,179,2.7411070857420397,194319,4
-118.52027229245259,34.23017252288467,31,1601,473,913,495,9.413909746335813,410503,0
-118.53658203530517,34.14167103633252,51,2672,476,1013,265,4.907896174037985,506774,4
-121.3258442974632,38.93339773726368,21,3287,559,869,385,4.66581227219106,91614,1
-118.33031543403273,34.0892488812093,45,3522,763,2829,1138,2.7624778936876324,103778,0
-117.15707179656867,32.96780852722935,42,2593,328,750,377,1.5877352769897541,191953,4
-122.15332589010588,36.25209571064804,8,393,-42,386,55,3.9538338421997072,107206,1
-122.45246818411853,37.84548931651864,53,101,132,544,143,2.5232178372010394,383392,3
-122.3664241384781,37.889628181823724,26,3907,510,2002,813,6.966170471528734,339560,3
-120.93578613436189,40.92393916108602,32,2472,663,2072,434,1.8764549524459349,105609,1
-116.9466436258089,33.88007512906199,20,1030,275,336,246,1.770797239119092,83879,1
-117.13842139807376,36.594979688244344,30,2900,815,2542,859,3.7273692298446908,146895,4
-122.11715867619915,41.000864188031116,15,-237,66,9,-56,2.7643219594806476,82894,1
-122.23751977860208,37.958982115716346,7,10463,1960,4956,2493,8.25038767438047,285507,3
-117.05286429477091,32.50097601380602,14,2763,763,1038,525,4.0346860610822475,207245,4
-118.07844259703397,33.86304761120264,24,3758,710,2635,766,7.850709645693441,213355,0
-122.51840372763,37.55742857323934,51,-19,186,105,121,3.761274183224875,285524,3
-121.33583506414837,38.11729513737072,11,6416,1052,2864,842,6.510639276381024,220684,1
-120.35907994324133,37.515478227231675,17,2974,789,1750,681,2.765864714737506,130851,4
-121.14257137488748,39.16128469415976,44,2231,362,313,236,4.41406865991692,65570,1
-119.0252679983038,36.64619957099587,27,2170,309,657,202,4.506773234599074,321585,4
-117.48603575396683,32.940163867276965,27,1744,366,827,304,3.567771993017074,222915,4
-118.2893249679738,33.93909472505085,25,436,232,262,123,3.3096432282311588,134818,0
-118.56809256698489,34.184610867584766,44,2064,615,2244,558,2.4045833895958526,185086,0
-121.50218230108916,37.3747800079479,14,3215,499,868,430,4.996379634557344,213270,4
-122.46014462380717,37.979906546080365,51,1291,174,199,92,4.174268177838058,508942,3
-123.62248962624521,41.33908102773641,12,2642,634,1075,529,4.645764538822103,124634,1
