P1,P5p1,P6p2,P11p4,P14p9,P15p1,P15p3,P16p2,P18p2,P27p4,H2p2,H8p2,H10p1,H13p1,H18pA,H40p4,price
1494,0.4937,0.0513,0.1208,0.0901,0.9201,0.0,0.7988,0.0021,0.0116,0.0084,0.0541,0.9916,0.1712,0.1837,0.0,50700
43707,0.4744,0.0029,0.1614,0.1068,0.8115,0.0134,0.6533,0.0008,0.0597,0.06,0.0015,0.989,0.394,0.0104,0.4238,161100
149,0.5033,0.0,0.231,0.125,0.8776,0.0,0.7133,0.0,0.0167,0.0697,0.0,1.0,0.2151,0.0,1.0,25800
113,0.4282,0.0,0.2738,0.2364,0.8078,0.0,0.5826,0.0,0.0,0.7474,0.0,1.0,0.784,0.0,1.0,14999
683,0.4713,0.0015,0.1726,0.1464,0.8883,0.0,0.7525,0.0,0.0152,0.0556,0.0,1.0,0.1863,0.3241,0.0,24300
96,0.4966,0.1607,0.1595,0.1153,0.7262,0.0,0.5229,0.0258,0.1068,0.1036,0.1466,1.0,0.4286,0.125,1.0,23800
19690,0.4716,0.0151,0.1656,0.1325,0.7225,0.1676,0.7158,0.0016,0.0391,0.1085,0.007,0.9813,0.3303,0.065,0.54,32300
254,0.4901,0.0,0.1334,0.0951,0.887,0.0,0.7437,0.013,0.0196,0.0425,0.0,1.0,0.1563,0.3125,1.0,16300
271,0.4604,0.0715,0.1655,0.12,0.8733,0.0,0.7143,0.0,0.0096,0.0903,0.0585,0.9816,0.2315,0.1304,0.0,33100
1774,0.4611,0.0097,0.1593,0.142,0.8462,0.0369,0.7201,0.0031,0.0217,0.0511,0.0,0.9985,0.3012,0.0714,0.5455,26000
1470,0.4917,0.053,0.1075,0.0879,0.9555,0.0,0.8949,0.0,0.0061,0.006,0.0487,0.9729,0.0571,0.0851,0.6667,107400
2938,0.4512,0.0,0.2658,0.2099,0.8207,0.0241,0.6431,0.0042,0.015,0.0866,0.0,1.0,0.2748,0.0615,0.7692,28200
