index,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
21941,5,1530,2,0,1,4,4,1,18.92,12,13410
17874,1,752,2,0,0,2,0,1,27.75,39,4230
2151,2,950,2,5,0,1,5,1,11.25,13,5954
26135,5,1523,2,2,1,2,4,1,23.17,35,9349
31239,5,1462,2,5,0,4,3,1,12.42,21,5761
31402,1,744,2,0,0,1,3,1,18.33,22,5519
20007,2,976,2,0,0,5,0,1,6.5,49,4205
3319,2,1088,2,0,2,2,5,1,2.08,19,2410
31647,1,748,2,4,0,5,3,1,10.5,24,5950
41775,3,684,2,2,0,3,1,1,4.83,42,2050
46401,5,1478,5,2,0,0,2,1,19.67,19,6810
39403,1,859,2,2,0,4,1,1,14.92,28,4566
31938,1,859,2,2,0,5,3,1,25.58,26,4209
26553,5,1553,2,5,0,2,4,1,22.25,37,6840
46921,0,1215,5,1,2,4,2,1,2.17,22,2339
9148,5,1470,2,4,0,5,5,1,12.67,45,6296
22649,3,96,2,1,0,0,4,1,6.83,16,5955
40859,4,1408,2,2,0,1,1,1,13.08,36,5107
3648,3,34,2,4,0,0,5,1,4.17,20,3054
11446,5,1472,2,2,2,2,0,1,2.75,9,14816
24998,1,704,2,1,2,4,4,1,2.17,29,4023
30320,2,1049,2,1,2,4,3,1,2.17,15,2098
28821,5,1539,2,1,0,0,3,1,4.75,1,16665
29095,3,177,2,4,0,2,3,1,8.33,4,12150
30979,1,820,2,4,0,5,3,1,12.58,19,4209
40116,2,1038,2,0,0,5,1,1,7.33,32,4896
21126,5,1451,2,1,2,4,4,1,2.08,8,9525
29445,4,1369,2,2,2,5,3,1,2.17,8,5955
3222,0,1211,2,2,0,3,5,1,5.58,18,3102
45259,2,1010,5,1,2,4,2,1,2.17,14,5942
11894,0,1210,2,4,0,2,0,1,11.0,12,7423
21331,3,84,2,1,0,0,4,1,7.83,9,6228
37974,4,1360,2,5,0,1,1,1,9.42,20,4149
31632,1,871,2,4,0,5,3,1,10.92,24,4209
34026,5,1552,2,2,0,0,3,1,17.33,40,6172
17168,2,1014,2,0,0,2,0,1,5.33,36,4020
24615,1,867,2,5,0,4,4,1,10.67,27,3610
48450,1,788,5,5,0,5,2,1,26.75,29,3819
33566,5,1549,2,4,0,5,3,1,12.08,37,6172
5634,5,1516,2,5,0,0,5,1,17.92,29,5227
5380,1,762,2,5,0,2,5,1,20.42,28,3855
36281,1,704,2,1,0,2,1,1,10.25,9,14880
40149,2,1015,2,4,0,5,1,1,11.83,32,4896
40198,1,710,2,1,1,1,1,1,24.25,32,6743
22723,1,820,2,4,0,4,4,1,23.83,16,5805
18310,5,1460,2,4,2,4,0,1,2.75,41,4501
35203,2,936,2,2,0,5,3,1,25.08,48,5793
34250,1,798,2,0,0,5,3,1,7.08,42,4209
13275,1,732,2,2,0,2,0,1,22.42,18,5071
6112,2,955,2,4,0,0,5,1,6.75,31,6089
13827,0,1220,2,1,1,0,0,1,6.75,21,4019
13276,1,791,2,2,0,4,0,1,16.17,18,4545
27542,3,87,2,3,2,1,4,1,2.17,43,3999
28667,1,721,2,1,0,0,4,1,7.92,49,4385
47766,2,1027,5,1,0,4,2,1,4.5,26,3324
26992,0,1187,2,2,2,2,4,1,2.67,40,3999
31001,5,1538,2,2,0,1,3,1,15.08,19,6172
15666,5,1557,2,0,0,2,0,1,4.92,29,4496
46167,5,1517,5,1,0,2,2,1,13.58,18,5232
44070,2,1017,5,5,2,5,2,1,2.17,8,5942
6348,1,726,2,1,0,0,5,1,8.83,32,6724
15190,2,1087,2,0,0,5,0,1,9.25,27,4020
33740,1,839,2,5,0,5,3,1,25.0,38,5254
19248,0,1218,2,0,1,5,0,1,11.67,45,7026
28391,5,1552,2,2,0,4,4,1,14.75,47,7221
31169,0,1137,2,4,0,0,3,1,6.0,21,2050
8487,1,876,2,5,0,2,5,1,18.58,42,5525
48881,1,803,5,0,0,2,2,1,26.17,31,4095
6780,1,884,2,4,0,0,5,1,6.0,34,8024
45657,0,1165,5,5,2,3,2,1,2.08,16,2339
19633,1,791,2,2,0,1,0,1,12.92,47,4230
37897,5,1538,2,2,0,4,1,1,16.08,19,4979
33190,4,1424,2,2,2,5,3,1,2.17,35,2100
26575,5,1448,2,0,2,2,4,1,2.17,37,4210
36363,3,121,2,1,0,4,1,1,5.83,10,11520
10709,1,732,2,2,0,0,0,1,19.67,5,11520
42122,3,604,2,1,0,0,1,1,5.0,44,3389
42712,1,841,2,2,0,5,1,1,28.42,47,5470
7208,1,839,2,5,0,5,5,1,23.83,36,4939
39857,3,121,2,1,0,0,1,1,6.33,30,4729
21201,3,169,2,5,2,3,4,1,2.08,8,5955
11510,5,1544,2,5,0,4,0,1,12.17,10,10680
25867,4,1398,2,5,2,5,4,1,2.17,34,4000
33320,0,1219,2,1,0,2,3,1,13.92,35,9840
39120,2,1015,2,4,0,5,1,1,11.83,26,4896
34971,1,764,2,4,2,4,3,1,2.17,47,2098
11545,5,1538,2,2,0,5,0,1,6.08,10,11415
41184,3,621,2,1,0,0,1,1,8.58,38,6056
18034,3,93,2,5,2,3,0,1,2.92,40,4500
21073,5,1553,2,5,0,2,4,1,22.08,7,13830
20041,3,123,2,0,0,5,0,1,7.58,49,4007
36371,5,1538,2,2,0,5,1,1,6.33,10,12045
26865,1,878,2,1,0,4,4,1,25.83,39,5276
41435,1,759,2,2,2,2,1,1,2.75,40,2343
22744,4,1410,2,1,0,5,4,1,14.08,17,3884
33195,1,764,2,4,2,4,3,1,2.17,35,2518
