sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,rings
2,0.45,0.365,0.1,0.42,0.18,0.076,0.155,6
1,0.58,0.465,0.175,0.997,0.3815,0.2365,0.354,12
1,0.585,0.475,0.15,1.173,0.582,0.233,0.289,9
0,0.52,0.405,0.14,0.8855,0.43,0.1605,0.185,9
1,0.525,0.41,0.16,0.684,0.291,0.1445,0.2315,10
1,0.525,0.39,0.135,0.656,0.2345,0.1265,0.2205,12
2,0.535,0.415,0.14,0.714,0.2935,0.188,0.235,9
1,0.57,0.46,0.135,0.8175,0.3155,0.1885,0.195,10
0,0.575,0.465,0.15,1.0405,0.3815,0.216,0.295,15
2,0.43,0.32,0.09,0.164,0.0635,0.062,0.037,6
2,0.535,0.41,0.15,0.7705,0.3455,0.161,0.1825,10
1,0.6,0.45,0.15,0.928,0.38,0.239,0.2525,10
2,0.39,0.295,0.09,0.305,0.121,0.0695,0.0725,8
1,0.605,0.47,0.16,1.014,0.4895,0.254,0.2845,9
1,0.505,0.385,0.115,0.6085,0.253,0.1415,0.1705,10
2,0.405,0.265,0.09,0.2535,0.0935,0.057,0.066,6
1,0.595,0.46,0.17,1.09,0.4935,0.2,0.33,10
2,0.38,0.27,0.075,0.244,0.118,0.0475,0.065,6
1,0.64,0.505,0.175,1.4245,0.6445,0.302,0.375,10
0,0.655,0.515,0.195,1.558,0.728,0.383,0.4175,11
1,0.44,0.355,0.14,0.472,0.145,0.1065,0.165,16
0,0.625,0.5,0.175,1.148,0.4915,0.211,0.345,9
0,0.625,0.49,0.18,1.0915,0.4035,0.285,0.33,16
0,0.46,0.355,0.14,0.4985,0.222,0.1145,0.145,8
0,0.64,0.505,0.195,1.547,0.6915,0.3285,0.4545,10
1,0.575,0.46,0.13,1.0985,0.4225,0.25,0.32,17
1,0.605,0.45,0.165,1.047,0.4475,0.2025,0.2745,12
1,0.695,0.545,0.2,1.7115,0.8425,0.329,0.425,11
1,0.56,0.455,0.175,0.922,0.348,0.195,0.295,12
1,0.565,0.445,0.155,0.8545,0.5015,0.1505,0.255,10
0,0.595,0.49,0.13,1.049,0.4355,0.2215,0.315,8
1,0.66,0.54,0.195,1.3645,0.5925,0.2595,0.41,12
1,0.59,0.46,0.15,1.0365,0.429,0.2715,0.285,10
0,0.52,0.38,0.105,0.652,0.3015,0.176,0.18,8
1,0.57,0.42,0.16,1.0025,0.447,0.2145,0.27,9
0,0.585,0.455,0.175,0.998,0.4025,0.27,0.28,16
2,0.52,0.405,0.125,0.661,0.2645,0.159,0.205,9
1,0.675,0.565,0.19,1.629,0.7055,0.361,0.54,13
1,0.64,0.51,0.165,1.02,0.4755,0.2355,0.295,9
2,0.58,0.425,0.175,1.44,0.6025,0.27,0.5055,12
0,0.4,0.32,0.145,0.3475,0.157,0.089,0.0975,6
0,0.585,0.455,0.135,0.8785,0.3,0.1875,0.245,13
1,0.635,0.5,0.19,1.269,0.5935,0.306,0.395,10
1,0.605,0.475,0.175,1.1775,0.369,0.3095,0.375,20
1,0.53,0.47,0.145,0.8995,0.393,0.211,0.24,10
1,0.495,0.38,0.15,0.573,0.21,0.107,0.23,12
1,0.725,0.56,0.21,2.009,0.862,0.519,0.5045,12
2,0.46,0.355,0.1,0.405,0.201,0.0835,0.1065,7
1,0.585,0.45,0.185,0.924,0.3955,0.2075,0.305,12
2,0.475,0.34,0.12,0.4665,0.209,0.0845,0.147,9
0,0.545,0.42,0.135,0.846,0.323,0.1915,0.255,10
1,0.575,0.465,0.155,1.0405,0.5015,0.2195,0.2585,10
2,0.315,0.225,0.075,0.1285,0.0515,0.038,0.04,7
2,0.405,0.31,0.09,0.317,0.124,0.079,0.097,7
1,0.645,0.535,0.17,1.523,0.7385,0.3315,0.325,11
0,0.67,0.5,0.185,1.494,0.8175,0.312,0.435,9
2,0.325,0.24,0.07,0.1615,0.08,0.03,0.042,5
2,0.585,0.46,0.15,0.896,0.346,0.1965,0.2445,10
0,0.52,0.4,0.13,0.677,0.3165,0.136,0.185,7
2,0.36,0.27,0.09,0.192,0.0825,0.0415,0.06,6
0,0.495,0.395,0.13,0.607,0.2455,0.1645,0.17,12
0,0.535,0.43,0.15,0.596,0.2575,0.184,0.245,10
2,0.28,0.205,0.075,0.104,0.055,0.026,0.03,6
1,0.55,0.42,0.15,0.798,0.361,0.198,0.233,9
2,0.5,0.38,0.12,0.597,0.2215,0.1145,0.165,9
0,0.57,0.435,0.14,0.929,0.349,0.221,0.2585,6
2,0.32,0.215,0.075,0.129,0.0585,0.025,0.035,6
1,0.545,0.435,0.14,0.828,0.366,0.1995,0.2445,10
1,0.565,0.48,0.175,1.055,0.4155,0.268,0.32,12
1,0.35,0.265,0.09,0.221,0.11,0.049,0.065,9
2,0.325,0.24,0.09,0.1645,0.0785,0.0495,0.054,8
1,0.505,0.375,0.135,0.587,0.1985,0.1465,0.23,10
2,0.27,0.205,0.055,0.1,0.046,0.015,0.035,7
0,0.62,0.485,0.19,1.0785,0.4655,0.239,0.287,9
0,0.535,0.4,0.14,0.7695,0.377,0.189,0.195,8
2,0.24,0.195,0.03,0.0545,0.0285,0.0145,0.023,4
1,0.48,0.38,0.13,0.6645,0.272,0.124,0.19,12
0,0.525,0.39,0.13,0.7565,0.3665,0.1515,0.195,8
1,0.53,0.4,0.13,0.8245,0.295,0.196,0.235,12
0,0.28,0.215,0.05,0.1085,0.0445,0.026,0.035,7
0,0.57,0.445,0.195,0.8385,0.3945,0.1845,0.25,14
0,0.58,0.435,0.16,0.9275,0.339,0.25,0.295,13
1,0.66,0.505,0.17,1.3255,0.6495,0.2615,0.341,9
0,0.505,0.39,0.155,1.2745,0.681,0.196,0.3085,12
2,0.575,0.44,0.155,0.856,0.3685,0.1835,0.27,9
2,0.615,0.485,0.145,1.0625,0.4035,0.225,0.31,14
2,0.375,0.28,0.105,0.2175,0.0895,0.0525,0.07,7
1,0.675,0.54,0.185,1.793,0.764,0.395,0.445,11
1,0.62,0.5,0.17,1.153,0.4935,0.23,0.345,10
2,0.445,0.34,0.105,0.3525,0.1535,0.088,0.12,8
0,0.565,0.455,0.135,0.927,0.3215,0.187,0.35,13
0,0.595,0.47,0.145,0.9575,0.4955,0.1945,0.2145,9
1,0.625,0.47,0.14,1.114,0.465,0.238,0.325,10
0,0.62,0.49,0.17,1.1055,0.4005,0.2725,0.3245,10
2,0.33,0.24,0.08,0.164,0.069,0.0345,0.05,6
0,0.48,0.355,0.105,0.478,0.211,0.072,0.139,7
2,0.42,0.31,0.095,0.324,0.1415,0.0675,0.087,6
1,0.665,0.505,0.205,1.4675,0.6005,0.321,0.429,11
2,0.5,0.38,0.11,0.52,0.239,0.1055,0.1525,8
0,0.545,0.425,0.17,0.812,0.3035,0.174,0.35,13
0,0.545,0.425,0.14,0.71,0.2965,0.1495,0.227,8
1,0.61,0.49,0.155,1.1,0.567,0.195,0.3,9
0,0.565,0.44,0.155,1.029,0.416,0.2595,0.253,10
2,0.4,0.3,0.11,0.267,0.125,0.078,0.086,8
2,0.585,0.435,0.145,0.6295,0.2825,0.15,0.24,8
1,0.605,0.455,0.155,0.927,0.4355,0.1805,0.256,9
0,0.54,0.42,0.155,0.84,0.3565,0.199,0.305,9
0,0.25,0.185,0.065,0.084,0.0275,0.0215,0.023,4
0,0.635,0.505,0.175,1.292,0.635,0.2965,0.316,10
2,0.405,0.29,0.095,0.3045,0.1475,0.0695,0.0865,7
2,0.5,0.34,0.12,0.542,0.255,0.123,0.132,9
2,0.25,0.195,0.07,0.087,0.0225,0.0105,0.02,5
0,0.525,0.4,0.145,0.7225,0.289,0.185,0.245,7
1,0.65,0.525,0.18,1.49,0.606,0.326,0.5,12
2,0.5,0.385,0.135,0.576,0.2905,0.105,0.175,7
0,0.635,0.5,0.185,1.435,0.692,0.3025,0.405,12
1,0.68,0.575,0.195,1.7945,0.817,0.355,0.515,14
1,0.575,0.435,0.13,0.79,0.335,0.18,0.2265,9
0,0.68,0.51,0.2,1.867,0.665,0.4175,0.458,12
1,0.545,0.42,0.125,0.729,0.3195,0.14,0.2125,10
2,0.52,0.39,0.105,0.5965,0.292,0.1035,0.1855,9
1,0.605,0.45,0.175,1.0735,0.3925,0.205,0.255,15
2,0.27,0.205,0.07,0.1075,0.045,0.0285,0.032,7
1,0.58,0.5,0.17,1.101,0.4935,0.2085,0.335,10
2,0.425,0.3,0.11,0.325,0.1315,0.0795,0.095,8
1,0.69,0.555,0.205,1.824,0.745,0.481,0.525,11
2,0.4,0.295,0.09,0.2785,0.116,0.0595,0.0825,6
0,0.55,0.43,0.14,0.774,0.4125,0.144,0.235,10
1,0.475,0.375,0.125,0.4985,0.2205,0.1125,0.11,6
2,0.455,0.35,0.125,0.4475,0.2195,0.1005,0.125,6
0,0.46,0.34,0.14,0.489,0.228,0.09,0.1465,7
0,0.545,0.42,0.14,0.8495,0.269,0.1605,0.25,9
2,0.485,0.39,0.12,0.517,0.211,0.09,0.1605,9
1,0.575,0.445,0.17,1.0155,0.4505,0.2005,0.265,10
0,0.505,0.395,0.12,0.6625,0.306,0.141,0.1465,6
0,0.51,0.395,0.13,0.75,0.248,0.153,0.255,13
2,0.28,0.21,0.08,0.1055,0.04,0.022,0.03,5
1,0.62,0.47,0.15,1.024,0.5195,0.218,0.289,10
1,0.63,0.5,0.175,1.105,0.5055,0.3065,0.301,8
0,0.58,0.45,0.18,1.039,0.453,0.2065,0.288,10
2,0.535,0.41,0.17,0.6075,0.265,0.1425,0.1745,8
2,0.48,0.365,0.105,0.4215,0.191,0.0865,0.11,8
2,0.415,0.315,0.09,0.3575,0.161,0.061,0.098,7
2,0.38,0.27,0.1,0.277,0.1185,0.062,0.066,8
2,0.475,0.365,0.12,0.454,0.2035,0.082,0.15,9
2,0.44,0.32,0.11,0.399,0.1945,0.088,0.105,8
2,0.365,0.245,0.075,0.162,0.078,0.0325,0.05,6
1,0.675,0.54,0.2,1.7595,0.7835,0.384,0.4565,11
1,0.48,0.35,0.155,0.8815,0.3525,0.1725,0.305,9
2,0.255,0.18,0.065,0.089,0.0345,0.0185,0.025,4
2,0.33,0.25,0.07,0.1665,0.073,0.0395,0.057,7
0,0.645,0.5,0.155,1.259,0.5035,0.3115,0.317,9
2,0.5,0.385,0.115,0.523,0.2175,0.087,0.15,11
2,0.55,0.445,0.13,0.73,0.3075,0.146,0.225,8
0,0.555,0.425,0.125,0.8785,0.437,0.15,0.213,10
2,0.555,0.41,0.135,0.654,0.314,0.157,0.2145,8
0,0.62,0.505,0.2,1.6295,0.609,0.3665,0.431,21
0,0.6,0.48,0.175,1.345,0.607,0.2705,0.365,12
2,0.435,0.33,0.1,0.3295,0.123,0.08,0.0905,8
1,0.68,0.525,0.18,1.696,0.719,0.375,0.435,11
2,0.18,0.13,0.035,0.023,0.0175,0.005,0.015,4
1,0.735,0.57,0.21,1.766,0.722,0.383,0.5175,11
0,0.62,0.48,0.16,1.0175,0.3915,0.2285,0.327,12
0,0.62,0.5,0.175,1.12,0.516,0.245,0.3065,8
0,0.69,0.53,0.2,1.526,0.6415,0.337,0.455,13
2,0.505,0.395,0.12,0.6605,0.314,0.122,0.235,8
0,0.59,0.47,0.16,1.215,0.472,0.2535,0.316,9
1,0.585,0.455,0.145,0.8885,0.376,0.214,0.235,9
0,0.58,0.48,0.2,0.995,0.415,0.2835,0.52,17
2,0.435,0.345,0.105,0.39,0.1595,0.0865,0.116,6
0,0.66,0.525,0.195,1.5275,0.765,0.35,0.435,8
1,0.43,0.325,0.1,0.37,0.157,0.09,0.115,7
1,0.605,0.48,0.175,1.2685,0.5495,0.2955,0.311,8
2,0.38,0.285,0.085,0.2175,0.105,0.042,0.055,6
1,0.53,0.395,0.155,1.0135,0.4535,0.192,0.275,11
0,0.585,0.455,0.155,1.018,0.402,0.174,0.325,12
1,0.53,0.425,0.14,0.8145,0.4345,0.196,0.194,8
2,0.25,0.19,0.06,0.092,0.0355,0.022,0.025,6
1,0.535,0.445,0.14,0.7015,0.271,0.165,0.21,9
1,0.62,0.485,0.205,1.3735,0.6075,0.27,0.435,13
1,0.47,0.355,0.125,0.4585,0.18,0.102,0.1325,8
2,0.365,0.275,0.095,0.1855,0.085,0.034,0.06,6
1,0.56,0.44,0.145,0.9735,0.38,0.2395,0.295,14
0,0.56,0.45,0.185,0.927,0.235,0.2085,0.315,10
0,0.58,0.42,0.135,0.9775,0.4615,0.1965,0.236,9
1,0.485,0.37,0.15,0.877,0.3935,0.1965,0.235,9
0,0.49,0.385,0.135,0.554,0.229,0.1345,0.2,10
0,0.46,0.355,0.15,0.5,0.2155,0.094,0.159,9
1,0.645,0.515,0.17,1.373,0.6435,0.2835,0.33,12
0,0.635,0.49,0.155,1.0425,0.445,0.2175,0.265,11
1,0.655,0.51,0.2,1.538,0.749,0.353,0.345,11
0,0.64,0.505,0.215,1.516,0.6815,0.311,0.41,20
2,0.455,0.34,0.12,0.482,0.215,0.1205,0.1285,8
1,0.62,0.495,0.2,1.2675,0.6215,0.28,0.3375,9
0,0.28,0.215,0.075,0.1115,0.0475,0.0275,0.03,4
1,0.47,0.335,0.125,0.489,0.1765,0.111,0.14,15
2,0.485,0.36,0.12,0.5215,0.226,0.1075,0.16,8
2,0.385,0.295,0.09,0.3045,0.1455,0.062,0.082,6
0,0.48,0.375,0.12,0.531,0.232,0.121,0.13,9
2,0.28,0.225,0.08,0.1485,0.0505,0.015,0.03,6
0,0.65,0.525,0.175,1.371,0.6075,0.29,0.36,14
1,0.74,0.575,0.205,1.737,0.825,0.265,0.45,11
0,0.48,0.375,0.135,0.63,0.282,0.1575,0.175,10
