P1,P5p1,P6p2,P11p4,P14p9,P15p1,P15p3,P16p2,P18p2,P27p4,H2p2,H8p2,H10p1,H13p1,H18pA,H40p4,price
3459,0.489,0.1455,0.1803,0.1544,0.6867,0.1623,0.6577,0.003,0.0392,0.0905,0.1116,0.9949,0.259,0.0753,0.4545,40100
3815,0.5018,0.0008,0.1052,0.0672,0.9358,0.0,0.8241,0.0048,0.0178,0.082,0.0014,0.9176,0.3264,0.2887,0.1885,31900
354,0.4866,0.0,0.1946,0.0934,0.895,0.0,0.761,0.0,0.0323,0.0466,0.0,0.9922,0.1718,0.1176,1.0,23300
121,0.5327,0.0,0.1576,0.0743,0.8719,0.0,0.7825,0.0247,0.0196,0.113,0.0,1.0,0.3343,0.2857,0.6667,14999
1192,0.4537,0.3476,0.2388,0.2305,0.7583,0.1253,0.745,0.0025,0.0269,0.123,0.2629,1.0,0.3183,0.1314,1.0,52000
1439,0.4504,0.4344,0.1379,0.1474,0.8774,0.0239,0.752,0.0053,0.019,0.0618,0.4162,0.9967,0.3167,0.1206,0.3333,22200
2184,0.4321,0.0005,0.2982,0.2694,0.755,0.0679,0.5914,0.0011,0.0182,0.0641,0.0,1.0,0.3548,0.044,0.8333,20900
441,0.4516,0.0,0.1339,0.1062,0.8515,0.0,0.6667,0.006,0.043,0.04,0.0,1.0,0.2594,0.0769,0.0,44500
833,0.4999,0.0,0.1529,0.1039,0.9291,0.0,0.7995,0.0,0.0045,0.0859,0.0,0.9968,0.1923,0.1176,0.8,14999
306,0.6246,0.0196,0.0952,0.027,0.7655,0.2377,0.841,0.0,0.0,0.0982,0.0208,0.826,0.0825,0.1538,0.6667,100000
6757,0.4914,0.0027,0.1439,0.1056,0.8625,0.0143,0.7205,0.0029,0.0604,0.0325,0.0024,0.9837,0.2751,0.0672,0.4,80800
174,0.5311,0.0,0.187,0.0433,0.9311,0.0,0.8091,0.0,0.0164,0.0715,0.0,0.9818,0.2072,0.0,1.0,22500
765,0.4783,0.0,0.1499,0.1282,0.8573,0.0168,0.6896,0.0033,0.0159,0.1388,0.0,0.9827,0.2213,0.1823,1.0,17000
615,0.4794,0.0,0.1286,0.088,0.9153,0.0,0.7903,0.0,0.0208,0.0436,0.0,1.0,0.1771,0.0667,0.0,21500
4674,0.4737,0.0038,0.1627,0.1268,0.8483,0.0205,0.7122,0.004,0.0316,0.0671,0.0025,0.9993,0.2441,0.0736,0.56,23400
4822,0.4961,0.0037,0.1604,0.0731,0.9055,0.0,0.8095,0.0056,0.0551,0.2281,0.0023,0.9871,0.3125,0.1192,0.4793,58100
268,0.4522,0.0,0.3034,0.2361,0.668,0.1236,0.5701,0.0088,0.0347,0.2328,0.0,0.9918,0.2167,0.0392,0.0,14999
8034,0.4826,0.0024,0.3061,0.128,0.8945,0.003,0.7752,0.001,0.0153,0.0401,0.0013,0.9955,0.1321,0.0372,0.3846,40300
302,0.5,0.0,0.1892,0.1645,0.8346,0.0,0.6229,0.0,0.0304,0.1834,0.0,1.0,0.3975,0.0741,0.5,14999
23355,0.4731,0.0023,0.1598,0.1124,0.8397,0.022,0.6922,0.0024,0.0478,0.0622,0.0015,0.9933,0.2814,0.0361,0.4737,49600
107,0.4438,0.1546,0.1692,0.1061,0.9633,0.0,0.9,0.0,0.0,0.017,0.1177,1.0,0.176,0.1667,0.0,63800
209,0.4691,0.0,0.1637,0.0962,0.8689,0.0,0.7143,0.0,0.043,0.1635,0.0,1.0,0.3098,0.1667,1.0,14999
95,0.4264,0.2438,0.1475,0.1381,0.9021,0.0,0.75,0.0,0.0,0.059,0.0712,1.0,0.1817,0.0,0.0,29500
230,0.4921,0.0,0.1441,0.0898,0.9165,0.0,0.7818,0.0,0.0,0.1871,0.0,1.0,0.2667,0.1364,0.0,27300
43378,0.5246,0.0497,0.0988,0.0647,0.6138,0.0361,0.5061,0.0053,0.2345,0.1061,0.041,0.9456,0.607,0.0097,0.3375,91200
6443,0.4969,0.0433,0.0664,0.0414,0.8762,0.0,0.7567,0.0081,0.0698,0.0683,0.0454,0.985,0.2593,0.0576,0.2571,82800
109,0.4598,0.0,0.1642,0.0714,0.9447,0.0,0.8438,0.0,0.0,0.04,0.0,0.9875,0.1,0.0,0.0,17500
9259,0.4892,0.4315,0.0943,0.0804,0.8965,0.0086,0.7638,0.004,0.0292,0.0669,0.4248,0.991,0.3034,0.1498,0.4783,35600
6287,0.4826,0.0036,0.18,0.1396,0.914,0.0038,0.7905,0.001,0.0224,0.1727,0.0022,0.2458,0.438,0.1882,0.6765,20300
17652,0.4646,0.0005,0.1871,0.1343,0.8531,0.0125,0.6915,0.0012,0.0209,0.0311,0.0003,0.9982,0.3967,0.0693,0.2741,55200
1730,0.529,0.0597,0.1873,0.1937,0.645,0.181,0.6231,0.0027,0.026,0.0627,0.0022,0.9933,0.2849,0.0663,0.6,31500
