longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-121.35,38.68,25,5135,829,2263,830,5.2684,130000,1
-121.96,36.96,11,3048,478,1249,480,5.7401,352300,4
-119.45,36.52,41,1577,414,1689,393,1.1457,50900,1
-118.43,34.01,41,2025,383,1203,388,4.2727,302800,0
-118.35,34.0,48,1734,351,882,349,1.9429,125000,0
-121.46,38.57,48,908,240,243,148,1.5613,87500,1
-117.67,33.6,16,1785,451,926,457,3.75,116300,0
-120.45,34.6,21,2751,383,1054,379,6.959,276000,4
-118.18,33.86,36,2584,687,1668,667,2.9712,160900,0
-119.74,34.41,24,2953,594,1361,592,2.7057,275000,0
-118.35,33.86,26,2374,404,1310,404,4.8,259500,0
-122.64,38.26,3,6209,1074,2998,1015,3.2784,271700,0
-121.59,38.91,21,269,63,214,75,2.625,87500,1
-119.78,34.4,28,1872,350,767,350,4.125,500001,4
-121.85,37.31,19,1677,472,1402,435,2.6563,112500,0
-121.15,39.16,8,2504,377,938,335,4.7532,189900,1
-118.33,34.04,32,2048,513,1306,502,1.4605,183100,0
-117.73,33.61,12,3288,658,1371,589,3.375,155600,0
-118.32,34.2,37,2974,674,1489,621,3.1875,257500,0
-122.42,37.8,52,2404,709,998,634,3.5613,500001,3
-118.36,34.15,18,4144,1038,1813,888,3.2031,310000,0
-117.93,34.09,34,6877,1029,3061,1034,6.435,283300,0
-118.43,34.01,44,1780,345,789,325,4.6098,426100,0
-117.98,33.87,20,1641,427,882,317,1.25,187500,0
-121.46,38.63,37,744,199,579,205,1.7366,67000,1
-122.34,37.97,13,2421,489,1081,486,4.684,126600,3
-122.42,40.6,36,719,198,524,174,1.875,60800,1
-122.21,38.1,49,300,63,141,57,3.6167,87800,3
-119.45,36.58,18,1505,311,756,250,2.5598,102300,1
-118.33,33.96,38,1265,283,974,243,3.2727,144800,0
-121.47,38.54,52,2489,645,1633,637,1.8864,80300,1
-119.77,36.79,35,3701,871,2104,845,1.944,67000,1
-124.08,40.88,41,32,19,5,10,0.767,162500,4
-117.99,33.89,20,2466,354,1099,393,8.2632,342900,0
-122.3,37.9,35,2934,640,1331,606,3.8703,267600,3
