index,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
13763,1,873,2,2,0,4,0,1,17.17,20,4230
40512,5,1559,2,4,0,2,1,1,9.58,34,4979
19516,0,1226,2,0,0,5,0,1,11.17,47,3090
15392,2,1038,2,0,0,3,0,1,9.58,28,4020
13306,2,929,2,1,2,4,0,1,2.58,18,4501
24646,3,214,2,0,0,5,4,1,6.33,27,5724
30029,5,1539,2,1,0,0,3,1,4.75,12,9840
13952,0,1215,2,4,0,2,0,1,8.25,21,5220
36770,4,1387,2,1,0,1,1,1,25.67,12,7425
31091,3,95,2,5,2,5,3,1,2.25,20,5955
36591,5,1466,2,1,1,5,1,1,17.17,11,16212
5313,2,1085,2,2,0,3,5,1,9.33,27,3330
13520,1,723,2,2,0,4,0,1,17.33,19,4545
30497,1,867,2,5,2,5,3,1,2.17,16,2518
49059,2,1016,5,2,2,5,2,1,2.17,32,2339
10021,1,772,2,4,0,0,0,1,6.17,1,9840
3733,1,857,2,1,0,5,5,1,14.92,20,5761
11154,2,1013,2,1,0,0,0,1,6.17,8,7424
30497,3,126,2,1,0,2,3,1,8.75,16,14788
12924,2,1089,2,2,0,5,0,1,5.75,17,4020
25180,2,939,2,4,0,2,4,1,7.08,30,4394
35714,3,42,2,4,0,5,1,1,10.42,5,7950
25425,5,1536,2,0,0,4,4,1,18.17,31,7084
41276,3,120,2,1,0,0,1,1,8.33,39,4729
37399,5,1539,2,1,0,2,1,1,12.42,16,5622
13841,4,1419,2,0,0,4,0,1,20.25,21,5619
14262,3,42,2,4,0,2,0,1,7.92,23,3671
15230,5,1553,2,5,0,4,0,1,12.92,27,4272
26516,5,1552,2,2,0,2,4,1,24.92,37,7221
34991,1,704,2,1,0,5,3,1,14.42,47,4415
29458,1,859,2,2,0,5,3,1,25.58,7,9840
34652,3,79,2,1,0,4,3,1,5.5,45,3457
13873,5,1462,2,5,2,5,0,1,2.67,21,4501
5170,3,34,2,4,0,0,5,1,4.17,27,3054
4652,5,1451,2,1,0,5,5,1,13.83,24,12885
37747,1,859,2,2,0,4,1,1,14.92,18,6875
44987,4,1260,5,5,2,5,2,1,2.17,13,5943
30988,5,1516,2,5,2,5,3,1,2.33,19,2465
19878,1,721,2,1,0,0,0,1,9.33,48,3872
3092,1,740,2,4,0,0,5,1,3.92,17,7021
8982,3,303,2,4,2,4,5,1,2.5,45,3001
30158,1,746,2,5,0,2,3,1,21.75,13,12150
18726,5,1543,2,0,0,5,0,1,8.5,43,4496
49764,1,777,5,1,0,0,2,1,7.67,35,4106
14135,1,772,2,4,0,5,0,1,14.08,22,3621
35586,5,1466,2,1,1,2,1,1,14.0,3,18757
38553,5,1559,2,4,0,2,1,1,9.58,23,4979
19934,0,1218,2,0,1,5,0,1,11.67,49,3090
39422,3,444,2,4,2,4,1,1,2.83,28,4293
43166,5,1502,5,0,0,5,2,1,5.58,2,12453
27999,1,880,2,4,0,5,4,1,10.58,45,5820
15652,5,1533,2,4,0,5,0,1,12.42,29,4496
14213,1,752,2,0,0,2,0,1,27.75,22,5504
31809,1,729,2,2,0,5,3,1,27.08,25,5232
1021,5,1474,2,0,0,5,5,1,6.5,7,12150
22168,0,1203,2,5,0,4,4,1,12.25,14,5953
24080,3,144,2,4,2,4,4,1,2.17,24,3999
36418,4,1412,2,1,0,5,1,1,14.0,11,7425
35763,5,1543,2,0,0,2,1,1,5.58,5,11520
35467,1,704,2,1,0,5,1,1,16.33,2,11520
28388,5,1546,2,2,0,4,4,1,15.92,47,7221
43818,5,1478,5,2,0,4,2,1,15.92,6,12978
23994,1,871,2,4,0,4,4,1,22.17,23,6311
14368,3,127,2,2,0,3,0,1,5.58,23,3671
