ID,Age,Experience,Income,ZIPCode,Family,CCAvg,Education,Mortgage,PersonalLoan,SecuritiesAccount,CDAccount,Online,CreditCard
95,34,4,164,94596,4,7.3,3,0,1,0,1,1,1
124,45,20,145,92831,1,4.7,1,0,0,0,0,1,0
743,55,30,59,91008,4,1.5,3,0,0,0,0,1,1
4070,42,18,75,95616,4,3.0,3,221,0,0,0,1,0
74,59,35,25,95831,1,1.2,1,111,0,0,0,1,1
2354,49,24,40,94024,2,2.0,2,127,0,0,0,1,1
601,64,40,148,91711,2,6.8,1,0,0,0,0,1,0
4122,41,16,49,91711,3,2.8,1,0,0,1,0,1,0
2493,51,25,90,94801,1,2.6,2,0,0,0,0,1,1
2810,60,34,60,90028,3,2.2,3,109,0,0,0,1,0
868,65,41,105,95616,4,1.9,2,130,0,0,0,1,0
769,65,40,30,95126,3,0.1,3,152,0,0,0,1,0
4613,50,26,18,91330,2,1.0,2,103,0,0,0,1,0
3677,25,-1,40,91101,2,0.6,3,0,0,0,0,1,0
223,54,28,80,95014,1,2.7,2,323,0,0,0,1,0
326,50,25,53,90505,4,1.4,3,118,0,0,0,1,0
2181,27,1,30,96651,4,1.0,3,0,0,0,0,1,1
1299,57,31,98,94550,1,0.8,2,0,0,0,0,1,1
4820,29,5,80,90840,3,0.8,1,0,0,0,0,1,0
3947,49,23,65,95051,4,2.6,3,223,0,0,0,0,0
438,38,12,60,91342,4,2.2,1,0,0,0,0,1,0
1193,32,7,25,95605,3,0.9,3,0,0,0,0,1,0
113,49,22,90,90071,3,0.9,3,0,0,0,0,1,0
838,48,24,85,95616,2,1.4,2,298,0,0,0,1,0
58,47,20,58,95060,1,3.3,1,0,1,0,0,1,0
3933,47,23,12,92507,1,0.2,1,0,0,0,0,1,1
3994,53,27,22,95670,3,1.0,2,419,0,0,1,1,1
1130,59,35,128,90007,1,7.4,1,0,0,0,0,1,0
4171,40,16,9,95814,2,1.0,2,96,0,0,0,1,0
191,40,16,129,92621,2,3.9,1,0,0,0,0,1,1
1862,62,37,52,92182,1,2.8,1,0,0,0,0,0,1
2445,28,3,120,91706,1,6.33,1,0,0,0,0,1,0
1731,43,18,35,92346,3,0.5,1,0,0,0,0,0,0
782,53,28,55,90089,3,1.9,2,0,0,0,0,0,0
4715,54,29,29,90045,4,0.7,2,0,0,0,0,0,0
4706,54,29,35,95521,4,0.7,2,0,0,0,0,1,0
3815,43,18,62,94720,1,0.7,3,0,0,0,0,1,0
291,54,28,132,94720,1,0.9,1,0,0,0,0,0,0
3574,30,5,43,94305,4,1.7,2,0,0,0,0,1,1
4640,39,15,160,94591,2,7.4,1,472,0,0,0,1,0
4194,41,16,71,92101,2,1.7,1,96,0,0,0,1,0
1505,61,35,51,92103,4,1.3,3,175,0,0,0,0,0
831,50,26,114,92152,1,0.6,1,285,0,1,0,1,0
3048,41,17,45,91765,2,0.6,3,102,0,0,0,0,1
1472,25,1,38,91105,4,1.5,2,0,0,0,0,0,0
1458,28,2,191,94080,2,6.33,1,0,0,0,0,1,0
1168,43,19,32,93108,3,0.5,1,101,0,0,0,0,1
3489,43,19,82,90089,3,1.1,1,0,0,0,0,0,0
4109,54,28,95,95818,2,2.8,3,0,0,0,0,0,1
4864,27,0,20,93940,4,0.9,2,0,0,0,0,1,0
1889,55,30,61,90089,1,1.6,3,0,0,0,0,0,0
3437,66,42,19,94105,1,1.5,2,94,0,0,0,1,0
