P1,P5p1,P6p2,P11p4,P14p9,P15p1,P15p3,P16p2,P18p2,P27p4,H2p2,H8p2,H10p1,H13p1,H18pA,H40p4,price
5460,0.4935,0.0188,0.1322,0.0936,0.7665,0.0,0.574,0.0029,0.0954,0.0334,0.0162,0.9751,0.3473,0.0341,0.1333,123600
613,0.4794,0.4836,0.1375,0.1441,0.8858,0.0,0.7355,0.0041,0.0246,0.1094,0.4256,1.0,0.4103,0.1667,1.0,14999
313,0.4584,0.0323,0.178,0.1522,0.9104,0.0,0.7619,0.0,0.0174,0.0863,0.0469,1.0,0.2037,0.1667,1.0,14999
922,0.4919,0.0033,0.0384,0.0294,0.9273,0.0,0.8317,0.0,0.06,0.0501,0.0033,0.984,0.1478,0.0556,0.0,60100
16827,0.4922,0.0679,0.0651,0.0645,0.8846,0.0068,0.7603,0.0055,0.0539,0.0582,0.0579,0.8615,0.3453,0.1326,0.2632,81000
37430,0.4813,0.0025,0.1462,0.1074,0.8023,0.0413,0.6679,0.0063,0.0551,0.0543,0.0013,0.9449,0.324,0.09,0.4658,26500
718,0.4643,0.0,0.3462,0.1703,0.8478,0.0,0.7059,0.0037,0.0227,0.6211,0.0,0.9898,0.6092,0.0597,0.5806,38800
9936,0.4884,0.0246,0.1321,0.0832,0.8449,0.0073,0.6802,0.0026,0.0582,0.0562,0.0264,0.9817,0.322,0.0214,0.4,95000
2908,0.462,0.449,0.1602,0.1625,0.8442,0.0374,0.7049,0.005,0.0216,0.1371,0.3831,0.998,0.3045,0.1399,0.5,30600
1840,0.4359,0.0005,0.5028,0.2009,0.8144,0.0183,0.6769,0.0011,0.0118,0.1253,0.0,0.9966,0.2885,0.0462,0.5238,59700
817,0.486,0.0,0.1233,0.093,0.9179,0.0,0.8,0.0,0.0166,0.0446,0.0,0.9839,0.1529,0.0857,0.0,42000
170,0.471,0.0,0.22,0.2187,0.85,0.0,0.6786,0.0,0.0311,0.0877,0.0,1.0,0.2499,0.1579,0.0,15000
1925,0.4592,0.0,0.2116,0.1844,0.8187,0.0231,0.6621,0.0026,0.0115,0.087,0.0,1.0,0.3236,0.0444,0.6923,19800
19129,0.4831,0.0114,0.1051,0.0702,0.8618,0.0032,0.7016,0.0014,0.0403,0.0304,0.0101,0.9888,0.2719,0.018,0.2991,80300
16146,0.4846,0.0042,0.1671,0.143,0.8487,0.0047,0.67,0.0047,0.0381,0.0531,0.0014,0.9629,0.3603,0.0991,0.4495,28900
706,0.5088,0.0,0.1374,0.0758,0.9318,0.0,0.8255,0.0033,0.0108,0.033,0.0,1.0,0.1067,0.0952,0.0,30600
3878,0.4751,0.0035,0.1844,0.1254,0.7823,0.11,0.8189,0.0011,0.0114,0.1715,0.0,0.9987,0.2327,0.064,0.6,22400
279,0.4878,0.5971,0.2412,0.1122,0.8722,0.0,0.72,0.0,0.0194,0.1229,0.5253,1.0,0.2873,0.1304,1.0,34300
1115,0.4689,0.0009,0.1321,0.0825,0.9394,0.0,0.8339,0.0,0.0084,0.0568,0.0,0.9974,0.1635,0.087,0.8571,46500
139,0.5204,0.0,0.1198,0.0344,0.9449,0.0,0.8621,0.0,0.0192,0.0383,0.0,0.9808,0.0,0.125,0.0,60000
1225,0.4881,0.2864,0.1362,0.1326,0.9014,0.0,0.7583,0.0024,0.0149,0.1279,0.2502,0.9979,0.3017,0.15,0.9,18800
75,0.4687,0.0,0.1288,0.1718,0.8623,0.0,0.6571,0.0,0.0,0.3143,0.0,1.0,0.3917,0.0,0.0,14999
6170,0.4815,0.0066,0.1327,0.0591,0.9393,0.0349,0.8927,0.0006,0.01,0.0134,0.0058,0.989,0.0526,0.2,0.25,364000
896,0.477,0.0021,0.1408,0.1322,0.8333,0.0442,0.7119,0.0033,0.0664,0.1091,0.0,0.9927,0.2533,0.1272,0.25,35000
513,0.4667,0.0,0.6731,0.1953,0.8304,0.0,0.7032,0.0,0.0047,0.1875,0.0,1.0,0.2587,0.0179,0.0,14999
1085,0.4676,0.1349,0.1752,0.1301,0.904,0.0,0.7629,0.0024,0.0171,0.1035,0.1396,0.9924,0.2095,0.0938,0.9,40700
211,0.5061,0.0049,0.2384,0.0824,0.8702,0.0,0.7534,0.0208,0.0425,0.1177,0.0,1.0,0.2181,0.1176,0.0,14999
1276,0.4675,0.0066,0.207,0.1609,0.8221,0.0405,0.6909,0.002,0.0171,0.0785,0.0058,1.0,0.3052,0.0919,0.3333,25500
321,0.4815,0.0031,0.0911,0.0802,0.9404,0.0,0.8485,0.0093,0.0194,0.0965,0.0,0.9213,0.2424,0.1,0.5,32500
15322,0.473,0.001,0.1609,0.1413,0.8234,0.0348,0.6713,0.0027,0.0399,0.0671,0.0004,0.9965,0.3541,0.1004,0.6957,28800
2617,0.4383,0.0044,0.2671,0.1914,0.8048,0.0419,0.6478,0.0019,0.0166,0.1619,0.0009,0.9947,0.3487,0.0884,0.8824,14999
2769,0.4764,0.0004,0.1317,0.0913,0.8681,0.0,0.7051,0.0019,0.0241,0.0419,0.0009,0.9981,0.3229,0.0803,0.2,37800
1486,0.5091,0.1651,0.0334,0.0461,0.9617,0.0,0.897,0.0,0.0121,0.0639,0.1419,0.9445,0.1177,0.4515,0.2727,51700
497,0.4818,0.0,0.09,0.0646,0.913,0.0,0.8,0.0055,0.0349,0.0419,0.0,0.9941,0.2453,0.0323,0.0,42800
4558,0.4641,0.0029,0.1824,0.1802,0.8429,0.0039,0.6625,0.001,0.0182,0.0785,0.0014,0.9974,0.343,0.0754,0.6429,22100
228,0.4651,0.1026,0.1751,0.0886,0.8852,0.0,0.7654,0.0,0.0391,0.0821,0.0828,1.0,0.25,0.1053,0.0,20900
4961,0.4841,0.0074,0.106,0.0802,0.9285,0.0,0.814,0.001,0.0176,0.0501,0.0071,0.998,0.1132,0.0644,0.4615,38900
4451,0.4706,0.0432,0.1482,0.0995,0.8627,0.0094,0.7165,0.0031,0.0272,0.0378,0.0412,0.9962,0.3666,0.041,0.0,67500
2474,0.5645,0.0037,0.0286,0.0223,0.919,0.0561,0.9474,0.0,0.0019,0.0685,0.01,0.9833,0.0727,0.25,0.1111,124400
582,0.4919,0.0034,0.2293,0.0947,0.9049,0.0,0.7987,0.0,0.0341,0.6019,0.0041,1.0,0.708,0.1142,0.3333,209800
1442,0.4681,0.0021,0.2408,0.1896,0.8372,0.0527,0.7354,0.002,0.0246,0.0444,0.0,0.996,0.1728,0.1598,1.0,26900
486,0.4762,0.0,0.1181,0.0783,0.8844,0.0,0.75,0.0,0.0509,0.0878,0.0,0.9947,0.3867,0.068,0.6667,43800
1871,0.4927,0.0023,0.1302,0.1196,0.8675,0.0,0.7097,0.0012,0.0366,0.0827,0.0014,0.9974,0.2171,0.0603,0.8,28800
919,0.451,0.0053,0.2311,0.1849,0.8232,0.0522,0.7097,0.0,0.0051,0.098,0.0021,1.0,0.2598,0.1042,0.6875,23500
470,0.4917,0.3631,0.1474,0.1357,0.8933,0.0,0.7458,0.0114,0.021,0.1348,0.3114,1.0,0.2773,0.0769,0.0,40000
236,0.4861,0.0,0.2309,0.1277,0.8629,0.0,0.6951,0.0,0.0206,0.1081,0.0,1.0,0.2983,0.08,1.0,15000
2177,0.4633,0.1699,0.2061,0.1788,0.8579,0.0,0.6788,0.0012,0.0202,0.0592,0.1494,0.9997,0.3185,0.0612,1.0,21800
381,0.4919,0.0,0.2273,0.1118,0.8696,0.0,0.715,0.0066,0.0197,0.0876,0.0,1.0,0.1511,0.1034,1.0,14999
406,0.4913,0.0,0.1353,0.1304,0.8956,0.0,0.7404,0.0,0.023,0.0888,0.0,1.0,0.236,0.129,0.6667,14999
