sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,rings
2,0.58,0.48,0.17,1.048,0.4165,0.261,0.3005,15
0,0.635,0.5,0.155,1.1,0.434,0.319,0.34,10
2,0.37,0.28,0.09,0.22,0.0855,0.0395,0.072,6
0,0.705,0.55,0.18,1.667,0.713,0.425,0.5275,9
2,0.3,0.235,0.075,0.131,0.058,0.039,0.037,7
0,0.68,0.54,0.175,1.747,0.7275,0.38,0.4605,13
1,0.65,0.515,0.17,1.4525,0.6255,0.313,0.341,11
2,0.395,0.29,0.1,0.289,0.1015,0.068,0.082,7
2,0.5,0.39,0.14,0.667,0.2795,0.1805,0.225,8
1,0.62,0.49,0.2,1.524,0.619,0.346,0.435,12
0,0.51,0.395,0.13,0.6645,0.292,0.117,0.22,12
0,0.365,0.26,0.095,0.2295,0.0975,0.0475,0.075,7
0,0.565,0.46,0.175,1.0285,0.418,0.2035,0.325,10
0,0.38,0.28,0.105,0.257,0.115,0.0675,0.085,9
0,0.525,0.38,0.125,0.594,0.2485,0.1605,0.155,10
1,0.685,0.53,0.165,1.494,0.489,0.287,0.5475,9
0,0.625,0.495,0.18,1.38,0.6065,0.3075,0.328,9
1,0.675,0.54,0.175,1.537,0.6685,0.318,0.405,10
1,0.425,0.33,0.105,0.4365,0.207,0.1005,0.125,8
1,0.575,0.46,0.165,0.935,0.4055,0.1865,0.245,13
0,0.58,0.435,0.14,0.79,0.346,0.161,0.246,8
1,0.54,0.38,0.165,1.167,0.5435,0.231,0.355,8
2,0.46,0.35,0.11,0.4345,0.1935,0.083,0.12,7
1,0.61,0.47,0.16,1.268,0.6135,0.2595,0.315,10
2,0.45,0.35,0.105,0.458,0.243,0.0865,0.135,8
0,0.5,0.39,0.12,0.5275,0.235,0.123,0.1355,9
0,0.51,0.39,0.135,0.5695,0.2225,0.106,0.16,12
1,0.6,0.485,0.17,1.057,0.4125,0.2485,0.31,10
0,0.58,0.45,0.15,0.9765,0.4565,0.235,0.2615,8
0,0.62,0.525,0.19,1.4045,0.6935,0.2975,0.42,12
2,0.2,0.15,0.05,0.0425,0.0275,0.0,0.0155,4
0,0.75,0.585,0.235,2.072,0.9235,0.508,0.6655,11
2,0.36,0.27,0.105,0.2005,0.0985,0.0475,0.06,7
2,0.35,0.26,0.095,0.279,0.115,0.059,0.067,7
1,0.605,0.485,0.15,1.2105,0.5085,0.2865,0.3355,8
2,0.575,0.47,0.135,0.8575,0.4025,0.164,0.2455,10
1,0.57,0.465,0.165,1.02,0.4185,0.194,0.3,14
1,0.55,0.425,0.16,0.74,0.29,0.158,0.2525,11
1,0.47,0.355,0.105,0.4875,0.1955,0.122,0.1345,10
2,0.565,0.435,0.14,0.8345,0.3755,0.15,0.2225,10
2,0.305,0.225,0.07,0.128,0.0405,0.038,0.049,8
0,0.575,0.47,0.18,1.099,0.4045,0.2525,0.36,12
2,0.52,0.405,0.125,0.688,0.3035,0.1415,0.2,7
1,0.5,0.205,0.13,0.6985,0.272,0.175,0.18,12
0,0.63,0.475,0.175,1.17,0.4935,0.29,0.41,12
2,0.465,0.355,0.125,0.4185,0.179,0.098,0.1265,7
1,0.6,0.47,0.17,1.123,0.585,0.219,0.29,9
2,0.32,0.22,0.08,0.1785,0.076,0.0365,0.055,8
0,0.52,0.405,0.135,0.687,0.275,0.181,0.21,14
1,0.475,0.35,0.105,0.46,0.1925,0.102,0.13,8
2,0.455,0.355,0.12,0.4715,0.219,0.1285,0.11,9
1,0.625,0.515,0.175,1.384,0.637,0.317,0.371,11
2,0.65,0.525,0.175,1.6005,0.7355,0.3565,0.396,11
2,0.475,0.34,0.11,0.4395,0.2305,0.073,0.12,8
0,0.62,0.48,0.195,1.346,0.599,0.2565,0.42,14
