longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-122.18,37.77,41,596,117,217,72,4.9544,85300,3
-122.23,37.45,20,4715,869,1923,865,5.0848,419800,4
-118.31,33.88,25,926,114,360,111,8.1666,356700,0
-118.28,34.24,39,1299,165,454,157,9.0,500001,0
-119.7,34.41,26,1051,300,1258,307,2.0208,216300,4
-117.29,33.66,16,2468,469,1230,479,3.7969,130300,0
-117.57,34.42,4,6737,1019,3033,945,6.1508,222300,1
-118.14,33.99,36,1708,458,1967,430,2.6334,154600,0
-119.66,36.32,24,813,170,502,182,2.2132,60500,1
-121.8,37.34,31,2606,474,2009,453,5.2922,195900,0
-121.86,37.68,16,5214,841,2035,820,5.1118,274700,1
-118.08,33.63,36,1505,465,1245,400,2.2459,156700,4
-118.02,33.68,9,7709,890,3028,873,8.4471,472700,4
-118.56,34.2,25,4728,1130,5291,1047,3.5877,211300,0
-118.32,33.87,28,3009,499,1154,480,5.0351,280900,0
-121.89,37.3,52,1254,251,689,256,2.7262,317400,0
-122.23,37.87,52,2349,467,1034,476,2.6875,252100,3
-121.43,38.58,46,2178,353,812,351,3.9146,120700,1
-118.23,34.05,34,1328,795,1895,746,1.9836,237500,0
-121.86,36.69,41,1153,306,748,306,2.1615,160900,0
-118.39,33.89,35,2780,434,1087,423,7.0512,379400,0
-116.8,32.85,18,2816,495,1400,473,4.7371,175000,0
-117.33,33.97,47,1758,338,973,327,2.9838,109300,1
-117.93,33.83,36,884,181,661,199,4.625,187200,0
-118.04,33.84,26,1782,388,970,368,4.1132,195200,0
-118.56,34.21,26,3401,625,1860,603,4.2841,221100,0
-117.93,33.97,28,5103,686,1935,722,8.066,382100,0
-119.81,36.82,23,2057,304,751,309,5.5144,163700,1
-121.9,40.12,43,1392,259,611,221,1.9107,65300,1
-118.3,34.18,26,2077,578,1517,553,2.3571,224200,0
-118.41,34.21,37,1743,446,1258,399,2.6605,197800,0
-116.24,33.72,17,11107,2117,5176,1547,4.0046,137500,1
-117.32,34.1,40,2817,594,1943,537,1.9638,95900,1
-118.42,34.28,34,1004,214,1253,237,2.8125,158300,0
-118.44,33.96,18,1891,418,922,393,6.1729,432700,0
-121.86,37.24,33,1794,319,1013,315,5.5453,261100,0
-117.9,33.63,34,2483,632,1175,602,3.537,456800,0
-118.38,33.85,29,2679,494,1384,478,5.9543,359000,0
-121.8,36.61,16,5614,1416,3053,1312,2.1724,145500,0
-117.27,34.03,5,2816,628,1836,606,3.0464,85600,1
-119.48,36.31,18,1875,302,983,295,3.7857,113300,1
-122.29,37.9,52,4248,649,1391,640,8.5571,426000,3
-122.28,37.94,23,1462,308,467,295,5.0,221300,3
-117.52,33.81,4,498,95,360,81,2.625,373400,1
-118.11,34.1,27,2499,691,2151,659,2.3224,142400,0
-118.39,34.44,17,2393,368,1076,368,5.8013,286400,0
-117.15,32.95,12,2529,374,1161,387,5.5677,184800,0
-122.45,37.71,45,1594,421,1273,387,3.5199,205700,4
-121.44,38.6,23,7786,2131,4874,1907,1.6382,98300,1
-119.02,35.34,31,2346,635,2002,625,1.1378,42100,1
-121.98,37.33,48,930,190,580,169,4.7813,257100,0
-119.05,35.35,28,2453,486,1303,436,1.6583,43800,1
-118.91,34.25,6,11833,2429,6535,2342,4.6875,247300,0
-117.62,34.01,14,1490,450,1182,368,1.9326,211700,1
-121.77,37.68,26,2971,505,1744,495,5.2039,196400,1
-117.9,33.8,52,1947,467,926,333,2.6228,213900,0
-118.47,34.0,41,1506,289,634,286,4.875,416400,0
-118.16,33.99,20,2224,604,2065,561,2.1711,167100,0
-117.96,33.94,35,1092,222,690,235,4.4219,185800,0
-117.24,32.81,30,5366,696,1927,672,8.9894,500001,4
-118.2,33.96,33,1023,267,1421,263,2.4412,163500,0
-116.9,32.86,13,280,76,398,77,3.6667,72500,0
-120.25,39.65,22,707,139,239,96,2.7014,83500,1
-118.81,34.21,16,2180,344,1203,369,8.4193,385700,0
-118.36,33.93,35,1744,407,1224,390,4.4318,273100,0
-118.14,34.02,32,715,215,890,220,2.5313,139100,0
-122.54,40.51,11,5442,934,2733,905,5.0646,143100,1
-119.42,36.62,18,1498,329,767,283,1.4489,64000,1
-117.82,33.78,26,2591,533,1205,532,2.7865,246700,0
-121.47,38.59,52,935,644,1124,644,0.9819,125000,1
-118.09,34.11,44,1667,290,767,271,5.5621,418200,0
-123.8,39.43,27,1277,292,746,310,1.6653,93000,0
-121.13,38.87,21,2021,332,846,306,4.4183,210800,1
-116.49,33.59,16,3427,820,1374,663,1.9718,108300,1
-118.27,33.92,41,1025,210,711,214,1.7357,95800,0
-118.42,33.9,30,4372,806,1642,777,8.5913,500001,0
-118.26,33.99,40,1507,379,1155,321,1.1324,99600,0
-118.27,33.87,37,2273,398,1264,372,4.8182,182100,0
-122.36,40.45,29,2004,384,976,371,2.7321,102400,1
-122.56,37.98,45,1943,568,995,567,2.8663,317100,3
-118.12,33.79,36,2473,540,1068,520,3.3235,236000,0
-116.35,34.15,17,6310,1155,2696,1075,2.5277,86000,1
-122.07,37.0,22,5409,874,2063,771,6.1376,467500,4
-121.42,38.65,18,2400,801,1264,759,1.2192,114200,1
-118.4,33.99,42,1101,246,690,232,2.7202,366700,0
-117.23,33.85,6,1489,328,652,286,1.963,192600,1
-117.7,34.07,31,3558,921,2877,852,2.6542,113800,1
-118.2,34.07,43,2209,589,2833,570,1.9328,152300,0
-120.22,34.53,17,2704,417,838,382,5.3576,500001,0
-120.87,37.6,32,1765,352,1097,323,1.975,87300,1
-120.97,38.46,17,1408,312,336,130,4.0313,312500,1
-118.45,34.0,36,1003,216,567,234,3.0893,283300,0
-123.43,39.05,18,1764,395,383,223,1.862,106300,0
-117.68,35.63,19,3147,489,1420,484,6.0242,131000,1
-117.28,33.72,15,3658,804,1923,790,3.5906,136000,0
-122.45,37.73,50,2756,566,1747,530,3.8856,273700,3
-118.6,34.24,17,6669,848,2489,833,10.9812,500001,0
-118.16,34.02,32,1059,230,1023,234,2.2206,140200,0
-121.44,38.55,48,2052,385,996,392,2.8024,86400,1
-116.93,32.75,19,2395,380,1267,372,4.75,183800,0
-122.22,37.8,52,1729,396,1048,367,2.1173,122700,3
-121.44,38.57,51,2334,440,732,454,4.6109,247100,1
-117.32,33.23,4,11822,2001,4903,1954,4.8101,286300,4
-122.45,37.63,39,1359,201,577,205,5.4659,444500,4
-116.29,33.9,30,2134,470,1247,341,2.0417,87500,1
-118.52,34.15,15,4069,599,1593,569,8.0516,500001,0
-122.49,37.92,38,2533,400,901,361,9.4251,500001,3
-118.36,34.11,30,10252,1193,2759,1157,15.0031,500001,0
