RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3804,15808265,2846,443,2,0,45,6,100249.71,1,1,0,173947.2,1
7921,15777107,1839,768,1,1,26,5,122574.04,2,1,1,93863.18,1
9406,15804285,2200,649,0,1,34,8,133816.49,1,1,1,123972.13,0
5495,15737728,1986,612,2,0,41,9,0.0,2,0,1,157108.52,0
8316,15805116,1288,705,2,1,35,7,85964.02,1,1,0,9088.87,0
6036,15808082,1920,551,2,1,37,1,0.0,2,1,1,6760.27,0
2843,15776487,332,553,1,1,44,3,118312.24,1,0,0,96772.51,1
4215,15674929,997,714,0,1,55,2,0.0,4,1,0,3304.16,1
4872,15761272,2593,613,1,1,43,2,133034.14,2,1,1,149952.74,0
2173,15630293,997,698,2,0,25,8,176253.4,1,1,0,68177.72,0
2992,15622901,1534,654,0,0,36,9,186776.83,2,1,1,186457.01,0
1153,15603882,1197,724,2,1,34,7,0.0,2,0,0,69363.77,0
804,15645365,1756,511,2,0,45,3,121380.46,1,1,0,64839.73,1
3305,15638765,884,803,1,0,59,6,124943.69,1,0,1,6646.16,1
9853,15628065,9,687,0,1,77,9,139867.21,2,1,1,8742.02,0
895,15718244,1847,788,2,1,44,5,120926.68,2,1,1,36939.55,0
3001,15576517,837,485,2,1,50,3,97855.98,2,0,1,195937.33,0
9740,15789324,2061,724,0,1,29,5,108546.41,1,1,1,167397.05,0
8635,15580333,212,625,2,1,44,2,98175.58,1,0,1,52954.93,0
3386,15734376,539,739,0,1,40,4,0.0,2,0,1,116977.92,0
9019,15752848,313,568,1,0,46,2,120542.51,3,0,0,161482.61,1
4783,15680067,2295,637,1,0,43,4,111641.41,1,1,0,115148.62,1
6529,15785250,1753,531,1,1,47,3,152643.08,1,1,0,1217.99,1
4304,15698324,1592,671,0,1,58,0,0.0,2,0,1,115140.88,0
3673,15652294,2039,769,1,1,23,9,90349.42,2,0,1,164902.95,0
6441,15717160,2803,740,0,1,47,1,142529.45,1,0,1,118726.24,0
4114,15804862,1952,620,0,0,33,2,0.0,2,0,1,95162.93,0
5927,15743778,436,517,1,1,35,5,113469.34,2,1,1,168423.05,1
2023,15626453,1582,605,0,1,48,4,160264.28,1,1,0,140244.58,1
9453,15610427,434,642,1,1,35,5,156473.3,1,1,0,51809.49,0
7489,15591735,2177,653,0,1,37,6,123266.94,1,1,1,24559.84,0
2423,15752041,2293,685,1,1,35,9,174268.85,2,1,0,117159.83,0
1957,15598823,1047,675,2,0,32,4,0.0,2,1,1,4597.57,0
5545,15682953,249,683,2,0,26,7,0.0,2,1,1,33036.24,0
8451,15630661,2695,636,0,0,35,6,0.0,2,1,0,121566.76,0
2584,15723359,2488,651,2,1,30,7,0.0,2,1,1,100570.28,0
8238,15571417,1808,580,0,0,52,5,121368.99,1,1,1,72875.07,0
3291,15688923,1736,674,0,0,27,5,160638.92,1,1,1,8025.0,0
7256,15669590,473,603,1,0,55,3,140553.86,3,1,0,148692.65,1
7119,15763710,2788,582,0,1,40,7,0.0,2,1,1,31755.09,0
4573,15657147,2460,518,0,0,22,1,0.0,2,1,1,99123.19,0
9476,15654020,2801,682,1,0,72,5,106924.41,2,1,1,102989.31,0
287,15650944,396,679,1,1,32,7,116903.23,1,1,0,167468.65,1
9805,15796117,933,678,0,0,34,9,0.0,2,1,0,153227.01,0
3711,15640866,2645,477,1,0,32,3,137736.95,1,0,1,136328.72,0
4156,15635078,675,757,1,1,43,2,111103.99,2,1,0,173740.43,1
6754,15766216,2420,665,1,1,41,2,92790.21,2,1,0,129256.59,0
6850,15720424,340,562,0,1,24,2,0.0,2,0,0,36659.72,0
4591,15642572,2659,775,1,0,32,9,114787.6,1,1,0,121006.45,0
8500,15702576,1552,822,0,1,37,1,0.0,2,1,0,151533.59,0
7930,15677409,1824,619,0,0,39,6,0.0,2,1,0,192070.64,0
544,15761723,1495,739,1,0,61,1,119744.43,1,0,1,101705.02,1
6383,15748028,2661,528,2,0,44,8,0.0,1,0,0,92397.48,1
5702,15589078,2659,714,2,1,31,9,0.0,2,1,1,119709.41,0
2803,15705072,1444,653,2,1,52,8,99829.03,1,0,1,189087.23,0
736,15814866,2287,749,1,1,42,2,103260.65,2,1,1,74315.51,0
3493,15695491,515,614,2,1,45,7,175475.05,1,1,1,138977.0,0
7824,15702791,1284,691,1,1,28,4,144758.75,1,0,0,42556.03,1
4518,15649996,1986,637,1,0,38,1,90537.85,1,0,0,47962.04,1
1525,15780630,2349,717,1,0,47,6,132744.92,1,1,1,103290.75,1
6484,15738192,1570,604,2,1,40,5,0.0,2,0,0,178078.65,0
9824,15610247,847,718,2,1,34,8,143826.07,1,1,0,72937.85,0
3523,15620243,396,597,0,0,45,7,114853.61,1,0,0,184641.15,0
6280,15612277,2878,650,0,1,27,1,104599.72,1,0,0,90593.4,0
9314,15684680,2422,564,0,1,42,3,0.0,2,0,0,79061.03,0
661,15592403,306,659,0,0,66,6,0.0,1,0,1,11908.24,1
4517,15568066,2856,564,0,1,31,3,166589.36,1,1,0,160036.59,0
2002,15715116,1871,655,2,1,32,2,125827.53,1,1,0,100451.16,0
8705,15640203,482,615,0,0,35,2,117667.94,2,1,1,165125.05,0
1366,15739944,537,660,2,0,42,8,0.0,1,0,0,132964.67,1
6987,15584592,2923,676,0,1,42,8,0.0,2,0,0,101776.03,0
9715,15650292,2776,606,0,0,40,8,46133.98,1,0,1,30646.26,1
1679,15658303,798,594,0,0,48,10,142232.69,1,1,0,125822.09,1
7242,15709927,2335,464,1,0,39,7,147168.57,2,1,0,56672.01,0
2262,15599265,633,497,1,1,25,8,125263.61,2,1,1,142381.51,0
7442,15786505,2015,739,0,0,25,8,117799.21,2,1,0,122808.7,0
6298,15607365,589,549,0,0,26,8,127709.78,2,1,1,199691.73,0
5229,15611426,1534,697,2,0,27,8,95323.1,1,1,0,167859.31,0
5835,15674345,2417,731,0,1,37,4,94375.56,2,1,1,127312.76,0
8565,15719890,215,462,0,1,38,6,111161.08,2,1,1,57434.99,0
1526,15797381,1552,555,0,1,25,8,135462.53,1,1,1,122812.9,0
7926,15745423,2857,777,1,1,39,5,158688.91,2,0,0,82816.69,0
406,15704615,518,611,0,1,37,2,173757.12,2,1,1,27757.4,0
8243,15722166,806,815,0,1,24,5,0.0,2,0,0,166333.85,0
9001,15590845,1679,678,2,1,45,10,69580.25,2,1,0,174032.92,0
9510,15759801,1258,688,0,0,34,7,91222.43,1,1,1,67839.29,0
9490,15781465,2177,680,2,0,37,10,125841.92,1,1,0,154759.81,0
5767,15652533,29,617,0,0,40,1,0.0,2,1,1,123448.62,0
5735,15684328,1827,704,2,0,44,3,127436.43,1,1,1,27415.46,0
684,15641795,918,543,0,1,53,4,0.0,2,1,1,129815.33,0
2482,15732708,539,671,0,0,21,9,114693.32,1,1,1,115246.53,0
1003,15569264,2856,478,1,0,35,6,105456.14,1,1,1,113539.55,0
7739,15698557,2607,678,0,1,48,6,0.0,1,1,1,129407.93,1
2687,15717246,2863,741,2,1,76,2,0.0,2,0,1,167655.66,0
8272,15583369,2449,589,0,1,26,1,146855.23,1,1,1,168569.35,0
531,15777833,1736,635,0,0,50,7,0.0,2,1,1,57945.98,0
9573,15674888,2846,590,0,1,22,7,118076.45,1,1,0,55927.79,0
1681,15599962,537,430,2,1,31,8,0.0,2,1,0,173995.38,0
