longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-120.07,37.71,18,2103,481,385,136,3.7813,140600,1
-118.41,33.95,39,4493,860,1543,810,5.9054,500001,0
-122.27,40.66,17,2465,514,1111,488,2.0185,87500,1
-121.75,37.98,2,1207,181,657,186,6.0297,199400,1
-122.41,37.79,52,1062,286,1032,289,2.6607,275000,3
-118.15,34.18,44,1123,207,767,203,3.2235,163900,0
-117.22,33.33,15,1742,266,917,265,5.7089,176100,0
-118.21,33.88,33,1889,475,2255,482,2.3056,122600,0
-118.45,33.98,18,1803,466,718,426,4.7353,500001,0
-121.32,38.57,17,3919,566,1744,557,5.559,141100,1
-117.94,33.97,16,16018,2329,7487,2264,7.2584,359100,0
-121.3,38.04,40,1263,251,745,253,2.9821,115300,1
-117.25,32.84,35,1135,155,360,151,3.3493,500001,4
-117.06,33.12,11,2846,687,1283,628,1.8571,135800,0
-118.19,34.08,30,1750,353,1245,361,3.4107,167900,0
-121.11,38.7,31,774,134,303,131,2.9583,119500,1
-117.93,33.92,10,2039,462,1296,392,2.875,139100,0
-118.43,34.0,34,1793,394,985,397,3.2727,395000,0
-115.57,32.82,19,2599,647,2227,625,2.3281,61000,1
-117.22,32.86,4,1787,354,734,360,4.4583,207900,4
-118.58,34.27,28,1766,272,767,253,5.867,237000,0
-121.2,37.8,36,1663,359,952,355,2.4891,115300,1
-118.35,33.86,17,1873,393,1196,378,4.2096,232400,0
-120.71,37.37,30,340,94,357,71,2.1316,102100,1
-121.22,37.92,23,938,245,630,232,2.3125,75000,1
-116.75,32.82,5,3091,483,1829,500,4.5625,160300,0
-118.43,34.26,36,1098,291,1179,275,3.1648,154800,0
-117.16,34.06,5,9938,1476,4480,1435,5.2397,162500,1
-117.21,34.12,43,1633,346,1130,352,2.245,73100,1
-122.11,37.41,31,1003,196,496,172,8.3848,500001,3
-119.34,36.34,7,2461,366,1005,368,4.5192,106300,1
-117.99,33.72,16,2474,538,1290,476,3.3125,158300,0
-117.31,34.28,17,3685,693,1851,656,3.325,120300,1
-117.34,34.04,34,2841,660,1373,626,2.2102,93800,1
-117.28,33.76,25,8144,1926,5653,1739,1.9743,160700,0
-117.6,33.95,33,1796,367,1215,331,4.5,161100,1
-118.3,34.08,41,2050,877,2345,833,1.5636,310000,0
-118.16,33.87,41,1308,289,853,297,3.5074,164800,0
-118.48,34.01,39,1209,383,834,370,2.3393,350000,0
-121.9,37.26,36,3437,621,1791,610,5.0601,235800,0
-122.43,37.74,52,2074,476,1106,465,3.875,363400,3
-117.92,34.08,30,2848,653,1889,663,3.3125,191700,0
-120.48,34.64,41,1576,283,677,297,2.8125,133300,4
-118.33,34.01,46,3750,735,1513,722,2.9844,188100,0
-116.49,33.89,12,4343,1220,2263,1004,1.9274,35400,1
-118.22,34.06,42,1008,332,1337,335,2.6578,116700,0
-121.86,37.33,43,2239,659,2690,591,2.5886,192400,0
-121.45,38.57,51,2536,822,788,558,1.0,127500,1
-118.0,33.83,24,5759,994,2366,964,4.6518,333900,0
-121.96,38.36,20,866,199,374,131,2.0,103100,1
-118.02,33.72,20,7207,1084,3109,1113,6.2343,289800,0
-121.61,39.1,21,2544,519,1262,507,1.8641,67000,1
-118.35,34.09,43,1464,361,854,348,2.6074,240300,0
-121.88,37.3,52,7,19,34,37,3.675,267500,0
-118.07,33.78,15,5158,633,1990,625,8.1503,399500,0
-122.21,38.03,34,2102,306,935,281,4.8429,159000,3
-118.35,34.06,52,2028,414,737,385,3.5156,500000,0
-123.11,40.15,35,840,215,63,11,2.8,65000,1
-118.53,34.21,41,1250,264,915,269,3.5486,178500,0
-122.16,37.75,36,1436,305,943,309,2.2643,95600,3
-118.25,33.94,36,1474,366,1180,377,1.9712,51800,0
-118.22,33.97,40,1205,398,1876,308,2.2368,162500,0
-122.49,37.78,52,2118,424,1062,408,3.9545,400000,3
-117.71,33.52,2,2081,362,405,359,7.1197,286300,0
-118.39,33.93,40,2515,481,1224,461,5.0393,266300,0
-118.19,33.98,44,996,258,1032,228,2.1186,175000,0
-122.04,37.3,34,1923,371,936,345,5.5272,285000,0
-118.29,34.07,11,548,183,745,184,1.9769,185000,0
-119.57,36.7,15,2447,399,1255,383,4.25,105600,1
-117.88,33.78,26,1664,290,780,293,4.7643,265500,0
-117.29,33.93,35,1737,401,1100,365,1.9178,85800,1
-117.29,34.03,38,2339,531,1130,461,1.8442,82800,1
-117.03,33.47,5,949,152,86,36,2.9028,145400,1
-118.89,34.18,25,3053,420,1234,404,6.6918,350300,0
-120.47,34.67,42,2167,380,1044,386,2.3125,115000,4
-121.81,40.42,16,685,128,217,85,5.1693,166700,1
-122.06,37.94,42,1292,256,546,252,3.875,218600,3
-118.43,34.19,31,1272,431,1838,403,2.3313,132500,0
-118.25,33.91,41,1531,382,1254,364,1.7234,92200,0
-116.97,33.69,16,2146,394,883,315,2.2078,95600,1
-118.36,33.87,34,2433,464,1168,457,5.1813,317700,0
-118.24,34.08,32,2075,684,2898,643,1.8951,158100,0
-118.19,33.86,43,1760,471,1334,432,3.2361,147900,0
-117.01,33.04,19,1265,291,899,291,4.1354,165700,0
-117.95,34.08,36,1174,344,1455,338,2.875,172300,0
-118.26,33.93,31,506,124,362,111,1.75,97400,0
-117.99,35.15,8,5361,975,2280,907,3.1536,82100,1
-118.42,33.96,24,3832,741,1332,691,5.869,500001,0
-121.57,38.57,52,2093,429,951,445,3.6495,194100,1
-118.39,34.17,32,1014,164,330,153,6.8,373900,0
-117.44,33.94,33,1004,181,627,198,2.9861,116700,1
-118.06,33.83,34,2608,556,2271,527,3.7933,161900,0
-121.11,38.8,11,3036,553,1335,458,4.5625,264400,1
-121.24,40.15,33,1730,343,721,315,2.1682,68500,1
-121.5,38.54,41,2378,391,876,362,5.433,249600,1
-122.28,37.53,39,1065,196,444,151,4.1636,242700,4
-121.32,38.94,16,3806,746,1970,704,2.9291,96600,1
