sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,rings
0,0.595,0.475,0.155,1.141,0.4955,0.3045,0.277,8
0,0.5,0.365,0.15,1.042,0.41,0.2165,0.353,9
1,0.58,0.46,0.135,0.983,0.4325,0.212,0.247,10
0,0.595,0.475,0.14,0.9145,0.4455,0.194,0.235,9
1,0.475,0.37,0.11,0.4655,0.2085,0.1175,0.145,7
2,0.425,0.325,0.105,0.3115,0.137,0.02,0.0925,7
0,0.64,0.505,0.165,1.407,0.641,0.294,0.432,10
2,0.285,0.21,0.075,0.1065,0.0495,0.021,0.0345,6
0,0.425,0.34,0.105,0.385,0.1505,0.074,0.135,9
1,0.65,0.5,0.17,1.39,0.61,0.332,0.3665,11
1,0.605,0.485,0.165,1.107,0.4435,0.2445,0.305,9
1,0.545,0.43,0.15,0.7375,0.267,0.1475,0.31,9
2,0.4,0.29,0.09,0.2525,0.1265,0.0645,0.0725,6
0,0.605,0.5,0.165,1.34,0.685,0.2435,0.335,10
0,0.5,0.385,0.13,0.659,0.3155,0.189,0.15,7
0,0.57,0.47,0.17,0.964,0.3775,0.2425,0.38,20
2,0.55,0.42,0.14,0.7485,0.3685,0.136,0.212,9
2,0.355,0.26,0.085,0.229,0.088,0.045,0.075,6
1,0.635,0.48,0.18,1.229,0.493,0.3275,0.4,12
0,0.62,0.495,0.16,1.1575,0.4995,0.245,0.344,12
1,0.7,0.57,0.515,2.1,0.7655,0.461,0.888,12
2,0.29,0.215,0.07,0.106,0.042,0.028,0.034,6
0,0.46,0.355,0.1,0.5255,0.2605,0.1075,0.145,7
2,0.36,0.285,0.08,0.1915,0.0725,0.032,0.052,6
1,0.615,0.475,0.155,1.19,0.5675,0.329,0.3165,10
0,0.56,0.435,0.13,0.7905,0.385,0.147,0.216,9
0,0.67,0.53,0.14,1.397,0.6935,0.3225,0.36,8
2,0.4,0.31,0.095,0.3275,0.1745,0.059,0.095,8
0,0.71,0.59,0.215,2.159,0.951,0.3985,0.5825,12
2,0.56,0.44,0.135,0.825,0.454,0.159,0.232,9
1,0.6,0.48,0.18,1.0755,0.3915,0.245,0.335,16
0,0.59,0.48,0.15,0.9435,0.3855,0.219,0.2895,12
1,0.69,0.54,0.225,1.772,0.769,0.3735,0.4865,12
