sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,rings
2,0.6,0.48,0.165,1.2815,0.6345,0.303,0.34,10
2,0.485,0.365,0.11,0.498,0.2115,0.0995,0.1545,7
0,0.59,0.485,0.165,1.271,0.6505,0.222,0.315,10
1,0.645,0.51,0.165,1.196,0.4945,0.304,0.36,14
0,0.595,0.475,0.155,1.14,0.3715,0.253,0.265,10
0,0.39,0.3,0.095,0.302,0.135,0.097,0.09,6
1,0.68,0.54,0.205,1.596,0.6975,0.372,0.485,10
0,0.47,0.375,0.125,0.527,0.302,0.112,0.13,6
0,0.41,0.31,0.09,0.3445,0.1555,0.0755,0.12,9
2,0.525,0.41,0.14,0.607,0.2605,0.123,0.131,9
2,0.35,0.265,0.1,0.222,0.0935,0.058,0.07,7
1,0.565,0.43,0.13,0.737,0.341,0.163,0.1695,8
1,0.61,0.495,0.155,1.0075,0.433,0.327,0.32,9
2,0.44,0.345,0.115,0.419,0.2115,0.083,0.11,8
2,0.285,0.21,0.07,0.101,0.0425,0.029,0.035,5
2,0.675,0.53,0.2,1.497,0.634,0.298,0.439,12
0,0.605,0.48,0.165,1.2105,0.4955,0.285,0.4,11
1,0.59,0.475,0.16,1.155,0.5065,0.2745,0.3015,10
2,0.26,0.2,0.085,0.092,0.0375,0.0245,0.02,6
0,0.5,0.395,0.12,0.5825,0.293,0.081,0.1425,7
2,0.4,0.3,0.1,0.3095,0.12,0.071,0.095,6
2,0.225,0.175,0.055,0.0525,0.028,0.0085,0.01,6
0,0.585,0.385,0.2,1.063,0.401,0.265,0.35,9
0,0.575,0.45,0.18,1.075,0.4975,0.2455,0.385,10
1,0.52,0.395,0.135,0.5715,0.195,0.1465,0.181,7
0,0.62,0.48,0.185,1.263,0.6135,0.296,0.3325,10
1,0.545,0.445,0.125,0.864,0.323,0.183,0.265,11
1,0.505,0.395,0.17,0.7275,0.2755,0.165,0.255,12
0,0.475,0.37,0.12,0.5735,0.252,0.1395,0.125,8
1,0.655,0.515,0.18,1.4695,0.6245,0.35,0.465,15
2,0.36,0.27,0.095,0.2265,0.0935,0.062,0.07,6
2,0.375,0.29,0.095,0.241,0.1275,0.0465,0.0645,6
0,0.56,0.425,0.18,1.399,0.591,0.3575,0.375,13
0,0.58,0.455,0.2,0.92,0.365,0.2165,0.265,9
0,0.32,0.235,0.07,0.1855,0.0755,0.0445,0.055,7
2,0.42,0.31,0.1,0.342,0.1535,0.064,0.0915,6
1,0.525,0.38,0.17,0.634,0.2905,0.1515,0.171,11
1,0.67,0.5,0.155,1.229,0.5975,0.316,0.335,9
1,0.72,0.57,0.215,2.121,0.999,0.542,0.503,11
2,0.395,0.31,0.095,0.362,0.163,0.099,0.0915,6
1,0.565,0.445,0.13,0.8025,0.3955,0.1795,0.234,8
2,0.43,0.32,0.09,0.168,0.069,0.08,0.0375,7
2,0.16,0.115,0.015,0.0245,0.0055,0.005,0.003,3
2,0.2,0.15,0.045,0.049,0.0235,0.0095,0.015,4
0,0.535,0.415,0.135,0.5915,0.2665,0.117,0.185,7
2,0.535,0.395,0.125,0.609,0.2845,0.124,0.175,9
0,0.57,0.44,0.13,0.777,0.355,0.166,0.235,10
1,0.515,0.405,0.14,0.6365,0.2315,0.147,0.1915,15
2,0.52,0.39,0.125,0.559,0.241,0.123,0.149,8
0,0.475,0.38,0.12,0.4715,0.2225,0.104,0.1555,6
2,0.35,0.255,0.09,0.207,0.098,0.047,0.065,7
1,0.38,0.325,0.1,0.3095,0.1175,0.081,0.09,7
1,0.65,0.47,0.19,1.174,0.384,0.308,0.29,11
