longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-117.14,32.75,26,859,472,630,413,2.1769,143000,4
-120.49,39.93,19,1562,334,331,133,2.0639,86000,1
-121.25,37.93,31,1211,342,1172,342,1.6125,52100,1
-121.69,37.93,24,2631,398,1180,371,4.7596,224600,1
-118.12,34.03,35,1546,301,1113,331,4.6944,204100,0
-122.16,37.71,36,1160,206,503,189,4.5625,183100,3
-122.07,37.67,20,2939,571,1448,494,4.0714,205700,3
-121.88,37.36,44,1423,419,1267,397,2.4712,181300,0
-117.05,33.1,21,3607,662,1921,606,4.59,142600,0
-117.43,33.94,14,2777,866,1334,805,1.2257,118800,1
-118.12,33.8,17,12433,2750,4867,2433,4.1872,189200,0
-117.73,34.01,36,1892,364,1330,372,4.8375,136400,1
-122.42,40.98,18,613,166,175,127,1.8523,75000,1
-121.29,38.03,11,2062,430,1333,386,2.625,125000,1
-117.83,33.67,28,1747,285,692,288,4.6583,243400,0
-121.24,38.69,16,1741,235,781,244,6.8539,215600,1
-122.24,37.72,17,1681,471,681,418,2.4871,257100,3
-121.33,38.57,26,1470,253,654,250,4.1868,213800,1
-117.98,35.03,32,894,251,655,239,1.7484,49300,1
-122.19,37.81,25,4813,855,1886,815,4.5588,309100,3
-118.11,33.8,35,1875,380,896,370,3.9125,189300,0
-118.43,34.05,21,5715,1686,2341,1474,3.969,500001,0
-121.45,38.65,16,1629,281,984,275,4.3958,104500,1
-122.15,37.7,39,696,149,527,145,3.5833,81300,3
-121.32,38.72,19,1903,242,746,259,6.5208,246100,1
-122.19,37.76,40,1364,257,951,229,1.8681,99500,3
-120.86,37.02,21,2912,645,1984,605,2.4576,87500,1
-121.64,36.66,37,2849,514,1273,520,4.5122,248800,0
-118.39,34.18,35,2807,555,1257,496,4.4886,290600,0
-118.33,34.08,52,2548,464,996,427,3.637,413100,0
-121.93,36.95,42,2029,467,867,411,1.775,325000,4
-121.14,38.92,24,1809,278,761,264,4.1838,198900,1
-117.91,33.78,24,3306,803,2480,794,2.5179,350000,0
-119.72,34.48,34,1069,252,414,238,2.4562,283300,0
-122.02,37.37,35,2076,346,1072,337,5.035,280100,0
-118.14,33.8,36,2009,398,1133,406,4.1163,226400,0
-122.47,37.78,52,3252,708,1716,664,4.325,500001,3
-118.23,33.97,42,1060,273,1356,269,1.9632,122600,0
-119.76,34.43,25,1249,324,1258,316,2.9205,243800,4
-120.94,38.67,13,2702,549,876,413,2.6573,118900,1
-123.37,39.63,28,1257,308,800,255,1.9818,66900,0
-117.31,33.18,8,1836,500,754,447,2.3743,94600,4
-117.16,32.75,18,2547,828,1117,780,1.9632,162500,4
-122.08,37.33,26,3885,646,1682,618,8.0516,500001,0
-122.51,37.99,52,1275,294,515,295,3.0735,334800,3
-119.78,36.87,5,2279,449,1175,411,3.2672,92800,1
-121.84,39.76,19,1801,451,1301,409,1.125,80400,1
-122.4,37.8,52,1564,666,1482,629,1.5281,500001,3
-119.76,36.74,39,755,153,518,167,1.9038,48400,1
-122.46,37.78,52,2248,632,1349,596,1.886,225000,3
-118.05,33.91,28,1642,380,1083,353,4.1333,203400,0
