sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,rings
1,0.625,0.485,0.175,1.2093853,0.5430253,0.26906025,0.3853022,11.0
0,0.625,0.47037715,0.185,1.1084096,0.4704436,0.27146798,0.3000028,10.0
1,0.5141656,0.40171522,0.13373348,0.825946,0.23887634,0.15699632,0.28946322,22.57097
2,0.43726066,0.35,0.115,0.39749545,0.16262737,0.0694102,0.13151395,9.0
1,0.70079005,0.57565874,0.185,1.6149583,0.6496314,0.34265372,0.4876579,14.84008
1,0.55,0.43,0.155,0.87231904,0.30706313,0.17043811,0.32827714,16.907915
2,0.47569272,0.36,0.115,0.5557207,0.27745807,0.098711394,0.12995523,8.0
2,0.4758978,0.37003797,0.10143673,0.43034047,0.16433889,0.10698602,0.14141344,10.0
0,0.525,0.415,0.18,0.8833963,0.3083829,0.14630674,0.30967546,18.115229
0,0.575,0.45,0.13,0.96022725,0.434075,0.24286413,0.21640658,11.0
0,0.5649472,0.45,0.14250864,0.976599,0.42094466,0.20699899,0.30625442,11.0
0,0.625,0.50460356,0.2,1.2325925,0.5189133,0.2913094,0.3391551,11.0
2,0.4854101,0.39,0.15,0.7349213,0.35192707,0.1583229,0.1887197,8.0
0,0.49459252,0.405,0.135,0.73592705,0.28785095,0.19685842,0.18301108,11.817844
2,0.3539155,0.26875952,0.08,0.17318562,0.07155169,0.039163962,0.05169342,6.077376
0,0.6740217,0.52890074,0.19851631,1.5027243,0.65012383,0.36522806,0.4474572,9.0
2,0.43066415,0.3270607,0.105,0.3299838,0.1373535,0.06491107,0.10031087,6.0
2,0.41023195,0.345,0.11000588,0.57840425,0.29383224,0.11028764,0.13843636,10.0
0,0.47589934,0.355,0.135,0.39443123,0.1592422,0.09104796,0.13580565,8.0
0,0.565,0.455,0.17,1.0470961,0.4788555,0.2621644,0.25989488,10.0
2,0.59,0.4570384,0.155,0.81062907,0.35039222,0.1954919,0.22187503,12.0
1,0.59,0.47,0.135,1.1210032,0.51586604,0.23636007,0.3046749,9.0
1,0.66875184,0.53,0.175,1.378731,0.6227112,0.33251363,0.36094517,10.601531
0,0.63722235,0.51,0.1832635,1.2564701,0.6040445,0.24527039,0.34994826,11.0
0,0.72090834,0.56730515,0.17719848,1.9548669,0.9801411,0.413682,0.44135,11.0
1,0.6837209,0.53396535,0.17691702,1.7751553,0.8546968,0.44365636,0.44925708,9.0
1,0.58,0.41846228,0.14,0.76465565,0.3950688,0.1715684,0.17797963,8.0
0,0.60515165,0.48,0.14,1.1819533,0.576848,0.24236628,0.26566508,8.0
2,0.27678198,0.21018758,0.07007479,0.08592362,0.046459094,0.016675923,0.030140763,5.0
1,0.49749458,0.39742583,0.135,0.56473786,0.22993855,0.12902421,0.18186015,10.0
1,0.6227811,0.49312097,0.175,1.1294806,0.46690533,0.24825288,0.35856208,12.0
2,0.33923832,0.2649949,0.0818452,0.17198771,0.07222128,0.03424918,0.058044545,6.0
1,0.69748956,0.55,0.195,1.5890559,0.64034086,0.32982537,0.4907722,12.66038
0,0.62119955,0.4538873,0.13620515,1.2174857,0.68141913,0.22931513,0.24111539,10.0
