longitude,latitude
-117.79959,34.01
-117.24,32.74681
-117.22,34.2
-121.77598,37.111744
-121.910034,37.38619
-118.53069,34.15183
-121.2335,36.135414
-117.91674,33.989353
-117.6573,33.71
-117.07227,32.74
-116.546234,32.75
-122.08681,37.59837
-121.25193,38.654644
-118.31,33.97
-117.15,32.79367
-122.27,37.86544
-118.60005,35.41836
-119.03292,35.92252
-121.44173,38.186535
-117.9,34.04
-117.05,32.75
-121.87099,37.27
-119.030106,34.905346
-118.37,33.740383
-120.55653,37.240887
-122.02,37.043636
-118.44,34.07
-121.456024,38.514477
-121.89,37.823093
-121.77279,39.127357
-120.58656,38.69209
-122.07101,37.375072
-118.01,34.11
-118.17,34.04
-122.45,37.690746
-117.9,34.08
-118.42665,34.294342
-121.53673,38.42948
-118.21,34.07
-120.59835,37.629993
-122.45,37.886784
-121.316376,36.20789
-121.31834,38.53806
-115.4547,34.085487
-121.57274,36.787643
-118.20454,34.08
-118.19,35.879578
-117.34266,33.18985
-122.47251,37.77
-117.670166,33.6
-122.401344,38.015945
-120.0719,38.68
-119.04101,34.25
-122.28,37.802593
-118.29,33.807533
-120.4024,39.08003
-122.30812,38.457638
-122.27881,38.030563
-122.16,37.88
-118.02947,33.88485
-118.38,34.26
-118.27,33.85858
-118.37,34.25
-116.905495,32.744377
-121.91,40.567047
-122.149605,37.272987
-119.683105,34.591152
-122.30561,37.8
-121.77465,39.11338
-117.21226,34.14
-117.87,34.13
-119.381096,37.28749
-118.31,34.08
-119.346756,34.433784
-120.43474,34.382095
-117.09,32.703392
-117.31,32.939926
-118.2,33.74
-118.91322,34.221916
-117.99,33.74
-118.15,33.93
-117.30835,34.071346
-119.009415,34.212093
-122.46,37.77
-118.29,34.12
-118.12,34.103123
-122.20123,37.865955
-117.25,32.8
-122.48,37.754803
-122.10408,37.369026
-118.35,33.81
-117.054474,32.707535
-117.16154,32.75
-119.82982,36.747234
-122.09095,37.96
-117.20316,32.861347
-118.93313,34.18
-118.22,33.89
-118.19,33.92
-122.04,37.278965
-117.048546,34.19
-117.96,33.83
-118.25,33.77
-121.8062,37.266422
-122.42228,38.2686
-121.96,37.580223
-117.25,34.14
-118.2,33.87
-122.42529,40.303642
-119.69421,36.546257
-120.268715,36.725918
-122.88363,39.155838
-118.16,33.89
-121.80634,37.205517
-117.23183,32.74
-117.91352,33.76255
-117.17908,32.86515
-122.064026,37.35
-117.935555,33.99
-121.91,36.82889
-118.14574,33.97
-117.30068,34.08
-121.9668,38.065456
-122.417496,37.622368
-121.151794,38.272892
-123.46014,39.324223
-118.43,34.265392
-122.01097,37.764545
-119.95936,36.778664
-121.02711,35.310444
-117.97,33.81
-117.411476,34.09
-117.89492,33.78
-118.26,33.92
-122.41,38.258133
-118.33759,33.81
-118.41,34.26
-118.31327,34.05
-118.35,34.21
-122.23,37.9
-117.296616,32.8
-117.304955,34.115604
-122.43,37.553207
-118.08534,34.035496
-122.16,37.38
-122.17634,37.74
-121.3,38.60884
-122.18,37.8542
-121.03554,38.26482
-118.34,34.037537
-118.34,33.84
-118.45619,33.97
-118.28,34.11
-118.147865,33.941917
-118.38,34.07
-118.44303,34.0
-117.94,33.631138
-122.26,37.3867
-122.26,37.85
-117.168686,32.809048
-119.79017,36.311836
-122.28,37.77
-119.085205,34.27
-117.821976,33.76
-117.28,34.121326
-117.29003,34.08
-118.25,34.100315
-118.572334,34.26
-117.88,34.13
-119.652954,34.22
-117.18654,33.12158
-117.9,33.670403
-117.30417,34.12
-118.13935,34.05
-117.87,33.69663
-121.99,37.413723
-121.67628,38.55
-122.00934,37.69136
-122.24925,37.85
-117.663155,34.1
-122.05172,37.294662
-118.042595,34.87251
-116.9138,33.73964
-117.63924,33.720333
-121.63793,37.74
-121.40231,37.85
-118.4,34.09
-121.37199,38.00079
-118.29,33.852608
-118.40716,34.05
-118.600945,34.2
-118.28093,33.96
-117.13,32.704
-122.26,37.77
-118.03,33.77
-119.75227,34.39297
-117.99095,33.85
-118.35,34.18
-121.36997,38.628845
-122.13768,37.289196
-122.185936,38.306683
-117.38624,33.137684
-121.05727,38.635536
-121.31089,37.703346
-120.947624,35.10083
-118.14014,33.87
-122.46519,37.722397
-121.48352,36.866245
-117.12896,32.788784
-118.23582,33.79
-122.165596,38.54129
-119.00976,34.25
-122.47,37.813007
-117.33105,34.05
-118.49,34.01908
-118.43,33.96
-118.11,34.08062
-118.728096,34.32125
-117.76107,33.64159
-119.53528,35.300583
-121.43,38.729103
-121.48732,38.678932
-117.98854,34.43
-116.51462,34.26
-117.943306,33.82
-121.669334,39.129177
-122.43,37.99
-122.549355,38.312393
-122.46,37.77
-118.2,33.9
-116.96668,33.81
-118.04,33.715546
-116.88607,34.28753
-118.43,34.04
-119.73106,36.502583
-117.94775,33.66076
-121.88006,36.61749
-121.97139,37.27
-120.427765,37.38485
-118.24,34.06
-122.3122,37.570694
-121.509995,38.94331
-118.25,33.959084
-117.171585,32.76179
-117.980675,33.828537
-118.13637,34.12
-118.32,34.18
-117.89,34.12
-118.47955,34.12
-121.41675,38.925934
-120.89084,37.76
-119.446495,36.604145
-118.47929,34.04
-118.12175,36.548363
-118.19542,33.78
-117.31,33.212646
-119.61807,36.605488
-118.08,34.02
-122.08,37.76
-117.35985,33.575787
-122.08214,38.422222
-118.43,34.290176
-118.34659,34.1
-117.08,32.688007
-122.426834,37.75
-117.109375,32.59674
-118.25,34.18
-121.79968,38.681637
-118.08,33.92
-118.24,34.08
-118.02314,34.13
-119.63464,34.38787
-122.27,37.809063
-118.43,33.95
-117.18,32.815628
-117.9,33.72
-122.30256,37.92943
-118.05,33.847054
-117.20213,32.800804
-117.625206,34.52523
-120.83792,38.739456
-118.18,34.417538
-117.89,33.88
-121.87364,36.88377
-122.477394,37.596428
-124.15362,40.843395
-117.0083,32.731136
-118.481895,34.08
-122.3573,37.602997
-118.32,34.11
-116.96472,33.113976
-117.42574,34.1
-118.44,34.21952
-121.36421,38.570328
-118.3848,34.165657
-122.208534,37.765224
-120.45582,37.67
-118.18157,33.85
-121.246956,38.992294
-118.104385,34.15
-118.6042,34.357018
-122.28537,37.839214
-118.4,33.77
-117.975876,33.95
-121.76491,38.677074
-118.082054,34.09
-121.87161,36.804806
-121.489426,37.83068
-122.47257,37.79617
-121.93,37.412575
-122.3,37.89587
-117.87,33.630886
-120.00906,36.701374
-122.27211,38.435787
