longitude,latitude
-121.529465,36.657948
-121.89,36.75929
-118.04,33.963493
-122.27,37.77
-118.15767,33.92
-121.15807,37.582592
-120.87597,39.24373
-118.412766,33.97
-118.13,33.999763
-121.35363,38.663193
-122.44678,37.8
-122.21978,37.80619
-118.270325,33.97
-118.28,33.98
-121.421135,39.56561
-120.91293,37.64
-121.77934,40.577427
-122.029045,37.022755
-121.1258,39.026752
-121.72835,38.73571
-118.2,33.85
-118.31,33.86
-121.55655,37.93085
-117.99097,33.96927
-117.91,33.68314
-118.37,34.13
-117.69559,33.9
-124.14085,40.877346
-122.08237,37.04732
-118.4189,33.92
-118.52066,34.27
-118.08,34.13
-118.329185,34.07
-121.21529,38.89089
-122.02,37.255486
-118.41,34.25271
-123.75576,39.11675
-118.43,34.19
-121.74911,38.627846
-122.23054,37.884144
-117.05,34.3084
-122.23,37.79
-118.3084,34.2
-117.34353,34.07
-122.19642,37.494637
-117.167244,32.70716
-117.717026,34.08
-117.197784,32.682404
-122.23997,37.46688
-121.86475,37.296627
-118.140236,34.146107
-117.08756,32.63949
-122.28,37.79
-118.11,33.94
-117.721825,34.16
-122.02,37.27
-117.24,34.17
-119.54632,36.40281
-122.32,37.41859
-122.27,37.67
-116.42,33.98
-122.08827,37.646477
-121.9331,37.41121
-122.5129,38.71072
-122.505875,37.9
-117.32213,33.872803
-118.1,34.05
-118.22035,36.25743
-117.89,33.81
-118.41,34.19838
-120.923645,37.457615
-121.83168,39.32217
-118.13,34.19
-118.47,34.08
-122.24,37.647343
-122.04,37.33
-117.775116,34.1
-121.48825,38.68
-118.402245,34.04
-118.18,33.9
-118.99386,34.537884
-120.46283,37.58337
-118.43,34.02
-118.76341,34.217598
-122.44638,37.89303
-122.45738,37.76987
-118.05,34.13
-118.17897,33.93
-121.47677,38.392067
-117.21944,34.19
-122.02,37.68516
-122.000725,37.015713
-117.42007,33.87
-118.08,33.9
-122.12895,37.87725
-118.50963,34.228886
-118.08,33.92
-121.32159,38.61643
-121.06195,37.67169
-118.4,33.986904
-121.691635,38.57
-121.88,37.242016
-118.29,33.8
-116.52076,34.245045
-117.28,33.022556
-122.26,37.380363
-118.42,33.87
-121.28131,37.9
-117.217186,32.961647
-118.27,34.02
-118.54888,34.298286
-117.1126,32.705368
-117.28,34.139915
-117.91378,34.18
-122.19,37.34
-119.80902,34.431026
-121.36321,38.71825
-116.91616,34.09
-120.855484,37.31
-118.39898,33.86
-118.17,35.382587
-119.82596,39.515656
-122.50138,38.031116
-120.45903,34.439713
-119.34964,36.60933
-117.90861,34.05
-119.54389,36.16813
-121.47274,36.722725
-118.35,33.809147
-121.05764,35.763645
-121.431015,36.656887
-117.30693,34.406193
-122.3,37.99
-122.282265,37.74
-118.42859,34.08
-118.58056,34.381817
-122.4215,37.89272
-118.18559,34.05
-118.03796,34.04
-118.05,33.838
-122.48,37.74
-121.96268,37.3
-118.443405,34.696236
-116.99189,32.639812
-122.46,37.925232
-119.8181,34.540817
-121.27042,38.742172
-121.41419,38.285625
-121.94629,37.31988
-121.946304,39.897495
-121.2162,36.22072
-118.32847,34.01
-120.39353,34.656406
-120.2729,37.078907
-118.14556,34.039597
-122.41,37.76
-118.35,34.05
-118.27,33.96
-117.402275,34.11
-117.1,32.789757
-121.29884,38.069035
-117.614334,34.02
-122.24,37.76
-118.29,34.05
-117.96504,33.75
-121.45244,38.014183
-117.19717,32.8
-117.1,32.675526
-116.9605,34.210922
-117.09,32.76
-121.92,37.260998
-121.91,37.446003
-118.45,34.04
-120.13499,38.59614
-120.80016,37.08576
-118.47844,34.02
-115.53875,33.237186
-121.476845,37.98
-122.47647,37.70663
-118.4,34.04
-121.825455,37.3046
-118.42,33.96
-122.03,37.36
-116.95347,32.792885
-119.776764,37.28593
-121.858635,39.735508
-118.57255,34.192978
-119.57658,34.422543
-118.78014,34.07
-118.25,33.96
-120.72189,34.436478
-117.663666,33.77
-117.85,33.932728
-118.56303,34.4286
-122.070816,37.31
-115.34586,32.75
-120.723305,38.90865
-118.18,34.09
-118.33,34.22575
-121.27179,37.81
-122.42617,37.74
-118.01748,33.981934
-117.42631,33.97
-122.02,37.74
-118.04614,33.89
-122.24901,39.075275
-120.750435,35.325954
-118.25,36.98838
-119.88394,36.729694
-117.12007,32.76
-121.99,37.98
-121.94,37.38
-121.43582,38.030674
-121.37611,38.54546
-117.76535,33.460144
-122.53566,37.8
-121.48243,38.083466
-117.72298,34.05
-121.853004,39.71218
-122.41219,37.807617
-116.984406,32.762054
-118.37801,33.752403
-118.28,33.97
-120.8805,38.918545
-120.87088,37.54
-122.47,40.405914
-121.46101,39.256607
-117.18,34.097374
-117.08,32.55996
-118.14017,33.82
-120.83119,38.04741
-119.8534,40.517803
-117.327995,34.08
-117.25584,32.791695
-120.479645,37.004795
-121.49576,38.311245
-118.46,34.04
-118.08441,33.85
-122.28,37.661003
-117.81824,34.088917
-121.707794,36.97366
-118.05396,33.8
-117.11,32.692028
-115.73147,33.88
-118.1,33.894123
-118.00238,33.85
-122.60554,38.343414
-122.53524,37.78
-118.44,34.348713
-120.43542,34.581406
-117.72017,33.92
-116.9436,32.82252
-122.12232,37.74181
-118.14937,34.12
-118.09785,34.28
-121.92,38.3043
-121.91308,36.926987
-118.03316,33.901947
-118.39,34.176556
-118.3,33.81
-119.73935,37.00038
-121.33235,39.44508
-116.456665,32.789074
-122.35252,37.344776
-119.61681,34.23
-120.0404,37.235806
-118.37,34.062115
-121.53918,36.892265
-119.28749,36.25436
-122.11675,37.26662
-117.97,33.9
-122.19143,37.698315
-122.1169,41.702644
-117.85,33.88
-118.39,33.93
-118.01,34.233227
-122.147804,37.71
-117.11,32.670197
-120.71456,35.358128
-117.96,34.0
-122.31618,37.784485
-122.221275,37.68189
-118.02,34.08
-120.098206,38.684963
-117.98,33.93
-118.41,34.210766
-117.94,34.09
-122.08644,37.67061
-123.07894,39.07374
-118.42,33.96
-118.28,34.04
-117.35685,34.06
-121.12422,38.662167
-118.09,33.649807
-117.054016,33.50324
-117.21219,34.254364
-122.42,38.57
-119.42756,36.50884
-120.90642,35.338104
-117.76886,33.87
-120.43107,35.014107
-118.15349,34.030945
-118.78324,34.23
-122.69465,38.51462
-118.41896,34.24
-117.007454,32.663914
-118.27,33.732845
-119.33086,36.816696
-119.66884,34.290874
-118.41,33.9
-118.70001,34.19
-117.92,34.19
-115.52087,33.61512
-119.26786,35.398216
-121.93,37.28104
-118.43,33.94
-119.81938,36.64501
-121.306175,37.9
-122.52236,37.659523
-118.43517,33.99
-120.84751,37.34
-122.08,37.81
-118.12,33.79
-121.37151,39.46751
-121.94,37.595978
-122.19312,37.69522
-117.09,32.8
-118.35,34.164013
-121.25609,38.57
-118.32,33.843697
-121.05924,37.933605
-119.7375,34.28
-122.246704,37.827408
-119.29295,35.564625
-119.31858,35.9087
-118.15,34.08
-119.61868,34.44144
-119.28318,36.559517
-121.90904,37.105824
-119.69599,38.810295
-121.24818,36.80619
-118.43,34.22608
-119.01412,34.19211
-119.76908,36.75003
-117.57283,35.540306
