RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2829.7666,15681866.0,541.06104,0,0,33.388504,10.0,98785.23,1.0,0,1,157942.39,0
671.20886,15665581.0,628.9736,1,1,56.247753,1.0,77385.71,1.0,1,0,14389.046,0
3193.306,15636894.0,410.8379,0,0,38.0,6.0,117428.6,1.0,0,0,129988.16,0
1129.0753,15756374.0,647.01886,0,1,32.0,4.0,91543.445,1.0,1,1,160652.97,0
8603.666,15681175.0,741.8055,0,1,39.0,7.0,88100.336,2.0,1,1,146931.98,0
2036.9086,15746755.0,683.0,0,1,22.0,1.0,106860.43,1.0,1,1,78908.15,1
648.39453,15653812.0,721.71063,0,0,31.0,4.0,129838.766,1.0,0,1,105403.25,0
3942.8892,15641671.0,682.3784,0,2,34.0,2.0,85936.84,1.0,1,1,84176.07,0
2705.8494,15620787.0,508.9365,0,1,70.1558,4.0,125524.01,1.0,1,1,78548.16,1
2326.686,15794874.0,520.3556,0,1,25.0,2.0,87295.734,2.0,1,1,94390.27,0
5090.831,15709411.0,666.6806,0,2,37.0,4.0,0.0,2.0,1,1,10010.62,1
693.02277,15586106.0,706.1992,0,0,46.112267,10.0,0.0,2.0,0,1,33558.54,1
7160.41,15707467.0,754.12195,1,1,51.0,5.0,137219.16,4.0,1,0,141162.25,0
3038.25,15698507.0,674.9258,0,0,31.0,9.0,160056.11,1.0,1,1,133585.23,1
8588.486,15779092.0,745.25494,0,0,37.0,7.0,152779.7,2.0,0,1,179478.72,1
5913.0967,15813079.0,686.5358,1,0,52.562637,9.0,122802.45,1.0,1,1,86643.805,0
4603.204,15711136.0,613.0,0,0,31.0,2.0,0.0,1.0,0,1,6633.5107,0
4981.172,15584891.0,774.65735,0,0,39.0,1.0,0.0,2.0,0,1,133047.02,0
9507.171,15747839.0,628.44946,0,0,49.0,9.0,98980.555,2.0,0,1,122344.34,0
7761.02,15600938.0,705.7407,1,1,43.0,7.0,105750.46,1.0,0,0,61008.61,1
5532.8447,15768895.0,740.3927,0,0,24.0,5.0,0.0,1.0,1,1,151139.31,1
841.72516,15705058.0,759.2893,0,0,25.53328,4.0,0.0,2.0,1,1,121115.336,0
1935.0775,15618126.0,784.8922,0,0,34.0,1.0,144788.62,1.0,1,1,63738.184,1
9831.751,15627867.0,556.483,0,0,28.0,9.0,107452.6,1.0,1,1,173842.06,0
7023.4556,15727199.0,580.818,0,0,38.0,0.0,153474.88,1.0,1,0,156565.78,0
3584.1729,15763975.0,432.35065,0,2,42.0,6.0,0.0,2.0,1,0,27432.252,0
6670.875,15685697.0,579.1779,0,0,51.0,8.0,60608.766,1.0,1,1,148868.53,0
9043.241,15742555.0,636.4009,0,2,62.0,2.0,134290.28,1.0,0,1,100834.68,1
1686.3857,15588620.0,730.82544,0,0,31.0,8.0,0.0,1.0,1,0,3730.4587,0
4697.0776,15566708.0,784.09625,0,2,27.0,3.0,0.0,2.0,1,1,127415.05,0
1758.5995,15724673.0,677.9693,0,2,64.70934,7.0,81497.28,1.0,1,0,138615.84,1
5566.4326,15654642.0,535.9267,0,0,51.0,1.0,0.0,1.0,0,1,123136.21,1
356.98532,15684614.0,628.8347,0,2,34.0,5.0,131427.52,1.0,1,1,177983.86,1
2650.0647,15758819.0,799.2824,0,0,36.0,2.0,0.0,2.0,0,0,118362.49,1
5981.929,15666782.0,613.60913,0,0,42.0,2.0,164642.66,2.0,1,0,186810.31,1
8823.244,15750780.0,754.1443,0,0,43.0,6.0,128304.51,1.0,1,1,181102.69,1
5990.7266,15749966.0,660.0,0,0,25.0,4.0,0.0,2.0,1,1,74822.55,1
2682.5574,15569644.0,742.31494,0,1,29.0,7.0,65390.375,2.0,0,1,110170.7,0
6948.399,15646219.0,716.0743,0,0,21.0,2.0,118005.2,1.0,1,0,183054.48,1
5812.9155,15724784.0,586.05707,0,0,33.0,5.0,146924.7,1.0,0,1,127385.53,1
1215.2164,15711444.0,628.00836,0,0,31.0,5.0,0.0,2.0,1,1,78470.0,1
5158.4624,15631259.0,503.47836,0,2,41.0,3.0,0.0,2.0,0,1,142522.34,0
9498.846,15615924.0,606.1415,0,0,37.0,9.0,81289.016,1.0,1,1,105199.74,0
2225.7024,15798634.0,561.93726,0,1,27.0,2.0,103626.96,1.0,0,0,126916.984,0
6941.8755,15742919.0,696.1669,0,1,36.0,2.0,130714.21,1.0,1,1,5913.783,0
7180.372,15671807.0,541.4035,0,0,47.0,10.0,0.0,2.0,1,0,188333.86,1
1096.6421,15803807.0,621.55524,1,0,49.0,7.0,0.0,1.0,0,1,180694.92,1
1365.196,15568408.0,572.41266,0,1,38.0,8.0,85109.06,2.0,1,0,26984.826,0
4989.317,15615728.0,586.15546,0,1,43.0,6.0,168099.95,2.0,1,0,717.9661,1
4780.6987,15661582.0,719.62213,0,1,31.0,2.0,76877.45,1.0,0,1,62100.754,0
768.41833,15712769.0,597.8964,0,1,46.0,3.0,100705.37,1.0,0,1,178328.34,1
1358.1825,15636733.0,717.1423,1,0,39.406002,5.0,124503.82,2.0,0,1,85833.555,1
2339.048,15797303.0,848.93756,1,2,30.0,4.0,0.0,2.0,1,1,126235.85,0
6860.24,15567292.0,803.88715,0,0,37.0,1.0,0.0,2.0,1,1,170274.56,0
1373.6926,15669587.0,677.3372,0,1,43.0,0.0,141523.11,2.0,1,0,97156.99,1
9648.754,15687229.0,524.21497,0,2,41.0,6.0,114575.08,1.0,0,0,199576.69,0
2202.9172,15601015.0,619.50397,0,2,30.92106,7.0,0.0,1.0,1,0,69159.75,0
7948.6377,15641983.0,602.98944,1,1,49.0,8.0,125819.15,1.0,0,0,42915.02,1
9981.8545,15632305.0,675.3508,1,0,47.0,5.0,100789.164,3.0,0,1,28621.14,0
8293.817,15588370.0,640.0,0,0,32.0,1.0,124910.01,1.0,0,1,196897.34,1
9874.694,15713738.0,548.376,0,0,35.0,5.0,83839.65,1.0,1,0,125471.29,1
7460.4863,15679515.0,586.87476,0,0,38.0,5.0,0.0,2.0,1,1,22446.242,1
967.75323,15639284.0,494.3349,0,0,41.0,4.0,0.0,2.0,1,1,93088.79,1
476.95764,15654679.0,593.61847,0,0,50.0,9.0,0.0,2.0,0,0,127652.67,0
6112.111,15730125.0,561.83954,0,0,37.0,1.0,0.0,2.0,1,1,170677.44,1
4603.9004,15722810.0,554.02057,0,2,45.0,7.0,84292.945,1.0,0,1,133445.22,0
1256.2603,15814636.0,676.84564,0,0,48.0,4.0,0.0,2.0,1,0,3917.5557,1
2709.4214,15802808.0,717.9484,0,0,38.0,9.0,11550.953,2.0,1,1,61962.22,1
3021.3057,15636709.0,710.2079,0,1,31.0,1.0,113546.27,1.0,1,1,18902.018,1
2968.2585,15796074.0,784.0537,0,1,44.0,10.0,44510.324,2.0,0,1,110461.71,1
7993.2,15635741.0,607.7419,0,2,31.0,7.0,0.0,2.0,1,0,22736.266,0
8317.576,15805282.0,646.18365,1,2,49.0,9.0,0.0,3.0,1,0,131317.73,1
4524.273,15704145.0,681.8119,0,1,37.0,5.0,125883.305,2.0,1,1,107610.37,1
8219.091,15700514.0,653.84235,0,0,34.0,0.0,167615.7,1.0,1,1,156023.52,1
905.7498,15580802.0,490.33902,0,1,33.0,9.0,110384.21,1.0,1,1,174499.83,0
1301.7126,15665191.0,538.3271,0,0,37.0,6.0,0.0,1.0,0,1,133225.8,1
5337.059,15789300.0,547.4635,0,2,36.0,5.0,88520.01,1.0,0,0,172700.58,0
4724.147,15567555.0,757.36145,0,0,46.0,0.0,0.0,2.0,0,1,170830.73,0
3951.0703,15769700.0,760.8567,0,0,40.0,3.0,126904.77,2.0,0,1,177196.89,0
5671.9478,15791007.0,693.1143,0,0,43.0,3.0,142299.34,2.0,0,1,152320.11,1
1775.5769,15751808.0,850.0,1,0,41.49341,10.0,0.0,2.0,0,1,152811.98,1
8951.985,15755707.0,640.2418,1,2,45.0,8.681967,82696.125,1.0,1,1,134993.6,0
4535.0137,15640664.0,695.25824,0,2,41.0,9.0,89084.57,1.0,0,1,147152.88,1
6468.5625,15712769.0,662.8038,0,0,35.0,8.0,143740.66,1.0,0,0,158091.67,1
4184.8584,15769510.0,606.31055,0,2,32.0,1.0,0.0,2.0,1,1,82307.8,0
9456.432,15631042.0,510.99902,0,0,30.0,4.0,0.0,2.0,1,1,9506.852,1
6313.832,15757050.0,807.5895,0,0,32.0,4.0,97755.69,1.0,1,1,174209.56,0
8598.589,15680367.0,618.92126,0,0,34.0,4.0,0.0,2.0,0,1,160984.64,1
3756.6475,15649102.0,558.7575,0,0,34.0,3.0,83964.234,1.0,0,1,155064.55,1
9914.976,15783290.0,810.80853,0,0,45.0,5.0,131478.25,1.0,0,1,19318.834,1
7651.905,15694134.0,477.98883,0,0,33.0,2.0,94649.41,1.0,0,1,84850.81,0
2435.8137,15610930.0,775.7791,0,0,36.0,9.0,0.0,2.0,1,1,22478.36,0
6136.1577,15791570.0,849.0947,0,0,33.0,4.0,0.0,2.0,1,0,60875.59,0
8336.556,15670703.0,525.24536,0,2,33.0,4.0,0.0,1.0,0,1,48248.496,0
