date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
1267885.1,3.0,3.5,4705.076,16132.066,2.0,0,0,3,10,3085.7559,1431.3325,1998.0,0.0,98005,47.548283,-122.15451,3949.4387,12579.059
488958.56,3.0,1.5,1722.2292,5000.0,1.0,0,0,4,7,1100.0,886.6649,1946.9539,0.0,98116,47.61054,-122.377,1427.4049,5999.5713
440000.0,3.0,1.0,1360.0,4358.6797,2.0,0,0,4,7,1372.3837,0.0,1925.4434,0.0,98144,47.683712,-122.321785,1700.0,4500.0
872816.1,4.0,2.5,2442.7131,7200.0,2.0,0,0,3,8,2455.0884,0.0,1977.0,0.0,98106,47.625755,-122.183,2300.0,7200.0
275356.1,2.0,1.0,826.16675,10772.519,1.0,0,0,3,6,800.0,0.0,1947.0,0.0,98105,47.38288,-122.23158,1039.3353,8484.138
650619.06,4.0,2.25,2109.3093,8400.0,1.0,0,0,4,8,1348.7738,800.0,1964.0,0.0,98004,47.61187,-122.158,2640.0,9435.145
946222.8,3.0,2.25,2760.0,8400.016,2.0,0,0,4,9,2689.2195,0.0,1992.0,0.0,98072,47.611748,-122.14772,2977.8965,10127.779
218221.39,3.0,1.5,1480.0,7961.4844,1.0,0,0,5,7,1460.0,0.0,1968.0,0.0,98038,47.317955,-121.99709,1340.0,8123.2627
849497.44,4.0,3.5,4615.4253,13578.255,2.0,0,2,3,10,4296.7114,0.0,2006.0,0.0,98027,47.44845,-122.024315,3012.8564,13183.816
550000.0,5.0,2.0,1840.0,3660.5945,1.0,0,0,3,7,1590.0,400.0,1926.0,0.0,98122,47.636295,-122.31248,1740.0,4291.544
245000.0,5.0,2.0,1840.0,9533.876,2.0,0,0,4,7,1918.8922,0.0,1965.0,0.0,98031,47.435364,-122.171875,1900.37,10277.016
240000.0,3.0,1.75,1200.0,9000.0,1.0,0,0,5,7,1130.0,0.0,1960.0,0.0,98031,47.383514,-122.18377,1340.0,11829.761
736187.7,4.0,2.5,3032.28,10196.055,2.0,0,0,4,8,2899.927,0.0,1983.0,0.0,98072,47.738262,-122.11623,1864.8855,8596.159
544736.56,4.0,2.25,2677.8186,5232.2466,2.0,0,0,3,8,2686.1177,0.0,1996.0,0.0,98119,47.58693,-122.17203,2575.162,5071.57
553305.5,3.0,2.5,1900.0,7210.7017,2.0,0,0,3,8,1843.9912,0.0,1993.0,0.0,98040,47.683464,-122.288,1616.407,8670.423
1367491.8,4.0,3.75,5013.3174,17283.693,2.0,0,4,3,10,3065.6914,2049.5986,1991.0,0.0,98006,47.557365,-122.166,5662.015,29992.498
517571.84,3.0,2.5,2769.1318,5752.792,2.0,0,0,3,9,2739.07,0.0,2009.0,0.0,98007,47.365906,-122.149895,2390.0,5623.7935
490000.0,3.0,2.0,1530.0,4475.619,1.0,0,0,3,7,1020.0,600.0,1920.0,0.0,98144,47.66433,-122.35932,1500.0,4901.797
613676.44,4.0,2.5,3850.7778,23849.809,1.0,0,0,4,8,2619.0566,1315.642,1969.0,0.0,98107,47.7399,-122.13426,2821.7493,36342.54
654647.94,4.0,2.5,2559.5273,5673.53,2.0,0,0,3,8,2446.9524,0.0,2013.0,0.0,98074,47.60337,-122.02349,2828.7383,6000.0
