Age,Experience,Income,Family,CCAvg,Education,Mortgage,SecuritiesAccount,CDAccount,Online,CreditCard
55.289967,31.0,74.0,2.0,5.9843383,0,184.16122,1,0,0,1
29.386415,4.0,130.50514,2.0,3.375084,0,0.0,1,0,0,1
45.0,20.0,82.900635,2.0,2.7904997,0,0.0,1,0,0,1
38.0,13.0,81.0,2.0,2.6257064,0,0.0,2,0,0,0
43.0,20.0,217.14813,2.0,4.3480396,0,279.0978,1,0,0,1
30.73475,5.0,84.390686,4.0,4.169977,0,153.63333,1,0,0,1
31.0,7.0,30.911604,1.0,0.8,0,0.0,1,0,0,0
61.0,35.0,24.0,3.0,0.7,0,0.0,1,1,0,1
23.585897,-2.853831,84.0,3.0,2.0259194,0,0.0,3,0,0,1
44.0,18.0,63.722694,4.0,0.8,0,0.0,3,0,0,1
51.0,26.0,41.22014,4.0,1.5026526,0,148.82404,2,0,0,1
27.0,3.0,109.86087,3.0,5.0167165,1,0.0,2,0,0,0
58.0,33.0,12.591248,1.0,0.84106123,0,0.0,2,0,0,1
54.388775,28.0,83.66092,1.0,2.0,0,217.75334,2,0,0,1
53.0,28.0,129.02904,1.0,0.0,0,412.9986,3,0,0,0
64.00675,38.554752,142.50764,1.0,6.4044127,0,343.76624,1,0,0,0
62.0,38.0,62.0,4.0,2.0076106,0,0.0,2,0,0,1
50.0,22.0,79.52235,4.0,0.8,0,224.58847,2,0,0,1
53.0,25.0,64.0,2.0,2.8953152,0,0.0,3,0,0,0
45.0,20.985144,149.38873,2.0,2.804467,0,313.0066,1,0,1,0
48.550686,23.0,140.96149,1.0,0.3,0,220.3752,1,0,0,0
30.0,2.0,44.485046,4.0,2.4,0,0.0,3,0,0,0
31.0,3.4485793,72.11921,4.0,2.0,0,0.0,3,0,0,1
63.51463,38.470886,25.939459,3.0,0.68570787,0,0.0,3,0,0,1
57.486202,33.0,8.335186,2.0,0.7999679,0,0.0,2,1,1,1
61.792492,36.0,40.959335,2.0,1.4286058,0,0.0,1,0,0,0
31.280577,6.6772423,98.74937,3.0,2.6,0,116.998764,1,1,0,1
63.0,38.182373,38.0,4.0,1.0,0,166.65176,2,0,1,1
38.181232,12.980103,60.0,1.0,1.0,0,0.0,3,0,0,0
54.0,26.675907,40.0,3.0,2.0,0,191.05098,3,0,0,1
50.912113,26.060616,54.55023,1.0,0.1776174,0,0.0,1,0,0,0
33.953377,8.0,120.39044,1.0,3.5864832,0,0.0,1,0,0,1
29.0,3.6374764,22.0,3.0,0.36251166,0,154.83018,3,0,0,0
56.8524,33.0,142.2732,4.0,1.0,1,0.0,3,0,0,1
43.0,17.47253,33.0,4.0,1.775467,0,0.0,3,0,0,1
62.0,37.0,44.0,3.0,1.7,0,0.0,2,0,0,1
29.0,2.4404309,50.669724,4.0,2.2927084,0,124.420746,2,0,0,0
65.752365,40.45232,59.0,3.0,1.4,0,104.01859,3,1,0,1
58.0,34.0,23.9918,1.0,1.0,0,0.0,1,0,0,1
38.295074,13.7619095,11.00687,1.0,0.7,0,0.0,1,0,0,0
