GLCM_pan,Mean_Green,Mean_Red,Mean_NIR,SD_pan,class
144.7297,185.33965,79.13107,395.65463,16.721096,0
140.56181,243.2336,134.08391,419.29694,23.899178,0
121.22171,237.40475,114.3228,730.8114,13.819601,0
145.15637,240.42805,113.4389,648.52893,22.524733,0
104.81048,225.03635,109.74303,610.5421,13.831992,0
128.80368,230.42514,107.35356,637.8994,14.801555,0
123.73242,206.99406,93.019844,322.7393,28.043247,0
121.50755,225.74806,107.443535,560.69293,21.193842,0
131.8729,190.09367,79.80464,198.11955,11.893353,0
179.656,251.87523,124.347404,463.1377,18.789303,0
119.86938,216.7159,98.29345,193.43077,9.947793,0
108.48643,246.1284,116.86174,779.49896,12.705307,0
129.20824,195.61089,80.46877,329.41318,23.162178,0
136.73082,204.44405,96.20113,384.16315,17.834354,0
135.76385,259.09332,142.79187,460.53394,36.386192,0
134.02386,214.76312,94.245,620.295,30.575323,0
128.87167,189.41405,85.48054,474.44064,42.13131,0
133.31274,222.5223,117.93992,521.4218,19.343515,1
118.893196,217.94028,99.69515,582.66406,35.00953,0
138.67543,250.56804,117.57981,751.35284,19.571972,0
129.22385,176.77896,79.33161,290.67987,24.436602,0
130.69049,245.11118,146.1696,323.2325,30.103035,0
133.54227,198.9033,88.60684,398.8785,22.56869,0
138.79953,210.88625,95.119545,602.1823,25.098005,0
109.81214,243.54701,120.03966,480.02496,30.451403,0
133.99046,221.92577,100.5147,619.792,37.07663,0
138.08301,187.22311,87.81652,402.8427,28.545135,0
137.65915,235.07759,114.8809,337.1901,36.602863,0
129.55905,190.68768,83.254295,295.99985,18.596767,0
129.42441,201.72163,123.59186,378.11362,16.732136,1
113.04973,208.84613,91.48277,602.097,27.16821,0
124.34734,245.07776,114.92945,791.74316,28.794413,0
119.393364,206.69453,93.90118,677.8182,27.512506,0
141.5335,215.6388,96.402405,610.45264,28.325428,0
105.325745,236.49788,117.64601,451.53748,14.105389,0
129.15161,250.59296,144.23257,441.9667,29.267027,0
114.51679,213.54855,93.22538,531.9958,29.696619,0
149.29517,260.76648,117.00155,905.14246,21.257912,0
107.43412,227.32368,104.44457,711.9663,28.628601,0
124.69972,214.95961,97.58588,625.6919,19.484322,0
124.599724,189.77434,100.05452,317.91306,16.263092,1
103.73918,289.2353,161.22273,432.06683,39.207367,0
117.14278,310.29318,179.78716,246.39406,9.171428,0
126.505844,224.14943,113.02868,525.2804,27.998493,0
116.96238,195.52295,84.06587,432.18204,20.589127,0
109.07221,225.54807,97.50731,687.85693,15.910159,0
135.92122,195.28638,81.55597,363.57965,21.40388,0
127.934944,252.03008,126.38223,649.0867,28.94636,0
130.77905,252.93372,152.93117,272.25766,27.689924,0
129.9586,224.02051,99.89716,450.014,20.947435,0
129.24358,311.58752,191.2855,686.1397,26.5691,0
136.91609,228.70163,113.38145,484.11853,16.994884,0
99.586296,222.42421,112.7022,577.5742,19.659334,0
119.08367,200.84805,87.75968,420.5645,33.890556,0
121.60721,220.54831,97.53486,631.4838,23.025366,0
128.58813,229.21709,109.8578,710.6674,21.344995,0
127.35377,231.63904,120.8919,310.4057,13.37396,0
136.1194,212.45284,121.20154,413.78488,23.167303,1
113.538445,185.13336,78.45739,319.81323,26.54195,0
114.71195,459.03613,302.2854,603.9201,149.82645,0
108.331375,180.1975,66.15357,275.72128,15.595007,0
127.93257,228.20412,97.12539,602.5931,36.971405,0
127.09352,178.22075,74.59734,274.9346,12.850429,0
132.01418,223.11702,110.2348,455.7908,28.200241,0
131.54414,257.68777,133.7647,790.60095,30.167198,0
146.67766,234.91472,107.7177,570.4862,25.652172,0
137.44536,213.93912,93.87546,595.56177,30.569143,0
109.66556,204.04918,88.31238,635.4304,29.564045,0
149.66034,178.27322,84.13466,105.86576,0.09624943,0
140.55144,210.565,100.20102,427.61328,18.69143,0
137.17897,196.41881,90.43881,435.54208,36.284534,0
134.37325,339.60675,239.5468,690.6497,27.755953,0
110.38218,200.9892,92.40699,593.3291,16.717419,0
144.41484,272.8906,124.89571,603.5928,6.708602,0
125.98151,238.55841,112.67123,640.347,30.695108,0
148.92029,215.77774,95.15824,541.4242,24.47905,0
127.99029,190.36502,100.25465,394.07495,8.736802,1
99.01537,212.39102,93.427536,513.2047,23.392015,0
134.2359,228.9961,106.97568,441.64136,21.288994,0
145.88481,458.4775,210.52791,312.6851,7.543097,0
128.1113,228.00722,103.29849,675.8036,33.284454,0
103.5216,214.61298,95.47533,705.9203,15.854377,0
139.78386,227.47493,115.18993,422.30127,19.030005,0
132.82936,251.83527,117.091225,742.7805,40.59866,0
117.022,266.80466,162.5337,397.29306,39.234974,0
111.949844,225.20532,111.3979,512.96906,38.19779,0
147.16026,237.68056,109.676186,781.3841,29.389105,0
137.18747,182.68022,95.65752,348.29678,14.2303915,1
124.97175,234.39316,107.821655,751.35675,12.289291,0
112.45096,198.50772,88.00171,588.0164,28.676872,0
126.21945,241.48773,139.75833,395.21393,14.98444,0
128.5566,192.35178,84.4088,255.19388,14.813677,0
109.26296,219.08119,93.29445,605.3412,28.13368,0
126.79306,194.27457,82.72534,316.52402,28.960213,0
121.44896,200.19626,94.22625,326.9194,26.635132,0
114.447044,765.1565,661.0131,736.19965,40.973545,0
118.47183,180.25185,84.11977,366.22162,24.152227,0
128.19339,206.23288,97.84366,322.16165,35.830956,0
142.40344,231.68431,107.21954,820.68634,29.03872,0
134.94884,222.5853,109.504944,531.93066,30.091635,0
120.02898,225.79535,106.09151,620.4611,40.75231,0
120.653656,213.56259,96.279,596.2693,23.122486,0
118.74292,199.17221,85.20087,399.31854,122.116455,0
125.82235,235.96112,107.02663,608.58844,21.863403,0
146.25768,237.5597,107.09116,855.98517,31.264025,0
120.86024,229.69945,105.79277,611.8192,20.105604,0
150.0374,246.77594,111.92993,730.0544,24.23989,0
117.85148,469.1652,553.61224,775.8597,34.093464,0
139.78511,192.37747,75.866455,485.60193,18.636063,0
113.71507,219.49663,101.47898,584.7587,21.34141,0
140.61618,220.4633,108.53827,447.4637,21.660414,0
117.977554,239.91634,109.66423,736.9244,47.92354,0
140.53043,279.49124,150.61751,546.044,31.43814,0
106.59049,212.21413,88.83392,455.74072,19.52319,0
103.576294,190.61086,86.155,456.3578,17.355846,0
147.97325,222.44954,99.458664,743.8218,37.36832,0
119.42982,235.94147,127.53857,426.176,19.876646,0
124.821144,202.9005,95.17859,127.02827,6.923264,0
137.5977,218.02559,105.98478,582.1061,49.80762,0
122.02211,186.56194,76.64343,398.93488,13.8254795,0
126.4828,281.7022,143.09085,721.792,24.936983,0
137.72307,204.1801,90.52319,613.534,36.227116,0
126.306076,236.97194,104.279045,549.81525,28.757034,0
124.58966,212.02652,93.14328,673.4257,33.671,0
129.9404,204.99744,89.1125,406.4377,33.742767,0
116.47303,207.0131,96.65968,622.8727,33.890682,0
6.0237446,391.44016,323.1378,446.1517,15.875777,0
133.61191,248.14975,118.61671,656.74585,15.577434,0
140.96512,242.21512,119.34308,479.15198,20.62168,0
132.68906,187.12048,80.510765,252.64532,19.473217,0
132.56532,242.50247,113.008064,557.7022,21.76307,0
126.802826,205.46681,90.26585,373.24265,17.18578,0
146.42009,224.4544,95.906235,528.9808,15.551082,0
116.4996,226.07465,98.93161,589.8808,23.452253,0
139.24283,204.13654,122.46874,457.60135,24.369131,1
118.43237,226.63556,99.792046,696.032,23.272285,0
126.223236,250.69508,121.017746,708.84906,23.033493,0
149.93202,227.34692,94.65973,572.1915,9.943527,0
116.096405,293.1398,186.04466,437.39105,20.173681,0
136.78427,184.90878,80.766685,316.39957,23.127953,0
115.576096,214.1719,97.75291,651.6915,27.11825,0
130.52264,180.16628,77.187614,126.97295,12.693082,0
126.61339,371.20914,218.15585,763.4865,142.30907,0
113.06148,212.0205,97.63431,396.1375,16.445026,0
134.86035,195.08037,88.66554,550.78656,25.726082,0
132.98761,233.73466,107.09881,747.6914,23.345768,0
133.75323,201.66106,89.23307,350.762,22.305902,0
123.96681,236.3531,119.539116,245.11688,25.320072,0
131.26735,211.49527,89.274864,392.16733,30.991446,0
131.12804,224.11389,106.83148,611.8923,30.412441,0
131.58316,208.35269,94.64805,386.39044,34.82522,0
117.31163,210.30307,86.961655,528.455,29.399231,0
136.0746,229.01433,135.23795,240.61081,17.200455,0
127.5426,209.89362,91.148445,547.2234,16.948185,0
110.249626,184.19376,81.39908,263.81424,19.632235,0
174.11076,229.55103,132.21594,287.33066,12.602711,0
132.3668,207.61119,94.15143,477.417,21.565664,0
134.49974,235.35406,111.69692,707.7143,31.918812,0
133.86932,230.11794,107.49702,592.9328,17.523142,0
126.84662,239.76228,148.674,600.93884,22.92919,1
132.63725,207.27664,93.44581,453.0919,23.460178,0
128.15895,223.13275,104.44746,563.51843,28.93182,0
115.89158,267.51138,149.17424,614.07764,31.816216,0
97.27899,227.90276,100.47689,641.7904,13.789232,0
100.92763,220.75853,101.53396,774.21594,20.091745,0
129.73122,278.3628,185.92862,262.6673,24.757385,0
135.03421,809.99677,659.6817,605.8638,98.893105,0
