index,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left
5227.0,2,1048,2,5,0,1,4,1,11.58,37.0
5619.0,1,1505,5,4,0,4,2,1,18.553774,20.0
3999.1255,2,152,2,0,0,4,0,1,13.874439,26.943619
7950.0,5,1464,2,2,1,4,1,1,16.944252,35.0
5286.6826,5,1554,2,2,0,5,3,1,24.83,49.0
4209.0,3,52,2,4,0,0,1,1,7.5,31.0
5761.0,2,1283,2,1,0,4,4,1,4.83,8.0
2992.3542,1,724,5,0,0,2,2,1,2.83,31.0
7221.0,1,791,2,2,0,0,0,1,20.688972,9.0
7516.6636,5,1198,2,1,1,2,1,1,12.83,46.0
5505.1846,5,1541,2,4,0,1,3,1,18.224548,48.0
4028.4807,2,976,2,2,0,3,1,1,8.83,18.0
4798.5396,2,1038,2,0,2,2,5,1,2.25,13.0
4988.6665,3,141,2,0,0,2,4,1,6.75,25.0
4432.22,3,123,2,0,0,5,3,1,6.92,39.314167
6273.983,3,1516,2,4,0,5,1,1,9.087356,39.0
12150.0,1,715,2,4,0,0,0,1,20.615051,12.634409
7240.9824,3,32,2,2,2,5,1,1,2.75,3.0
13108.623,0,1211,2,2,0,4,5,1,21.87452,1.0
5512.7153,5,1554,2,2,0,5,3,1,23.83,35.0
5943.0,5,438,2,5,0,5,5,1,15.92,43.0
5957.838,2,1007,2,2,0,1,4,1,12.33,12.0
7173.151,1,74,2,0,1,2,4,1,27.92,27.0
5870.958,5,1468,2,2,0,1,3,1,13.113729,30.0
6371.273,5,1484,2,1,2,4,3,1,2.17,14.0
8126.729,3,113,2,4,0,2,0,1,7.42,14.0
5954.0,5,1559,2,4,0,2,4,1,9.5,41.0
4230.0,5,1530,2,0,0,2,5,1,8.17,20.0
17731.166,1,850,5,5,0,4,2,1,12.65809,1.0
11172.914,1,1478,5,5,0,3,2,1,7.25,21.0
6827.6123,0,1137,2,2,0,0,1,1,20.081717,4.799638
5136.7344,5,974,5,1,0,0,2,1,8.007503,24.0
4325.973,2,200,2,0,0,5,1,1,6.58,39.0
6387.2227,1,863,2,4,0,0,0,1,4.7170515,22.0
13727.264,1,139,5,0,0,2,2,1,12.5,2.0
4501.0,2,1019,2,2,0,1,1,1,11.67,38.0
4501.0,1,1005,2,4,0,2,4,1,6.33,45.0
4209.0,1,1476,2,0,0,1,3,1,19.92386,33.0
5400.8345,5,1462,2,5,0,4,1,1,13.83,20.0
6578.0,5,1551,2,1,0,5,4,1,12.382678,38.0
5953.6826,5,1210,2,0,0,5,3,1,7.33,43.0
3001.0,5,1549,2,4,2,4,5,1,2.67,38.0
2410.0,3,1069,2,1,2,1,5,1,2.25,38.0
5022.4883,5,1389,2,0,2,2,0,1,2.33,13.0
5761.0,1,735,2,4,0,2,4,1,6.25,44.0
5719.213,5,1442,2,0,2,0,0,1,2.5693924,11.0
2410.0,3,1091,5,0,2,0,2,1,2.08,28.0
2476.0,3,1429,2,0,2,2,1,1,5.67,24.0
5942.0,5,1538,2,2,0,1,3,1,15.0,41.0
10025.743,1,170,2,0,0,5,3,1,7.67,6.0
4230.0,5,1536,2,0,0,5,0,1,6.41963,47.0
5227.0,5,458,2,4,2,2,5,1,2.17,22.0
3453.1384,0,1200,2,4,0,2,1,1,6.0,17.0
5955.0,0,1137,2,4,1,3,4,1,15.5,5.0
5772.0,5,1536,2,0,0,1,3,1,16.37766,46.0
9945.0,0,1434,5,1,0,2,2,1,14.482397,6.0
3968.9077,1,1552,2,4,0,4,3,1,23.777628,44.0
7419.8447,4,214,2,1,0,0,1,1,7.83,4.0
5087.0,1,857,2,1,0,5,5,1,15.92,30.0
15338.174,5,389,2,4,0,5,5,1,11.42,5.0
2339.0,0,941,2,1,0,0,5,1,9.274863,48.0
4979.0,1,268,2,1,0,4,5,1,3.2349586,28.0
11625.682,5,1472,2,2,0,4,5,1,22.257774,4.0
4896.0,2,1015,2,4,0,5,1,1,10.67,27.0
3855.0,2,42,2,2,0,3,0,1,7.33,24.0
5601.1025,5,1464,2,2,0,4,3,1,14.21065,49.0
4499.0,5,1431,2,2,0,5,5,1,7.08,21.0
4415.4297,1,798,2,0,0,0,4,1,24.100496,22.0
7953.572,5,1554,2,2,0,4,1,1,15.17,12.0
5087.0,5,1431,2,1,0,5,3,1,14.08,44.0
5702.428,5,1460,2,4,0,4,3,1,24.1385,25.0
9840.0,5,1470,2,4,0,1,3,1,23.92,6.0
5942.0,1,871,2,4,0,5,4,1,12.578081,25.0
4788.7646,5,1536,2,0,0,5,0,1,6.25,19.0
12150.0,1,713,2,1,0,4,4,1,26.639103,1.0
3552.4316,0,1218,2,0,1,5,0,1,8.83,29.0
4318.8193,5,1448,2,0,0,5,0,1,6.33,30.0
4979.0,3,788,5,4,0,2,2,1,5.42,21.0
9752.4795,5,1502,5,0,0,2,2,1,4.92,9.0
5943.0,5,1559,2,4,0,2,3,1,12.42,41.0
11520.0,4,1420,2,4,0,0,1,1,24.625675,5.0
8192.59,3,113,2,4,0,5,4,1,9.25,35.0
2700.0,3,262,2,2,2,5,5,1,2.17,42.0
3599.6511,2,1100,2,0,0,3,1,1,8.42,43.0
7575.0,5,1474,2,0,1,4,1,1,20.774448,26.0
1998.0,0,1137,2,2,0,4,1,1,12.070815,17.0
5549.544,5,1539,2,1,0,2,1,1,12.75,37.27247
5942.0,1,748,2,4,0,1,0,1,15.75,25.0
6198.5986,5,1533,2,4,0,2,4,1,9.494959,42.0
3999.0,4,960,5,4,0,5,2,1,11.75,22.0
11310.0,1,873,2,2,1,2,0,1,24.876019,7.0
5276.0,2,1085,2,2,0,5,0,1,6.5,19.0
3100.019,0,715,2,0,0,3,0,1,9.605641,21.0
6296.0,2,1089,2,0,0,5,4,1,7.83,43.0
2994.7314,1,772,2,4,0,4,1,1,25.08,22.0
2410.0,3,254,5,1,2,1,2,1,2.08,29.0
7072.7617,5,1507,2,4,1,4,0,1,17.831856,36.0
6825.296,5,839,2,5,0,5,5,1,24.08,45.0
5506.9766,1,812,2,1,0,5,4,1,14.679561,43.0
4488.639,3,93,2,5,2,3,0,1,2.92,28.0
7473.2783,5,1491,2,2,0,2,4,1,24.83,21.0
3330.0,3,950,2,5,0,1,3,1,9.17,49.0
11411.389,1,764,2,4,0,4,4,1,21.433668,3.0
11520.0,5,1543,2,0,0,1,3,1,18.33,11.0
2339.0,0,1198,5,4,0,2,2,1,9.33,22.0
6363.534,1,1476,2,4,1,1,1,1,17.570889,33.0
2050.0,0,1541,5,0,0,2,2,1,7.709076,17.0
6270.5415,0,1137,2,4,1,2,4,1,8.25,22.58834
20861.633,1,721,2,1,0,0,5,1,8.42,1.0
5955.0,5,1549,2,4,0,5,3,1,12.42,26.0
9840.0,1,19,5,1,0,4,2,1,5.42,4.0
2339.0,0,1208,2,1,0,5,3,1,12.844928,49.0
12076.735,3,1035,2,1,0,2,0,1,10.0,4.0
2098.0,0,1198,5,4,0,2,2,1,12.08,37.0
5761.0,5,715,2,1,0,0,3,1,6.412261,18.0
4209.4487,1,766,2,2,0,5,4,1,6.08,24.0
5225.831,5,791,2,2,0,5,5,1,14.08,34.0
3754.0,0,1198,5,4,0,0,2,1,8.42,21.0
18788.33,3,604,2,0,0,2,0,1,5.58,2.0
9840.0,5,69,2,0,0,5,0,1,10.83,8.0
4318.8477,5,1536,2,0,0,5,0,1,8.43607,17.0
11408.248,1,818,2,1,0,4,1,1,28.345367,13.0
4865.591,1,929,2,5,0,5,3,1,12.42,36.0
4979.0,5,1521,5,4,0,0,2,1,12.5,33.0
2339.0,2,1091,5,0,2,2,2,1,2.08,22.0
4728.109,5,1539,2,1,0,2,0,1,11.42,47.0
4896.0,1,727,2,0,2,5,1,1,3.75,14.0
11304.295,5,1431,2,2,0,5,5,1,7.0,10.0
4183.975,1,713,2,1,0,4,4,1,26.483465,39.0
5049.2373,2,906,2,4,0,0,4,1,5.317194,48.0
4427.0,5,1538,2,2,0,2,0,1,24.889725,44.0
3324.0,3,1537,2,1,0,4,5,1,5.75,18.0
5152.6514,5,1549,2,4,0,2,0,1,10.0,34.0
5939.0,5,1546,2,2,0,4,3,1,16.34221,34.0
4909.0,3,1282,2,4,2,4,4,1,2.25,36.0
6060.0,1,772,2,4,2,0,3,1,2.17,12.0
3996.0,2,1015,2,4,0,2,0,1,6.42,38.0
4463.745,1,772,2,1,0,5,3,1,14.83,30.0
5772.0,1,791,2,2,0,5,4,1,6.92,43.0
6840.0,1,1026,5,1,0,4,2,1,3.75,7.0
4331.6665,3,79,2,1,0,0,3,1,6.67,18.0
6651.121,1,800,5,4,0,4,2,1,20.17,21.0
16435.637,1,922,5,0,0,2,2,1,26.52284,7.0
2403.9414,3,117,2,2,0,5,4,1,4.67,43.0
6587.408,0,1495,2,2,0,4,0,1,14.83,11.0
12138.0,5,1439,2,0,0,5,1,1,8.716105,11.0
8906.859,2,1014,2,0,0,5,4,1,9.33,1.3293285
4496.0,3,113,2,4,0,2,0,1,8.0,38.0
