date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
425000.0,3.0,1.0,1360.0,10095.661,1.0,0,2,3,7,1300.0,0.0,1949.0,0.0,98028,47.762802,-122.225426,1890.0,12955.678
274688.28,3.0,1.75,1810.0,9600.0,1.0,0,0,4,7,1800.0,0.0,1966.2444,0.0,98030,47.37888,-122.194,2164.8455,9034.544
648278.3,4.0,2.75,3367.6223,6000.0,1.0,0,1,4,8,2052.7324,1300.0,1969.0,0.0,98065,47.483715,-122.13746,2960.1907,7218.4043
941381.6,3.0,1.75,3259.7883,9138.829,1.0,0,2,3,8,2046.1718,1110.0,1952.0,0.0,98166,47.550903,-122.355804,2035.8829,7500.0
1701325.6,3.0,3.2964537,4155.585,7371.8545,1.0,0,0,3,9,2069.513,1885.4503,1974.0,2014.0,98103,47.60283,-122.293,2060.0,7800.0
670334.25,3.0,2.0,2284.5461,12743.717,1.0,0,0,3,9,2275.1785,0.0,1998.0,0.0,98042,47.645233,-122.02662,1940.0,12037.386
366281.0,4.0,2.0,1830.0,9548.196,1.0,0,0,3,7,1870.0,0.0,1959.0,0.0,98155,47.76198,-122.295,1887.8607,9041.278
410673.9,4.0,2.0,1722.1777,10195.552,2.0,0,0,3,7,1682.3539,0.0,1975.0,0.0,98168,47.719032,-122.248505,1853.6252,8868.421
210492.36,3.0,2.0,1320.8516,7130.704,1.0,0,0,4,7,1340.0,0.0,1967.7206,0.0,98039,47.362473,-122.24273,1510.0,7713.6626
299969.12,4.0,1.5,1882.5916,9600.0,1.0,0,0,3,7,1020.0,915.0508,1967.0,0.0,98006,47.502377,-122.171,1800.0,8865.745
400883.16,3.0,2.5,2020.0,8000.0,2.0,0,0,4,8,2155.9475,0.0,1979.0,0.0,98006,47.454056,-122.144,1830.0,7746.5815
650000.0,4.8712583,2.75,2460.0,5491.9116,2.0,0,0,5,9,2599.8809,0.0,1939.0,0.0,98168,47.645138,-122.215,1820.0,7200.0
719124.1,3.0,3.0,3310.8774,5000.0,2.0,0,0,3,10,3297.0203,0.0,2006.0,0.0,98065,47.539948,-122.01256,2510.0,4800.0
275959.25,4.0,2.5,2622.5166,6408.449,1.0,0,0,3,7,1400.0,1112.5618,1990.0,0.0,98168,47.533684,-122.299,1790.0,7200.0
435000.0,4.0,2.25,1970.0,9600.0,2.0,0,0,4,8,1961.378,0.0,1979.0,0.0,98033,47.597515,-122.162,1989.488,10815.066
257331.73,3.0,2.0,1990.0,13091.464,1.0,0,0,4,7,910.0,1071.7297,1973.0,0.0,98198,47.36055,-122.229,1813.4269,10012.326
260119.98,1.0,2.5,2390.0,21513.125,1.0,0,0,4,7,1410.0,990.0,1962.0,0.0,98028,47.491688,-122.200165,3237.8757,12736.862
825330.06,4.0,2.25,3803.269,9600.674,1.0,0,0,4,9,2006.258,1749.0621,1975.0,0.0,98040,47.552097,-122.229,2690.0,11432.388
397966.34,4.0,2.5,1900.0,3199.8967,2.0,0,0,3,7,1890.0,0.0,2005.548,0.0,98074,47.544598,-122.033775,2160.0,4241.924
264952.12,3.0,1.75,1480.0,8334.88,1.0,0,0,3,8,1430.0,0.0,1977.0,0.0,98006,47.38515,-122.166,1860.0,6698.0776
799998.3,4.0,2.5,3446.001,10388.25,1.0,0,0,4,9,1963.8318,1513.1417,1991.0,0.0,98056,47.6005,-122.123375,2620.0,10458.653
623582.8,3.0,2.5,3490.8945,209697.4,2.0,0,3,3,9,3476.3438,0.0,1999.0,0.0,98065,47.536354,-121.7872,2760.0,16788.492
696356.4,3.0,3.0935934,2460.6904,8629.625,2.0,0,0,3,9,2499.6567,0.0,2008.0,0.0,98029,47.55147,-121.998215,2150.0,5638.5234
214464.89,3.0,1.75,1940.0,6551.097,1.0,0,0,4,7,1180.0,870.0,1974.7793,0.0,98007,47.453663,-122.15769,2180.0,7731.889
765000.0,4.0,2.5,2564.997,23035.463,2.0,0,0,3,8,2484.3118,0.0,1995.2612,0.0,98034,47.682358,-122.194,2822.7822,43139.266
859551.94,4.0,2.25,3368.222,14513.275,1.0,0,0,3,8,2406.6697,1067.323,1979.0,0.0,98053,47.657516,-122.03698,2592.2002,34088.125
540709.56,4.0,2.5,1734.9769,2745.1711,2.0,0,0,3,6,1742.752,0.0,2008.0,0.0,98033,47.713608,-122.189316,1620.0,4237.4233
856036.3,4.0,2.25,3505.5405,5788.66,2.0,0,2,5,9,2040.0,1585.5892,1990.0,0.0,98115,47.68489,-122.269,2510.0,5292.891
320000.0,2.0,1.5,1740.0,8578.377,1.0,0,0,4,7,817.3933,1110.0,1967.0,0.0,98070,47.50544,-122.398224,1550.0,10738.391
445000.0,2.0,1.75,1070.0,5000.0,1.0,0,0,4,6,1060.0,0.0,1925.0007,0.0,98055,47.595425,-122.35685,1430.0,7430.6494
350000.0,3.0,1.0,1310.0,19373.203,1.0,0,0,4,6,1260.0,0.0,1968.0,0.0,98058,47.504288,-122.005,1660.0,42972.945
436741.94,4.0,2.5,2869.279,3919.2615,2.0,0,0,3,7,1998.0863,1000.0,1980.8308,0.0,98118,47.600178,-122.21933,2330.0,4824.6597
459703.28,3.0,2.0,2604.6626,6109.3047,1.0,0,0,3,8,1680.0,920.0,1987.0,0.0,98118,47.44958,-122.305115,1640.0,6122.741
197611.52,4.0,1.0,1470.0,11326.595,1.0,0,0,4,7,1400.0,0.0,1969.0,0.0,98042,47.367138,-122.06432,1300.6627,11250.0
322590.1,4.0,2.5,1960.0,7200.0,2.0,0,0,3,7,1870.0,0.0,1990.0,0.0,98106,47.51218,-122.18057,2200.0,7247.747
559382.56,4.0,2.0,2190.0,4800.0,1.0,0,0,3,8,1530.0,866.1154,1921.0,0.0,98038,47.6947,-122.357,1662.5253,4408.13
718082.8,2.0,3.25,2310.0,2526.9348,3.0,0,0,3,10,2246.5962,0.0,2004.0,0.0,98136,47.543465,-122.378,1820.0,2913.6755
325000.0,3.0,2.5,1680.0,4198.526,2.0,0,0,3,7,1620.0,0.0,2008.0,0.0,98038,47.362858,-122.021385,1910.0,4200.0
423285.06,3.0,3.25,1695.0751,4624.44,1.0,0,0,3,7,1620.0547,0.0,2005.0,0.0,98019,47.732365,-122.01629,1560.0,4267.7065
698611.7,4.0,2.5,2250.0,7722.2983,1.0,0,1,3,8,1460.0,932.8745,1969.0,0.0,98040,47.69501,-122.223175,2440.0,7802.174
299976.38,3.0,2.5,1770.0,1410.9377,2.0,0,0,3,7,1750.0,0.0,2000.0,0.0,98198,47.4786,-122.173,1716.2352,1980.9465
700000.0,3.0,2.0,1990.0,7493.111,1.0,0,2,3,9,2040.0,0.0,1967.0,0.0,98033,47.643536,-122.20774,2209.704,7802.6914
285000.0,3.0,1.75,1319.7972,8082.9453,1.0,0,0,3,7,1290.0,0.0,1969.0,0.0,98014,47.5819,-122.177185,1580.0,8250.401
450000.0,3.0,1.75,3723.8694,84588.18,2.0,0,0,5,8,3685.7358,0.0,1975.0,0.0,98019,47.33256,-122.226295,1719.3534,39456.445
238792.08,3.0,1.0,1220.0,7803.8257,1.0,0,0,3,6,1210.0,0.0,1968.0,0.0,98119,47.526436,-122.128,1261.6764,7500.0
467495.66,2.0,1.0,1180.0,4372.822,1.0,0,0,4,7,1130.0,0.0,1952.9851,0.0,98053,47.5884,-122.27559,1680.0,5284.88
550000.0,5.0,2.5,2180.0,14700.737,1.0,0,0,3,8,2154.4897,0.0,1977.0,0.0,98155,47.76801,-122.338,2080.0,14116.802
484994.84,3.0,1.0,970.0,3612.0957,1.0,0,0,5,7,967.507,0.0,1947.0,0.0,98103,47.617172,-122.30612,1410.0,5871.829
314959.44,3.0,2.0,1680.0,8544.713,1.0,0,0,3,7,1130.0,570.0,1979.7195,0.0,98126,47.367733,-122.289,1780.0,9198.051
623389.4,3.0,3.25,2078.0022,1201.5773,2.0,0,0,3,8,1717.5157,460.0,2012.7819,0.0,98103,47.664635,-122.32083,1510.9149,1170.0011
537200.25,4.0,2.25,2390.0,10746.075,2.0,0,0,4,8,2350.0,0.0,1989.0,0.0,98065,47.66941,-122.13663,2220.0,9025.694
1164789.8,3.0,2.0,3223.0735,7197.131,2.0,0,2,3,8,2003.3684,1235.5017,1922.0,0.0,98119,47.638115,-122.23581,2516.0366,6264.321
500893.8,2.0,2.0,1870.0,7564.4873,1.0,0,0,3,7,1820.0,0.0,1953.0,0.0,98042,47.706844,-122.176834,1860.0,8000.0
540000.0,3.0,2.0,1623.7621,5241.5693,2.0,0,0,4,7,1470.0,186.64584,1969.0,0.0,98117,47.644943,-122.307,1520.0,6362.707
404745.34,4.0,2.5,2420.0,6245.0903,2.0,0,0,4,8,2444.3503,0.0,1999.0,0.0,98056,47.438923,-122.23307,1900.0,6000.0
600000.0,5.0,2.0,2601.6458,8302.323,1.0,0,0,5,8,1470.0,1110.0,1959.6117,0.0,98155,47.697216,-122.191185,1890.0,8023.147
382828.3,3.0,2.5,1640.0,3799.709,2.0,0,0,3,8,1540.0,0.0,1999.0,0.0,98029,47.651955,-122.218,1560.0,3334.067
525000.0,3.0,1.0,1440.0,6734.6016,1.0,0,0,4,7,1390.0,0.0,1921.3724,0.0,98103,47.69166,-122.311,2090.0,7936.0044
152577.12,3.0,1.0,1159.9971,9362.981,1.0,0,0,4,6,1100.0,0.0,1950.0,2000.138,98053,47.31079,-122.17648,1000.27026,7750.9956
1137073.9,4.0,3.0,2674.2764,7206.529,1.0,0,0,3,9,1915.1086,976.2403,1957.0,0.0,98199,47.63346,-122.374,3146.8481,7406.5786
245000.0,4.0,1.5,1680.0,4080.0,2.0,0,0,4,6,1620.0,0.0,1900.0,0.0,98034,47.631584,-122.24672,1170.0,6736.9023
299384.03,3.0,1.75,1690.0,8795.455,2.0,0,0,4,6,1200.0,832.46735,1987.0,0.0,98198,47.369965,-122.311,1440.0,9492.255
295000.0,3.0,1.0,1127.83,5282.8477,1.0,0,0,3,7,910.0,408.7167,1947.0,0.0,98003,47.404446,-122.30978,1060.0,4517.069
659662.94,4.0,3.0,2240.0,3237.3333,1.0,0,0,4,7,1390.0,979.67847,1913.0,0.0,98115,47.6777,-122.302765,1500.0,3820.6746
242859.58,3.0,1.0,1410.0,6659.666,1.0,0,0,3,7,1340.0,0.0,1955.952,0.0,98005,47.45612,-122.281,1500.0,7380.1475
504780.72,4.0,1.5,1780.0,7200.0,2.0,0,0,4,8,1408.14,499.69147,1938.1708,0.0,98116,47.5348,-122.381,1930.0,5285.5786
400000.0,4.0,2.5,2490.0,8462.035,2.0,0,0,3,9,2439.827,0.0,1995.0,0.0,98001,47.347084,-122.286,2115.0854,8031.7056
280000.0,2.0,1.0,911.09406,5100.0,1.0,0,0,3,7,905.85077,0.0,1945.0686,0.0,98115,47.725704,-122.315,1260.0,5761.4053
345000.0,3.0,2.5,1976.8401,10075.421,2.0,0,0,3,8,1980.0,0.0,1999.0,0.0,98005,47.384987,-122.285,1970.0,10279.188
1077958.0,4.0,3.25,4134.78,15035.348,2.0,0,0,3,10,2727.9866,1590.9973,2008.0,0.0,98075,47.541664,-121.993065,3194.615,11341.831
215000.0,2.0,2.25,1660.0,6375.077,1.0,0,0,4,7,1673.8237,0.0,1977.5283,0.0,98039,47.382607,-122.27333,1400.0,7811.64
851792.8,3.0,2.5,3013.3062,13595.14,1.0,0,0,4,10,1850.0,1251.1116,1958.0,0.0,98115,47.717293,-122.203,2947.8608,14726.224
368966.34,3.0,2.5,2090.0,5772.733,2.0,0,1,3,7,2016.8374,0.0,1997.0,0.0,98001,47.474045,-122.229576,2220.0,6413.774
330000.0,4.0,2.25,2370.0,8991.353,1.0,0,0,3,8,1260.0,1264.0128,1958.0,0.0,98198,47.387848,-122.316,2690.0,9747.613
202934.31,5.0,1.0,1426.6562,6000.0,1.0,0,0,3,6,872.9822,694.81024,1943.0,0.0,98106,47.49416,-122.338,1300.0,7560.0
540116.75,4.0,2.75,2886.7844,8002.8926,2.0,0,0,3,8,2849.0745,0.0,2009.0,0.0,98065,47.5057,-121.779755,2220.0,8419.073
545000.0,4.0,2.2128675,3681.0034,223905.53,1.0,0,0,4,8,2260.0,1300.0,1955.971,0.0,98030,47.37991,-122.20493,2267.3547,61934.297
799994.4,4.0,3.5,3319.5442,4210.3623,2.0,0,3,3,8,2469.949,750.0,1996.365,0.0,98010,47.549683,-122.09981,2765.3643,4942.763
675312.44,3.0,2.5,1817.6627,4300.598,1.5,0,0,4,7,2020.0,0.0,1946.3097,0.0,98105,47.6657,-122.30327,1540.0,2763.9006
174949.69,3.0,1.0,1156.4415,7300.2676,1.0,0,0,3,6,1180.0,0.0,1967.0,0.0,98011,47.59232,-122.288,1290.0,8316.652
802903.06,4.0,3.25,2549.3428,3924.548,2.0,0,0,2,8,2525.2112,0.0,1989.0,0.0,98115,47.67263,-122.303,2410.0,4798.99
286491.38,2.0,1.0,1144.5149,7977.021,1.0,0,0,3,6,1120.0,0.0,1960.0,0.0,98077,47.73525,-122.01933,953.1064,10394.687
490000.0,4.0,2.5,2812.4314,8060.4976,2.0,0,0,3,8,2925.454,0.0,1999.0,0.0,98144,47.682327,-122.045334,2623.01,9856.864
379539.25,2.0,1.0,889.79663,5677.1885,1.0,0,0,4,6,900.0,0.0,1929.2286,0.0,98115,47.70022,-122.297,1100.0,5174.339
383999.9,3.0,3.0,1150.0,1093.4637,3.0,0,0,3,8,1140.0,0.0,2006.0,0.0,98103,47.61481,-122.361,1262.3495,1212.8801
832498.1,3.0,3.0,2280.0,7129.939,2.0,0,0,4,8,1612.2426,717.287,1978.0,0.0,98034,47.624203,-122.19603,2330.0,9038.614
335055.75,3.0,2.5,1320.0,581.4039,3.4793167,0,0,3,8,1290.0,0.0,2009.0,0.0,98029,47.684532,-122.356,1430.0,1186.4636
215281.84,3.0,1.75,1350.0,10000.016,1.0,0,0,4,7,1360.0,0.0,1955.0,0.0,98070,47.39575,-122.381,1570.0,11480.334
500000.0,3.0,1.0,1534.3125,6525.007,1.5,0,0,3,7,1270.0,530.0,1922.8379,0.0,98107,47.633877,-122.353935,1679.5636,4000.0
516998.16,5.0,3.0,2430.0,10745.749,2.0,0,0,4,7,2520.2336,0.0,1982.0,0.0,98074,47.566868,-122.0506,2521.831,10838.691
425000.0,3.0,1.75,1600.0,12252.647,1.0,0,0,3,7,1300.0,300.0,1954.0,0.0,98155,47.773533,-122.306366,2040.0,12128.877
550000.0,4.0,1.0,1560.2715,2483.3074,2.0,0,0,5,7,1560.0,0.0,1900.0,0.0,98103,47.671078,-122.333336,912.9857,1548.6869
741530.8,3.0,1.75,2650.0,8806.895,1.0,0,2,4,8,1580.0,1190.207,1953.0,0.0,98005,47.558884,-122.337,2650.0,8371.516
413443.22,4.0,1.0,1399.4812,9234.484,1.0,0,0,4,7,1100.0,310.0,1961.9092,0.0,98072,47.761204,-122.173,1470.0,7567.21
475579.47,4.0,2.5,2922.8713,13953.925,2.0,0,0,3,9,2793.8762,0.0,1990.0,0.0,98092,47.36547,-122.16291,2642.3174,11701.791
243181.83,2.0,1.5,1720.0,9369.402,1.0,0,0,3,6,1060.0,1010.0,1924.8313,0.0,98118,47.57013,-122.218,1693.8805,6600.0
249332.08,4.0,2.0,1890.5403,4158.767,1.0,0,0,3,7,960.0,904.6382,1925.0,2006.3755,98023,47.35977,-122.346,1860.0,6112.0684
312038.47,4.0,2.5,2512.5178,6769.318,2.0,0,0,3,7,2034.1617,624.1934,1993.0,0.0,98059,47.352238,-122.185,2340.0,7700.0
362655.56,5.0,2.5,2380.0,5327.7715,2.0,0,0,3,7,2378.691,0.0,2002.0,0.0,98106,47.423943,-122.18207,2311.7476,5000.0
230000.0,2.0,1.0,1300.0,14227.944,1.0,0,0,4,6,1270.0,0.0,1945.0906,0.0,98039,47.286102,-122.13942,1280.0,11806.3125
300000.0,3.0,2.5,2010.0,7902.4277,2.0,0,0,3,7,1920.0,0.0,1994.0,0.0,98042,47.360764,-122.114716,2130.0,4437.734
650031.4,3.0,2.5,1748.2589,5000.0,2.0,0,0,4,9,1686.2421,0.0,1969.0,0.0,98117,47.69031,-122.37592,2261.6545,7020.45
425000.0,4.0,2.0,2000.0,5711.7563,1.0,0,0,3,7,1410.0,673.3397,1950.0,0.0,98136,47.54439,-122.374,1570.0,4830.377
589729.9,4.0,2.5,2980.0,6240.528,2.0,0,0,4,8,1820.0,1199.6425,1977.0,0.0,98074,47.607403,-122.016174,2040.0,6600.0
404649.53,4.0,1.0,1646.2639,7217.9307,1.0,0,0,4,7,1100.0,691.5093,1940.5776,0.0,98155,47.712784,-122.30767,1870.0,6395.782
370825.28,3.0,2.25,2018.0829,6829.4976,1.0,0,0,4,8,1410.0,757.0454,1979.0,0.0,98031,47.45675,-122.18241,2167.5818,8000.0
226219.86,3.0,1.0,1850.0,7200.0,1.0,0,0,3,7,1200.0,869.18036,1953.0,0.0,98031,47.423042,-122.25879,1220.0,8144.963
410936.44,3.0,1.0,1110.0,6908.0366,1.0,0,0,3,6,1100.0,0.0,1926.0,0.0,98144,47.668365,-122.310844,1099.905,6604.1313
292826.38,3.0,1.0,1438.5867,11368.972,1.0,0,0,3,7,1370.0,0.0,1958.0,0.0,98003,47.400925,-122.352,1500.0,10669.048
450000.0,3.0,2.0,2100.0,7596.136,2.0,0,0,3,8,2040.0,0.0,1955.0945,2011.7565,98115,47.70277,-122.24589,1570.0,7944.426
665000.0,3.0,2.5,2390.0,5865.8115,2.0,0,0,3,8,2297.0903,0.0,2003.0,0.0,98146,47.586445,-122.389,1940.0,4748.155
