date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
540000.0,3.0,2.0,1411.7306,7389.9785,1.0,0,0,3,7,1410.0,0.0,1952.4541,0.0,98177,47.71972,-122.353065,1860.0,7200.0
569064.06,4.0,2.5,2673.2651,4998.558,2.0,0,0,3,9,2686.694,0.0,2014.0,0.0,98053,47.562542,-121.88512,2648.8281,4776.909
431208.2,3.0,1.0,2040.0,14101.809,1.0,0,0,3,9,1390.0,700.0,1986.0,0.0,98155,47.399715,-122.1365,2914.093,10989.271
299176.66,2.0,1.0,1140.0,5432.26,1.0,0,0,3,6,801.7395,700.0,1951.0,0.0,98199,47.674473,-122.374,1820.292,5400.0
475000.0,3.0,2.75,2542.872,49434.184,2.0,0,0,3,9,2414.9187,0.0,2014.0,0.0,98023,47.262024,-122.357124,1930.0,8263.884
666736.0,3.0,2.5,2305.5522,2727.1099,2.0,0,0,3,8,2203.1008,0.0,2005.0,0.0,98117,47.66527,-122.388306,1380.0,4137.562
500000.0,3.0,2.0,2240.0,9601.2295,1.0,0,0,3,7,1610.0,800.0,1947.0,0.0,98115,47.728416,-122.277,2000.0,8807.382
269977.38,4.0,1.75,2080.0,8880.892,1.0,0,0,4,7,1980.0,0.0,1967.0,0.0,98077,47.28523,-122.10773,1479.842,9918.315
729925.3,4.0,2.5,2300.138,80162.39,1.0,0,0,4,8,2300.0,0.0,1968.0,0.0,98033,47.563576,-122.15317,3111.9731,48973.7
277230.12,3.0,2.0,2023.7301,11908.488,1.0,0,0,3,7,2022.9604,0.0,1976.0,0.0,98059,47.448853,-122.17272,2481.1235,8204.392
622035.75,4.0,2.75,2527.6755,5510.526,2.0,0,0,3,8,2570.0,0.0,2006.0,0.0,98002,47.633106,-122.11438,2968.1206,5891.948
330948.44,3.0,2.5,2383.3486,8447.016,1.0,0,0,4,8,1260.0,1244.1388,1979.0,0.0,98033,47.485275,-122.167,1864.5638,8109.1304
588946.5,3.0,3.25,2848.3108,3707.9614,2.0,0,0,4,7,1920.0,1070.0,1906.0,0.0,98103,47.632397,-122.31098,1900.0,4235.3027
390000.0,3.0,1.75,1870.0,7200.0,2.0,0,0,3,7,2025.3887,0.0,1977.0,0.0,98125,47.747528,-122.322876,1570.0,8487.537
394706.88,4.0,2.0,2316.5134,11574.667,1.0,0,0,3,7,2406.8652,0.0,1955.0,0.0,98002,47.70362,-122.13929,2260.0,10993.849
340000.0,3.0,2.0,1267.6123,4751.1357,1.0,0,0,3,7,960.0,620.0,1950.0,0.0,98117,47.713623,-122.366,1410.0,4131.011
260000.0,2.0,1.0,1023.19495,21010.418,1.0,0,0,4,6,1020.0,0.0,1947.0,0.0,98178,47.55654,-122.00456,1500.0,18756.543
679985.4,4.0,2.5,2910.0,14009.075,2.0,0,4,4,9,2916.2402,0.0,1996.0,0.0,98038,47.36311,-122.02568,3120.6792,11429.941
344661.9,3.0,2.0,2753.3286,17066.67,2.0,0,0,5,7,2791.6833,0.0,1929.0,0.0,98146,47.480957,-122.32978,1940.0,8142.7627
450000.0,3.0,2.5,2510.0,8829.619,2.0,0,0,3,7,2513.0718,0.0,2001.0,0.0,98027,47.509693,-122.323,1720.0,8854.75
615885.4,3.0,2.25,2673.5266,13498.926,1.0,0,0,3,8,1370.0,1274.0868,1980.0,0.0,98118,47.539295,-122.307205,2410.0,9500.556
570000.0,3.0,2.5,2145.67,6642.7354,2.0,0,0,4,8,2120.0,0.0,1992.0,0.0,98056,47.596462,-122.096535,2002.7053,8662.941
801619.4,3.0,2.25,3145.8003,10967.232,1.0,0,0,4,9,1550.9027,1567.8423,1968.0,0.0,98005,47.56721,-122.16293,2990.6062,11311.971
78996.305,2.0,1.0,766.72186,13559.222,1.0,0,0,3,5,750.24475,0.0,1930.8785,0.0,98001,47.35163,-122.293,2105.0103,34468.066
750078.7,4.0,3.5,3116.7383,7448.662,2.0,0,0,3,10,3120.7363,0.0,2014.0,0.0,98074,47.569813,-122.13125,2628.0845,10752.241
329236.53,2.0,1.0,783.86426,6265.8813,1.0,0,0,3,7,800.0,0.0,1951.0,0.0,98117,47.673256,-122.359,1210.0,6785.4395
249934.92,3.0,1.0,1250.0,7814.3525,1.0,0,0,4,6,1250.0,0.0,1951.0,0.0,98003,47.453785,-122.195,1295.4858,7985.0396
210074.08,3.0,1.0,1139.268,6003.489,1.5,0,0,3,6,1160.0,0.0,1940.0,0.0,98024,47.695225,-122.276,1189.926,5696.282
734423.94,3.0,3.0,2507.2378,4073.7964,2.0,0,1,4,8,1916.2961,740.0,1939.3513,0.0,98144,47.6167,-122.3061,1549.2311,4832.532
314985.38,4.0,1.75,2524.8875,10878.901,1.0,0,0,4,6,1507.4813,1000.0,1953.0,0.0,98103,47.39751,-122.21449,1511.7953,12534.579
454001.12,4.0,1.75,2570.0,8708.733,1.0,0,0,4,7,1265.2028,1252.8896,1966.0,0.0,98074,47.58808,-122.08864,1620.0,9474.967
352577.5,3.0,2.5,1820.0,5500.0,2.0,0,0,3,7,1830.0,0.0,2003.0,0.0,98027,47.489536,-122.15852,2091.057,4878.6934
