longitude,latitude
-122.1,37.34
-123.81577,40.43206
-119.22343,36.245792
-118.505646,35.413578
-120.493225,37.562977
-119.848114,37.24058
-118.4,34.09
-122.48,37.838036
-117.41203,34.03
-122.22,38.032047
-122.08002,37.309063
-122.41,37.94
-121.945274,37.24946
-118.26,33.93
-117.99,34.06
-121.7803,36.87269
-118.27,33.89
-118.34346,33.80761
-121.61181,38.542473
-117.97,34.13
-118.1957,34.036777
-122.02431,37.59471
-118.13,33.88
-117.71,33.96
-121.918144,37.297848
-118.44315,34.18
-122.47,40.220676
-118.34,33.99
-122.4142,37.895416
-122.41347,37.844025
-118.22,34.16
-118.41,33.903862
-118.13,33.92
-116.94226,32.818672
-117.61547,33.95
-118.39,34.06
-117.68937,33.491745
-120.96023,38.77123
-121.30387,39.21345
-118.35126,33.93
-117.159615,32.80154
-118.02,33.818417
-117.1,32.8265
-117.41783,33.863678
-118.72195,34.255783
-122.459496,37.79
-122.03565,37.47294
-122.559746,37.897972
-117.88,34.108093
-118.44,33.95
-122.3455,37.68
-117.019135,32.845657
-117.58279,33.204857
-121.135864,38.67139
-119.18714,41.356163
-119.60863,36.632782
-121.36347,39.2658
-117.61299,33.6581
-120.71238,38.680645
-118.608574,34.299816
-121.95196,37.3
-122.49,37.75
-117.57616,33.82
-118.18,34.03
-118.38,34.26
-121.662964,39.750748
-121.999176,39.13285
-117.00868,32.822155
-122.12958,37.67
-117.88,33.99
-120.66278,37.727478
-122.22,37.76
-117.96,33.98
-121.95954,37.35631
-118.37,33.83
-122.312775,37.90891
-118.24,33.961216
-122.42,38.631893
-121.9178,38.964855
-117.68,33.460144
-121.28179,39.04944
-120.97837,37.85
-118.49,34.04
-122.1625,37.631664
-117.08663,32.73
-121.024895,38.845535
-121.04373,38.96697
-118.667435,34.249214
-122.25,37.979053
-118.77841,34.27
-118.34,33.92
-122.08,37.700462
-122.51817,38.025444
-122.508575,37.75463
-118.1,33.87447
-122.42,37.75
-118.18,33.73
-117.94,33.668495
-118.23,33.93
-122.673355,38.262077
-119.159454,34.260033
-122.23,38.275272
-118.32,33.885113
-118.1,33.89
-118.27,33.89
-117.75027,33.725662
-118.25,33.96
-122.14,37.618073
-122.41,39.811157
-118.410446,34.0
-121.29686,39.788548
-118.33,33.96
-121.254875,37.75923
-122.48,37.820988
-117.1,32.70984
-118.27654,33.77
-117.061676,32.581654
-122.10329,38.016148
-121.36205,37.8
-122.20457,37.72
-117.315125,34.04
-117.95386,33.71025
-118.0588,33.86
-118.01,33.74
-118.45759,33.88
-119.69893,36.782146
-118.21,33.79
-118.29,33.91
-118.38541,33.757042
-121.304794,39.073437
-122.08776,37.79
-118.00131,33.93
-121.818344,38.524586
-121.44832,38.419064
-122.327705,37.823357
-118.35,33.71913
-117.89,34.03164
-120.63547,37.814762
-118.07,34.05
-121.43278,38.97028
-121.406944,38.64329
-117.09,32.715412
-117.95,34.06
-124.11407,40.44223
-122.19,38.48087
-118.37,34.206257
-118.14,34.13
-122.04,37.32
-117.15,34.19
-122.0686,38.287945
-118.15166,33.91
-122.0,38.32303
-119.06979,36.128876
-118.15916,33.93
-119.159515,35.658566
-117.87,34.15
-118.15102,34.07
-118.15,34.02
-117.40106,33.94
-122.453674,37.79
-117.11,32.779137
-118.36,33.9
-118.29832,34.01
-116.93579,32.979073
-121.910286,37.00284
-117.83428,33.633858
-121.87,39.38006
-118.34872,34.05
-118.14,34.03
-117.9,33.6
-121.86314,37.30447
-118.43,33.95
-118.50277,34.17
-122.08845,37.78262
-117.29428,34.1
-118.16956,34.07
-117.34605,34.05
-121.7639,38.022564
-118.408585,33.99
-118.28,34.228558
-121.54968,38.775433
-120.63485,38.50303
-118.33,34.07
-121.34,37.67
-122.095314,37.64
-119.843185,37.271297
-117.87926,33.79
-118.03313,34.07
-122.08,37.487877
-118.055504,34.06
-121.88,36.829155
-117.13,33.20709
-119.564766,34.210155
-118.31,33.79
-121.34,38.545822
-117.25,33.038082
