index,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left
4000.0,4,1389,2,2,0,5,1,1,24.83,31.0
17893.059,5,1474,2,0,1,5,1,1,32.194145,1.0
2022.0,4,1429,2,0,0,2,1,1,5.42,41.0
4230.7944,3,925,2,3,2,1,4,1,2.1675427,45.0
9840.0,5,1472,2,2,0,4,3,1,16.17,8.0
12150.0,1,873,2,2,0,4,4,1,14.08,10.0
1998.0,0,827,2,5,0,4,1,1,12.75,27.0
2098.0,1,1197,2,5,2,5,3,1,2.33,39.0
2482.0,3,1474,2,4,2,4,5,1,2.25,47.0
4039.7192,3,1137,2,0,0,3,0,1,8.58,44.0
3324.0,1,766,2,2,0,4,4,1,14.42,45.0
3668.7393,3,204,2,5,0,4,0,1,9.33,40.0
12138.0,1,713,2,1,0,5,3,1,16.33,13.0
3100.0,1,772,2,4,0,2,0,1,12.25,36.0
5942.0,5,764,2,4,0,5,5,1,14.17,35.0
5542.581,5,1552,2,2,0,4,1,1,14.226158,20.0
7555.977,1,762,2,5,2,5,0,1,2.33,6.0
3581.5813,5,1484,2,1,0,2,0,1,10.897995,21.0
4149.356,1,732,2,2,0,0,4,1,21.062124,34.0
5954.0,3,26,5,4,2,4,2,1,2.25,6.0
4783.1567,2,1089,2,0,0,5,1,1,6.981914,30.0
3743.0996,1,1495,2,4,0,5,5,1,11.5,31.0
5772.0,1,1537,2,0,0,2,5,1,6.67,18.0
2789.2705,3,333,5,3,0,1,2,1,5.33,32.0
6923.1704,5,1554,2,2,0,0,4,1,15.0,26.0
6408.0674,5,1536,2,0,0,5,4,1,7.0,34.0
11567.844,5,1544,2,5,0,2,4,1,17.03138,15.0
4230.0,5,1487,2,1,0,4,5,1,24.721298,20.0
4979.0,1,713,2,1,0,2,5,1,12.42,39.0
5040.0,5,1541,2,4,0,5,1,1,10.883873,34.0
3883.3245,0,1220,2,1,0,2,0,1,12.5,31.0
2410.0,3,794,5,4,0,0,2,1,6.08,28.147276
7305.8555,5,1468,2,2,2,5,0,1,2.75,8.0
4499.0,2,1504,2,5,0,2,4,1,15.067596,40.0
7425.0,1,451,2,2,0,5,0,1,5.9179206,4.0
2339.0,3,1100,2,1,2,4,1,1,2.83,47.0
8560.6,3,99,2,2,0,5,4,1,4.83,10.0
2130.663,5,1560,5,2,2,5,2,1,2.17,34.0
5223.9575,5,1553,2,5,0,4,1,1,13.25,18.0
6395.0,5,1491,2,2,0,4,5,1,15.17,23.0
5958.424,5,1546,2,0,0,5,3,1,5.67,31.0
9664.283,5,1541,2,4,0,1,3,1,19.477697,11.0
8719.0,0,1197,5,1,0,0,2,1,8.33,5.0
2410.0,3,20,5,5,2,5,2,1,2.08,28.0
4020.0,5,1472,2,2,0,4,0,1,15.672834,29.0
5772.0,1,744,2,0,0,5,5,1,7.5,40.0
6172.0,1,1476,2,4,0,2,5,1,6.253197,23.0
4230.0,2,1208,2,0,0,2,1,1,7.17,23.0
4007.0,1,84,2,1,0,4,0,1,27.300856,47.0
13410.0,1,1360,5,4,0,2,2,1,9.08,16.0
3457.0,3,783,2,5,0,4,5,1,10.547987,19.0
6270.107,5,1546,2,2,0,1,5,1,12.7595005,47.0
2339.0,5,946,2,2,2,5,3,1,2.25,19.0
21398.018,1,426,2,4,0,2,5,1,8.0,1.0
5954.0,1,357,2,4,0,5,4,1,10.17,38.0
6443.0,0,444,2,2,2,2,0,1,2.92,14.0
4499.0,1,1441,2,4,0,2,4,1,8.25,25.0
8774.027,3,120,2,1,0,0,0,1,6.83,6.0
5955.0,3,42,2,4,0,5,1,1,9.17,21.0
2772.668,3,204,2,5,0,1,1,1,9.33,18.0
5955.0,2,976,2,2,0,1,4,1,14.5,23.0
12249.717,1,839,2,5,0,5,1,1,24.678833,8.0
9673.418,1,857,2,1,0,5,0,1,11.83,17.0
3819.3591,5,1530,2,0,0,5,0,1,8.199275,23.0
2410.0,1,871,2,4,2,0,5,1,2.17,46.0
13186.407,2,999,5,4,0,0,2,1,7.75,18.0
5955.0,0,1216,2,0,1,5,0,1,7.92,18.0
12111.997,1,1049,2,1,0,2,4,1,10.58,15.0
3621.0,3,427,2,0,0,2,1,1,5.58,31.0
2343.0,2,140,5,1,2,4,2,1,2.17,24.0
2410.0,3,342,5,2,2,5,2,1,1.8322533,32.0
10678.514,1,824,5,1,0,2,2,1,11.25,6.0
4811.9873,4,1408,2,1,0,0,0,1,6.67,46.0
10825.709,2,57,2,1,1,5,1,1,19.5,12.0
4496.0,3,78,2,2,2,5,0,1,2.92,42.0
4162.804,1,723,2,2,0,1,1,1,12.369982,21.0
4240.542,3,389,2,5,0,4,5,1,10.17,29.0
2516.0,3,427,2,2,0,5,1,1,7.75,23.0
4000.0,4,850,2,2,2,5,0,1,2.92,32.0
4020.0,2,1085,2,2,0,5,5,1,4.92,30.0
6389.8105,0,1500,2,1,1,4,4,1,9.5,28.0
6172.0,1,709,2,4,0,2,5,1,6.595619,36.0
12277.75,1,874,2,1,0,4,0,1,27.16883,2.0
4896.0,2,342,5,2,0,3,2,1,8.75,22.0
4007.0,1,173,2,4,0,0,5,1,21.644192,40.0
4896.444,1,772,2,4,0,5,3,1,12.17,18.0
7425.0,5,1554,2,2,0,2,4,1,20.975183,18.0
7575.0,5,1533,2,4,0,2,4,1,7.17,29.0
5614.028,1,874,2,1,0,4,4,1,12.83,41.0
2476.0,3,1498,5,2,0,5,2,1,4.53272,23.0
2738.0,3,131,2,5,0,1,5,1,10.521245,31.0
6002.823,5,1022,2,2,0,4,4,1,16.67,33.0
14463.1045,5,1478,5,2,0,4,2,1,14.671567,8.0
2476.2766,3,438,5,4,2,4,2,1,2.08,25.0
3999.0,1,1484,2,1,0,5,3,1,14.5,27.0
3670.5117,1,759,2,2,0,4,5,1,15.041694,36.0
2480.0,1,797,5,1,0,4,2,1,5.33,26.0
9840.0,5,1554,2,4,2,0,1,1,4.5,16.0
4020.0,3,1037,2,2,0,3,1,1,8.17,25.0
5040.0,2,947,2,4,0,2,0,1,7.08,22.0
5939.0,5,1541,2,4,0,4,5,1,10.67,30.0
5761.0,2,719,2,5,0,1,3,1,10.42,24.450243
5950.8735,1,1540,5,1,0,2,2,1,12.3750515,33.0
3357.0,2,56,5,1,0,4,2,1,4.75,16.0
5276.0,5,1516,2,5,0,0,5,1,16.800581,43.0
4205.0,1,752,2,1,0,0,1,1,6.33,34.0
3389.0,3,931,2,0,0,5,0,1,7.9227476,49.0
4500.0,3,337,5,1,0,2,2,1,10.17,24.0
2410.0,5,1560,5,2,2,5,2,1,2.17,24.0
2482.0,2,759,2,2,2,2,5,1,2.17,32.0
7082.8086,1,744,2,0,0,5,5,1,7.33,42.0
5761.0,2,1049,5,0,2,2,2,1,2.17,3.0
4000.0,1,764,2,4,0,5,5,1,14.150838,29.0
9839.645,3,427,2,0,0,0,1,1,5.33,10.0
17966.115,1,877,2,4,0,5,5,1,11.75,9.0
