Age,Experience,Income,Family,CCAvg,Education,Mortgage,SecuritiesAccount,CDAccount,Online,CreditCard
45.0,20.0,62.0,2.0,2.8,0,0.0,1,0,0,0
51.372547,25.0,24.06044,4.0,2.1713386,0,87.90497,1,0,0,0
28.0,2.0,33.0,3.0,1.0,0,138.87384,3,0,0,0
58.0,33.0,12.548093,1.0,0.5,0,118.74339,2,0,0,1
35.0,8.81425,92.25148,4.0,2.8,0,272.99756,2,0,0,1
65.0,40.425724,82.5749,4.0,0.0,0,0.0,2,0,0,1
30.0,5.0,60.0,3.0,0.4,0,0.0,1,0,0,0
59.0,34.0,47.59921,1.0,0.0,0,0.0,1,0,0,1
31.0,5.665354,114.2133,2.0,1.9,0,0.0,2,0,0,1
58.0,33.880566,121.71675,2.0,2.5,0,0.0,1,0,0,1
36.339405,10.0,81.0,4.0,2.0,0,0.0,3,0,0,0
56.0,30.28178,68.08336,4.0,3.3541107,0,0.0,2,0,0,1
59.11217,35.0,93.57828,4.0,1.5,0,0.0,2,0,0,1
26.0,1.0,40.577114,4.0,0.8,0,87.84514,1,0,0,0
63.0,38.0,101.68271,3.0,1.9,0,326.13184,2,0,0,0
29.0,3.0,20.0,1.0,0.0,0,119.34205,1,0,0,0
66.36698,40.0,82.202415,1.0,1.6201257,0,0.0,3,0,0,1
61.43716,35.0,38.0,3.0,0.7,0,110.32169,1,0,0,0
62.15845,38.0,158.36736,2.0,4.1943917,1,0.0,3,0,0,0
32.0,4.0,38.99,1.0,0.7,0,0.0,3,1,1,1
33.0,9.0,38.0,4.0,0.0,0,0.0,2,0,0,1
46.0,20.04906,22.559767,2.0,1.0,0,0.0,3,0,0,0
56.0,32.0,33.28471,2.0,1.3594714,0,104.817215,2,0,1,1
30.0,1.9133137,41.984737,4.0,1.6,0,0.0,3,0,0,1
40.0,15.408911,21.40477,1.0,0.3,0,90.6813,2,0,0,0
44.0,19.135782,45.0,2.0,1.7,0,0.0,1,0,0,1
64.7399,39.50736,84.0,2.0,0.7,0,262.2275,1,0,0,0
30.0,6.0,109.87077,1.0,2.2,0,142.51842,1,0,0,0
39.0,14.0,104.56248,1.0,6.1304574,0,100.77761,1,0,0,1
57.821476,31.0,38.027023,2.0,1.6,0,0.0,3,0,0,0
61.0,36.0,60.0,2.0,1.7600586,0,0.0,3,1,0,1
60.0,36.0,128.52325,3.0,1.4,1,0.0,2,0,0,1
32.0,6.7929983,130.2136,2.0,7.698193,0,0.0,1,0,0,1
48.0,24.0,21.0,2.0,0.6597458,0,0.0,2,0,0,0
52.0,26.0,42.0,2.0,1.0,0,0.0,3,1,0,1
24.02643,0.7704011,61.48346,2.0,1.213643,0,202.63206,1,1,0,0
44.0,19.0,42.0,2.0,1.3,0,0.0,1,1,1,0
