class,GLCM_pan,Mean_Green,Mean_Red,Mean_NIR,SD_pan
0,110.93546243172864,202.26296655410022,98.6676323016817,355.14050054185964,7.989712320927241
0,132.40900256709912,210.94573638662638,93.46578607628967,446.37042085073983,32.661513400557176
0,133.07109941386778,213.3451932782278,93.14102016925446,465.5829537760678,19.08036521930153
0,119.18780459216522,236.73222411213735,113.4673888780773,547.5083281720202,17.51986089441352
0,130.20752201493482,226.26475568541588,107.48475103407736,436.2075140785949,14.244294689906315
0,133.0098067915544,214.22661926473594,95.90564337384794,608.3837844700573,34.127300831145796
0,126.4019044537885,197.9600224774944,92.5087592943534,407.6478983251958,17.916839511303458
0,129.08900805634434,466.6063079174744,277.29463308452137,427.78465720621415,86.08721337949662
0,114.85744746839117,231.40085848482335,115.757832918876,673.9274330551558,38.51054973426531
0,118.32825120558687,237.75761397172857,115.30998159126179,470.9652100869977,14.295592674745109
0,136.89335465910062,210.77999800234278,93.3781220901725,323.60254701216206,24.41797098550336
0,134.85512018651562,222.3257678755047,107.67925706975593,469.9749457396904,18.272680764451685
0,147.09070236070409,209.30544936473473,90.683333261183,466.0107106367369,19.862144545953626
0,112.64213510839505,221.42586600442314,97.44933783277997,605.0117256432746,31.418634208569237
0,132.98717187841592,255.29525669832898,116.39862765311204,610.0458144296462,25.886043592673467
0,127.95302820355055,298.4766363696039,190.29703818011345,389.51943575763744,16.82874382951461
0,133.92642315869722,235.15663152595582,99.36620523372443,633.9443515611756,36.7071918472127
0,132.85937331613212,210.85775386941512,101.21799330921462,445.95387704071595,26.289260801028473
0,149.09246609022628,213.29887881141815,118.86409818461571,604.2723863667314,24.83775690796795
0,132.59222572751975,210.15812059664577,88.80722181552386,495.14909616786093,25.348624555047746
0,106.81619834481535,232.58325828320127,107.62596548334697,709.1057521316972,19.539048854168016
0,116.15331941570811,250.73302946747475,114.73972590950795,621.6933332336754,21.021261930128926
0,123.58584194378389,366.0599363942921,235.8429373611166,566.0975885224365,27.30439746897899
0,126.3668624893107,233.39603301885452,105.70810309149833,723.0602149735168,21.819130048380693
0,131.77485009118575,178.97641961815822,74.67588917864515,368.72072971745683,14.681705406086392
0,139.7380993523769,202.9209096396868,90.96819234035523,487.2737929372903,32.26745546340176
0,135.4390290216789,197.30494037711745,93.98448633264415,432.47549895300335,34.55539832453191
0,134.27470750428046,214.66557725731244,100.74734692958444,430.35323800869025,19.265514159434275
0,126.5674198545962,197.2784481944094,95.29679350807055,391.9643863709312,21.937173046468438
0,136.39378205634412,238.71145587996932,110.95886031625992,785.1438427349738,40.54967174088438
0,112.00159404290844,252.02141894254507,121.11007955436293,764.040114397599,15.629798766719237
0,122.20657274381361,195.31079423258922,89.37183623118827,530.025154029132,21.622369533344255
0,132.99763062257878,246.63853100080468,112.22441110123263,626.8754772374849,32.32785567721378
0,136.18109030521936,208.2754105216889,96.69836091940964,354.01251021114274,11.208213584374054
0,136.07659973050846,222.78835905266982,109.35419292859996,587.2652468344129,37.093289645786875
0,125.7173930580439,243.40742839386306,114.21125702115638,623.5461479220573,19.953836164388022
0,140.4357678455311,220.31760919964347,102.28318740882501,684.2335263929434,28.14573300148265
0,127.32559193924571,222.30999939059248,100.03958379961735,614.8703560492604,27.55081117341318
0,135.55065091137078,211.40987641628718,92.14669719946026,613.3607085857469,37.99881054414235
0,138.93803960939832,190.48310807188278,90.57646039000355,393.3981587867268,16.368587214035557
0,135.1408816154418,241.49401253210365,114.15540793887483,625.3435223181884,30.97748912008108
0,135.39506572660733,224.78596085858766,115.83183463793313,626.7564314548468,21.57455460124409
0,116.24367404501214,185.13825188845968,94.73957735993199,511.903978394844,44.0929307475221
0,130.64103301842516,199.1932752453863,102.01620115671027,533.0910120497053,41.868430221425925
0,115.67232447419138,226.4930329404705,111.02087607332344,644.1903214913962,22.34096289284636
0,114.77743151807206,247.16880150993447,115.61074388855097,740.160949312462,11.411846058902668
0,135.11363775945733,196.59570035060713,97.19342978955007,335.5646572272378,19.0747516538849
0,132.55174261162836,181.75602355815334,77.38485861573476,412.9678424678065,22.58365643059704
0,130.34552792012562,224.45113135260542,110.46260942559482,560.0876096740344,19.744917126640658
0,135.4469228953312,218.44070598710354,100.98781419024326,500.0151931808399,31.773373418989287
0,109.93610196641752,225.55598250366066,106.64761374769338,557.0729149806625,34.047201839684284
0,126.82920780267469,235.14985823240454,170.72200013892035,425.1224057160624,13.159932668871159
0,117.87540996569354,265.84119236645,147.74932608328902,626.5575672626105,26.443292745286
0,117.41475217562788,269.43956836546903,168.681539577761,748.3153980274991,26.70056172143684
0,131.2848311643873,249.14618148722488,117.1623770300108,664.321890853607,22.408164847690347
0,131.31199501129106,212.8371673716807,91.9628753006171,634.3707542718422,31.989962647807364
0,132.64084261708322,221.96012842215075,101.99630852056278,631.6539329131499,25.54024019259152
0,118.18011420744392,253.37341620329659,122.18311170363329,643.3090710683387,20.94935469169464
0,118.2220123578169,235.13196762968875,118.23153162441544,722.1450674018319,13.822301809745522
0,114.60249475178918,223.5960476441149,97.31907063738736,670.7523036346231,29.55411115525223
0,131.79349425959344,192.66345479897652,87.06454349550677,298.2647878942076,16.342986654581058
0,112.26498612566488,216.10417224722718,99.95687581982907,688.30905345426,15.911008408090394
0,113.75374895398828,222.7551994364094,97.81455533328821,511.4449563505178,25.72479184541705
0,122.87779253387816,224.3979403754423,103.38533867798462,600.7969840874284,20.873852405609995
0,130.6789927277794,209.8835017867913,96.28412922017107,514.8270930195182,17.167125739687307
0,115.46652361148952,235.30375508358807,106.58620104061252,727.9934436258139,25.063344041387527
0,136.95580225660223,217.00985133702622,97.50061141503622,712.311135237092,15.980460800825892
0,122.72394126330816,228.5400501605565,103.79608255283857,715.1560013518849,24.62994701605925
0,134.48611770984436,281.7124108028483,217.84213374639572,382.8038114330767,10.378242150715032
0,134.7347601512159,205.01148281584852,89.28573051240372,415.6952099288492,18.597642640571717
0,118.38411555969567,217.2575779821681,106.02526600669287,492.23933629376984,27.379835362102895
0,122.76157337376975,236.32606105749528,103.85140489951542,707.9519751474734,12.611066868551417
0,134.84803366582912,204.5998026804582,100.86079279717296,207.6947109698898,16.73493600983796
0,135.26242031604605,202.82913551721728,92.81263825785366,521.6825492790357,25.50435196697086
0,121.29628397351756,279.5519712444046,165.14551381791594,457.1208558943585,17.355934553142276
0,126.17575694189946,230.58849501728776,109.11792012708116,351.4084950604101,20.777615526517714
