P1,P5p1,P6p2,P11p4,P14p9,P15p1,P15p3,P16p2,P18p2,P27p4,H2p2,H8p2,H10p1,H13p1,H18pA,H40p4,price
2926,0.46329727142442406,0.004050821054101929,0.21726813745778012,0.15218247053051018,0.7958388537040845,0.05637189292355331,0.6513645853393382,0.002490920202801138,0.029298555571786167,0.07558754068206336,0.0029310435629123686,0.9912379537000835,0.3141026798038881,0.04827109744108763,0.6901546171008236,33192
1159,0.4532838922713218,0.003965760038790565,0.300570386922532,0.19990807831886206,0.7552024438499427,-0.00025874056252625277,0.6695938696228421,-0.00015957153916544868,0.014638734515625612,0.2886191472933683,0.003020950632074371,0.9974330501274461,0.42315817367007436,0.061052063605204994,0.7932169455824953,48496
5103,0.48827575447177407,0.0007694984853397289,0.1531294583492237,0.08968517823711354,0.9105851825145393,0.029845655899168388,0.7924918044163425,0.003141503741156251,0.02002040750407242,0.05750660987854486,-0.0014236334526473433,0.6446313852968308,0.2863677619998866,0.10302029434816665,0.5932729221116472,34102
2175,0.48560919752173903,0.0010033981280737191,0.18738067320555188,0.15981945120808042,0.8580772137732786,0.03151099634064254,0.6895749841535621,0.001103553990075487,0.005691994680689283,0.16513380382734114,-0.0013056331185083434,0.24341712618731762,0.4051788965000089,0.12218141828473454,0.8382804634017202,13427
5144,0.4517869535555438,0.00043667336725906826,0.23903548517496817,0.18670342675155838,0.8157870580836399,0.03062335718455317,0.6696056053317778,-0.00028409589187117874,0.026185896530456217,0.02994326501844685,0.0014970928041804648,0.9957698406630195,0.28061520727676625,0.03436991350862498,0.23905411282992564,41211
56793,0.4583179190104349,0.1419004633278253,0.17453868724467878,0.161008497554209,0.7997793597748669,0.06087708129374818,0.6922801887807799,0.0047313257457069,0.028008272804688917,0.09244201590878617,0.09097673488186431,0.9738816675473975,0.2759582263617172,0.09384601960908101,0.5657325162651873,25268
40748,0.4660981669565079,0.06866321477887442,0.1542430610420965,0.10422038232649561,0.9083056678581742,0.01848599317658719,0.7657716015209529,0.002604718840669657,0.024362479528071662,0.035860552871235976,0.06578306669822595,0.9761702392812384,0.325067235742926,0.09385102774506546,0.5149983172127416,110493
33609,0.48502773329508186,0.057763783074403496,0.14374011372337078,0.10425376807463844,0.8765659936387261,0.01711683653796899,0.7595300060406672,0.0035629673751686602,0.023998088009249012,0.027106670161018538,0.045245525648945316,0.9789605126640334,0.27366664428543874,0.06450237829544749,0.3779420745377028,121099
9529,0.49344832969807445,0.021356332974742726,0.06506110313763383,0.06467217839349408,0.8698397681223048,0.014267921568691382,0.7516278723078587,0.005881015875291301,0.039254794287072486,0.05448807645700754,0.004140778088517031,0.9821470601061522,0.32601646175770227,0.10257607822808293,0.36762501583150586,51351
7813,0.4833667182754187,0.0010474039275892401,0.12744696199982403,0.0921285733264621,0.8582878535056832,-0.0016674973313903448,0.7117747956732227,0.0059455262864553885,0.045782125649542385,0.0390866910140831,0.0047876579781449165,1.0007775955231806,0.2674296444266094,0.07178934401777337,0.3963051340349807,39332
1081,0.4819294347187864,0.0016067186189081806,0.2506462593919312,0.15459542346550956,0.8159820657489586,-0.0009689762860921385,0.6619986009550686,0.0007134289473524919,0.03703044455637272,0.5373196909130966,0.003232251353868549,1.0026455492783044,0.28690252959179663,0.05135213543091539,0.4303855903361179,47499
2177,0.4809729564313489,0.004645039814664249,0.10864124300649439,0.08086851357966023,0.8521187520571311,-0.0006339921124175404,0.7559888220803539,0.0025227669972232303,0.04957795941274222,0.04861786058267636,0.0050158575574120005,0.993994499217102,0.2607090709688195,0.05561045559123514,0.22484284533219712,72204
460,0.4860684744962356,0.006348340041081918,0.11391693323635918,0.10600819249337654,0.9251782021305188,0.00022052653640357945,0.8022748442867588,0.004661061950578716,0.012983671669946156,0.07556829412713273,0.025845648667235963,0.994826658277268,0.2549366377752241,0.1624567982632186,0.7621910688061053,24905
77,0.5102633675285113,9.900501605000561e-05,0.07118583856667698,0.07755486227286257,0.951387887859284,0.001507687419811709,0.8937694980619398,0.014171297208827736,0.01545239670749085,0.1963154386474442,0.00013025834152076367,0.9966407226894988,0.21769337787180626,0.0024637383917897396,1.0038126197401154,14590
1934,0.4921124630164145,0.00017124989217943976,0.19782451723044608,0.17626548708468046,0.8352813435191703,0.033328563097257305,0.66180222041759,0.0008279129342353875,0.011990551087030767,0.05236346197187299,0.00010947926853889967,1.001636653875889,0.24550495696740998,0.11103074212481426,0.8872239519447016,15815
