index,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
1145,5,1487,2,1,0,5,5,1,15.032116676234496,10,10224
5420,1,812,2,4,0,5,5,1,13.544329879986249,27,5132
13109,1,857,2,4,0,2,0,1,9.724826808121339,31,6052
10080,5,1484,2,1,0,0,0,1,5.7101229561927855,21,9826
12616,1,812,2,2,0,5,0,1,27.675199043372103,6,11527
20248,5,1549,2,1,0,2,4,1,15.222030521066715,2,15281
16602,5,1551,2,1,0,5,0,1,13.916826515498324,20,3928
24850,1,878,2,1,0,4,4,1,17.149169822978855,37,6415
3656,0,1211,2,2,0,1,5,1,2.1129435731538244,34,2437
37097,3,113,2,4,0,5,1,1,8.878244210429052,17,4436
29236,5,1559,2,4,0,5,3,1,10.261362796682384,20,5839
8146,4,1493,2,0,0,4,5,1,18.90245248678566,41,3467
42559,5,1546,2,2,0,1,1,1,15.98102168711844,43,4314
17412,5,987,2,4,0,4,4,1,4.769351912350644,4,18789
3042,3,99,2,2,0,5,5,1,4.409231071379732,7,5749
18848,3,131,2,4,0,2,4,1,8.154599024656074,7,8877
28128,0,1208,2,1,0,4,4,1,14.87161197002061,34,3615
739,1,709,2,4,0,0,5,1,3.9130061544529005,17,10240
35945,5,1559,2,4,0,5,3,1,16.94252440480439,6,9723
26032,1,812,2,4,0,5,4,1,8.17447231793972,41,5660
41348,5,1408,2,2,2,3,2,1,5.686729156548269,41,3887
13788,0,79,2,1,0,2,0,1,12.71850238907646,26,3615
24604,5,878,2,2,0,4,4,1,14.880940788167795,41,5898
41852,3,42,2,4,0,1,1,1,14.624090267880174,28,4336
26893,1,723,2,5,0,0,4,1,19.14612634732504,34,4027
21303,5,1551,2,1,0,4,0,1,25.635464564299824,46,7389
48972,2,1026,5,2,0,4,2,1,11.305923459613151,19,5917
17752,5,1474,2,0,1,5,0,1,7.896984062236506,40,4473
35167,5,1546,2,2,0,5,1,1,16.664278184376514,6,6428
2096,0,34,2,4,0,3,5,1,13.440675117367675,2,6674
17436,3,1262,2,2,2,2,0,1,2.755098176475744,25,5488
33262,4,173,2,1,0,1,1,1,24.010182192753362,3,7446
2452,2,987,2,4,0,5,5,1,11.85737543179512,6,12509
35390,5,1470,2,4,1,4,1,1,25.486789557054188,20,11737
33616,4,1278,2,5,0,2,3,1,24.705662438324854,39,11500
