date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
73,4,2.7502853409887087,2750,9404,2.0,0,0,3,8,1992,919,1992,0,98058,47.42609680325894,-122.11044626907587,2438,5889,458645
66,4,2.7438339394642663,2663,17984,2.0,0,0,4,8,2461,1,1969,0,98059,47.52905059740599,-122.10844380951539,2501,9347,732182
37,4,2.4997434858738847,2340,8301,2.0,0,0,3,8,2333,1,2001,0,98045,47.478760511770865,-122.3356961475146,2207,9460,611186
141,3,2.8962208887758996,1579,5724,2.0,0,0,3,7,1638,2,1995,0,98053,47.61520705947099,-122.03067308487428,1508,4108,421810
213,2,0.999167370647462,808,5286,1.0,0,0,3,7,817,-1,1972,0,98001,47.511460266098645,-122.31808677226232,1123,5037,286011
317,3,0.9977950799456111,1229,5803,1.0,0,0,3,7,1178,219,1962,0,98126,47.55000305310003,-122.36377286755608,1776,5233,483416
118,4,2.4993866875301918,3662,3785,2.0,0,2,4,10,2808,1070,1893,0,98119,47.64124859294685,-122.35927037799878,2864,7406,1382878
25,4,2.498580805511619,3001,11512,2.0,0,0,3,10,2478,0,1990,0,98133,47.53511670668493,-122.33342751523543,2700,10821,897608
314,3,2.500112074598745,2131,3958,2.0,0,0,3,8,2116,-3,1931,0,98103,47.67437618684404,-122.28854552013152,1733,5571,726691
65,3,0.9982393508051377,925,1832,1.0,0,0,3,7,1490,2,1981,0,98045,47.48958145707135,-121.7907020022585,1277,9787,148298
65,3,1.7511755902174566,1655,7429,1.0,0,0,3,7,1564,2,1971,0,98065,47.5455994499924,-122.17246032865272,1354,6815,281311
95,3,2.500156106561238,1840,5796,1.0,0,0,3,7,1328,447,1977,0,98155,47.747773823023216,-122.32641423011108,2024,9881,418879
130,3,2.7468627379195962,1694,5749,1.5,0,3,4,8,1649,172,1928,0,98103,47.67010369979272,-122.33561614662804,2573,3986,1079016
83,3,1.9999660966145287,1645,4538,2.0,0,0,3,7,1571,-2,1992,0,98118,47.493752571385166,-122.27013988253997,1332,5342,457150
123,4,2.5003710239936625,2367,4816,2.0,0,0,3,8,2272,645,2002,0,98042,47.368291927069464,-122.20605115217442,2306,2638,276124
346,3,0.9837533038589049,932,7612,1.0,0,0,3,6,745,2,1958,0,98166,47.46151217049187,-122.35211579790703,990,7821,227976
56,4,2.50245883738251,2365,7755,2.0,0,0,3,8,2309,1,1984,0,98042,47.375579074576436,-122.09888322869737,2211,9026,315007
314,3,2.4992865082110143,1645,2099,3.0,0,0,3,8,1315,238,2007,0,98115,47.69772649823394,-122.29414524950049,1281,97,506351
65,4,3.4800265000996875,3289,7892,1.0,0,0,3,9,2012,1012,1978,0,98056,47.546307119596364,-122.21248579955866,2471,8545,700917
97,3,1.9983908572754085,1159,3123,1.0,0,0,3,7,1135,1,1990,0,98038,47.33363040767654,-121.8359731671589,1227,6402,151830
88,2,1.0001854118229032,1027,7944,1.0,0,0,3,7,1161,0,1963,0,98125,47.69419780683102,-122.30546279726019,1426,7547,319172
181,3,2.249967445964764,1973,7929,2.0,0,0,3,8,1832,-7,1979,0,98052,47.63509497511236,-122.17042501619567,1904,9068,624744
53,3,2.500620493601746,2304,3165,2.0,0,0,3,8,1817,522,1998,0,98177,47.71563691329734,-122.359921535858,2209,6183,489500
353,3,2.499235947154306,1671,4860,2.0,0,0,3,7,1705,2,2010,0,98146,47.49444002918064,-122.36791347766493,1558,5658,586488
80,4,2.499659905071145,3682,9397,2.0,0,0,3,10,3957,0,2003,0,98075,47.562843615707784,-122.04074527444425,3609,13552,804761
342,2,0.9998240349546044,702,8514,1.0,0,0,3,6,1412,0,1937,0,98155,47.523879265094756,-122.35801059906079,2198,9499,250231
342,4,2.739846750009221,3223,4511,2.0,0,0,3,9,2777,0,2004,0,98001,47.48648981495747,-122.3669518447861,2435,8172,464609
131,3,1.0000688486629041,1090,8891,1.0,0,0,4,7,1106,2,1966,0,98058,47.43770048351406,-122.21992886215193,1462,7843,408527
34,3,2.4993869289300346,2491,7713,2.0,0,0,3,8,1799,690,1955,0,98115,47.68390910999652,-122.34835943830802,2114,7192,684088
374,3,2.249128139507672,1600,7870,1.0,0,0,3,8,1701,-1,1978,0,98072,47.77301019137145,-122.17133528371889,1854,7372,490406
322,4,2.7461841272895695,2033,3211,1.5,0,0,5,7,1384,1157,1918,0,98144,47.59236269158474,-122.31132535535808,1797,4345,653266
80,4,2.5000429971798357,2770,7493,2.0,0,0,3,8,2694,-6,1983,0,98005,47.60230564677595,-122.1662573529403,2559,9375,654420
74,3,3.4703793895636177,2289,3771,2.0,0,0,3,8,1829,298,2007,0,98148,47.50903295341301,-122.32078506456527,2081,4858,359682
107,3,1.7504089267380223,2072,8254,1.0,0,0,4,7,1686,-1,1968,0,98058,47.42612664845949,-122.07718461943234,1968,9938,281240
33,4,2.5002038487905236,2924,8114,2.0,0,0,4,9,2729,0,1966,0,98004,47.63192473170106,-122.1913813126451,2617,10371,1252494
153,2,1.9993170061231875,1316,2051,1.0,0,0,3,7,850,310,1915,0,98115,47.67001522409006,-122.31893980952431,1217,1943,599180
74,4,4.00179860968981,6104,101370,2.0,0,4,3,11,2749,0,1998,0,98029,47.55130273937531,-121.97856075506456,3937,39343,2055618
183,3,2.4999182442560124,1241,-736,3.0,0,0,3,8,1542,2,1993,0,98115,47.69605246163743,-122.30842776747402,1652,2113,375967
354,3,2.4996476356490462,1762,3693,2.0,0,0,3,7,1448,-4,1999,0,98056,47.525931662049636,-122.2097002454904,2039,4677,316702
73,3,0.9980304816870137,1212,11629,1.0,0,0,3,6,1436,2,1951,0,98198,47.4409726073056,-122.33322968291533,1632,9195,285232
23,4,2.499798602572532,2465,9373,2.0,0,0,4,8,2594,-1,1978,0,98072,47.52568178107108,-122.10275659622208,2589,14956,654380
313,2,1.0010023113875786,1315,4557,1.0,0,0,4,6,1155,1,1941,0,98198,47.349470570061364,-122.39061842033357,1185,4618,310226
135,4,2.7419928372443882,1888,7891,2.0,0,0,3,7,1710,0,2004,0,98168,47.52991014208038,-121.83020263278704,1722,7049,329784
103,4,3.558481369405117,3395,4592,2.0,0,0,3,9,2734,-1,1986,0,98033,47.692887448191684,-122.17485937939084,2736,9236,809035
51,3,2.500258776847892,2201,5681,2.0,0,0,3,9,1749,199,2010,0,98105,47.737327484877994,-122.32824630620959,2087,4903,661158
121,4,3.245373029487745,3620,6876,2.0,0,0,3,9,2246,1,2008,0,98029,47.56252051573495,-122.00502707037826,3726,4536,889125
324,3,1.7499331973401488,2360,3930,1.0,0,0,3,8,1543,576,1934,0,98166,47.363168636720026,-122.38258828032494,2337,8068,438881
297,3,3.249686330000436,3115,2500,3.0,0,4,3,10,3058,76,2008,0,98103,47.68506955684714,-122.34974393476679,1619,4831,1332506
35,3,2.500062280944637,2322,8462,2.0,0,0,3,8,2381,1,1987,0,98011,47.7456187415289,-122.1964225085763,2352,7338,518606
17,4,2.5040659902420717,2364,5495,2.0,0,0,3,9,2393,-1,2010,0,98074,47.631139056388186,-122.18330191032109,2018,11030,804202
30,4,2.4997248683369557,2382,6583,2.0,0,0,3,8,2424,2,2006,0,98074,47.61495084265083,-122.00879478685741,2238,5970,781481
82,4,2.2506382554574906,2330,7362,1.0,0,0,4,8,1498,859,1970,0,98052,47.6850546543608,-122.16299061445527,2333,8662,685230
76,3,2.5001934760213205,3180,5615,2.0,0,0,3,9,2381,1,2007,0,98144,47.573677673257365,-122.27827294368521,2322,6398,715838
22,4,1.7505019132912152,2422,28009,1.0,0,0,4,8,2192,0,1974,0,98058,47.42643207579898,-122.02902061613328,2453,37881,498605
277,3,2.249325664736095,1626,2612,2.0,0,0,3,8,1275,217,1988,0,98008,47.67463658022579,-121.98894426731894,1737,1698,489832
81,4,2.499886784480414,3352,9232,2.0,0,0,3,10,3437,0,1999,0,98004,47.667827182168885,-122.19213625992244,2640,6119,872778
65,4,2.5001192367537244,3078,10162,1.0,0,0,4,8,1812,1474,1975,0,98034,47.54001343684533,-122.21358081140923,2353,8971,699903
51,4,3.2396211935990435,4570,44488,2.0,0,0,3,10,3728,0,2007,0,98077,47.734205096988916,-121.97489280729805,3575,40261,934121
72,4,2.499538192897187,2504,5819,2.0,0,0,3,9,2439,-1,2000,0,98014,47.65244727596793,-121.91454922241684,2650,8035,820487
108,3,2.78771261516883,1940,8202,1.0,0,0,3,8,1319,521,1989,0,98168,47.51436647963864,-122.32465843800553,1699,9979,392079
52,4,2.2491049706212833,2440,6343,2.0,0,0,4,10,2332,2,1987,0,98006,47.532570833793095,-122.17376233680116,2777,12875,657349
49,3,1.7508822726212732,1458,4691,1.0,0,0,4,7,1542,-2,1963,0,98008,47.663958759373095,-122.03024541600213,1595,10182,478810
97,3,0.9988110978825944,1379,4316,1.0,0,0,4,6,1357,0,1958,0,98056,47.515035522848386,-122.17529332929416,1161,7014,280879
62,4,2.499532791198851,3226,6590,2.0,0,0,3,9,2103,1084,1995,0,98177,47.704657489392645,-122.35824554254697,2413,8748,720889
55,4,2.496341683546724,2530,39596,2.0,0,0,3,9,2501,0,2007,0,98077,47.694278878933545,-122.00891829188113,2668,28029,699419
127,3,1.749527051454719,1711,7117,1.0,0,0,4,7,1647,2,1980,0,98031,47.43257730513182,-122.17868790859349,1554,12462,512743
32,4,2.4991260389397376,3115,17562,2.0,0,0,3,10,2273,0,1989,0,98040,47.53982685282746,-122.22939104530657,3180,11274,1020360
108,3,1.9999202446105178,1075,11959,2.0,0,0,3,7,1402,-1,1988,0,98028,47.76572971047702,-122.18103765016545,1351,6170,536040
318,3,1.0009472297879032,1392,5586,1.0,0,0,4,7,1654,-1,1984,0,98092,47.30818947219363,-122.10128869301582,1349,5140,526546
332,2,1.000795921458074,845,5523,1.0,0,0,4,6,1246,-1,1963,0,98077,47.49491242556374,-122.16734254802113,1632,6260,409914
32,4,1.7490813990982126,2060,9387,1.0,0,0,4,7,1665,836,1962,0,98006,47.54445299886158,-122.19202921326392,2153,6601,557129
118,4,2.0010094825232057,2237,3399,1.5,0,0,3,7,1501,932,1908,0,98144,47.5796433700797,-122.32700921902533,1688,4710,606503
99,4,2.4998911224451117,2375,9282,1.0,0,0,3,8,1887,719,1973,0,98011,47.746032017528485,-122.17724654364396,2642,13817,540937
212,4,2.5004011199258835,2533,3535,2.0,0,0,3,8,2268,132,2007,0,98055,47.42438160571706,-122.20827776689114,2600,4688,405212
133,4,2.5004388653469563,3523,6388,2.0,0,0,3,10,2444,-2,2004,0,98008,47.67667293361411,-122.12281067125649,3058,7295,922656
62,4,2.4994607013730783,2758,8541,2.0,0,0,3,10,2926,0,1997,0,98199,47.64684422079205,-122.5072615271712,2362,7838,1134072
96,2,1.0009170525720748,897,5006,1.0,0,0,3,6,1111,1,1938,0,98118,47.511256862590585,-122.34654783387535,1070,7666,362905
357,3,2.249188073093313,1803,4877,1.0,0,0,4,7,1618,-2,1985,0,98042,47.36150890619036,-122.1712672907085,1773,5212,531758
128,4,3.6091359008296897,6026,89602,2.0,0,0,3,11,3198,1583,1991,0,98072,47.76069936065851,-122.03271444018358,4727,49103,1114393
75,4,2.499990921335712,3307,3031,2.0,0,0,3,9,2426,582,2003,0,98033,47.676647152965714,-122.36917169173134,2229,5695,1415449
135,3,1.749410282415464,1712,7201,1.0,0,0,3,7,1601,-2,1981,0,98074,47.660736971345294,-122.00000582013224,1745,165608,475941
69,4,2.250055849803642,2403,6001,1.0,0,0,4,8,1903,802,1976,0,98011,47.750841949751646,-122.20957112505458,2163,7073,594394
359,4,1.7500969333634777,2096,6825,1.0,0,0,4,7,1116,828,1968,0,98034,47.70336592627341,-122.1735804978866,1594,3673,357953
18,2,1.9999596694339445,1015,4229,2.0,0,0,3,7,1146,4,1908,0,98003,47.542762043694744,-122.3249989963087,1274,2985,274585
302,3,1.7503629723736438,1047,3682,1.0,0,0,4,7,1129,261,1978,0,98042,47.41608759683853,-122.10900632803913,1565,6001,269300
122,4,2.4994049379881322,2808,9067,2.0,0,0,3,9,2653,1,2000,0,98059,47.49926961718115,-122.12606161310319,2869,7392,529127
37,3,1.750854285613268,1598,6081,1.0,0,0,3,7,1427,1,1952,0,98103,47.675021068175724,-122.33146325487017,1502,4769,550122
305,4,1.0075887208486674,1680,8570,1.0,0,0,3,7,973,877,1951,0,98001,47.3278559897592,-122.33645970285647,1426,6284,226329
70,4,1.998067027814887,2022,3315,1.5,0,0,3,7,2160,3,1933,0,98116,47.58547245609916,-122.3801133612153,1824,4502,603357
256,4,2.746245861253769,2868,881,2.0,0,0,3,9,2760,1,1999,0,98125,47.7246447355012,-122.27950624811938,2378,7546,679605
58,3,1.7485508325415242,1658,6374,1.5,0,0,4,7,1537,-1,1944,0,98115,47.67789512358297,-122.3521664404935,1814,4773,642673
58,2,0.99918489493201,1054,9469,1.0,0,0,3,6,1244,-2,1926,0,98177,47.70233431904371,-122.21659146582536,1582,12174,487250
102,3,2.50230337476396,2556,1246,3.0,0,0,3,9,1943,328,2002,0,98107,47.691974772290905,-122.38639382660931,1540,562,659100
70,4,2.249840512570186,2331,9230,1.0,0,0,4,8,2262,135,1960,0,98033,47.702601515729214,-122.20032170162526,2227,6404,742463
58,3,1.749489013425312,1950,6485,1.5,0,0,3,7,1563,710,1924,0,98115,47.687272419599,-122.28435828784117,1447,1985,586454
51,3,2.4996224937302913,1598,7544,2.0,0,0,3,7,1906,1,2000,0,98029,47.54828630187243,-121.99021107790676,2040,4081,484187
60,4,2.5001136533813733,3000,1718,3.0,0,0,3,9,3042,0,2002,0,98116,47.5618082867648,-122.38262902617222,1719,3661,839315
58,4,2.2495397563918904,2209,5961,2.0,0,0,3,7,2033,0,1976,0,98027,47.535561974572026,-122.00960434961681,2109,10619,505574
354,3,1.7491091183596605,1357,6565,1.0,0,0,3,7,1289,1,1978,0,98115,47.710815619387446,-122.31677184474223,1702,6515,500199
336,2,0.9994306578008993,1542,7341,1.0,0,0,4,6,1115,398,1945,0,98055,47.445216189498666,-122.24822719479786,1504,10225,246585
83,3,1.7497479710151531,1449,4728,1.0,0,0,3,7,1118,330,1986,0,98178,47.48719502840076,-122.23428381261255,1549,5411,401086
52,4,2.8895735428257576,3040,8366,1.0,0,3,3,8,1484,968,1954,0,98146,47.48748028333391,-122.38068633085169,2449,7187,673647
244,3,1.749618856115564,1866,3903,2.0,0,0,4,7,1906,2,1988,0,98003,47.333457175588265,-122.33708171409454,1703,7866,546244
132,2,0.9993633186128995,1009,6781,1.0,0,0,3,6,847,314,1942,0,98055,47.4407540386675,-122.37312704967776,1061,5411,380341
155,3,1.7505558674508113,1901,5566,1.5,0,0,3,7,1169,518,1917,0,98119,47.680228253540875,-122.36432528660298,1700,3810,638936
69,4,3.5220530335247044,3424,9149,2.0,0,0,3,9,3092,196,1982,0,98034,47.569242928597795,-122.23672083025481,2477,10504,941800
196,5,2.499278476706885,3653,6921,2.0,0,0,3,9,2691,1004,2018,0,98034,47.54507826238416,-122.18069783435847,3041,5713,907132
145,3,1.750572911052139,1504,8355,1.0,0,0,3,7,1132,196,1977,0,98008,47.67837609421888,-122.10729177096442,1496,10955,495798
51,3,2.5004056812465825,1568,6655,2.0,0,0,3,7,1407,1,1986,0,98027,47.694835551879066,-122.06563132775409,1699,8732,464694
39,4,2.49992106647817,2885,36378,2.0,0,0,3,9,2749,0,1987,0,98038,47.46176312897161,-122.05292180784699,2709,36520,556092
87,3,2.2491954131677616,2606,7952,1.0,0,0,4,8,2199,-1,1976,0,98042,47.44864768939143,-122.33311787281673,1952,10766,289198
78,3,2.4999491660885176,2354,2542,3.0,0,0,3,9,2306,-1,1998,0,98103,47.583229151934574,-122.18705975959904,1868,1141,700869
67,1,0.28652599279588786,811,6912,1.0,0,0,3,6,1370,0,1946,0,98146,47.493268467627225,-122.22116234904311,1122,9037,241966
314,3,1.7434134945095234,1664,6348,1.5,0,0,4,7,1399,1,1926,0,98117,47.666390931781194,-122.36421704126192,1704,5517,650232
35,4,2.499948890976925,2780,5410,1.0,0,0,4,8,1496,1141,1977,0,98058,47.46883489408912,-122.10750595152732,2130,7829,361476
54,3,1.502628556890926,1794,9248,1.0,0,0,4,7,1864,-1,1962,0,98042,47.404073505339014,-122.17756586434703,1966,8211,174413
327,3,1.7503155206561745,2321,7081,1.0,0,0,3,8,1223,828,1944,0,98177,47.54067261774348,-122.37370407777053,2030,6840,609269
127,4,2.5001977322446773,2820,4683,2.0,0,0,3,9,2881,-1,2004,0,98040,47.70706094900167,-122.15181349124586,2408,9376,685260
322,4,1.750315854035225,2064,8476,1.0,0,0,4,7,1438,929,1962,0,98004,47.64011106683151,-122.1806620678331,2284,8198,585078
335,3,2.499843179313995,2144,6922,2.0,0,0,3,8,1839,575,1997,0,98011,47.7742236354983,-122.18000885405236,2282,6715,563019
354,3,1.7498946409633436,1683,8109,1.0,0,0,4,7,1816,1,1955,0,98001,47.457555053747726,-122.35676704816515,1392,8941,263497
289,4,3.479247327226204,2398,7762,1.0,0,1,3,8,1725,759,1943,0,98136,47.73515330041958,-122.39612463308897,2277,9558,809784
195,3,2.001495649196255,1963,4044,1.0,0,0,4,7,1703,1,1979,0,98042,47.39893608780384,-122.13270212704496,1791,11764,476975
200,3,1.7485335856677704,1148,5387,1.0,0,0,3,7,1080,199,1980,0,98052,47.718894801612336,-122.03469582533641,1573,5109,305655
224,3,2.797201099850071,1586,3862,2.0,0,0,3,8,1139,34,2012,0,98136,47.529904149858275,-122.39826741916796,1410,3007,405831
60,4,4.066531788397149,4688,15873,2.0,0,2,3,11,3465,1318,1949,0,98039,47.640324698471666,-122.36777674548567,3821,21028,3044603
112,3,2.5004688300199813,2373,37379,1.0,0,0,3,8,1866,678,1988,0,98072,47.53857643662517,-122.06302758210703,2529,44439,672353
316,3,2.2502735916885857,1178,-422,1.0,0,0,3,7,1074,239,1985,0,98072,47.76632827689098,-122.14747081600359,1308,3474,436914
23,4,2.4998814940456175,2266,8871,2.0,0,0,3,8,2296,1,1986,0,98056,47.51614402247004,-122.18351900427498,2515,9071,477794
207,3,1.0006966368594439,1072,5939,1.0,0,0,3,6,1213,-2,1947,0,98166,47.45285813993757,-122.3894325518593,1139,7710,194090
93,2,1.0003464022735802,1037,4651,1.0,0,0,3,6,1167,2,1937,0,98126,47.77344647742272,-122.36109309866018,1508,6208,252492
60,3,0.9995416149979854,1203,7249,1.0,0,0,3,7,1164,0,1950,0,98133,47.72633106261381,-122.33653092631226,1211,6489,447804
340,2,0.9995505588904489,1449,7055,1.0,0,0,3,8,1283,-2,1908,0,98109,47.60641092492371,-122.34045814261276,2087,5456,786378
63,4,2.4996324807600705,1932,10524,2.0,0,0,3,8,2145,2,1988,0,98030,47.35406895236602,-122.17671280018925,2077,10534,423474
160,3,2.7515021490093123,1806,9285,2.0,0,0,3,8,1947,-1,1979,0,98074,47.608137628597355,-121.99671761879733,1763,11087,623988
94,3,2.4996021287899213,2404,9306,1.0,0,0,3,8,2070,-3,1977,0,98008,47.61761305372368,-122.00497918668256,2266,8856,582697
122,4,3.041379135768418,2574,2333,2.0,0,0,3,8,1997,-1,2004,0,98126,47.752675207379696,-122.37295992577377,2263,5808,438429
79,3,2.250438017738221,1654,10923,1.0,0,0,3,7,1185,404,1981,0,98011,47.54488968305799,-122.19210423050843,1537,7598,345804
58,3,2.5004503587454887,2825,231400,2.0,0,0,3,8,2479,1,2000,0,98045,47.692534385646574,-121.83467204579352,2927,207909,552432
25,4,2.4998660107756527,2437,19845,1.5,0,0,4,7,2141,-1,1934,0,98038,47.408570802602355,-122.0823776622643,2340,42809,415663
81,3,2.500579182770664,2128,8237,2.0,0,0,3,8,2098,2,1976,0,98033,47.66907904861754,-122.18964040685697,2257,6200,661128
94,2,1.0005463701673216,986,4470,1.0,0,0,3,6,942,319,1947,0,98106,47.50235436442633,-122.3557534493168,1009,5178,389592
