longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-121.47409848254782,38.728099935922835,19,4050,854,1686,758,3.5219485505719206,106624,1
-118.30539632094859,34.35703088944267,35,956,265,1036,195,3.1829603282615206,141241,0
-118.22398465106428,33.721587899754745,35,1289,155,1052,304,3.9018230423112943,134662,0
-117.78093350885655,33.618322787803244,23,2301,433,2128,364,4.63267584248864,129563,0
-117.62629578975437,34.12262118678708,25,3454,398,1186,395,7.444891680519625,383547,0
-118.35363422642696,33.878892796677555,35,1055,183,940,197,4.323497167849426,254057,0
-122.46654728498038,37.63796433951521,52,2716,703,883,641,4.14892708860142,348680,4
-117.08483611241626,32.77848140636024,18,5172,1155,2890,1222,3.2291034068137257,177930,0
-119.02990911521988,35.11311160589678,16,2340,446,1168,397,3.3786984545551553,60618,1
-121.47943543503989,38.59245123030485,11,6250,1220,2690,1177,3.5545501396778967,146730,1
-122.34901236077602,37.932771046339774,18,5098,714,2078,602,6.262982129618313,349836,3
-120.92181894046172,38.10017561897229,24,2908,530,1465,466,4.232105124139981,122723,1
-121.93973783361704,38.217750843532244,16,2991,634,1592,612,4.869610186351739,131400,0
-117.9348025426549,34.29910998554517,27,6697,1059,3866,976,5.508114195824527,229652,0
-122.18301009302161,38.021423324181214,29,2663,473,1372,457,4.455876031491405,166890,3
-120.63488220430911,35.24409978420992,52,1728,447,888,395,3.58197787808547,237382,4
-122.01640973027703,37.383242214001754,34,1652,454,1227,513,3.27616751166972,148086,0
-117.08188836248742,32.89761240961525,18,2327,463,1499,451,4.783882088417884,165772,0
-119.89040182713107,37.278354947636345,8,11819,1179,3463,1286,3.307502066883498,93104,1
-117.99842208857012,33.7740842527245,30,1356,503,1562,521,2.8768853458709573,199701,0
-117.17289867836477,32.61646333019737,37,-2844,230,539,432,3.4768459971967807,492346,4
-122.13672525084931,38.61631552736626,19,2468,478,1297,496,4.707803476603166,160776,1
-122.16018466114431,37.58631070826757,52,1483,289,696,303,4.086691654498914,182242,3
-117.24524497931317,33.009177903252414,22,1482,396,929,395,2.6245243850510347,208398,4
-117.06403135971276,33.74412082792935,20,1661,498,1447,515,2.7739323558463505,71424,4
-117.85382393636435,33.79288319980972,23,1471,412,1402,407,3.254099165182775,182515,0
-117.19157957979269,33.85105151715103,8,5638,867,2340,961,3.8208830824039333,131978,1
-121.45636170829694,37.847100831211094,51,485,159,779,297,3.376266022107069,73224,3
-118.3170940656352,33.795239462164055,25,2938,718,1781,614,4.467177908504405,197518,0
-118.54257497840564,34.23435756517836,23,739,394,1286,592,0.6443058638171997,190153,0
-121.86153888053548,37.78410542579258,15,4644,917,2225,951,4.336545563511514,204821,1
-121.45940868192346,36.71071472545708,15,2319,458,948,302,5.901379803354884,160445,1
-119.87941242608629,36.98116924972872,14,3783,914,1941,743,2.6346507173240967,85763,1
-119.63557367302285,36.8990977726251,17,1721,256,847,353,5.557430540074018,179720,1
-122.31660693858103,37.890006792804485,49,2196,584,1331,454,2.9252622880345536,158435,3
-120.61944596925616,35.14647340176653,16,7136,1624,6005,2196,1.8224061199280002,141069,4
-117.15269407054824,32.74800332775456,15,3317,456,1378,572,5.517521671115887,289633,4
-117.75658822034049,33.78053440316855,24,1157,231,977,272,1.4092595064962152,101457,0
-122.27320476681494,37.78252799714793,38,1765,387,950,327,3.5055719930351197,248645,3
-120.85887367847366,37.96415597731339,15,2291,394,915,364,3.5774439046711337,130762,1
-117.99719889097707,33.79668954092205,20,3581,996,2249,1009,3.7207701313471513,134943,0
-121.8208827208453,37.774653114676966,34,1969,349,1003,374,4.1407330901059165,196325,3
-118.54442194642792,34.17449778694674,39,1289,162,483,421,3.978647195398491,281924,0
-117.28224465892026,32.884513149505665,16,2759,561,1514,453,4.155259793605396,162545,0
-122.1138410150118,37.52882519396037,34,1826,335,951,337,3.593100529997797,186981,0
-117.97364472413136,33.95495171021192,18,2433,441,903,365,4.367878130953154,276237,0
-117.37772048596705,32.81075093796738,17,2286,368,1196,392,4.284735816362846,170406,0
-121.55377899738677,37.905657170292265,19,2034,289,874,288,4.606393328462124,146251,1
-121.88594900615617,39.87278229544162,18,3114,560,1392,603,2.7089985750483,79713,1
-118.47883896140438,34.084658023273555,50,1796,534,663,455,2.9592141929804847,492475,0
-122.38956994480377,37.59690337619201,52,2703,537,1110,605,3.9336487770906015,394932,3
-118.40142604853675,33.86736787731677,38,1310,308,746,275,2.146797663126417,87402,0
-121.1291511307437,37.63394085332518,44,1238,272,662,310,2.6871196554395262,135261,1
-118.70951368700007,35.74284424203135,36,971,216,745,187,3.2278310155291794,113496,1
-118.21887048293875,34.21593269378678,36,1220,338,1140,382,2.5657210682722007,218527,0
-118.27572695373392,34.016702088499216,45,1279,379,1068,362,3.6065322358648344,241156,0
-117.9408771975508,34.14835201973804,35,2289,432,1834,421,3.759527219241655,163670,1
-121.11204098464015,37.85431972817457,12,3256,454,1547,514,3.9327580862661273,135554,1
-118.36975519334582,33.84524229412047,34,1370,292,501,363,5.144229787093732,355572,0
-118.0120966270848,34.05848654347519,31,177,171,451,96,5.703878674763368,221523,0
-117.74930376269043,33.878259716108005,16,2324,573,664,433,2.0620324321816748,89208,1
-123.43761111563227,33.11152346693559,18,1559,300,959,337,4.537532692864692,126580,0
-116.89377211390662,32.78217067919658,13,1623,350,656,327,2.593298665935066,133314,0
-122.51891886463012,39.26032543996338,35,1369,277,760,249,3.3937814321253694,153880,0
-121.2078499037565,38.95989446988206,15,3522,586,1445,468,5.303041443647267,156831,1
-118.41126185838408,34.11210695069581,35,550,67,860,231,3.8388294980097957,98287,1
-122.11488804959764,38.66001758814581,16,2515,408,1193,311,4.658475349291897,207759,1
-120.889911244194,37.846573873867825,17,3046,508,1511,431,3.981715573189765,134723,1
-117.88982950723921,33.65951013647088,16,4194,732,4206,1695,3.6629943467970043,179939,0
-118.31680782555267,34.1697058753449,38,4078,853,2205,848,5.10473053109801,241117,0
-116.96608867716834,32.88621054834123,19,12628,998,3266,919,6.403586206304504,293695,0
-118.20010880193722,33.95456385041111,35,1604,336,960,326,3.4666202884595756,186175,0
-118.14721603441455,33.94359940168491,25,2196,712,2046,532,2.140010119904681,80678,0
-121.59135474351734,37.751109581708725,36,1647,357,1083,319,3.781176279986717,128567,1
-117.1828496376044,32.5796269021985,24,4135,720,1514,748,5.485638815995317,346616,4
-117.14613472911743,33.118531456458946,12,3577,604,1416,634,4.729816053190976,353031,4
-122.1612956513157,37.874000404338545,51,1464,269,881,284,3.9835673934491576,229257,3
-122.25967474774558,37.67958906670415,34,2676,530,1160,484,4.34872522508247,234273,4
-118.16783268974807,33.755542165969594,20,2529,751,1716,541,3.334176037836985,164577,0
-119.316815632195,36.32140047081239,17,2589,693,1643,566,1.377257481772833,72764,1
-118.25681908645684,33.859823663725315,36,2129,397,1026,351,5.8942696351226855,223987,0
-121.6085432345253,37.304451773396394,18,3758,776,1949,671,4.5824612950886605,225725,0
-117.42881330292543,34.02620369384899,36,1617,281,860,264,3.643536559304234,99279,1
-122.20912917705645,38.35739199456053,41,2564,559,1071,468,2.540336946066316,110883,1
-121.99529859225035,38.627236420638866,16,4358,741,2016,584,6.374387245873628,241781,1
-122.46445487201794,38.35502840912739,41,496,231,602,229,3.492562781955304,216894,0
-118.02031234638136,33.90750586692323,34,370,92,454,120,4.462917430714721,359278,0
-117.66239494335105,33.56125141248302,9,4447,1442,3729,1445,2.978202512300169,101916,0
-121.37970489942354,40.8441747687942,16,278,88,525,232,4.056616979311542,90412,1
-117.18746398159185,32.929169017338445,42,2492,545,1182,583,3.426633300806556,287773,4
-118.32446864772604,33.88814335186589,35,2575,524,1049,515,4.891976758333356,382949,4
-122.32490696012626,39.19354847972726,5,18511,1639,3745,2575,5.356302582340432,178492,0
-118.54604043061906,33.748957211792415,38,1595,254,1060,294,5.220623065273113,382496,4
-121.83461278528046,36.99120250353608,14,3559,543,1185,380,6.284587303814912,267523,0
-121.3220817141305,38.54825702240384,3,4223,568,1470,372,6.035807264313476,343306,1
-119.19378875431914,34.33101011778352,50,1370,183,682,214,3.466990627002353,232563,4
-119.01457542547568,35.36852528776783,31,3575,898,2327,799,3.55204158048244,84683,1
-118.47964355668114,33.861333696730576,38,1308,201,695,294,3.665630471723394,157242,0
-118.03563264431203,34.088271474091364,20,2051,512,1273,372,3.8669662478540374,243211,0
-117.07221990471552,32.9183141869323,18,2114,330,988,353,3.9094401080737287,169610,0
-118.07529909546761,34.22795369065833,20,2960,651,1612,608,2.8825850357515,99383,1
-122.01880958393825,37.44086755683203,16,1755,293,697,342,6.308647975388463,270531,1
-115.71747664884111,33.06213211098549,16,2780,734,1388,673,1.312157169652752,117419,1
-117.06967107215465,32.75373982177272,19,1308,304,1079,396,4.119299073240774,153746,4
-118.17048563264873,33.80986482261888,17,1592,214,457,241,6.646501395524165,446725,0
-117.97674209285762,34.03332077214907,15,2143,419,1141,404,5.329586852504888,190612,0
-118.28249703733111,33.82418753700823,19,4273,793,1845,705,5.086640776653487,278855,0
-117.2569322849044,34.814592538072645,49,2951,636,1557,556,3.549378928390808,73773,1
-117.41728250439164,33.91366767295024,34,940,190,165,211,4.849379306887762,498412,4
