date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
389,3,1.7498235262184363,1668,6455,1.0,0,0,4,7,1471,196,1945,0,98199,47.64147924333606,-122.23952804143845,2311,9387,621165
349,3,1.7504996243688817,1724,5281,1.0,0,0,4,7,1353,564,1954,0,98055,47.48015011619034,-122.22488369630587,2217,12255,483747
135,3,2.4998992068512633,1925,2713,1.0,0,0,3,7,1513,695,1986,0,98136,47.54050128717772,-122.39354230447624,1607,4249,417775
113,4,3.5039523509653137,3740,5834,2.0,0,0,3,10,2285,872,2007,0,98144,47.60011303989928,-122.29634088611904,1703,5491,935407
54,4,2.9762995394126226,2319,5261,2.0,0,0,3,8,2215,-2,1943,0,98004,47.6471926534685,-122.23678793104894,2465,7287,957339
67,2,1.9990951907068015,879,5306,2.0,0,0,3,7,873,-2,2002,0,98028,47.55335729683941,-122.21110229934078,1162,4736,406617
129,3,1.9992009105901376,830,6476,1.0,0,0,3,7,1155,1,1990,0,98001,47.36097387217709,-122.38175994013153,1358,7457,549531
76,3,1.749929590371027,1615,9446,1.0,0,0,3,7,1791,-1,1959,0,98056,47.509043225805954,-122.21359124068232,1569,12319,330126
60,3,2.4997617661523104,2062,8763,2.0,0,0,3,8,2491,0,1993,0,98006,47.53580929960996,-122.17536188662967,1892,7354,553872
137,4,2.9600869236964997,2396,6596,2.0,0,0,3,9,2578,0,2006,0,98033,47.68861469074084,-122.21847837193546,2197,7157,780292
-25,2,0.9995034315328127,1056,5423,1.0,0,0,3,7,1321,161,1947,0,98133,47.702023765316625,-122.35969847526589,1326,5875,421533
71,3,2.4997103739244033,1434,382,2.0,0,0,3,7,1359,2,2009,0,98055,47.493147911007334,-122.18977765476843,1532,5330,217531
68,3,2.500093959291491,1700,4067,2.0,0,0,3,7,1779,0,1990,0,98023,47.46830702757151,-122.35881843882251,1763,5829,443487
310,3,1.7503056168264088,1430,6704,2.0,0,0,3,7,1486,1,1972,0,98106,47.513877738889235,-122.36840226607613,1483,6257,536556
89,2,1.0005950925925147,955,5806,1.0,0,0,4,7,1012,-1,1950,0,98033,47.67871642477655,-122.1742584160591,1391,6045,456283
191,3,0.9988024076402185,1542,12698,1.5,0,0,3,7,1540,-2,1947,0,98136,47.48593585753368,-122.36341903190548,1460,7639,393007
84,4,2.501212097741168,2060,6402,2.0,0,0,3,8,2575,0,1984,0,98092,47.325153977392596,-122.0735149350844,2037,6067,297569
61,3,2.4997146400080386,2613,584,2.0,0,0,3,9,2469,0,1996,0,98107,47.660658249901424,-122.14065197296273,1903,3275,816734
73,2,1.000307434231002,805,649,1.0,0,0,3,6,1376,3,1948,0,98117,47.70069459840671,-122.38180030103162,1187,2959,327917
53,3,0.9986631978955506,1398,5654,1.0,0,0,3,7,1311,0,1927,0,98106,47.52517438143287,-122.34737022370605,1227,5789,381301
114,3,1.7507205093658391,1324,6262,1.0,0,0,3,7,962,347,1945,0,98028,47.55637927975193,-122.25506073088413,1414,2556,361062
311,3,1.7496058462650417,1458,6284,1.0,0,0,4,8,1229,197,1951,0,98040,47.556799302365164,-122.18517412937783,2545,6973,710239
88,3,2.4999207055803807,1819,5187,2.0,0,0,3,8,1932,0,1980,0,98034,47.727821548673376,-122.21433231214056,1681,7884,608307
299,3,1.7495553710921778,1154,7727,1.0,0,0,3,7,1226,373,1979,0,98052,47.685742521554324,-122.12710753252908,1683,6701,415422
47,2,1.0009328174879388,778,6023,1.0,0,0,3,6,1061,-1,1968,0,98032,47.48910022607354,-122.06862524422273,757,5177,313590
99,4,2.499982557187462,2732,6477,2.0,0,0,3,10,2158,-1,1991,0,98004,47.68793441576156,-122.3595409514414,1992,8307,1311701
205,4,2.4999968172350817,2800,17491,2.0,0,0,3,8,2702,2,1938,0,98040,47.525763480281405,-122.34820594962501,2355,10056,876934
168,2,1.4999457079469658,1200,-1172,2.0,0,0,3,8,985,0,2003,0,98119,47.62307136676617,-122.38337503575065,1412,2571,442586
95,2,1.0003721649765567,722,6149,1.0,0,0,4,5,830,-2,1946,0,98006,47.5388342093219,-122.11219902578249,1467,10319,363995
74,3,2.4995846146367016,2034,229,2.0,0,0,3,8,1758,115,2001,0,98118,47.55395676927796,-122.27533177926011,1900,6224,566265
60,4,3.964703213225598,3344,15880,2.0,0,3,3,11,3346,2391,1989,0,98059,47.45872204389392,-122.16529847628767,3197,16344,1582017
104,2,1.0006825722807524,893,3198,1.0,0,0,3,6,1359,1,1914,0,98108,47.513746130322325,-122.30205288491366,1369,4711,297210
328,3,1.7496803557195706,1747,11381,1.0,0,0,4,8,1708,0,1956,0,98004,47.68385224146575,-122.18315865004398,2305,11618,870725
54,3,1.7497251880534634,1534,4710,2.0,0,0,3,8,1693,1,1984,0,98117,47.69260314313413,-122.36003938387503,1273,2612,571140
42,3,1.7503590803312727,1834,7222,1.0,0,0,4,8,1901,1,1967,0,98008,47.658212224106016,-122.13194287801663,2536,13204,585778
57,4,2.2503001508866296,2261,6428,1.0,0,0,4,8,1651,998,1975,0,98042,47.376388026400576,-122.19308719633835,2111,12286,322040
301,3,0.9989428455316274,862,6146,1.0,0,0,3,7,893,168,1952,0,98001,47.43281891690341,-122.34453810240616,1161,6784,447445
152,3,1.7502777588899103,1140,3559,2.0,0,0,3,7,1580,1,1978,0,98117,47.69246100248046,-122.37136426302524,1333,4056,442628
91,3,3.2486341070627565,1480,1303,2.0,0,0,3,8,1502,151,2001,0,98103,47.64919796582069,-122.33165675463962,1528,2831,624109
353,4,2.4995090144555463,2499,8079,2.0,0,0,3,8,2285,0,2005,0,98042,47.446907884019524,-122.35837459993671,2249,6359,427483
282,3,2.7470160291645795,1393,943,2.0,0,0,3,7,1384,0,1984,0,98117,47.64170359547353,-121.92166876172512,1407,5969,444971
66,3,1.7500903167663067,1836,3295,1.0,0,0,4,7,1997,0,1969,0,98058,47.43935834582241,-122.18442809668691,2093,7277,253183
27,3,0.9990355066674776,1167,11381,1.0,0,0,4,7,1321,-1,1952,0,98011,47.76089558552896,-122.20090685124619,1306,8062,270503
370,3,2.0000005095390097,1596,8465,2.0,0,0,3,7,1513,0,1982,0,98038,47.33774089984275,-122.07167671415466,1417,8057,434528
63,3,1.7504064573745184,2314,53817,1.0,0,0,4,8,1783,-1,1966,0,98008,47.64246225801487,-121.99723976393352,2523,48508,623747
98,3,2.2496232034836505,1394,7023,1.0,0,0,3,7,1334,440,1985,0,98166,47.47805389190056,-122.33448795070004,1541,6616,248594
299,3,2.2522359681877475,1893,4194,2.0,0,0,3,8,2061,0,1981,0,98052,47.55251412558859,-121.99826877312681,2087,5807,550401
20,4,3.779715396966153,4116,15311,2.0,0,4,3,11,3504,943,1994,0,98177,47.59020981146454,-122.3879742723669,2865,8763,2365704
38,3,1.7500647086195502,1652,22709,1.0,0,0,4,7,1679,-1,1969,0,98008,47.629204153151,-122.09834974444783,1622,13268,393489
51,3,1.749195185491952,1120,7111,1.0,0,0,3,7,1160,0,1993,0,98198,47.475098648618115,-122.34633767714253,1298,7950,352854
282,2,2.499131409281356,1030,780,3.0,0,0,3,7,1155,1,2010,0,98108,47.56362587753039,-122.33639133415453,1337,-523,214851
76,4,0.9998375902426268,1690,7367,1.5,0,0,3,7,1738,-1,1947,0,98125,47.709595982457195,-121.9047466070241,1199,8492,348524
83,2,0.9988641054867113,599,5822,1.0,0,0,3,7,928,3,1970,0,98155,47.74087888919557,-122.36648424940923,1101,6880,419609
261,4,1.7435895471719107,1293,7667,1.0,0,0,4,7,1742,1,1955,0,98126,47.54329966373368,-122.21881779729989,1727,8860,407902
66,4,3.455191669665532,2613,12760,1.0,0,0,4,8,2040,764,1964,0,98005,47.60673478246899,-122.16388931705488,2890,8289,895970
303,2,1.0005782803768473,1279,78,1.0,0,0,4,7,789,79,1922,0,98117,47.67728546612074,-122.37394635403744,1384,2647,646598
50,4,1.7511251418739184,2319,6325,1.0,0,0,4,7,1447,1032,1963,0,98178,47.505257933421156,-122.19750046729847,2278,7092,405654
87,4,1.7535291483907427,2077,5448,1.0,0,0,4,7,1209,1154,1930,0,98106,47.56485016738522,-122.35212609109108,1366,4814,410619
47,4,2.499647904576132,2603,8198,1.0,0,0,3,8,1814,915,1980,0,98031,47.5002055954081,-122.17382451039401,2058,8858,372376
324,2,0.9990712359299331,959,3894,1.0,0,0,3,7,1094,1,1940,0,98115,47.70260592161815,-122.31693935753232,2219,8174,616503
47,4,2.50009796658509,2374,35306,2.0,0,0,3,8,2505,0,1988,0,98072,47.73964164150963,-121.96179263207854,2437,38932,675804
159,4,3.4453442944662673,3482,3722,2.0,0,0,3,8,2384,-4,2009,0,98092,47.34241201226312,-122.18568732563078,2791,4456,413182
54,3,1.7497691587909745,1353,5444,1.0,0,0,3,7,1426,1,1985,0,98092,47.27717672399036,-122.20709486560905,1440,6128,335858
47,3,1.749881922416065,1826,7263,1.0,0,0,4,7,1000,583,1955,0,98198,47.481922130859424,-122.30929312643511,1472,10458,337341
356,3,2.7512563307713584,1581,2272,1.0,0,0,3,7,910,111,1927,0,98136,47.54703229593639,-122.39975051484674,1424,4139,557396
108,3,2.2493798997389343,2017,10760,2.0,0,0,3,8,1957,-1,1987,0,98027,47.507179989512316,-122.04472270790161,1740,8917,472704
105,4,3.4756638490484066,3073,8452,2.0,0,0,3,9,2649,2,1990,0,98178,47.47096183339161,-122.24007838827666,2554,9053,414064
41,4,2.499181301660448,3452,4568,2.0,0,0,3,9,2778,0,2016,0,98052,47.7030685484595,-122.1614603779635,3629,3556,1004745
121,3,1.0002070703572874,1467,8594,1.0,0,0,4,7,1351,-1,1955,0,98075,47.60002192502713,-122.01282319949051,1460,6380,386408
193,3,1.0008749841241407,1335,51661,1.0,0,0,3,7,1143,-2,1979,0,98045,47.37210374082436,-121.83431240535609,1543,14935,246600
102,4,2.5000921035251644,2320,10786,2.0,0,0,3,8,2182,0,1985,0,98042,47.38447373062732,-122.06332601573433,2215,10842,312121
72,3,1.0006635578713177,1514,4751,1.0,0,0,4,7,1355,2,1955,0,98034,47.744772728130116,-122.21791403701033,1334,9629,406205
61,3,1.750960855249697,1951,52044,2.0,0,0,3,7,1736,1,1976,0,98045,47.47001075331235,-121.82983418193925,1592,41927,421780
28,3,1.7504643422071808,1668,7287,1.0,0,0,4,8,1557,-1,1963,0,98008,47.569043466869246,-122.11963918938598,2077,8708,547378
173,3,1.0013793261640227,1463,6862,1.0,0,0,3,7,1231,1,1977,0,98155,47.74574606918571,-122.34939282570123,1397,10395,323994
171,4,2.4990148416196982,2210,9169,2.0,0,0,3,8,2351,-2,2006,0,98028,47.520669478815606,-122.2410870427281,2104,6375,508079
322,3,2.5000530529357854,1560,6094,2.0,0,0,3,7,1707,1,2000,0,98038,47.32696927281828,-121.98912055918292,2072,2924,421174
