age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
21,7,111549,11,4,1,1,4,1,0,0,25,39,0
76,0,193522,0,6,0,1,4,0,0,0,39,39,0
34,4,164348,8,4,8,1,4,0,0,0,40,39,0
52,4,458696,6,2,3,0,4,1,0,0,40,39,1
35,4,227019,11,4,11,3,4,1,0,0,32,39,0
24,4,242115,11,4,1,1,4,0,0,0,45,39,0
61,7,75008,11,0,3,1,4,1,0,0,40,39,0
65,4,185988,11,2,14,0,4,1,0,0,40,39,0
31,4,153221,11,5,7,1,4,1,0,0,40,39,0
34,4,137454,15,2,4,0,4,1,0,0,40,39,1
17,0,180907,11,4,0,3,4,0,0,0,30,39,0
72,5,167890,11,6,5,4,4,1,0,0,49,6,0
50,6,142559,5,0,12,1,4,0,0,0,97,39,0
45,4,354859,9,2,3,0,4,1,0,0,43,39,1
35,7,272219,11,2,8,5,4,0,0,0,45,39,0
28,0,293307,15,2,0,0,4,1,0,0,16,39,0
25,4,246550,11,4,10,1,4,1,0,0,40,39,0
58,4,132297,15,2,12,5,4,0,0,0,45,39,1
66,4,147802,11,5,1,1,4,1,0,0,40,39,0
20,0,114928,15,4,0,3,4,1,0,0,40,39,0
34,7,239214,5,0,8,4,2,0,0,0,21,39,0
20,0,153519,11,6,0,4,4,0,0,0,22,39,0
26,4,174307,11,4,6,4,2,1,0,0,40,39,0
32,4,92327,11,4,7,3,4,1,0,0,46,39,0
42,7,112353,9,2,4,0,4,1,0,1889,40,39,1
23,4,161311,11,4,6,3,4,1,0,0,19,39,0
21,4,148545,9,4,10,1,4,1,0,0,40,39,0
69,4,230780,9,2,12,0,4,1,7354,0,40,39,1
19,4,25311,1,4,10,3,4,0,0,0,14,39,0
41,4,195539,7,0,4,4,4,0,0,0,36,39,0
23,4,73412,8,6,5,4,4,1,0,0,45,39,0
39,4,126569,2,2,7,0,4,1,0,0,43,39,0
59,4,279826,4,2,7,0,1,1,0,0,40,40,0
40,4,173320,15,2,13,0,4,1,7195,0,40,39,1
53,7,174104,10,2,10,0,4,1,98984,0,40,39,1
34,4,266624,15,0,1,1,3,0,0,0,23,39,0
54,2,309542,11,2,4,0,4,1,0,0,40,11,1
27,4,213016,11,4,1,1,2,0,0,0,40,39,0
67,4,103275,14,2,10,0,4,1,2760,0,61,39,0
32,4,318706,11,4,6,3,4,1,0,0,40,39,0
44,4,148935,9,2,12,0,4,1,0,0,45,39,1
61,4,25981,8,2,3,0,4,1,0,1621,42,39,0
43,4,163700,9,0,2,1,4,1,0,0,45,39,0
43,4,145844,9,0,12,1,4,1,0,0,40,39,1
22,4,187387,15,4,1,3,4,0,0,0,40,39,0
43,4,135236,1,0,10,4,4,0,0,0,40,39,0
33,0,190740,11,6,0,4,2,0,0,0,38,39,0
34,4,270566,15,2,8,0,4,1,0,0,42,39,0
47,4,203100,6,0,8,4,4,1,0,0,40,39,0
57,2,116133,5,0,8,3,4,0,0,0,35,39,0
58,0,90879,11,4,0,1,4,0,0,0,80,39,0
24,4,107521,8,4,3,3,4,1,0,0,45,39,0
17,0,211889,11,4,0,3,4,1,0,0,40,39,0
72,0,120354,8,6,0,1,4,1,0,0,40,39,0
21,4,200103,8,0,3,1,4,1,0,0,36,39,0
64,4,123728,12,0,10,1,4,0,0,0,50,39,0
34,4,13146,11,2,3,1,4,1,14723,0,50,39,0
37,4,111541,11,2,7,5,4,0,0,0,45,39,0
27,4,194326,11,4,1,2,4,0,0,0,21,7,1
29,4,218718,6,2,8,5,2,0,0,0,40,26,0
48,2,208456,9,2,11,0,4,1,7223,0,69,39,1
21,4,232819,11,4,4,1,2,1,0,0,50,39,0
48,4,313625,11,2,7,5,2,0,0,1889,45,39,1
41,2,158190,11,0,1,1,4,0,0,0,40,39,0
47,4,451043,9,0,12,1,4,1,0,0,50,2,0
60,4,128072,15,2,4,0,4,1,0,0,40,39,1
25,4,509267,11,2,12,0,4,0,0,0,45,39,0
30,4,236563,11,4,3,1,4,1,0,0,40,39,0
37,5,118616,12,2,4,0,4,1,0,0,66,39,1
43,4,104956,11,0,8,1,4,1,0,0,40,39,0
